클러스터,00시-01시,01시-02시,02시-03시,03시-04시,04시-05시,05시-06시,06시-07시,07시-08시,08시-09시,09시-10시,10시-11시,11시-12시,12시-13시,13시-14시,14시-15시,15시-16시,16시-17시,17시-18시,18시-19시,19시-20시,20시-21시,21시-22시,22시-23시,23시-24시,위도,경도
0,7747,311,0,0,65,10421,21130,79375,66781,26564,10288,9754,7386,3231,1405,2499,2262,7000,57291,54540,25560,23303,22374,19541,37.64191555,126.9264795
1,13773,973,0,0,546,27511,27022,87978,132615,74180,32512,25968,23823,17155,8245,9664,20494,38183,103973,73611,41567,37218,42851,30797,37.55039084,127.0184561
2,22229,1159,1,0,250,42775,65420,214840,310203,168889,67622,38811,36500,24112,7288,21843,34421,74371,185147,201869,104467,97045,93435,63546,37.48918583,126.9397777
3,14519,133,0,0,281,35435,70712,182232,150553,86145,51803,36940,35411,23440,10625,8273,26495,54546,118688,146720,76618,70642,68754,49552,37.64221615,127.0305464
4,10357,68,4,0,256,24220,43223,134313,148505,60721,34895,28522,24046,14642,3185,6721,17864,38704,112041,95772,51091,50322,47789,32233,37.54000947,126.8367136
5,2838,146,0,0,171,3271,12767,3391,17849,6239,13081,9712,9476,9084,4132,7920,8242,9347,1855,24790,2614,8926,3639,2392,37.48478429,127.1048091
6,10649,461,0,0,250,27117,18525,77422,68450,53134,17804,10528,6135,10465,13585,19306,30456,47676,80102,73195,50023,40306,33812,18620,37.53243937,127.1217495
7,6234,1479,32,0,1634,39803,22017,38944,78119,138407,85283,96041,113295,121622,83861,66538,47175,46194,60782,25164,113498,179775,194482,81836,37.55241675,126.9298587
8,4529,333,0,0,175,3351,33963,79143,245284,119175,31146,14794,6524,8980,13390,26603,38590,95486,165823,40041,38615,35786,18365,6311,37.48218589,127.0479402
9,9350,202,0,0,867,19587,26477,78274,80299,38810,16061,9646,10334,6078,2550,5145,7238,16969,56059,66001,29909,23614,28272,20093,37.59940456,127.0790595
11,7022,1106,1,0,220,15280,29676,91950,90664,43108,22467,16335,13974,9646,2797,5867,9842,25893,65271,64488,34864,29579,27432,19408,37.48767953,126.8320188
12,23490,3447,42,0,409,42601,59194,283565,529737,319758,97198,49494,33342,22522,44800,63942,129032,283154,523617,268567,75328,68488,48025,28643,37.48460719,126.9887928
14,118254,9374,177,0,15089,178297,467485,1487927,2907513,1449248,597822,434109,341896,285980,149897,336649,546886,1051238,2043259,1150123,760167,718765,562656,304437,37.55662881,126.9773883
15,25545,2558,59,0,3448,34347,37463,124130,207957,93412,22240,13696,14017,15670,15232,12503,27544,67714,166914,71341,30286,28952,29760,40741,37.51875881,126.8933807
16,7677,70,2,0,175,17128,38981,115613,108597,64394,34852,27201,24466,15129,5154,8122,15695,32024,80829,84420,45174,43409,40594,27829,37.59123254,126.9438288
17,16602,1987,50,0,132,32792,39185,129546,125907,73084,33307,22737,25763,17173,11724,10859,18481,30684,86725,94989,38832,32741,33203,28200,37.56143619,127.0831546
18,24358,1440,21,0,413,32824,52785,194219,245480,139496,96068,91347,70161,59211,35794,23667,38686,73886,123995,130142,137511,130192,98666,61013,37.50264089,127.1255226
19,11388,91,0,0,39,16828,34260,103471,68788,31241,18384,15396,14426,9580,4216,6349,7962,22991,54822,83305,33924,24579,28473,25458,37.56073519,127.1760693
20,8749,80,0,0,1852,17931,34917,102966,95028,42449,24763,18186,17878,16687,6409,9980,23593,37689,86059,78863,40900,34441,34991,25034,37.61398684,127.0560414
21,11237,905,15,0,93,27146,55543,151813,119190,54903,32700,25364,21862,14855,6015,6271,16380,34729,80880,98646,52310,47628,44435,36220,37.66398925,127.0673842
22,14071,776,29,0,166,21057,17280,94869,190049,76171,24715,14821,20111,15174,13085,18131,30475,75925,141444,57223,28268,30924,35540,37492,37.55789096,126.9544371
23,11024,87,2,0,86,22287,41880,125902,108116,35199,14785,9541,9246,9709,10290,10275,18231,29426,88838,93527,41080,38001,41535,30795,37.6063585,126.9218004
24,4725,203,27,0,54,9070,33177,60395,38892,27810,33589,33297,27957,26586,23032,18505,18244,26546,44370,38088,39060,44706,51061,17465,37.56462386,126.8038319
26,15227,336,0,0,84,24200,50415,163560,122506,89179,46256,33815,21439,14820,6961,12414,22863,41289,120763,118371,66517,57522,43495,36734,37.51891553,126.8653222
