클러스터,00시-01시,01시-02시,02시-03시,03시-04시,04시-05시,05시-06시,06시-07시,07시-08시,08시-09시,09시-10시,10시-11시,11시-12시,12시-13시,13시-14시,14시-15시,15시-16시,16시-17시,17시-18시,18시-19시,19시-20시,20시-21시,21시-22시,22시-23시,23시-24시,위도,경도
12,4733,7,0,0,14,10005,15218,44530,51447,23733,9861,6163,5609,3729,380,4377,6871,11203,29285,35417,18768,17934,17227,12045,37.5888206875,127.087305125
42,4342,1895,1,0,1066,25739,13784,29903,33790,66541,36504,38380,57802,66864,62841,44370,30626,21958,28916,25474,47240,98017,122687,56167,37.55686269777778,126.92373355555554
59,2171,0,0,0,1,4433,5469,21287,26947,14890,5577,3933,5097,3741,2121,1032,1193,3153,15499,18336,9449,9172,9689,6991,37.56605097333333,127.08438716666667
68,19895,285,1,0,204,32631,52028,168365,247682,129600,47097,29032,28577,19121,3013,12523,23185,50688,144096,166372,86040,75662,73913,53796,37.484008015,126.9298187
72,885,2,1,0,76,1245,21526,89333,233220,130594,44457,25257,12756,7284,4131,20567,31698,75474,157945,66985,67365,80351,63031,27348,37.56979148,126.98300520000001
105,10278,71,2,0,106,11625,22470,100207,130094,76516,29551,28270,22453,14995,13105,10044,15501,51094,95923,69049,74651,54814,36408,24150,37.51278817,127.10047643333333
109,3394,2,0,0,24,7786,13186,34679,41498,20011,9080,7217,6587,4203,3044,1783,3303,5056,17957,25585,14486,14979,16353,9884,37.451568,127.159845
164,128,36,1,0,94,5267,863,2637,31206,63873,28681,18221,12409,17894,9384,3764,12148,14927,16198,13893,29824,42425,51293,19976,37.555271555,126.93701925
170,2430,1,0,0,0,4881,7926,26565,25235,10424,4473,3599,4058,3056,645,1032,2730,5250,13617,21973,8369,7688,8680,6887,37.545548318,127.14289266
185,3882,0,0,0,15,6224,17212,64516,61995,24051,10162,6548,6760,3037,1028,1152,3789,9714,38749,41758,20996,20095,21163,16852,37.604563434,127.0258873
196,18993,2741,0,0,3306,28157,30257,93647,23454,13327,9546,4208,1404,1441,2907,837,970,1854,25735,58064,9963,2274,21031,27130,37.507503835,126.891694925
213,3302,0,0,0,1,3992,14303,42107,37055,13639,6882,7262,7065,4364,287,1330,2631,7086,30014,32964,16566,13392,15913,10441,37.54929975333334,126.83635376666666
246,769,0,0,0,8,1892,1828,17708,21881,12109,4679,3421,2310,2975,1502,1960,1774,3083,6174,11780,6660,6131,4780,3196,37.471016,127.126746
257,1663,118,0,0,15,2718,985,2584,70053,28033,4013,1462,2303,1755,2328,3166,4687,12685,53783,5025,2507,1388,1725,4267,37.559621325,126.96425143333333
261,712,0,0,0,1,1902,1929,5286,9026,3812,1722,1105,1126,1031,420,562,1106,1583,5792,4891,2548,3292,3329,2239,37.566203056,126.97711092
279,859,191,0,0,0,3151,3027,8722,9860,4334,1194,831,195,573,1415,1397,2032,2602,8066,9138,4342,4259,3553,2667,37.440952,127.14759
281,1660,0,0,0,12,2452,4281,21891,19799,29981,12207,7733,6295,8488,5344,573,2755,2644,1481,15474,16481,9143,9616,2160,37.524540255,126.876294
305,4187,1207,0,0,274,16987,5480,30384,45467,29519,10226,11866,16345,20327,18114,15045,15393,29286,68851,59366,14491,22731,32134,21981,37.540408,127.069231
346,739,0,0,0,0,1671,778,5031,8748,8006,5228,3704,3792,4643,2487,1801,5660,8431,9564,1400,942,234,803,1690,37.521805205999996,126.90501986
350,14900,3906,0,0,3786,23900,24477,97016,121603,57340,16476,11624,9568,9006,2323,3758,5855,19639,71297,94158,39546,29399,31442,25036,37.48068151333333,126.9526396
352,5102,968,2,0,32,4094,4924,22746,62680,15918,8492,3450,5328,3890,3420,4612,7188,6926,27218,19056,4632,8158,7690,6778,37.492686,127.11819
358,454,0,0,0,15,713,3052,3524,7611,2464,1278,521,1933,1324,1793,490,343,2642,1554,136,2752,5489,4437,1670,37.53491479,126.9869169
373,4887,696,0,0,206,9190,14058,51218,49353,22656,9072,8200,8157,5612,1547,1924,3227,7985,34347,42708,21592,17694,16557,11090,37.49214327,126.82387880000002
383,1308,0,0,0,0,592,1471,7121,11963,5349,2855,2565,2604,1383,821,619,740,669,6767,7584,4152,3808,5973,3825,37.51297422,127.01160809999999
392,2184,498,0,0,53,7639,5078,22614,24179,12458,3729,2510,3634,2452,1521,268,783,3710,15072,17358,8946,9784,9668,6109,37.49989383,126.91022913333335
404,2538,3,0,0,12,3986,4618,21326,16475,12881,6520,5676,3633,4018,1897,1547,356,1145,278,13195,8209,5372,7430,6702,37.563535,126.903326
431,9384,237,2,0,1466,15321,12810,54331,78853,36159,11606,12910,13620,13175,10523,8323,9827,14413,71927,62702,18495,23975,27253,15908,37.56094127,127.03509615
