클러스터,00시-01시,01시-02시,02시-03시,03시-04시,04시-05시,05시-06시,06시-07시,07시-08시,08시-09시,09시-10시,10시-11시,11시-12시,12시-13시,13시-14시,14시-15시,15시-16시,16시-17시,17시-18시,18시-19시,19시-20시,20시-21시,21시-22시,22시-23시,23시-24시,위도,경도
12,1270,0,0,0,42,10718,15275,42485,43069,21902,8326,5762,4941,3924,449,4051,7303,12953,29155,30787,17702,16120,15306,10771,37.5888206875,127.087305125
42,4894,0,0,0,680,15660,9241,26343,32659,62828,40642,40047,52040,56888,47653,34853,17313,9764,18051,8105,49311,86077,101048,26375,37.55686269777778,126.92373355555554
59,185,0,0,0,3,4453,7172,19404,23923,13660,5889,4772,3905,2010,615,1129,1410,3980,15426,15562,8748,8415,8014,6190,37.56605097333333,127.08438716666667
68,452,0,0,0,250,32694,50206,150949,214016,113470,47352,28737,27365,15557,4870,13439,19233,49187,141540,138829,76937,69629,64154,55086,37.484008015,126.9298187
72,102,0,0,0,60,854,19193,80361,190811,105914,37496,21928,12778,6900,5376,20653,28631,81277,134651,54456,50975,58367,43648,15551,37.56979148,126.98300520000001
105,2621,0,0,0,111,11627,21976,91766,100904,62836,28780,29448,24023,19559,14738,11971,21598,49441,69340,61747,65048,48203,31896,28565,37.51278817,127.10047643333333
109,1641,0,0,0,8,7022,13309,30930,35041,17185,8326,6459,5551,3857,2378,1402,3163,3876,17264,22201,14257,13102,14014,8216,37.451568,127.159845
164,75,0,0,0,37,3955,2714,3810,34586,56980,23963,14391,10845,17418,6865,3823,13603,16670,9293,4566,26222,32751,39052,6465,37.555271555,126.93701925
170,1234,0,0,0,1,5161,8408,24728,20690,9306,4816,3508,3426,1890,978,1346,2789,5084,16443,16984,7681,7500,6569,6285,37.545548318,127.14289266
185,11,0,0,0,14,6492,16850,56830,51786,20695,11899,6740,6651,4446,1577,1164,3569,11693,39108,38444,18887,18651,17027,12651,37.604563434,127.0258873
196,13054,1,0,0,3700,28819,28229,77853,20527,12879,7189,2946,866,368,1493,1716,1399,3982,31054,43557,8741,871,16517,23546,37.507503835,126.891694925
213,821,0,0,0,1,4375,13710,35798,29118,12074,6426,6394,6495,2870,87,1117,3290,6601,29502,27118,13476,10944,12333,9048,37.54929975333334,126.83635376666666
246,469,1,0,0,2,1442,1053,15524,17995,10613,3791,1889,1855,2210,721,1012,993,1976,6435,8191,4817,4558,4124,2778,37.471016,127.126746
257,329,0,0,0,27,2741,1167,5689,53799,23268,2075,2214,2479,1288,2835,3200,4073,14249,42832,3325,870,711,2348,4468,37.559621325,126.96425143333333
261,2,0,0,0,30,2026,2203,4826,8376,3411,1847,969,873,973,459,585,800,1617,5625,4249,2515,3197,3110,2203,37.566203056,126.97711092
279,401,0,0,0,0,3199,2623,8156,8269,3436,950,856,676,98,223,1269,1779,2759,7544,7640,4022,3974,3229,2391,37.440952,127.14759
281,151,0,0,0,15,2319,4710,15177,19006,27704,9962,6153,4931,5698,3125,840,1641,11,5515,10961,13328,7920,7846,3714,37.524540255,126.876294
305,5769,0,0,0,294,16942,4620,28154,35779,23133,10538,11417,15080,20752,15203,13763,15196,29867,55579,40489,12842,16860,25061,7070,37.540408,127.069231
346,57,0,0,0,7,1479,699,3829,9196,8005,3451,2105,1466,2530,1092,1454,4104,6146,7934,211,757,399,530,2205,37.521805205999996,126.90501986
350,13169,0,0,0,3626,24085,26311,85372,106204,52747,17349,11298,11084,6598,1840,3030,4562,20550,71338,79191,36581,29198,29402,26070,37.48068151333333,126.9526396
352,5724,2,0,0,26,4280,4708,22178,56694,15352,7606,4576,5412,3220,2874,3120,4310,10450,25672,11570,4230,5270,6754,7344,37.492686,127.11819
358,203,0,0,0,14,769,1515,2787,7109,1792,1630,559,1730,1142,628,653,731,2548,3327,1021,2300,3838,3813,1278,37.53491479,126.9869169
