클러스터,00시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
0,10569,4558,1788,1585,5725,16207,38756,99396,104072,69354,58473,55748,57463,60787,65018,76560,94553,87726,88146,68159,48963,44216,42212,20243
1,5094,3146,1632,1704,2568,11651,24009,52356,81345,61435,54454,54201,57111,57863,62584,66760,72667,78213,88816,64781,52233,47987,42557,20010
2,149699,39901,22988,18607,114600,287914,496659,1143892,1599364,1122507,868227,826470,897134,956148,954946,1098316,1269596,1388178,1594786,1234840,909043,853777,792334,431383
3,27530,3746,655,513,14145,41172,77719,196464,240193,168652,131478,128619,143877,157007,148484,178389,210813,204080,212160,184377,135243,122126,114918,68330
4,8021,2930,1194,970,8610,12139,25883,65212,93761,58927,40996,37355,40834,42233,42176,50116,57739,72143,88835,56899,43197,39369,36437,18514
5,58913,11546,7188,6002,53766,116173,205830,485102,679210,471194,373021,361276,389289,402808,406035,464031,521251,553526,620710,472067,348324,318098,294233,153800
6,22148,6977,3900,3541,14382,45086,89267,236693,387065,264331,174323,154799,165965,177955,181816,208309,245415,286166,331849,224127,160211,153311,134897,67261
7,8334,2454,1548,1552,4885,21323,37134,101529,146561,99715,75231,77228,80167,83864,83455,88811,100424,135511,154398,100770,77607,72457,65274,32079
8,11444,887,15,0,5238,25072,76472,186221,256155,164187,119324,108556,121487,128833,127777,153608,186263,186793,224303,174969,124849,117605,114103,55060
9,67557,15346,8582,6829,56962,123018,234861,548271,736970,516162,410751,378806,410210,436576,426062,495838,571623,607853,672782,526994,392556,371038,352002,194668
10,4848,1174,1300,1073,5624,12189,35937,87158,103511,66677,54155,49895,57247,57316,58573,69372,82267,82335,100806,87789,58371,52734,44601,25665
11,3882,311,0,0,2423,9744,23889,68537,84226,52838,45135,47069,44267,49012,48256,52649,64003,66917,66158,51845,38417,34363,31244,15442
12,12851,1706,832,820,22189,42834,58063,125631,181274,119129,92545,90061,98731,102202,102032,113904,133324,154054,182835,145297,98305,85937,75236,40002
13,8942,1566,564,830,5498,17992,40378,107436,99498,74964,62000,58484,65434,67308,66758,81030,100430,89116,95514,77762,56638,58738,54030,26712
14,0,0,0,0,0,31,6025,13773,21886,20013,15026,17721,19043,20027,22264,23558,27160,28436,22394,12747,10082,7646,4156,1085
15,16347,2078,837,448,17506,39985,64944,140809,201103,130450,107790,100880,111076,117243,116542,132879,152619,159411,180324,144759,105316,96369,92745,51210
16,28141,3423,1801,1486,15065,34329,75269,172592,219431,170728,174669,149141,149829,167793,166804,190665,221364,225792,226257,190352,140601,132254,128082,75066
17,48253,16629,8836,6919,17054,77836,171117,405088,621674,382982,258443,244828,278132,285777,278429,315167,364979,459164,573994,427008,318171,309524,294364,168710
18,30788,15003,5630,4973,28731,37380,71668,173184,242831,162505,134290,131328,151134,155995,161498,184067,212601,220347,242633,190441,139637,123688,108843,62777
19,25901,3352,1168,863,15166,42056,90825,235911,295222,214293,171084,162827,193757,220616,213066,257857,306939,345026,342008,264705,184585,203765,233442,82980
