클러스터,00시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
0,10884,4963,1961,1653,6102,16423,39343,93081,99442,67268,63200,63327,65840,69673,72321,79701,91825,88901,91528,73296,54795,49015,44638,21959
1,5386,3226,1722,1784,2400,11714,25153,51191,84528,61006,50877,49893,54363,56204,55070,60265,67505,75755,88702,70291,54956,52704,45047,23245
2,160032,41805,24006,19621,115132,301376,520747,1130228,1593962,1151110,919549,889896,976777,1017679,1002797,1109233,1225806,1405743,1627424,1282705,962619,903006,833769,456323
3,28097,4119,669,430,13880,40777,82244,179644,221775,149499,130685,133239,143516,145758,148326,168642,184075,189987,208549,185493,136114,122379,116503,69850
4,9146,3249,1093,930,8337,13095,27422,62690,96381,59717,42857,40406,43410,43560,44273,49957,57922,72929,90880,56995,45755,42862,39208,20432
5,62216,12256,7424,6117,54390,124299,232897,506930,700329,503566,411829,408135,440426,448881,439561,481381,524213,567719,647692,504798,382133,348278,312939,166861
6,21387,6541,4011,3762,14680,43803,93647,238829,392345,258971,178377,168016,179190,190741,190404,205438,230233,283951,329449,214269,156561,147618,139676,66426
7,10212,2748,1566,1438,4276,21949,40154,102064,144313,97638,77746,81231,85878,86605,86347,87927,97913,133977,157090,103232,80074,76504,66582,36419
8,12004,911,11,0,4952,25513,78330,174824,241116,166881,125801,122653,133169,136627,138832,154965,172893,187719,230586,174435,129050,120220,114933,56500
9,70192,15825,9288,7295,55829,127360,241298,528879,696746,495472,407409,395704,431178,443862,431671,480591,531791,581304,660256,536034,407092,381804,355066,198158
10,5089,1346,1362,1287,6048,13340,39449,85817,105036,74475,61595,58984,68224,66740,65925,75207,80693,85710,103167,92754,63576,61319,48286,29520
11,4135,459,0,0,2167,9936,25071,65314,78454,51038,39654,39208,44484,51922,46866,49752,53005,56918,63146,50160,36075,33510,30611,15757
12,13439,1714,868,822,20684,42762,59221,124063,183175,122182,101665,99566,107234,108818,108148,117611,133071,157022,185772,154497,105549,94557,80814,43529
13,9580,2090,910,656,5240,21358,42076,96862,97612,76802,72152,65720,73028,72400,73996,83520,90540,87172,98088,79376,59788,60724,55676,29030
14,0,0,0,0,0,18,5553,13568,23096,20602,16288,17863,20576,21149,22106,23293,26633,29172,26905,14534,11520,7424,4085,1221
15,16211,1915,739,558,16742,42276,65226,135039,186272,127380,102377,97057,112556,117548,110961,126154,139437,153851,173326,141504,102372,93630,89767,50500
16,27261,3205,1517,1511,15846,36147,77637,167389,213130,160671,143882,141297,155330,165785,160719,181731,197914,200641,216168,187574,136974,129606,123297,73181
17,49385,21162,9703,7896,15384,81708,172695,416591,617376,376517,264775,254871,286014,299329,287876,312509,350821,461136,593216,431129,319739,319551,306076,177447
18,29955,13879,5650,5193,25453,33811,71669,152714,216320,153177,137330,131080,147028,149291,148162,164612,183542,201750,224637,181550,133172,119844,106036,61518
19,27590,3739,1310,952,14225,45512,96621,243468,303448,231331,180170,176811,224907,247202,228394,250881,288559,355268,348634,262614,189778,215824,255314,90322
20,68559,18218,10773,8597,60188,144404,288491,614808,835019,620927,521628,508399,553195,566180,553895,610158,669892,731384,831266,667019,500902,465436,427505,227155
