클러스터,00시순하차,1시순하차,2시순하차,3시순하차,4시순하차,5시순하차,6시순하차,7시순하차,8시순하차,9시순하차,10시순하차,11시순하차,12시순하차,13시순하차,14시순하차,15시순하차,16시순하차,17시순하차,18시순하차,19시순하차,20시순하차,21시순하차,22시순하차,23시순하차
0,2978,1430,250,318,1224,2676,3408,4606,5706,4720,4722,4596,5156,5538,6314,6434,7230,6908,6884,5378,4752,3982,4296,2386
1,4898,807,193,96,611,7391,9856,15386,21022,19746,18172,18757,18963,20335,20867,21095,22429,25339,26948,24288,23857,20535,20589,12197
2,950,96,0,0,290,698,3262,5321,4676,2716,2068,2055,1999,2361,2018,2562,2978,3648,4550,4610,3125,2765,2691,1804
3,388,4,0,0,159,548,1326,2713,2751,1802,1889,1848,2386,2067,2028,2466,2720,2394,2601,2303,1694,1469,2403,1066
4,2086,614,226,178,2416,3396,6834,13318,21042,13482,9174,7780,8370,7976,8170,8460,9954,12066,12976,11444,8146,8276,8842,4946
5,6,0,0,0,0,187,210,357,642,418,232,201,196,258,196,159,335,268,304,232,156,162,98,102
6,81,0,0,0,12,267,915,1031,1615,1004,458,751,963,900,980,1493,1478,1156,1325,1083,863,948,967,397
7,1,0,0,0,0,54,206,458,541,314,186,221,285,288,275,346,487,530,739,513,528,350,480,263
9,113,55,0,0,109,271,1152,1732,2332,1929,1417,1662,1943,1804,2105,2418,2468,3052,2298,1604,1862,2798,4210,829
10,74,38,0,0,213,342,1256,2703,2048,1202,567,514,508,425,255,324,448,278,563,736,407,447,432,267
11,260,2,0,0,602,264,752,2156,2442,1456,922,618,858,682,456,470,2754,924,1652,1738,1472,1618,1232,782
12,3069,222,111,81,3001,5025,10213,25617,29664,15858,12093,11077,12779,13681,12063,14202,19825,24041,33206,38352,23673,20322,18290,11473
13,68,0,0,0,98,186,301,797,822,218,272,307,367,363,386,833,817,558,639,374,239,220,303,218
14,12,0,0,0,0,0,286,174,414,226,182,148,214,272,236,330,276,466,316,204,122,174,224,86
15,0,0,0,0,0,92,960,1960,1076,1188,584,540,438,290,334,560,678,592,1032,1414,1064,970,1140,462
16,96,0,0,0,410,728,816,1624,4926,2660,1934,2186,1810,2214,2128,2550,2258,1666,1940,1482,1226,1494,1728,936
17,105,17,38,57,1621,1617,1206,2779,8250,3933,2125,1637,1533,1853,1673,1608,2013,3432,6809,1692,1242,1060,652,238
18,0,0,0,0,0,0,480,1484,2426,1338,622,628,552,648,570,584,706,574,1118,714,538,378,332,170
19,150,4,0,0,26,99,497,1514,2323,1289,1129,899,669,775,827,896,897,1324,1960,1445,840,1028,860,307
20,0,0,0,0,0,0,159,216,363,285,163,149,101,125,95,54,28,16,29,12,22,74,26,32
21,2956,1416,761,807,5510,4814,7284,15639,24911,16090,12927,12230,11248,11109,11383,12256,14809,17803,21710,13228,10908,10615,9574,3434
22,18,0,0,0,0,218,262,640,548,332,308,150,282,226,104,78,78,18,82,74,106,22,36,42
23,777,84,0,24,1185,1454,3029,6115,7184,5454,4324,3968,4932,5059,4035,4954,6578,5008,4810,5448,3855,3152,2815,1896
24,136,0,0,0,0,320,1658,3306,3972,2796,2344,1930,2446,2378,2322,2540,2598,3022,3550,2876,2042,1728,1784,1184
25,10,22,0,0,0,0,2,30,28,22,32,50,44,38,58,32,66,70,164,112,86,58,76,38
26,0,0,0,0,0,48,248,710,1380,1320,934,850,1216,1554,1242,1542,1670,1812,2038,1600,1094,1264,780,402
27,0,0,0,0,0,0,380,840,652,666,338,266,104,128,248,286,316,338,534,608,476,580,434,380
28,0,0,0,0,0,54,280,430,410,282,18,12,22,76,186,278,470,424,552,786,704,764,804,338
29,33,0,0,0,0,154,594,1593,1537,779,600,543,570,472,527,504,585,645,878,1039,573,542,455,344
30,2729,159,291,168,3105,4677,7529,14956,19234,14515,12415,14712,16199,14882,13725,17893,18174,18432,24087,21244,13774,12417,12171,7640
31,1068,264,38,2,215,791,1922,3711,3568,3070,3627,3282,3821,3957,3773,4473,5039,4860,5723,5258,4364,3896,4293,2820
32,94,0,0,0,0,222,386,886,1656,1942,952,692,776,824,702,898,840,992,1206,896,570,488,712,448
33,1197,0,0,0,2706,5294,8228,17807,12521,10858,8235,7239,8106,8638,7553,7376,9099,8115,9651,10473,7636,7636,7653,4266
34,151,71,50,44,185,372,437,780,2050,1463,916,627,440,571,474,582,749,911,658,378,235,230,119,103
35,3765,230,0,0,4681,28258,78228,151230,254415,157708,71591,51048,53732,57619,55354,67458,96651,150102,173353,130604,91832,80210,61825,37284
36,374,108,52,40,238,1684,3920,7480,5376,4142,2464,1910,1848,1646,1386,1584,1626,1908,3736,3890,1734,2366,2986,1654
37,2606,791,666,408,3303,4017,8099,19677,18858,12825,10170,9667,10666,11083,10449,12631,13841,16325,16621,13319,10579,9876,9569,5428
