클러스터,00시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
0,10586,4643,1891,1662,6040,17476,40360,91432,96509,67481,60081,58607,62779,65250,67060,77694,94277,89255,93222,74618,54391,48524,42824,20595
1,5046,3086,1890,1774,2648,11783,24670,51245,81069,58947,50703,48088,52041,52399,52846,57845,66230,73349,89921,70652,57017,52170,43186,21236
2,149511,39184,22591,18773,114165,294029,522241,1127593,1584679,1134210,891141,860376,937293,970054,955179,1076717,1235844,1395128,1620110,1262516,941054,874131,814712,433939
3,26419,3956,638,433,13806,39806,82128,181968,218400,143307,125293,126319,137623,140436,140893,167531,191829,191303,210919,184932,135782,119176,112666,66439
4,8656,3092,1200,832,8644,12872,27854,62508,94621,59209,41368,37933,40739,41401,41532,47919,56946,72044,89468,57028,44966,40434,38637,19355
5,59056,11874,6892,5893,54711,117978,220307,479369,672480,475312,388622,378340,407420,414206,409185,465506,511952,554844,638474,495496,367397,331706,303520,160880
6,20636,6457,3991,3784,14091,42808,92907,244823,391132,259564,176114,161449,174545,183251,179616,201551,230160,286069,334929,214726,155057,144178,141184,65830
7,8965,2427,1503,1399,4466,21809,40588,105016,145213,96425,75386,78727,81113,82411,82416,85063,98494,133948,160089,102393,80172,73041,65635,33562
8,10995,824,0,0,5320,25208,78304,176738,247730,164248,122282,115353,128404,133763,134499,153306,178708,186784,233202,176496,128627,119289,113979,53811
9,66062,14716,8479,6757,56006,123148,242623,520906,685942,490035,401119,379631,411610,422609,412094,469378,536442,574529,661889,536808,403075,372082,347771,190703
10,4922,1305,1255,1176,6173,13229,39056,84652,101833,72988,59902,55613,64661,61743,62824,71627,80767,85214,105348,93653,60131,57604,48012,27763
11,4110,392,0,0,2463,10237,24993,64960,72045,47483,37416,36160,41266,46706,41722,47067,54152,57990,62112,49065,35048,32011,30477,14946
12,12997,1694,750,758,21603,41134,60261,124640,180986,121096,100972,95449,102003,102903,103144,115342,132278,157678,187070,152441,103453,90926,77707,42350
13,9440,1906,804,720,5868,20338,41310,97250,96766,70156,64674,63222,69702,69274,67136,79344,96968,88678,98472,79936,60378,58742,55164,27154
14,0,0,0,0,0,14,6303,13731,22648,20026,15824,17781,20240,20913,22090,24944,27917,30310,25501,14350,10364,7005,3973,1119
15,15296,1766,697,500,17406,40086,65296,133538,182732,123490,100052,95471,107365,110325,106732,125319,139842,150449,172867,139379,100772,90303,86354,47792
16,27345,3062,1513,1539,15508,35583,78318,163337,205205,156453,142735,137751,149394,156993,154085,178627,199976,201185,218020,186088,137103,127858,122771,71415
17,47293,19420,9474,7593,15466,79607,171193,422431,617951,369692,256755,245371,273107,283543,275948,298802,345356,462152,597776,425682,317332,308147,296871,168952
18,31087,14908,5740,5415,28997,36812,76588,160756,226729,160354,144629,138941,151506,154520,155158,176195,202884,213628,240723,196908,141204,127608,112487,64140
19,26656,3330,1221,951,14422,43929,96501,242727,303020,231272,181254,172035,220354,244953,219836,254508,301815,371228,350537,261211,191055,219876,264775,88693
20,63396,17366,10104,8029,60130,141109,288689,617286,832874,615783,510506,490746,531457,544044,532327,593137,678536,729153,836230,665744,499207,455648,420622,218122
21,197296,67093,29434,26065,127518,273665,494430,944731,1328888,1022090,889969,897569,962614,976938,991012,1124119,1278924,1390254,1619961,1341850,994101,861207,787441,501622
22,14600,3127,2572,2065,19156,28877,54732,111934,144956,99238,84155,81976,91356,88349,88305,98252,113385,125912,147377,135691,89289,79241,64799,35744
23,105805,40283,28592,23075,31585,85065,162728,348663,524934,473630,323407,299627,333163,357188,348565,371681,411759,501839,619143,449196,340899,343202,336732,209249
24,23090,3336,866,896,18482,54825,130983,282005,372538,256786,190036,177422,190990,197430,191203,218989,256819,304914,344029,264588,188972,170356,164275,84068
25,13855,1844,2190,2254,11241,53015,76344,154077,226184,140300,109010,101069,109676,114027,111638,122260,140172,170527,207835,158138,108523,100095,90074,51981
26,6887,1524,1312,1129,7173,19927,32786,67983,107163,84999,61916,60268,67449,73719,77543,85542,96419,109911,138291,98905,73210,60505,49409,24330
27,11656,3879,1884,1984,24623,30528,55654,106534,147456,107113,97435,92899,98368,106228,104435,113924,113332,131575,153620,110035,88117,83320,71339,25250
28,33153,4312,1098,1054,18702,46899,107680,229403,288110,202269,172731,169322,188411,196437,193593,222130,254199,277410,305862,253824,185382,171246,167747,91213
29,14830,1183,0,433,33112,97131,209919,473945,834306,522879,240502,184778,192591,208215,203521,235122,307820,484269,581665,398114,265452,227514,175391,97883
30,26819,6697,4009,3680,12797,63083,114191,262478,379686,271880,207926,203355,223383,223420,222375,237164,280903,314116,373645,264953,213770,197844,181121,93542
31,12982,2180,1216,766,12556,35318,77019,164973,228289,172623,141827,135822,151173,150022,145430,163831,182190,192392,208412,163349,123669,110991,99577,55964
32,21490,3569,2648,2293,15021,45597,123709,277606,332403,216547,166850,158194,177710,178237,176211,210210,250652,265560,328263,269368,187082,167985,160136,75780
