클러스터,00시순하차,1시순하차,2시순하차,3시순하차,4시순하차,5시순하차,6시순하차,7시순하차,8시순하차,9시순하차,10시순하차,11시순하차,12시순하차,13시순하차,14시순하차,15시순하차,16시순하차,17시순하차,18시순하차,19시순하차,20시순하차,21시순하차,22시순하차,23시순하차
0,3422,1672,232,292,1182,2632,3130,4916,5912,4838,4830,4992,5592,5900,6326,6818,7388,7496,7004,6172,4826,4060,4500,2492
1,6499,1002,192,98,494,8071,11042,17937,23218,20052,19782,20567,21308,21793,22641,25133,25376,25245,27803,26776,28095,25258,22171,13528
2,881,118,0,2,290,650,3003,5822,5026,2899,2130,2350,2149,2541,2223,2751,2918,3091,4209,4572,3333,2744,2790,1894
3,430,2,0,0,108,629,1547,2378,2428,1589,1658,1629,2404,2197,1927,2261,3085,2407,2462,2209,1784,1727,2259,971
4,2112,776,390,208,2108,3690,7036,14052,21498,14368,9342,7256,8066,8122,8250,8510,10604,11650,13168,11088,8608,9154,9266,5060
5,5,0,0,0,0,203,217,245,582,365,305,332,245,198,260,271,224,265,318,219,211,156,89,159
6,91,0,0,0,4,254,819,1308,3076,1223,439,450,759,599,964,1962,2588,1286,1270,1035,980,1023,996,408
7,1,0,0,0,0,66,169,378,541,270,186,250,277,296,269,344,547,474,661,532,576,370,476,266
9,104,47,0,0,108,129,974,1911,1978,1484,1485,1449,1732,2070,2176,2381,2608,2936,2113,1588,1816,2539,3669,835
10,95,31,0,0,165,443,1213,2661,2184,1259,779,650,501,390,401,400,494,289,476,582,356,359,335,252
11,272,0,0,0,390,302,750,2930,1938,1428,1182,794,888,968,600,794,3246,1146,1676,1728,1428,1432,1290,738
12,3252,204,129,147,2714,5478,10936,25645,26295,19536,16203,12806,18167,20469,14426,19023,25997,29659,32947,36163,23612,21181,19792,12600
13,100,2,0,0,99,160,274,1475,662,340,423,264,376,506,350,969,876,596,662,446,274,291,340,249
14,6,0,0,0,0,0,214,174,664,488,390,350,426,502,380,540,646,654,578,310,268,354,314,200
15,0,0,0,0,0,42,770,2066,954,830,582,570,414,300,484,580,670,496,904,1088,886,860,888,436
16,84,0,0,0,290,720,726,2040,6010,2688,2330,2238,2218,2302,2306,3290,3770,1958,2170,1206,1204,1400,1534,688
17,285,89,94,57,1511,1979,1957,5417,20332,7912,2974,2497,2373,2820,3419,3749,4087,5788,10990,3398,2748,3033,2175,773
18,0,0,0,0,0,0,460,1552,2166,1366,460,476,498,408,526,430,492,650,996,888,450,424,440,204
19,190,0,0,0,26,122,405,1522,2065,1220,1019,819,802,775,804,918,1043,1095,1603,1224,811,902,927,350
20,0,0,0,0,0,0,101,189,297,219,114,122,60,94,81,57,32,30,19,27,26,29,18,38
21,2918,1440,915,855,5368,4762,7677,16178,23224,16079,12933,12564,12343,11406,12548,12389,17214,18548,21540,14701,11649,11480,9703,3498
22,20,0,0,0,0,274,394,756,690,482,238,202,160,230,96,72,84,56,74,156,72,24,30,12
23,859,138,0,0,963,1424,3117,7899,7217,5252,4889,4906,5073,5253,4200,5737,7553,5002,4649,5164,3626,3147,3023,1989
24,172,0,0,0,0,272,1326,3038,3394,2630,2088,1746,2186,2004,2214,2334,2848,3166,3312,2592,1990,1762,1878,1068
25,24,16,0,0,2,4,4,4,18,18,14,20,28,18,48,30,60,124,92,120,68,64,60,54
26,0,0,0,0,0,60,224,782,1168,1232,926,908,1064,1292,1338,1332,1572,1568,1684,1322,1186,1158,850,374
27,0,0,0,0,0,0,526,668,464,448,196,264,182,106,208,368,260,306,622,510,452,560,390,328
28,10,0,0,0,0,26,276,450,374,218,90,90,56,198,236,476,606,456,650,748,766,720,766,332
29,19,0,0,0,0,143,512,1562,1775,796,677,461,524,579,505,572,560,645,910,1000,672,535,467,419
30,2709,138,300,144,3045,5075,7652,15685,19172,13640,11799,14332,15458,15106,13563,18530,18823,18498,22456,21067,14519,13527,11702,7299
31,1213,317,59,0,183,843,1778,3839,3373,3277,3435,3325,3514,3996,3890,4730,5361,5058,5559,5281,4160,4031,4645,3026
32,60,0,0,0,0,196,448,1046,1288,1778,1228,608,610,770,604,742,720,796,1200,772,624,484,540,350
33,1317,0,0,0,2661,5213,8932,20299,13030,10927,8775,8187,8445,10141,9208,7729,9962,9661,10569,10588,7772,7967,7975,4512
34,158,34,51,45,212,415,533,1020,2324,1512,979,766,588,805,755,761,936,1119,778,455,245,206,204,132
35,4660,270,0,0,5250,29545,73530,144360,227965,143260,72615,55870,57690,58830,57865,66790,90895,133930,155545,122515,89400,81825,65460,39455
36,452,76,46,36,190,1430,3878,7440,6110,3716,2332,1806,2144,1782,1534,1614,2266,2004,3724,3860,2000,2354,3040,1862
37,2718,708,762,381,2913,4340,8912,23254,22349,14658,12503,12054,11610,12530,11777,14760,16780,18216,18068,15085,11871,10793,10720,6847
