클러스터,00시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
0,9602,3709,1842,1135,5313,13453,31446,72618,81840,57235,52118,52307,56157,61142,62286,66463,73838,73070,80573,63412,45921,42813,37828,19632
1,4528,2546,1404,1278,1834,10126,20873,38655,73451,52763,43904,43337,48566,50248,54204,56036,60020,64961,78911,56826,45150,42963,35746,17791
2,133008,33402,18720,14816,100798,259270,447140,933898,1469793,1054759,821423,796858,903244,961153,957108,1039884,1125575,1284356,1513771,1186305,866548,814710,755576,411154
3,23145,2964,629,382,12397,35643,69403,140254,188965,135196,114967,114863,131618,136618,138626,146885,158722,178120,196066,169076,121849,111590,102364,61296
4,7393,2524,954,416,7347,11324,21759,48626,86160,54748,36951,34653,37325,40067,40233,43685,49208,63434,85176,53911,39993,36582,33176,17454
5,51448,9908,5463,4404,46226,107001,196903,419319,622638,445043,360382,358141,392063,411402,410616,439279,469825,519200,594766,460548,338495,308729,282106,148855
6,16922,5661,3259,3529,12150,38513,79205,192719,352225,236744,158024,146844,160470,179774,173698,184807,197992,250612,298023,199512,136850,132900,128753,58498
7,6937,1839,1174,795,4704,18857,32353,85177,130319,84573,66844,68608,73272,75216,74981,78375,85451,110620,139441,88869,66460,61065,54100,28137
8,9950,902,87,40,5266,23371,66761,137192,225317,153908,111812,104796,118017,126158,127407,135446,148658,171316,213486,161367,118074,109952,104607,52145
9,54158,12326,6549,5677,46454,106965,196581,406644,609471,432676,348284,340720,377570,402023,401951,430628,471481,517240,593207,484121,349965,333586,305226,170773
10,4558,1176,1078,828,5017,11666,32792,69591,90054,61844,51919,48161,58522,59398,59349,63434,68195,74192,97303,84859,56660,51261,44923,26802
11,3619,326,2,0,2079,9136,21094,55576,74023,46610,36549,34674,39813,50419,41193,44790,46354,53326,60872,47572,32511,30097,27934,14502
12,11762,1452,584,434,16475,37488,51003,102153,164936,110428,90158,90057,97611,100272,102286,111601,121078,145539,170477,137228,94403,84313,71216,39212
13,8398,1588,616,566,4650,16050,31142,62708,84278,60280,52178,52010,60342,61636,59174,64682,66400,75240,83392,70122,49148,50890,48470,24906
14,0,0,0,0,0,44,3948,10744,18243,15957,12984,15232,15680,17148,18877,21226,24196,25368,21281,11479,9325,6015,3570,1054
15,13195,1280,607,313,15868,34125,55310,106364,167159,113037,91777,88727,102713,107714,104820,115176,120633,135527,158929,129115,90550,83481,78669,43329
16,22785,2634,1049,953,13681,31168,67062,129181,181485,140580,124012,124932,138179,147880,145661,158595,175392,180793,196988,168855,122868,115882,109629,68509
17,38469,17406,7018,5394,12321,65610,143498,355896,560687,341216,228898,224376,252934,265008,256363,277008,311781,405281,528649,399049,286686,279798,266865,152298
18,20309,8882,3293,2759,15430,23002,47908,99004,151573,107624,94449,91546,105517,111655,111053,122886,127961,142457,164375,131366,92981,84931,79021,46532
19,21478,2441,836,499,11841,37217,74460,169986,262167,209497,156648,150604,209368,236361,201982,213275,239456,314048,305462,224528,158105,185945,228282,78145
