클러스터,00시순하차,1시순하차,2시순하차,3시순하차,4시순하차,5시순하차,6시순하차,7시순하차,8시순하차,9시순하차,10시순하차,11시순하차,12시순하차,13시순하차,14시순하차,15시순하차,16시순하차,17시순하차,18시순하차,19시순하차,20시순하차,21시순하차,22시순하차,23시순하차
0,2312,1176,196,190,1048,2172,2738,3732,4818,4042,4080,4208,5006,5722,5624,6138,6362,6366,5920,4582,3966,3546,4010,1868
1,3811,699,160,87,465,6895,8173,14516,20785,19533,16609,17287,18839,19692,20226,22514,22324,23392,25431,22738,21497,18620,17153,9608
2,717,102,2,4,160,796,2418,5237,4028,3089,1901,2193,2103,2494,2062,2405,2627,3065,4432,4963,3128,2641,2653,1692
3,260,10,2,0,105,602,1065,1703,1978,1675,1570,1531,2073,2129,2049,2346,2203,2304,2385,2201,1623,1542,1705,839
4,1550,700,286,236,1472,3090,4006,8418,13774,7880,5986,4836,4946,5032,5010,5488,6498,6838,9120,7094,5392,5232,5198,3282
5,12,0,0,0,0,203,140,270,665,321,241,283,255,274,160,225,150,224,256,227,185,123,118,88
6,76,0,0,0,2,339,658,1651,1300,937,599,597,648,748,840,707,851,917,1087,1239,1026,1072,959,460
7,0,0,0,0,0,55,236,235,552,389,168,253,308,298,349,301,406,430,635,550,506,405,390,264
9,108,32,0,0,85,238,919,1586,2363,1940,1282,1268,1512,1749,1961,2176,1862,2769,2078,1689,1558,2372,3304,861
10,97,30,0,0,144,393,956,2246,2044,1377,640,559,403,533,285,388,307,384,619,836,309,426,474,357
11,168,2,0,0,474,228,522,2098,2648,1450,666,516,900,718,544,518,394,580,1538,1890,1428,1546,1210,602
12,2997,273,36,78,2597,4857,9339,25865,28974,15103,10509,10143,11895,13514,13120,15098,18490,22174,31015,35889,23189,19147,18585,11539
13,63,1,1,0,53,191,319,531,542,258,338,288,324,335,222,373,439,450,511,354,259,283,357,239
14,2,0,0,0,0,0,150,112,358,350,144,142,236,366,234,166,262,416,296,130,106,192,106,154
15,0,0,0,0,0,70,568,1588,1094,1072,590,640,484,380,496,536,332,534,1120,1398,1104,1024,846,356
16,78,0,0,0,380,680,794,946,3408,2318,2054,2056,1890,2452,2432,2130,2288,1966,1920,1140,1176,1312,1322,732
17,288,74,93,40,1678,1543,1490,5585,19606,8054,2873,2186,2215,2431,2482,3047,3446,5936,12078,3512,2530,2657,1902,828
18,0,0,0,0,0,0,560,1492,2042,1160,530,466,478,506,456,560,654,660,1160,754,536,420,460,236
19,146,0,0,0,24,216,499,1709,2026,1259,934,841,751,845,942,909,811,979,1538,1181,722,886,782,298
20,0,0,0,0,0,0,113,263,402,235,126,111,129,114,71,54,25,19,26,16,32,50,27,45
21,2236,1291,751,502,4977,4757,6206,13885,22648,15035,11578,11866,12489,12006,12115,12621,14570,17209,20776,12479,10808,9608,8597,3337
22,14,0,0,0,0,158,320,578,638,380,150,90,170,164,60,132,130,60,52,122,68,30,2,32
23,772,96,0,0,855,1063,1997,4223,5085,4286,4366,3760,4545,4735,3934,3965,4366,3698,4874,4519,3354,3144,2689,1715
24,156,0,0,0,0,316,1052,2550,3332,2414,1846,1888,2130,2236,2056,2144,2330,2720,3386,2630,1908,1756,1646,1050
25,34,20,0,0,2,4,22,24,36,12,20,32,30,22,40,54,56,76,204,84,64,50,56,44
26,0,0,0,0,0,26,302,738,1138,1178,928,694,848,1068,858,1088,1068,1358,1550,1144,930,876,658,310
27,0,0,0,0,0,0,478,628,562,364,186,182,212,208,126,140,268,386,616,452,326,540,424,220
28,0,0,0,0,0,34,144,350,554,334,100,18,12,202,142,286,278,344,622,654,574,484,594,340
29,29,0,0,0,0,134,466,1403,1794,901,680,536,659,482,518,587,674,747,845,960,637,558,596,484
30,2411,64,177,117,2940,4390,6696,12529,16062,13091,11481,11935,13707,13675,13335,15005,16662,17694,21921,19372,13358,12294,10946,7380
31,1018,262,46,7,211,558,1545,2953,3654,2954,3089,3269,3855,4154,4169,4290,4693,4883,5244,4954,3720,3695,4065,2708
32,0,0,0,0,0,274,148,336,1044,1556,686,454,300,510,346,342,224,622,874,426,124,120,58,42
33,999,0,0,0,2574,4398,6946,14979,12662,10686,7884,6828,7674,7743,6921,7140,8328,7779,9494,9446,7350,7379,6357,3845
34,41,37,55,57,196,328,357,629,1952,1490,855,553,488,560,456,604,752,829,711,298,190,205,129,72
35,3800,215,0,0,3750,25505,59790,139795,246275,156255,68990,50515,54820,56455,58255,65580,87715,131420,158205,126980,87450,77510,59205,35660
36,238,68,40,28,216,1380,3270,6138,5298,3854,1734,1638,1926,1670,1640,1696,1518,1916,3392,3836,2050,2256,2384,1520
37,1809,448,470,141,2428,3647,6468,14407,17317,11054,9174,9569,11003,11906,11629,12724,13333,14565,14598,12388,9543,9275,8768,5140
38,960,150,8,0,1034,1354,3634,9246,11700,6470,4000,3846,4180,4096,3526,4020,4270,5398,7090,5916,4198,4144,3708,2224
39,240,49,0,0,83,523,778,1762,2235,1374,927,818,900,783,640,655,877,3011,1670,988,618,714,627,511
40,552,30,4,0,138,812,3024,7202,7672,3674,2508,2104,2214,2668,2162,2148,2090,2496,3688,4918,3428,3002,3330,2006
41,0,0,0,0,0,0,19,20,31,11,18,26,30,22,49,27,20,7,11,33,30,35,5,3
42,61754,18536,8960,7329,8652,50568,90734,227276,300083,235186,178402,187033,209216,238728,227766,250992,282702,332759,386526,319977,268366,292124,302337,188440
43,88,0,0,0,0,104,802,1402,1372,1036,756,676,570,788,716,908,874,886,1150,1226,852,946,774,454
44,13,0,0,0,0,39,72,140,165,146,93,88,134,169,128,149,98,105,149,131,123,96,90,22
45,58,0,0,0,226,738,902,1894,2710,1796,1320,1116,1676,1308,1650,2038,2068,2332,2288,2082,2082,2036,1196,834
47,410,50,4,0,524,892,1706,4002,4488,3628,2640,2568,2664,2778,2630,2838,3052,3082,3786,3440,2232,2222,2048,1430
48,1532,97,75,74,1322,2619,6429,12759,16490,10386,7637,6728,7387,7746,7855,8250,9653,11599,14515,10238,7143,7686,7325,3395
49,574,124,0,0,331,1060,2564,5382,4915,3625,2843,2611,2959,2870,2992,2977,3463,3674,4071,4276,2961,2523,2112,1284
50,72,7,2,1,1,67,190,234,908,326,294,273,242,312,259,282,326,208,312,292,264,251,125,101
51,620,0,0,0,112,1508,4580,9568,11200,6880,4176,4116,4324,4812,4372,4396,5420,5812,7692,6528,4540,4500,4996,2536
52,150,48,0,0,4,157,112,632,1923,553,121,78,96,85,66,114,132,442,1209,164,28,107,158,196
53,12,0,0,0,0,77,225,525,864,620,368,343,401,682,583,330,392,561,575,557,343,391,260,205
54,6,0,0,0,0,0,994,1726,4184,1122,946,538,752,406,620,532,722,950,1086,892,728,728,776,414
55,419,12,2,0,152,389,1404,2418,2101,1148,914,818,891,952,765,834,1045,1113,1130,1348,1027,907,832,705
57,496,0,0,0,28,478,1030,2862,2602,2258,1762,1698,1938,1792,1630,1726,1962,2362,3196,2884,1952,1980,2234,1496
58,398,0,0,0,0,514,348,1434,1140,452,414,246,264,348,188,354,524,582,836,1008,744,840,868,736
59,76,106,136,36,76,274,134,170,34,110,110,182,252,156,160,266,244,248,282,420,324,372,460,242
60,1553,405,155,142,670,3626,7851,16619,25435,17172,11490,10493,11170,11036,10885,11765,11706,13728,17300,13073,10247,8967,8822,4877
61,0,0,0,0,0,0,151,159,210,239,196,146,230,193,182,149,241,195,280,122,87,47,22,3
62,567,18,0,0,35,353,2075,6714,9367,7115,3853,2477,2643,2638,2412,2329,2084,2457,2394,2139,1939,2498,2464,1692
63,219,0,0,0,0,174,264,541,1378,1545,1449,913,1177,1550,1401,1607,2002,1908,1959,2365,2464,2801,2596,1636
