클러스터,00시순하차,1시순하차,2시순하차,3시순하차,4시순하차,5시순하차,6시순하차,7시순하차,8시순하차,9시순하차,10시순하차,11시순하차,12시순하차,13시순하차,14시순하차,15시순하차,16시순하차,17시순하차,18시순하차,19시순하차,20시순하차,21시순하차,22시순하차,23시순하차
0,3474,1724,346,404,1098,2186,3096,4080,5614,4772,4956,4458,5680,5904,6364,7056,7300,7278,6530,5306,4634,3768,4468,2510
1,5017,935,257,117,461,6987,8986,14348,19983,18751,18849,20325,20620,22373,23479,24816,27066,24413,27721,24312,23989,20002,18869,11169
2,932,240,8,0,314,660,2786,5172,4644,2836,2181,2101,2227,2296,2220,2876,3283,3570,3903,4363,3009,2833,3130,2288
3,426,36,0,0,121,476,1286,2408,3028,2026,1665,1854,2088,2192,2284,2220,2658,2564,2711,2017,1630,1806,1931,938
4,2196,788,334,260,2264,3834,6110,12450,19688,12706,8584,7668,8192,8848,8446,8816,10576,10916,13008,9896,7622,8574,8316,5170
5,14,0,0,0,0,115,108,223,520,369,236,241,239,237,197,214,269,239,199,177,128,113,84,96
6,104,0,0,0,0,234,571,765,2585,833,610,400,794,826,1203,1867,1149,914,1195,1091,941,924,1064,530
7,1,0,0,0,0,68,186,307,476,366,203,222,288,285,361,345,487,520,649,450,421,335,474,268
9,152,49,2,0,102,246,973,1823,1876,1745,1411,1449,1544,1642,2249,2444,2089,2937,1990,1615,1914,2739,3676,903
10,119,61,0,0,163,345,992,2464,2489,1340,823,584,486,530,284,463,330,269,520,574,398,402,414,276
11,210,10,0,0,440,202,740,2450,2364,2058,1174,872,1124,1076,462,732,1348,894,1454,1380,1514,1532,1332,788
12,3666,204,111,93,2759,4288,9389,23471,22684,17279,15830,12760,17684,16913,15363,18594,22534,25708,34025,35112,23430,21138,19585,12363
13,55,12,0,0,61,127,210,1081,766,270,396,551,539,503,353,870,839,608,573,328,289,318,315,262
14,16,0,0,0,0,0,288,172,558,448,504,384,334,380,308,368,376,456,340,220,160,168,130,76
15,0,0,0,0,0,104,906,1638,1068,1086,706,574,298,314,370,516,600,498,1074,1390,1088,1268,1188,536
16,156,0,0,0,414,630,616,1260,5578,2628,2570,2232,2002,2394,2550,2758,2472,1854,1720,1354,1180,1230,1270,864
17,53,16,10,64,1557,1510,1163,2311,7496,4019,2471,1825,1987,2008,1696,1871,1758,3089,4879,1500,993,1022,630,276
18,0,0,0,0,0,0,298,1480,2212,1234,542,668,558,618,442,626,698,780,1050,714,526,382,424,230
19,162,14,0,0,8,128,298,1159,1932,1228,952,1013,810,882,943,1053,1066,1250,1907,1232,754,1023,830,279
20,1,0,0,0,0,0,51,67,112,84,55,66,60,61,43,32,2,8,39,25,11,31,23,13
21,2921,2112,1179,868,5637,4984,6500,13143,23018,15642,12179,12540,12385,12017,11989,13118,15476,17620,19221,12559,10232,9887,9155,4006
22,12,0,0,0,0,162,256,674,590,360,304,138,170,228,176,62,114,26,12,74,48,8,24,40
23,816,144,0,99,513,1417,2354,6625,6906,5084,4693,4422,4774,4986,4370,5297,6723,5115,4742,4395,3528,2980,2877,1833
24,226,0,0,0,0,262,1504,2942,3522,2556,2166,2066,2274,2406,2420,2368,2774,3120,3204,2890,2032,2072,1964,1166
25,22,38,8,0,4,8,4,8,12,2,20,22,18,48,22,60,52,70,124,100,42,70,88,30
26,0,0,0,0,0,30,236,530,1112,1206,860,952,1028,1412,1168,1392,1426,1608,1662,1458,1028,1148,850,402
27,0,0,0,0,0,0,400,762,748,578,266,288,190,196,294,338,474,308,520,566,418,518,432,264
28,2,0,0,0,0,98,174,472,346,240,172,22,92,190,304,470,388,412,486,732,682,680,808,204
29,15,0,0,0,0,111,475,1449,1788,802,652,526,539,602,504,541,531,666,807,810,559,527,482,413
30,2785,123,282,165,3351,4098,6754,13976,17483,14829,12459,14591,16636,15691,14752,19067,19610,19725,22983,19603,14194,12444,11960,7845
31,1235,306,64,3,243,718,1817,3247,3331,2860,3169,3404,3693,3606,4311,5101,5270,5023,5313,4948,4027,4068,4429,2704
32,166,4,0,0,0,134,182,862,1218,1600,998,852,728,736,676,930,556,962,1044,734,388,472,470,440
33,1573,102,18,0,2181,4683,7255,15543,11607,10753,8403,8458,8910,8212,8289,9165,8765,8564,9882,9215,7015,6820,6943,4876
34,155,30,59,40,200,349,335,632,1988,1518,1109,626,490,645,574,556,694,855,751,318,225,254,179,124
35,3484,555,10,0,4610,24438,61993,137183,222309,141689,71446,53234,56469,61456,60439,74028,97060,135863,159982,121008,90634,80961,66173,40850
36,476,110,138,70,286,1404,3126,6440,5302,3704,2234,1840,2144,2232,1606,1226,1854,1910,3694,3880,1904,2684,2836,1970
37,2498,819,784,567,3029,3790,7825,19564,22706,13463,11366,10187,11749,11938,12139,14772,15396,16600,16520,12250,10116,10639,10093,5749
38,1270,274,40,0,814,1450,4936,11382,12470,7926,4734,4254,4424,4532,4256,5052,5760,6086,7532,5918,4550,4526,4798,2774
39,1363,496,0,0,201,1573,2605,5862,6866,5519,4175,3518,3648,3259,2939,3094,4099,10893,5758,3772,3120,2872,3105,2417
40,696,106,6,0,178,992,4196,9662,8932,4340,3336,2916,2640,2672,2150,2738,3178,3360,4520,5016,3738,3458,3402,2004
41,0,0,0,0,0,2,3,112,4,13,48,29,42,55,64,5,17,12,9,7,40,30,10,14
42,106372,38255,19866,19313,13769,57141,103243,242431,324772,275401,225771,241360,261128,296478,284284,319578,351855,398608,432495,365995,318199,346479,363734,246302
43,62,0,0,0,0,56,730,1652,1414,906,720,660,712,768,688,868,910,810,1194,1140,1004,1070,788,604
44,18,0,0,0,0,42,67,153,181,131,128,133,134,158,157,168,142,174,127,75,118,154,134,67
45,86,0,0,0,276,900,754,1326,1782,1352,1008,812,1242,956,944,1190,1230,882,1198,1102,1000,1020,692,376
47,702,108,0,2,402,1060,1714,4350,6108,3936,2680,2806,2996,3166,2876,3238,3446,3730,4012,3564,2432,2314,2254,1446
48,2080,379,105,107,1346,2894,6607,14491,20978,10654,8059,7892,8477,8803,8395,10282,11627,13818,15923,10783,7883,8036,8036,4407
49,638,238,1,0,448,1098,2842,5459,5717,3939,3405,3113,2917,3041,3136,3392,3706,4120,4118,4566,2902,2786,2448,1493
50,77,33,4,0,7,51,299,2120,1227,429,261,174,202,290,477,656,349,277,338,218,248,220,148,110
51,628,0,0,0,76,1360,5148,25520,10428,8348,6380,4880,5220,4620,6128,13040,8412,7220,7740,6428,5216,4744,5016,2944
52,195,40,0,0,0,15,120,329,780,166,88,40,70,41,33,44,202,344,680,133,21,29,87,145
53,14,0,0,0,0,99,333,604,882,512,300,286,467,652,584,358,363,622,580,540,420,388,326,207
54,42,0,0,0,0,0,1642,1882,1940,454,518,736,1632,846,958,798,1524,1782,1362,1202,858,1098,1172,774
55,519,79,0,0,234,296,1090,2193,1844,961,835,742,853,872,790,884,1081,1079,1082,1026,961,1021,951,803
57,628,22,0,0,78,404,1168,2902,2598,2386,1892,1876,2250,2170,2304,2230,2558,2914,3334,3204,2118,2474,2494,1836
58,346,0,0,0,34,400,608,1372,1042,772,432,456,206,148,342,212,420,408,518,740,672,802,896,538
59,166,164,204,130,124,232,126,160,100,106,96,198,208,180,110,204,306,272,330,294,446,566,472,168
60,2436,597,356,290,988,3702,9032,17708,25461,18797,12730,12164,11316,11926,11998,12038,12560,14876,16583,12280,10497,9495,9843,5563
61,2,0,0,0,0,40,245,399,780,856,743,693,793,742,597,648,638,694,710,527,270,235,162,87
62,1061,55,0,0,53,362,2252,6584,7585,6275,3539,2614,2856,2980,2759,2658,2421,2579,2778,2786,2223,2639,3018,2350
63,315,0,0,0,0,338,290,675,1329,1464,1345,1059,1073,1613,1722,2004,2181,2250,2140,2756,2739,2994,2829,1876
64,0,0,0,0,0,0,142,634,2334,366,242,142,168,158,206,160,302,306,362,252,130,174,180,84
65,2426,852,430,330,828,3818,6695,20110,30607,18714,12134,10548,11624,11831,11252,11854,14541,17879,20067,15515,11386,11489,11153,6226
66,659,636,99,0,0,744,573,668,2431,1457,1228,1440,1409,1411,1560,1921,2090,2788,2496,2257,1950,1747,1845,1142
67,1017,186,4,0,855,1883,3986,8257,8305,5310,3651,3185,3670,3705,3779,4134,4764,5651,5872,5331,3795,3396,3130,1935
68,5422,164,156,214,1024,13406,36066,72947,94712,66971,41785,34477,31396,28546,24949,33743,39423,49981,69908,63701,48070,49253,50159,34830
69,9573,1618,430,794,5624,19226,31110,59983,68172,49197,42336,42864,45790,50570,51367,66851,73641,81065,95267,91352,73665,69211,65419,42751
70,194,0,0,0,590,824,1436,3062,2592,1838,1636,1320,1610,1408,1164,1190,1062,1236,1662,1176,738,792,1056,714
71,46,0,0,0,48,36,194,552,936,558,518,556,552,566,522,614,644,666,540,528,370,396,386,214
72,0,0,0,0,0,22,356,832,1169,739,567,508,142,342,311,47,115,538,538,144,61,116,188,112
73,893,176,8,0,720,866,1203,5769,5479,2723,1923,2047,1933,2133,2073,2877,3028,2643,3233,3012,1935,2303,2666,1623
74,178,21,0,0,27,177,545,1570,2125,1217,1158,1044,1533,1401,1395,1186,1326,1175,1081,930,748,733,730,317
75,0,0,0,0,40,40,7,104,130,28,16,2,4,11,16,11,1,5,11,11,9,1,4,0
76,424,195,111,75,45,133,291,578,601,472,463,632,672,711,905,1320,1527,1402,1840,1725,1328,1339,1352,915
77,254,370,306,180,170,594,680,1110,3440,1582,1084,1202,1096,1234,1272,1494,1624,2214,3414,1806,1608,1898,1738,884
78,1314,0,0,0,0,676,2830,5636,10613,10105,9154,8732,11385,11361,10508,11539,12252,14398,11852,9162,9522,9608,10229,7604
79,198,6,0,0,6,222,438,1442,920,800,724,570,690,800,864,1214,1460,1336,1932,1778,1224,1156,1332,700
80,78,0,0,0,0,412,196,798,1042,440,108,78,74,72,108,164,180,166,454,484,398,450,506,464
81,130,0,0,0,0,462,1466,4480,3728,2568,2260,2010,2040,1910,2134,2428,2892,2848,2546,2494,1864,1286,1404,1064
82,4176,591,318,190,888,2296,6548,16746,22633,21336,17077,14855,14651,15221,16121,17417,20208,22843,26787,24534,18604,19463,18067,12442
83,197,28,4,0,89,301,608,1711,2688,1688,1875,1365,1928,2222,3067,2994,3142,3221,2564,1653,1328,1446,1117,675
84,130,0,0,0,168,210,260,1170,1494,628,270,218,224,272,360,742,694,730,790,828,956,960,1078,660
85,409,43,0,0,8,431,960,3398,2825,1931,1067,1249,1321,1051,779,904,1374,1796,2686,2519,1770,1989,2503,1389
86,66,0,0,0,0,548,1514,4594,5464,3708,3314,2912,2750,2464,2800,3060,3264,3038,3038,2380,1742,1484,916,544
87,142,36,0,0,18,282,638,1880,2108,1226,1006,836,902,1344,1060,1210,1122,1444,1430,938,766,780,810,232
88,246,0,0,0,0,278,1464,2944,6612,5050,4244,4472,4508,4632,4550,4620,4698,4740,4204,3318,2754,2900,2588,2052
89,22,0,0,0,0,9,70,472,407,138,91,66,30,15,31,72,90,109,110,186,223,147,98,91
90,633,76,0,0,207,761,1492,4120,3245,2219,1520,1404,1607,1555,1387,1630,2086,2411,3286,2608,1789,1895,2069,1398
91,454,58,2,0,376,756,1184,2540,2840,1970,1920,1610,1756,2194,2864,3480,4034,3750,5162,4324,3236,2794,2674,1686
92,360,4,0,118,374,756,2238,5232,9618,5054,2974,2448,2354,2298,2096,2070,2386,2698,2944,2064,1596,1420,1788,1044
93,243,53,0,0,115,2390,3249,8327,21020,12643,7344,3615,4319,3114,4347,3814,5299,6879,10133,3437,2707,3904,4128,719
94,330,90,0,0,41,288,402,3597,2578,2049,1759,1574,1726,2365,2286,2586,2658,2524,2834,1851,1129,1336,1558,751
95,150,54,0,0,156,344,314,850,1466,1144,832,724,988,1258,964,960,960,986,1028,1016,656,754,854,216
96,19,0,0,0,0,159,230,458,780,947,472,452,450,414,436,386,507,733,1235,522,362,382,337,298
97,390,51,1,0,8,53,126,500,455,296,226,248,566,538,723,850,1163,1430,1929,1939,1470,1345,1392,948
98,174,0,0,0,24,440,662,1620,1974,1298,1002,698,808,690,886,1328,1166,938,1962,1850,1634,1468,1362,988
99,10,0,0,0,27,753,456,411,549,350,456,330,307,465,437,429,299,344,340,369,236,239,180,109
100,0,0,0,0,0,0,1,79,36,2,35,5,21,36,22,62,66,67,87,137,71,118,100,48
101,1282,111,0,0,199,1211,1486,5078,6679,4303,2566,2765,3096,3926,5419,6231,7087,7946,10323,8641,6895,6748,6679,3387
102,77,0,0,0,0,44,173,402,500,498,466,611,580,711,742,990,1035,1145,1340,1294,1002,1020,1068,616
103,45,0,0,0,0,231,467,1056,1005,616,386,197,86,171,93,159,266,323,590,969,647,641,619,406
104,457,47,0,0,290,969,1042,2225,4237,3608,1894,1202,1756,1657,1417,1592,1914,3516,4972,2336,1221,1009,1404,1081
105,342,0,0,0,363,1478,2723,6700,11678,8914,6620,5812,5748,4711,3361,2706,2717,2506,1380,2692,5311,5463,4817,1479
106,4356,24,0,0,3330,11004,24404,55071,60817,38936,29936,28044,32767,31986,33409,38919,43769,47382,55939,51886,39176,37940,39110,26450
107,62,0,0,0,0,24,302,436,484,460,424,532,730,804,862,1050,1160,1532,1732,1604,1112,1002,972,1012
108,4276,2188,1428,956,1464,3216,5688,22356,29044,13712,9100,7392,7056,6860,7132,8956,10720,11112,17156,13356,11960,12600,13628,8276
110,7,12,0,0,12,112,363,255,556,465,513,272,256,373,240,431,530,506,664,529,492,604,355,128
111,2578,704,78,56,1762,4282,7884,15552,16472,13364,13626,14896,15446,18796,17890,20216,21440,18370,19442,16474,14650,15204,14954,9532
112,0,0,0,0,0,0,86,200,510,288,260,386,318,512,462,406,494,488,542,506,380,322,306,160
113,118,32,29,21,32,104,389,901,898,574,429,341,420,352,492,490,472,693,1014,849,589,610,626,359
114,0,0,0,0,45,691,1019,2925,3944,2672,1451,1539,1461,1692,1359,1503,2040,2292,3307,1981,1303,1740,1866,891
115,128,0,0,0,0,698,1032,2390,2852,1884,1092,684,878,706,478,646,1086,1132,1326,1658,1502,1352,1210,1068
116,9,0,0,0,0,0,28,156,84,179,42,25,43,37,77,76,84,126,160,83,28,57,77,64
117,27,0,0,0,1,54,313,682,484,320,167,122,97,138,47,162,109,68,121,204,97,168,172,97
118,548,268,227,111,374,601,1186,2288,3105,2826,2158,2449,2813,2806,2495,2975,3189,3420,3560,2607,2297,1893,1724,1006
119,336,0,0,0,136,802,738,1512,1824,1082,950,1154,1316,1106,1202,1442,1614,1498,1656,1162,1048,854,1132,566
120,74,0,0,0,0,0,28,132,428,342,253,240,304,315,309,399,503,600,964,873,524,591,556,484
121,6,0,0,0,0,0,80,96,130,66,60,10,16,68,92,56,106,32,28,70,56,40,48,44
122,118,10,0,0,20,103,646,2265,2974,1512,758,593,654,748,677,831,889,1098,1280,876,707,721,613,220
123,0,0,0,0,0,0,0,0,0,0,0,6,10,4,6,6,4,22,24,0,4,0,0,0
124,1510,958,666,584,478,5058,2870,3878,5074,4606,3028,2404,3416,3336,3968,5156,5570,6120,7554,6482,6684,6136,4444,1648
125,4091,726,18,0,3000,6100,7386,16148,14347,9710,7674,7845,8882,9495,9623,12259,15084,17582,19332,20856,14589,13827,15118,9956
