클러스터,00시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
0,10910,4537,1822,1709,5930,16149,36515,90849,97189,71865,63291,61703,62055,65920,70785,83131,98611,93192,89674,68414,49380,43453,40176,20383
1,5262,3298,1722,1628,2718,11315,23572,50545,76407,60585,55272,56276,57956,60635,64747,69557,75504,78979,89448,68107,55960,50996,40270,20077
2,156675,40923,23567,18875,111587,281757,483872,1081030,1475620,1079984,876464,849116,927565,979665,975822,1109513,1260360,1359559,1534622,1196950,906064,848789,777794,431413
3,27192,3663,665,580,13516,40653,77088,183245,221561,163413,133559,129869,144427,153051,148707,174890,202596,198029,206294,177780,132962,118484,110618,67470
4,8711,2972,1242,1084,8232,11812,25619,60782,83981,56006,40976,36635,40714,42296,42073,49982,56738,68882,83335,54166,42435,39336,36698,18728
5,61404,11880,7198,5805,52526,114547,199968,454537,622632,448532,374682,371934,395691,411109,411440,467670,518823,542474,595634,458355,347073,314902,283507,155002
6,22536,7095,3973,3531,13849,42649,83804,220651,351777,243378,171097,155748,167019,177815,181250,203472,234855,273057,306112,211043,154509,149487,135411,67038
7,10406,2655,1584,1532,4500,20839,35953,96028,133285,93037,75187,78420,81435,85277,84692,92732,101041,133619,148246,99725,80776,76787,64766,33488
8,11970,924,9,0,5154,24328,72769,173284,231210,153214,119230,112084,122674,128969,129924,153703,177936,179599,209425,163094,123116,115866,107605,54037
9,70039,16839,9332,7420,55313,122233,228385,520895,677368,497084,416278,396320,429877,448189,440412,503171,574511,593187,651252,520154,392556,370673,342544,195008
10,4886,1287,1322,1205,5671,12014,34862,80543,94956,67742,54812,53281,60777,59516,60837,71352,80942,80213,96988,83815,58092,52908,44060,25446
11,4102,315,0,0,2314,9567,23277,63762,76845,49662,43221,46578,44387,49736,47795,52080,60784,60963,61662,48911,36809,32831,29822,14706
12,13341,1708,868,776,22079,41481,56308,118110,170065,115608,95035,92889,100119,104149,104118,118412,133957,153292,174535,140887,98335,85859,74367,41095
13,9414,1908,642,724,5246,18370,38768,100894,93232,72002,62446,62812,65646,69900,66736,82672,99812,86632,94282,76070,57700,56914,51714,25688
14,0,0,0,0,0,36,5668,13101,19346,19184,16450,19738,22399,23985,25405,28778,31698,31914,25977,13978,10686,7953,4283,1040
