클러스터,00시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
0,9962,3988,1530,1148,5419,12832,31113,78500,82351,59467,55699,55020,57837,60037,62922,66056,72595,73668,80123,65072,45448,41576,39084,20143
1,3993,2802,1498,1352,1964,10097,20966,38399,73082,53036,43629,44252,47440,49755,53293,55279,58379,64950,79704,58233,45929,41435,36612,17795
2,134064,34931,19965,15594,102889,257966,442711,943555,1458275,1043774,816091,790300,881043,937933,932398,1010562,1101428,1261980,1496905,1190433,869471,810359,757500,415360
3,23039,3164,680,438,12578,33999,67462,142949,190988,132489,115433,114680,131138,132094,130594,141579,156948,168036,191348,170331,122925,111070,104299,62226
4,7462,2873,1144,606,7499,11208,22329,50195,87880,54568,37319,35508,37494,39646,40409,43964,49251,63025,85653,54968,40572,36884,34960,18322
5,52180,10269,6011,5029,47768,107696,193439,424130,618639,444170,358422,355984,380654,401874,398580,428887,459256,507722,584048,464415,336822,307886,281711,148882
6,16826,5722,3740,3204,12792,37593,77934,196271,349363,235326,161175,147335,161948,177753,170710,182017,194589,244710,295130,200126,138240,132520,129808,57829
7,7685,1836,1479,918,4476,18767,32110,85043,129114,86515,67566,72125,76014,75568,76664,78317,82661,114218,140265,90746,69389,63583,56071,29252
8,9966,1100,68,34,4987,22816,66806,140758,222776,152458,112476,107007,119774,125076,125374,132887,146258,166786,211561,162540,118459,112293,106436,53303
9,53798,12486,7256,5955,47023,106175,195099,420652,615000,430974,351076,337893,377449,394031,390245,422382,461878,507843,592402,487268,353378,333083,307034,172488
10,4644,1337,1152,783,5257,11284,34166,71082,88691,62855,50738,47367,56721,56367,56189,60273,65440,71439,93508,84256,55479,51248,43606,26076
11,4144,417,0,0,2068,8919,21272,57258,72219,46770,36618,35486,41132,47211,41398,44817,47198,53242,60028,48575,33414,30071,28158,15208
12,11592,1500,696,588,18063,39717,49440,102152,159348,107521,86538,84931,90367,93456,94157,104997,115475,140417,166123,138073,94177,81973,70358,39499
13,8852,1642,686,620,4988,16290,30788,69402,85888,65370,55076,55936,61006,60858,60704,64808,69168,75076,81022,69834,51018,52064,47374,24994
14,0,0,0,0,0,46,4158,10890,18621,16174,14142,16119,17060,18056,19628,22094,26003,25568,21384,12365,9464,6310,3666,889
15,13008,1438,548,440,15969,35410,53387,105654,168234,112310,91127,87225,99683,105725,99935,111355,118757,134955,156796,131532,91979,84095,79472,44697
16,23406,2710,1337,1079,13473,30901,64930,133647,176461,139805,124820,123063,136287,142315,141535,156107,171150,175220,193589,169820,123668,115627,109838,68039
17,40810,18604,7537,5632,13854,68688,142586,359054,570548,346910,238215,232319,256103,268147,261689,280369,309511,405254,537382,400761,293491,287265,276532,157539
18,20831,8698,3289,3365,15705,21704,47537,100009,150028,107454,91070,90350,105043,107330,106235,117390,125990,139137,160500,130542,93025,83914,78328,45992
19,21213,2553,919,581,12031,36875,73694,170904,255028,202718,160794,154151,203367,229095,203009,218449,239708,302466,303224,227319,159468,183353,223677,76415
20,51236,14373,8681,6983,51279,120992,234545,501147,738005,552796,446577,435675,483225,505683,496780,533541,578815,638374,739794,600430,432113,400819,371042,194197
21,184230,62846,25277,22323,112810,234435,421937,822787,1237999,918595,800399,797077,883515,922814,937681,1031063,1151916,1264413,1517809,1272448,918800,810370,751004,500601
22,13405,2884,2028,1648,16097,25239,44313,89838,133016,87498,74026,70276,78298,80066,79952,87722,96671,108951,128177,121981,78280,70632,59118,32988
23,92382,35088,23574,21731,27764,77614,131179,303572,483414,445070,299569,278731,315832,345246,348175,360139,387066,460236,574081,419474,304514,311972,306045,194205
24,17050,2011,932,525,16775,44507,94676,213276,296561,207737,157944,148500,162578,169688,168022,181181,200365,241794,278232,221365,153123,141576,136862,71602
25,12614,2453,1862,1844,9989,46001,65355,130770,211545,130850,99316,94072,101856,107772,108244,116934,127238,154438,193009,146777,100672,91328,82665,47777
26,5284,1389,1156,816,5613,16066,26550,48472,85062,65177,47280,46254,52319,58227,62134,67144,72602,82049,99571,74888,53777,46391,39104,18938
27,9340,3049,1668,1475,18676,27657,46887,90492,129035,88559,83855,86247,90456,98714,98385,99558,103370,114499,141512,94678,77251,73307,63148,23564
28,28361,3773,823,802,16034,40482,89969,189152,254250,179887,152731,150899,169514,173857,174396,191629,208084,235489,269469,228721,163627,151886,142576,82649
