클러스터,00시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
0,11227,5153,1931,1601,5768,16685,39422,99095,100444,67345,59359,57347,61116,64441,66757,77426,97078,86950,88745,70833,52592,47785,43154,21883
1,5630,3280,1780,1796,2498,11753,24370,53929,83493,62143,51645,49455,55703,57042,58729,63603,70423,75221,90554,68371,54780,52149,45624,22982
2,162267,43511,24241,18727,114267,304774,521259,1170049,1571404,1118302,886722,856868,931945,982282,976401,1123499,1291398,1395572,1601411,1260214,948372,897645,844694,466680
3,28355,4140,809,455,13840,40280,82671,192680,227133,154213,127055,127495,141559,146829,146431,179053,205015,194516,206832,181052,132469,122849,117798,69142
4,9368,3485,1156,758,8295,13490,26828,63434,93922,58724,41286,37133,40629,41961,42372,49766,59986,72562,89141,56519,44791,41569,39032,20342
5,62931,12006,7229,5912,54406,125195,233565,524714,696250,486090,393074,385562,412895,425786,420113,488274,545169,562488,632215,487898,371877,341393,317149,168188
6,21718,6760,3982,3877,14251,44053,93507,245467,378293,249343,173215,157518,167400,181454,183764,207581,236110,273767,315261,209675,153440,148135,137201,67353
7,9535,2820,1650,1266,4635,21140,39215,101079,140236,95476,75446,78809,81524,84463,82518,88321,100030,130803,154330,99848,78465,75961,67150,35475
8,12150,971,0,0,4849,25490,78773,183725,237358,159287,118303,112478,121499,127349,130481,157087,188179,181757,222317,168690,124165,117383,113688,56687
9,71357,15707,9448,7600,55995,127839,243024,550783,704230,493042,399459,388222,419509,439303,426826,493609,564406,583303,652173,530971,401148,378781,361635,202068
10,5389,1453,1528,1240,5938,13320,40455,88226,103278,71098,56496,52592,62053,61235,61950,73643,85496,84171,99462,90226,62931,60027,49567,30196
11,4633,551,0,0,2472,11260,27074,76485,83391,53185,44085,47363,46776,52183,49319,57337,65953,63143,65680,55430,39759,35968,33549,16762
12,14280,1820,786,744,21354,43340,58608,122260,180588,118357,96599,93115,101564,104247,102652,117542,134072,154782,183207,148644,103641,94276,79339,44629
13,10066,2032,786,638,5380,19930,40272,109404,96356,74068,62908,61004,68456,66650,65304,81944,102460,88686,94656,79918,60114,61044,56376,29610
14,0,0,0,0,0,27,5474,13582,21239,20617,15567,17950,19772,21352,23763,26245,28146,30124,25347,14699,11726,7874,4079,1165
15,17449,1895,853,383,17342,43437,66827,142753,187116,127639,103708,98756,108809,114496,110289,130259,146672,153071,171607,141994,103608,96302,93529,52219
16,29327,3502,1464,1525,15680,37694,78921,170778,211309,164012,149896,144092,151985,164798,162761,186022,211623,207316,216136,187784,137660,131729,127772,77002
17,50738,20557,9997,7700,15384,83596,172977,413357,616424,373827,261644,253348,280787,285592,284894,318498,358562,454664,580757,422846,320655,314234,307435,183488
18,23284,10743,4034,3743,17782,25608,57343,139242,177067,117111,102623,96850,110195,111100,113848,135167,158903,153678,171094,138110,101217,90825,85243,50073
19,27971,3756,1263,930,14623,44635,94820,244282,288371,207811,170007,165851,194106,220412,211312,255451,309900,338025,335904,259932,187821,208725,246591,91591
20,69074,18158,11289,8900,59251,144869,290217,636674,831622,614271,507029,490016,532248,557058,543821,619638,703956,728163,819896,650117,494010,460376,432702,229466
21,208356,74534,32120,26246,128222,292002,503278,1002032,1357076,1022642,884354,884810,967625,982602,1005603,1145467,1314424,1391370,1610265,1337953,995513,882635,822915,535682
22,15824,3279,2500,1963,18117,30823,54686,114069,145954,100103,81416,79767,88518,89802,88141,100072,116575,123523,141220,131089,87393,78739,66879,36514
23,110311,42033,28826,23840,31982,89014,156008,338460,516424,462768,321165,301463,332048,359282,357419,378890,417329,505388,624200,441922,338499,351498,341963,219639
24,25456,3731,1063,675,18876,55275,129868,286053,369000,252376,186987,176171,189724,199609,194139,225058,264970,300575,335474,258772,183384,174306,167641,90009
25,15010,1942,2140,1950,11088,56328,78124,157358,229943,144721,110111,100468,109498,115747,113057,125170,144938,171197,207469,155165,107864,100721,94127,55743
26,6989,1543,1293,1161,7205,19871,31941,66427,99566,80538,57068,56620,65398,71262,75401,86453,95455,105901,124575,92935,69578,57846,49519,24250
27,12143,4113,1848,2078,22672,30408,57161,107399,142075,105128,97032,91627,97560,108370,103010,110811,119172,128710,149522,108472,89294,82206,69967,28078
28,35640,4286,1290,1037,18317,48480,105893,228174,288509,203641,172418,165328,188206,194811,193566,228911,262456,276440,294429,242959,182423,176668,177249,95838
29,16788,1414,0,311,33277,102485,192306,438302,748402,482545,232629,182125,194765,199089,207269,233996,290638,436803,537450,366937,250404,223556,176536,102561
30,32238,7153,4167,3597,13794,68767,116797,281876,395293,279382,224437,228115,236977,249594,238060,261118,302703,332377,388728,281718,228287,222451,202558,99822
31,14234,2380,1252,840,12805,37771,77737,170146,225488,165103,135922,132186,145049,146779,145669,166296,186685,189462,200642,156100,120542,111060,100781,57509
32,23330,3872,2852,2530,15166,47775,124761,295997,334378,220661,166512,159431,174944,184721,181124,218939,263361,262147,313382,258420,183649,171118,167560,80575
33,24,0,0,0,0,163,697,1743,2112,902,797,622,690,713,639,623,828,801,1145,1137,705,696,558,453
34,18206,2695,2264,2261,7298,43564,75816,155308,194893,145531,113170,102232,113329,120056,112637,128170,148962,153385,170190,152573,119661,112145,113182,78196
35,16206,1319,796,500,3824,21158,48065,104141,151386,107363,77355,78702,85879,95672,95321,103986,126257,137959,159415,118946,93671,99290,97325,47739
36,6269,1624,432,0,1495,6496,27136,58996,73265,42123,29319,26508,29495,30599,32578,42683,56432,53147,63369,50400,34792,34163,33432,19476
37,77012,18327,13149,10505,74087,153088,278731,617114,808144,569888,448211,429835,468979,486857,467399,529824,616521,638149,726282,581038,437675,421447,399558,221122
38,15677,3695,1585,886,11222,27569,79994,182702,242803,162702,119754,111482,120269,123595,121084,140654,158143,182348,211176,157032,117752,113852,103067,58828
39,83238,18422,8538,6013,55896,185176,366056,830881,1058668,702614,527509,508811,555089,579297,566854,637245,748476,848171,1010435,779143,590305,577167,561468,314441
40,38658,7659,2931,1398,34683,63137,126262,247470,303545,234364,190925,181621,193284,201052,199099,225704,264634,274028,314093,243885,175655,161094,156383,91519
41,46583,15117,11498,10417,23145,90468,152761,330873,464148,423770,329203,311944,343730,365418,370607,416252,457271,524970,563788,429188,335428,319429,293921,160889
42,15030,1899,289,20,5159,25496,59631,151472,135121,94462,79747,78593,94978,99010,94142,118132,151643,144691,151581,125486,94970,96626,109031,45344
43,43648,5688,4349,3122,48803,112228,201451,474420,550047,387571,332511,336455,374012,377945,371723,444736,504299,509096,574836,476563,348533,314032,283272,160959
44,18054,2772,1412,1238,7785,26451,59695,140685,173638,127630,105464,103757,118694,123147,123634,137462,158017,161056,176958,149936,113224,103774,97495,55943
45,3702,1261,2,0,2233,4984,14079,31142,30366,19619,15058,14782,15497,16152,15878,19522,23718,22817,26183,24258,16394,14938,14445,7778
46,17037,3691,1136,1280,15209,31476,65852,171992,180626,118004,95048,96821,99483,99809,99952,120827,153799,137353,142407,125674,92810,88263,82637,42038
47,8011,735,0,0,5183,15688,32656,62281,84757,54463,47342,45069,47205,48258,46976,54576,61518,63796,67819,69065,49920,42956,39297,23977
48,21949,7221,4779,3310,39644,77797,106592,231092,350641,253341,197405,189245,202978,216888,223850,236493,252296,272027,279902,192567,169154,173717,163850,84570
49,28488,8111,4895,3435,37753,80661,124002,300183,507415,289571,191956,201418,195965,209111,216257,246410,270937,346131,433929,221852,178450,169962,148329,79772
50,15801,2503,1440,814,15924,36737,67235,137207,140809,89984,74383,69499,76222,77607,74319,86894,104177,104514,121190,111853,79417,69942,65071,37298
51,13116,1061,427,506,8052,33229,70013,154226,193663,124695,93441,91585,103232,103473,103647,116954,142593,151276,173183,141145,94754,84741,82726,41362
52,23772,5708,1258,681,9025,43398,105319,247558,332189,205653,126378,111881,123085,124385,121790,148266,187599,212568,259459,176191,119636,105512,99174,56375
53,32408,4952,3113,2415,9734,44093,85994,197070,318829,229927,178487,186237,201038,218467,225708,253830,295783,333633,380011,261516,226104,220122,182257,101336
54,18515,8492,2540,3300,17966,26096,44877,104805,147531,109189,92398,91427,92732,98868,96378,109253,123519,129907,147555,113697,81938,73045,63218,34803
