클러스터,00시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
0,12847,5732,2337,1886,5918,16002,35600,85557,98105,69807,60462,60255,61618,65310,71191,79715,91451,87212,86557,66453,50608,46538,44526,22929
1,7509,4600,2446,2304,2772,11167,22435,45463,74084,55637,52062,52018,55052,60192,60896,66032,73079,76117,85851,61412,51632,49649,42143,22761
2,181037,55116,29979,23130,109305,276692,466128,1014808,1477608,1091996,890981,876737,954173,1010272,1021435,1142510,1268869,1391585,1538171,1180287,905741,869654,807138,470316
3,30762,5104,1084,659,13518,39803,74407,177585,226455,160322,140462,139427,152882,164019,163711,185708,203672,203952,210211,179793,136278,128246,121662,76213
4,9613,3656,1317,953,8395,11638,24316,57255,86451,55764,41630,39008,41811,42734,45352,52397,58722,69578,82773,52919,41623,40414,36671,20018
5,69668,17458,8773,6762,51058,110272,195353,437348,634733,459679,387232,382555,413730,430047,436292,483727,524719,562586,604510,460560,351742,330031,304386,172201
6,27235,9602,4952,4145,14545,43003,82432,212322,360142,248053,176758,163192,175851,190197,190827,214131,242251,278263,308348,207635,151140,152355,137620,72609
7,11653,3708,1863,1705,4412,20477,34000,88734,133900,92982,76883,80489,84063,87711,89528,92295,101550,134181,147382,93648,76471,75348,68244,35120
8,14963,1366,27,0,4917,23837,71535,161825,240863,163534,123632,119348,129811,136242,140700,161671,181596,190607,220211,166718,125592,121296,118240,60114
9,80716,21349,11512,9438,55086,116027,215208,483459,674284,476876,410343,393030,428239,447100,450552,505854,558179,587213,632920,499733,382210,373985,354169,210395
10,5518,1628,1568,1138,5299,12446,32884,78078,97165,65589,57704,53104,62225,62155,63810,71889,79354,81861,98734,82577,57881,54082,47015,28709
11,4545,461,0,0,2417,9221,21739,59598,74524,50167,42797,44366,45680,50829,49636,52915,58230,59305,61942,47217,35888,33832,31561,17019
12,14691,2412,984,812,19849,40926,54938,114637,172870,119119,99431,97733,108035,110175,112519,123005,137704,157608,176520,139007,98451,90840,79749,45336
13,11164,2436,1062,820,5696,17100,38082,93752,96834,75168,70760,67982,70988,74452,73546,81716,93754,91032,92870,75838,60544,59838,54320,30124
14,0,0,0,0,0,27,5644,12890,19085,18541,14462,16774,17881,18895,20776,22833,27620,28356,22285,13003,10111,7536,4191,1167
15,18187,3029,1124,417,16436,37502,60306,123359,184455,126534,107433,104762,115436,123101,121096,135777,151079,158018,171289,134966,101698,96311,90897,52808
16,32153,5520,2334,1840,14493,34067,68223,153015,204309,160324,154562,147987,155197,167962,170812,191345,211511,212515,215317,178760,136555,131346,128137,78432
17,64000,21559,11879,8403,17088,75223,157737,363396,557035,347267,262991,251721,281765,295209,296018,325507,373072,459043,540115,393133,317350,316060,307550,187367
18,35423,18206,6792,5022,26845,35062,66833,155825,229893,163163,147290,145665,162434,168332,175734,193055,215397,229238,237374,188854,144172,132200,115702,70503
19,29774,4963,1559,1149,14104,40791,81312,199798,272135,206017,172325,172608,199493,222228,226135,255018,286343,326122,316452,238501,175396,192954,217074,89493
20,78910,25221,13710,11266,57687,134973,261836,568314,799347,599125,516198,503196,549259,577922,582327,641616,706715,744457,792911,620292,471723,452106,424355,239317
21,226338,88936,36891,29697,118171,260971,438174,872019,1291533,995575,884805,912470,990426,1028137,1072847,1200470,1349836,1430667,1573479,1282656,974817,896439,829128,554932
22,16771,4801,3263,2395,17531,27194,48604,103855,142103,99444,85745,84827,92994,96118,95167,104508,118386,129449,142019,123158,83216,78620,65561,37383
23,137293,58312,39413,31679,34196,82867,145544,295679,453081,434239,310482,305415,340122,373412,377575,403272,442146,512593,602956,438332,328556,347903,347099,232662
24,28482,4644,1098,963,17667,51764,115774,259947,355741,249678,190847,180286,195084,203739,204699,230324,261556,302027,323529,246197,180121,172340,162503,92760
25,19557,3248,2248,2327,10870,55066,79496,161124,246649,157278,124520,116920,126567,136658,132401,144534,167363,197091,223961,168166,122570,114536,105385,65734
26,9396,2441,1749,1309,7488,20242,30174,61348,97697,80738,59616,58581,65615,73712,81817,89283,101727,114470,129382,96940,69440,60614,50815,25909
27,13213,5794,2745,2202,22409,28556,50031,94947,137601,99951,89995,90710,96206,105286,106324,115256,113032,128374,139155,98786,82697,79676,67989,29257
28,39208,6445,1594,1413,17229,44835,96602,213642,279850,205493,181502,176667,194286,203362,207137,234897,257376,270802,287383,233201,179799,174090,161370,97663
29,14820,2118,21,280,29363,91664,175466,420103,735497,471045,236219,184430,199982,208850,208934,244427,303957,432427,511867,359502,260741,227714,179152,105136
30,34430,11199,6440,5047,12998,66418,103429,233259,364844,266060,217323,226040,236546,244002,245760,259647,292544,318022,351679,251898,206364,202015,186750,101712
31,16279,3078,1612,876,11636,32515,69384,152901,219383,165699,141477,138127,149463,153221,154398,169560,185048,193943,197595,153020,119975,112575,101918,62527
32,25024,6704,3779,2888,13919,42475,111103,267238,324021,219920,168807,166861,179349,188738,190214,217027,251385,260633,305920,247895,177523,169406,163309,83702
33,21,0,0,0,0,115,561,1655,2046,912,792,670,707,744,668,739,781,858,997,974,647,655,566,473
34,23076,4322,3487,3976,8781,48363,84655,164537,216283,167354,144412,133366,149095,154726,149529,165451,185560,189638,203670,176285,137694,128162,124795,87076
35,19803,3711,1310,716,5156,23048,41805,88263,140226,104179,81491,82282,88726,95908,97841,109155,125226,144215,159659,117082,94752,96433,92986,53528
36,7247,1880,470,0,1815,6985,24674,57826,81155,47550,33242,33204,35688,37091,38659,47652,55343,58487,67971,51889,36735,35109,33946,21205
37,89004,26438,15888,13054,70890,140331,248179,548244,771291,558991,459471,440016,485691,501678,500947,550859,617039,649776,710131,553114,420277,409280,389822,228290
38,16123,4233,1525,819,9513,23534,71677,158527,220890,155114,124035,116979,125810,126988,126743,137744,151784,181136,198329,147471,111417,110383,99713,59379
39,89609,22578,10608,7742,50337,170665,323717,723171,996167,680508,541590,528242,568864,593970,595244,656318,742241,844414,957071,730290,558235,561099,541291,318443
40,43270,11501,3780,1944,33932,56079,108965,215300,290968,227689,196449,192042,209002,211628,217112,240263,271029,280985,304193,230911,169372,161327,158822,95004
41,55387,23386,15524,17457,25262,87113,140370,282063,404364,379620,312266,304732,327470,352796,355838,397837,440421,500892,524007,394646,311315,306336,289077,165342
42,17177,1942,320,50,5001,23937,52036,127078,133858,102584,87789,90484,104574,110063,108792,121410,141982,144827,149061,120005,92781,95839,97946,47775
43,47992,7267,4755,2956,46612,97848,182677,409349,527335,385595,337427,343726,385048,390371,397108,440684,480073,502818,544504,438857,326692,297531,272202,165331
44,20121,5036,2624,1696,8883,23753,55568,126126,167752,129163,109943,109305,124707,129217,132926,143590,157069,170089,177089,141339,108299,98319,92858,57615
