클러스터,00시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
0,11113,4591,1635,1472,6299,14904,38953,112389,107560,69048,58643,55056,58211,60845,64945,75630,99921,89395,91397,75393,53274,45847,42978,21985
1,4626,3422,1630,1574,2272,10967,24305,59509,87496,61096,49995,49878,53753,54898,60772,65005,74306,75814,90182,68254,51710,50503,42118,20376
2,147485,39596,22854,18194,117318,295114,525591,1269188,1692649,1168162,901907,858285,930192,985508,999273,1157380,1348995,1459922,1680421,1341928,981164,918236,871004,465736
3,25901,3679,734,489,13822,39743,82230,218081,254738,176812,131297,129135,143814,156350,148776,189430,229098,211731,219789,192554,141612,128191,121895,70624
4,8588,3212,1032,708,8480,12934,26605,68151,102213,61584,41194,37657,40003,42177,42834,50148,63265,73376,94038,60428,45805,42437,40320,20444
5,55781,11727,7087,5787,55263,122691,232759,564467,735552,495254,390328,381931,401031,415271,422493,493831,557666,582438,657135,518555,379387,346876,319784,162755
6,18558,6814,4462,3603,14073,43383,92807,258186,405102,262431,175626,158215,165574,181475,183659,208911,244792,279376,325620,226418,159208,151618,150431,68308
7,8972,2433,1830,1287,4976,21274,37840,104885,146396,98640,74021,77966,80410,80450,81223,87215,98501,128484,156453,103219,79490,72622,64649,33171
8,11133,1170,69,32,5689,25378,79386,207900,260784,162116,120651,112561,122392,129890,135429,167340,192861,191920,232215,180013,132801,124703,120249,57918
9,61783,14004,8753,6841,54065,122417,239336,592877,755699,526630,418881,388400,416011,439234,437481,511578,593690,615935,695557,563883,417422,393502,370591,200237
10,4707,1345,1378,1006,6241,12778,40464,94835,105328,68296,54403,48887,58496,58482,60859,70663,83850,84505,101103,93729,65466,57281,49798,28516
11,4590,402,0,0,2420,10204,26588,84513,95305,55888,48969,58448,46866,53878,53175,59387,71956,72408,72074,61753,42712,37314,34408,17507
12,11912,1648,922,692,21358,43567,58222,126420,186381,119073,94745,92372,96775,101418,102965,119556,132994,157387,184525,154176,105297,92279,79347,43368
13,9842,1844,580,664,6542,21554,42890,127406,102378,73784,60282,59002,62544,62856,62878,80542,107336,91800,97652,82842,61106,63366,56908,30140
14,0,0,0,0,0,59,4905,14297,21653,19550,15996,16646,17312,17949,20546,22506,25775,27572,24322,14556,10683,7523,4611,1244
15,15173,1621,784,411,17838,39804,65870,154210,205013,131571,107354,100701,108890,115277,114636,137324,152089,162342,184248,152226,109465,100560,98999,51997
16,27994,2902,1455,1289,15870,36158,79954,182588,230486,177507,179447,157457,154994,170905,174160,195932,232048,231405,236770,203715,150932,143087,137497,80281
17,45626,22657,9684,6088,15171,80054,170422,433218,645159,395634,264963,251325,270584,283085,282914,316841,364301,459141,597186,441081,326349,325104,305988,177614
18,22796,10052,3525,3905,17756,24562,56000,155032,184352,118876,99509,95095,104633,108563,113173,142421,163566,158617,177414,147944,105466,91678,90332,51494
19,23923,2990,1117,660,13637,40600,92130,258627,288510,204893,159427,153041,182350,206142,200045,246612,306773,344469,333312,262832,181955,205769,268615,88587
20,58912,15836,10188,7903,58449,138014,285578,693859,894571,651600,519663,493915,527668,554045,549597,635892,736775,763328,858686,695565,502540,469684,441411,223152
21,207008,68843,30232,25017,128438,270915,497081,1070979,1457078,1051730,884312,897721,949976,986330,1021931,1189510,1385768,1485163,1702978,1430874,1042122,922381,860095,555206
22,14584,3304,2271,1899,17989,29557,53501,121399,160507,104015,82806,77285,87762,87581,89147,102618,119431,127088,145196,138854,89873,80802,69315,36153
23,97525,39444,27690,22687,32146,86159,154049,352649,547592,485947,327553,298521,327647,360915,358774,385727,424649,512026,637187,456268,343447,348119,339114,206132
