클러스터,00시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
0,10658,4762,1840,1370,6095,14892,36963,100315,101522,67899,59103,55424,56782,60929,63315,73614,95943,86360,85560,71279,49548,44196,41239,21484
1,4994,3202,1708,1684,2080,11069,24008,54953,82802,62318,54157,52317,55086,58566,59240,66129,73635,74901,87688,68846,51910,48297,40460,19733
2,146053,38885,22710,17613,111463,284805,506704,1166681,1568016,1119270,887728,843536,917578,974456,963644,1097011,1267956,1365459,1577560,1259465,946180,885057,820907,440907
3,25844,3560,678,484,13455,38424,80016,195358,230771,165642,130771,128603,141725,150133,142635,174801,208920,196048,205713,181431,134200,124298,116351,66947
4,8113,2973,908,686,8063,12329,26062,61441,93068,57390,40161,36648,40457,41012,41924,47969,57352,69004,86591,56781,44160,40325,37717,19299
5,55931,11071,6970,5551,53201,118227,226388,519185,683215,476553,384478,373155,396588,410317,404099,465336,525270,550421,615734,490260,367833,332548,306821,157709
6,18400,6206,4231,3526,13334,41107,88416,238402,367923,244763,167327,150326,158249,172827,172459,193974,227738,259365,303171,209311,151805,146067,136542,62270
7,8637,2739,1560,1182,4750,19702,36473,96640,133313,95429,73003,76732,78454,80893,80048,85929,95537,124646,148548,98079,75219,70740,61337,31345
8,11251,988,3,0,4979,23250,74287,188725,237876,152341,117999,108102,119914,127575,123486,151930,186023,178796,214349,166407,124576,117706,111673,54013
9,60603,13989,8363,6798,52096,119701,234303,551637,708205,505401,409943,384472,416833,437223,418522,491509,566955,581822,650504,532293,401642,377339,351161,192313
10,4853,1265,1374,1021,5633,12323,37609,86553,100048,68378,54065,48695,59738,57869,59010,69054,79810,79603,96776,92657,61970,59097,48682,27278
11,4427,452,0,0,2484,10178,25920,77016,87555,56590,48571,54394,48116,54776,51794,56991,67067,65653,64471,55755,41041,36366,33551,16354
12,12135,1550,838,726,20809,42531,57899,118348,173165,115666,94823,90275,98538,104013,101068,114559,131117,151777,174880,148072,101219,91107,76292,41391
13,9936,2080,622,740,5676,19678,39752,107434,96478,71544,61794,59882,64350,63380,63352,73998,98342,84378,91154,77674,58458,58276,55108,28358
14,0,0,0,0,0,45,5040,14189,20010,19696,16716,17806,19437,21873,22727,24942,29734,29529,24765,14324,10936,8076,4556,1178
15,15005,1809,732,339,17194,39246,64092,142775,194347,126307,105219,98061,108031,116484,109732,130284,143257,149825,171707,143884,105719,96472,93399,50346
16,27747,2901,1437,1374,15074,35369,78810,170236,215282,172105,168565,153082,152441,168455,167271,183404,220014,213374,222807,191936,144883,133823,131602,76090
17,45940,20688,9024,5786,15022,79236,164144,402635,599458,388054,264652,254876,279512,293126,282066,312964,357622,444182,577591,425771,326710,317954,301925,167643
18,22354,9585,3612,3567,17023,24220,55316,140028,175243,118785,101379,95375,104970,108501,110021,131900,153311,148220,168400,140586,100896,90134,83989,48082
19,22840,2827,955,567,13033,40239,89356,232886,268574,195514,158887,154480,179421,203395,194237,233737,280794,308532,306586,242809,175381,190004,226323,82019
20,59942,16117,9768,7728,55152,134260,278252,637265,830113,620568,510533,488614,524360,550659,531883,608455,700807,718999,810958,653541,488411,453761,418743,214851
