클러스터,00시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
0,10756,3725,1641,1921,5704,15652,37859,100923,95443,65991,59268,57631,62949,65185,70774,86042,96795,91286,91452,73888,55581,50339,46237,21449
1,6492,4128,2247,2489,3818,12824,27665,61424,93222,71095,63389,65324,72022,74086,76431,82231,88339,92507,100503,78221,63242,54826,47047,24428
2,169101,47831,28019,23255,113088,288382,511956,1182877,1596047,1157630,930054,912097,992030,1050227,1053576,1231172,1362983,1490207,1680810,1318006,1007103,941945,860299,462650
3,26649,2920,1464,1123,17229,43159,81997,198138,236618,181355,143540,137270,160417,170190,162642,198455,228177,218805,219716,191303,146657,135080,118898,69032
4,12429,3448,1372,716,9487,18116,38873,99536,130180,80864,60226,56613,62442,64211,63303,77566,87157,100110,122132,86353,67183,61295,59114,29655
5,67007,14339,9843,8083,55989,116924,220043,516025,691850,494183,402613,412568,437320,452054,462649,533628,590013,615598,687337,536917,406776,374861,341608,173523
6,24436,8666,4959,5086,14923,43084,94181,240706,388457,269995,184308,171063,183550,198638,205974,234536,259259,298736,333501,228146,165880,165531,142492,71798
7,9255,3096,1902,1628,4716,21341,38641,101255,139540,95197,76844,81613,85708,87557,88214,94147,106667,132091,153434,101755,83054,77143,65950,33012
8,12597,305,0,0,4336,24219,77121,200209,262061,170153,128113,118454,131590,140912,152581,172890,193999,199535,240350,187601,144607,135319,127139,59693
9,75115,19814,11931,9652,60153,121060,233720,551405,713994,523516,433166,412221,445733,469901,467416,545902,605049,638268,703200,568528,432937,406448,372209,207498
10,5182,1518,1241,1000,5497,14024,37217,88567,99410,69410,55810,52962,62713,64072,64070,76499,82226,84040,100995,89983,63933,59673,49260,28536
11,4717,466,0,0,2693,9571,24057,71489,86069,55251,47222,53830,47386,55310,56078,62177,71011,72169,70271,57916,42730,38528,35288,16610
12,13143,2032,902,942,19077,41982,60878,129035,180537,127226,103237,100590,112031,115014,112777,131236,144503,163912,187410,152304,109807,97988,84160,46343
13,9986,1976,1008,840,5245,24965,47439,127323,105574,78405,69696,66491,73708,73817,75556,94740,111451,98742,107391,89742,68998,73274,63178,29567
14,0,0,0,0,0,36,5902,14159,21306,17701,13722,15585,16612,18401,19681,21130,24256,24183,19217,10437,7283,5385,3900,1060
15,17489,2134,725,747,17364,40723,66719,150616,196735,133290,115409,111655,121183,130257,126206,148747,161623,169109,190648,152776,115659,107056,100653,52818
16,31139,4806,3041,2446,14987,34898,74632,174467,229219,182704,182256,166284,166792,188354,186702,213759,240430,237891,248448,204510,153950,145536,139956,81779
17,56248,20111,13238,8905,17453,79971,168683,418942,604807,380431,274177,267107,295796,307625,307815,341753,391396,497063,605049,454429,355569,332447,320401,187020
18,31912,15637,6248,5604,24649,34941,65102,178700,232248,162785,143452,141876,160596,164115,171802,205191,216294,235002,247709,207541,155154,138664,117815,65601
19,28524,3550,1350,1056,13923,40916,92473,247613,285589,215044,170510,168936,203779,231201,220531,271829,310287,373863,346864,261545,189808,228214,271298,92821
20,78563,23771,14509,12060,56991,141513,287949,669341,866520,649161,549856,533748,579281,607485,604558,701970,771031,815963,897420,718584,547328,509803,463605,240720
21,233635,88665,48503,44778,192669,356348,593693,1195219,1595863,1216129,1052190,1085509,1153263,1196805,1239347,1408271,1556618,1653646,1883454,1542432,1183292,1059909,932872,563316
22,16794,4321,3299,2761,18244,31025,59465,137383,183311,119104,99398,95223,108391,107041,107503,121957,139514,149101,167852,151835,103562,90867,76201,38944
23,121199,47299,35730,27098,34913,90814,169207,354273,572544,540988,374165,354452,399244,427455,426819,457165,494671,589673,698260,531730,408379,411685,391647,240080
24,27114,3059,828,1016,18130,59528,137997,320333,421494,280374,210602,200227,219367,227566,223574,260808,297585,352229,386304,294525,213070,197552,185675,97607
25,18054,2681,2751,2189,10007,50875,84507,180278,258679,163653,127090,121726,132787,139633,135833,149990,174155,201072,241078,186901,134820,123069,108306,64006
