클러스터,00시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
0,8828,3319,1502,1593,5010,14430,32393,74086,83862,61522,55181,55155,61207,61455,67998,71071,75797,76605,83782,67141,49671,45305,40458,19734
1,5141,3383,1905,2084,3223,11722,23732,44864,81881,62695,55280,57115,63006,66585,64223,68971,72685,80159,88434,69304,54464,48611,41203,20207
2,144438,40818,24619,19652,102536,257701,450038,950752,1456954,1066905,838795,820884,921585,982950,969451,1056789,1127664,1308922,1542794,1211228,903715,833897,749739,405090
3,23000,2497,1017,1135,15949,39746,69828,142830,184324,137146,120316,122548,144091,141137,140956,152208,165810,174647,193844,172862,129570,113879,103020,61276
4,10891,2972,1178,742,8761,16760,34654,79614,121633,77085,55312,54395,58990,61288,61150,65753,72535,89686,114221,80719,61651,54432,52188,26797
5,58550,11981,8455,7340,50888,107612,193957,415576,620864,453998,371746,373231,410449,431191,429016,461155,492916,540527,628193,490460,369345,335477,298889,155182
6,20216,7600,4694,4410,13372,39333,84228,197908,367994,248833,172986,162846,178875,198121,189484,199698,219430,273836,316823,211861,149412,142957,129794,63785
7,7282,2520,1320,1385,4227,18999,33402,88873,131411,87962,68679,74042,78707,81310,78247,81998,90165,119345,139351,93681,72879,67072,57655,29744
8,11308,319,0,0,3969,22601,69414,153908,228802,163604,116331,109703,125708,133507,134772,142147,155428,175934,221147,176593,129444,119209,111643,54150
9,61793,15972,9905,7936,55181,106285,204002,427334,610782,439369,361197,354574,390812,413334,410764,444012,482021,529874,610389,500791,374238,344537,308493,175029
10,4776,1310,1173,827,4799,12692,32622,72921,88002,63847,52317,50314,59504,58907,58856,61847,67479,73310,95186,86656,59560,52815,43821,25136
11,4360,412,0,0,2325,9215,21324,54036,69336,46939,35600,34913,41693,49816,42568,46065,48673,54457,61406,49077,35688,32178,29845,14717
12,11754,1580,786,832,17528,36588,54791,113198,163701,116386,91673,90531,99221,103005,101792,113403,122831,143766,175675,142352,99101,87821,74376,41662
13,8938,1836,780,770,4964,23257,43302,82130,101547,72656,67844,64594,73732,74446,73534,74674,83575,87178,98337,81625,62044,61413,54553,26989
14,0,0,0,0,0,22,6163,12124,18996,16233,12205,14003,15223,14845,15303,16846,20885,20498,17547,9781,7835,5127,3461,968
15,14529,1897,515,564,15888,34840,57020,109777,169077,117560,96498,93135,106754,115454,109648,121508,125686,140057,162217,133644,96670,87589,80183,43100
16,25777,3989,2428,1988,14020,30343,64153,136129,185388,148077,132523,135515,150413,160375,156928,172548,182685,189839,206679,178021,129499,120177,112627,66060
17,46073,15562,10035,7469,15341,69833,152152,368276,581310,344686,236814,237813,264213,280722,270805,287554,331161,432272,569806,421694,321076,294088,283134,165570
18,29064,13942,5795,4895,23252,32619,55639,133851,205958,151391,133496,130673,147918,158806,159408,173247,182039,205305,229326,190240,140138,121986,106193,59244
19,24133,2924,1206,861,12919,36990,78620,185889,270432,228109,173327,166531,224178,259644,228075,238408,256399,338789,327162,241421,170243,204040,240882,81431
20,64439,19918,12308,10162,51150,124400,251052,516196,750766,563412,464974,460217,511416,541823,538743,572504,617564,686329,787263,639527,475792,430510,389291,203510
21,200535,78366,41667,39057,174768,319925,514901,976921,1394155,1075885,926786,943286,1033594,1079762,1107648,1215958,1306466,1432073,1692491,1378276,1050239,918092,799513,494833
22,14785,3579,3087,2366,16926,27351,52056,113269,155348,103082,87697,84405,96667,96393,96620,104496,112818,130693,153783,140324,92663,80389,65670,34940
23,104439,41135,31913,23871,31079,82608,151533,319467,543099,507016,340874,323622,369839,401747,397884,416480,442886,527300,644743,498531,363101,361349,346893,213823
24,23486,2789,764,926,16636,53006,121492,269428,376762,254615,187370,179509,199869,205867,202743,219559,245976,308707,355688,270548,190233,174371,163058,84817
25,15034,1885,2295,1879,9384,45112,75776,153572,241952,147521,113596,107816,118554,125674,122146,130638,149897,180128,224562,175692,118700,108707,95500,55355
26,6860,1814,1216,1033,6115,18241,29373,57486,100070,80231,56515,55268,61985,68592,73787,79363,87184,101748,124056,92134,66841,54609,45835,22207
27,10169,3729,2012,1544,21638,28647,45329,94192,127377,96058,82995,82404,88783,96801,96008,99902,100089,113868,137649,95352,80149,70261,62421,23993
28,29258,2961,1237,1270,16193,39854,86132,182013,237451,175380,151345,153950,175227,177617,178685,192054,205432,229395,261017,226722,165767,150943,134422,79189
29,13359,1000,0,485,30839,87804,158022,458764,797574,500660,226457,184661,190797,200567,203983,232324,283913,442819,530993,381519,268001,226117,171189,97286
30,26764,8017,4972,4286,12599,55377,98056,215786,352138,255570,196544,200083,216957,230350,229718,238091,265258,309784,360019,257922,203422,196002,170007,94283
31,13515,2036,1328,828,11891,35084,69376,150983,226137,169201,138057,134377,148958,153877,150486,160853,173176,189535,213968,166561,127202,115220,102781,56932
32,20470,3890,2321,1969,12861,35492,105546,221366,282775,184709,143506,142077,162066,170636,164127,181547,203489,227024,291776,248842,171802,154324,143943,69561
33,14,0,0,0,0,161,509,1561,2000,1017,717,574,575,545,538,509,710,837,955,920,659,599,511,405
34,19549,4291,3658,4301,8392,44317,78191,149230,205341,168509,133047,127881,140289,146330,138704,152973,164803,177149,202074,181147,138879,126597,120553,80063
35,13656,1391,933,605,3177,18658,39503,91136,142624,102378,76306,74219,85195,95896,90869,97952,111916,126484,154910,113284,90441,87881,86715,42091
36,5874,1489,394,0,1783,5834,23382,57972,77765,49991,33773,31324,37108,37220,35913,38485,44226,53876,69234,56891,40157,34175,33160,18364
37,68825,20144,14215,11462,63844,125316,235349,496096,716012,516735,408305,400339,447287,471658,463753,483256,527970,590157,693738,561114,416087,390007,353737,192761
38,13484,2770,875,534,11332,26197,75996,172097,245617,167641,123650,118978,126231,130729,127846,136903,150348,182025,218465,165491,124857,118890,102008,54385
39,71538,17574,8692,6943,50729,163028,311669,729732,1015303,677364,506172,490532,547801,575377,557479,595742,682125,815907,990222,771777,570000,539672,517839,290853
40,33379,6557,2317,1538,35824,53136,98715,190611,279308,211753,175233,176663,194915,199733,197052,213645,231683,252928,302683,234536,163246,149010,144255,82335
41,39418,15083,11278,11282,22875,70847,120594,264260,373979,351523,276209,265438,289551,318526,323639,358943,390659,452238,477661,373604,285448,265658,232269,128607
42,14191,1023,0,0,4772,22360,51886,106107,119047,95584,83741,83364,106978,113659,103509,108743,121685,133482,145468,120494,91794,92100,99859,41352
43,38314,5213,3712,2786,43948,97058,169519,376026,501708,358780,306895,314290,349251,361541,357703,393092,422124,462207,543673,440139,317268,284927,248307,135069
44,16797,3414,1748,1266,7938,22848,51299,111060,159734,123530,102354,102595,121717,127797,126169,135810,145793,154730,178749,148568,107658,94548,87155,49074
45,4124,1195,0,0,2626,5710,13826,29044,30064,21328,17794,17318,18650,19627,19679,21811,23657,25145,30730,28470,19086,15860,14479,7704
46,15121,2497,1203,2411,13821,27312,57856,120326,162038,113944,93567,93212,102505,104315,100200,108670,117548,123407,138567,121028,89952,81727,74996,38100
47,6608,318,0,0,4722,13344,24883,48542,69707,51806,43157,42284,47460,46487,44905,49371,51794,55528,63234,61454,42840,37357,34182,19553
48,21505,7249,5221,4159,33259,69218,102134,220514,353249,272312,217735,204324,229165,246340,242740,245563,256798,288329,304239,206650,167921,171921,162348,80147
49,24889,6611,4251,3584,31844,70241,107001,274200,505068,273853,185098,194869,200464,213223,212410,233027,244563,345771,432129,227739,175956,162065,132563,70661
50,13251,2197,1358,844,13643,30370,55019,109906,128366,82432,65703,66545,75126,74676,71086,77625,84134,95221,108648,102132,71586,61952,54901,29798
51,14133,1427,674,784,7787,30356,66951,139155,188226,125016,98680,95139,111609,114790,112213,119846,133409,157708,180236,154734,103096,89395,84442,42941
52,21354,4565,1396,1144,7037,36710,82719,195368,279521,176596,119345,107295,122099,130718,125032,141071,152884,188856,229431,159897,108967,95244,85904,49334
53,24970,6667,3287,2723,8774,37204,78096,187889,312378,229379,170422,181159,202521,217998,221403,246022,283938,324300,371735,253585,206011,192740,153871,77496
54,15071,6922,2472,3222,17343,23639,39789,85821,134098,95590,87125,89167,92766,100217,97661,108177,116269,125223,139547,105564,78908,68358,55525,31577
55,20870,4017,18,14,32110,50623,87297,163086,217871,165604,143254,143451,160654,167323,165953,181380,191781,207459,234462,202738,152876,130556,116132,67912
56,86656,33875,20769,17548,53637,120454,234378,496602,812677,612384,477769,478721,538369,584822,581934,622973,689678,804306,959715,724723,543848,500078,448040,235678
57,16508,3935,2379,1599,4991,34384,55455,116688,178301,110785,81657,78424,87585,95036,96765,107420,118997,138117,169690,116851,91555,88787,79269,49379
58,21258,2637,1392,1003,11858,48274,104485,225692,302748,226709,177121,171500,194764,206710,197902,208169,223116,266816,304569,239084,171119,160623,157006,77681
59,43014,13088,5594,6365,34521,84169,172719,372477,460607,319999,270909,260609,285001,289599,285386,308847,337754,373128,436650,385241,276434,235793,214073,123590
60,11101,3160,1282,1532,9001,21616,47904,109519,128857,91326,74510,80803,89919,88830,85591,93788,100109,109414,123484,112448,79610,68715,66597,36864
61,15463,7246,6014,4295,10760,26103,50425,118397,199113,149134,109574,110604,128938,143302,141792,141787,159121,203678,242922,167391,121333,113171,103712,51968
62,32289,2611,2114,2098,18924,97115,188925,405986,583233,384256,277554,253641,268936,283181,273456,302760,335365,405847,493702,413756,298677,285954,259783,147908
63,15860,8014,7231,6571,10870,33165,56480,141115,251601,198350,118749,96322,102433,112622,108021,109930,117198,166438,205554,146847,103422,98408,87245,42428
64,11164,2176,1934,2223,9545,33064,61749,121407,243173,189826,110925,95177,101762,109406,111424,117530,128828,179546,237207,144879,99263,91167,77961,33585
65,61491,17020,12027,7555,33940,94770,156942,321596,528332,404389,296544,306577,340902,361581,378641,417111,454439,524868,638363,474466,390779,363199,314645,168947
66,18004,4033,2960,2113,14338,37386,64211,111563,170794,129374,104095,101107,112903,118579,117704,128683,137827,154445,184698,144468,107000,97461,82454,47463
67,7399,2523,872,848,4562,10973,24815,56385,63591,42356,36187,34965,36597,39120,39200,41656,45089,50344,60117,50474,35638,30145,28611,14851
68,50985,21143,10837,9219,37731,117996,173775,371404,652188,454806,338427,391936,401111,443233,447109,472398,500520,611317,708467,436128,357705,336810,266024,131297
69,17151,3395,2391,1750,6030,33546,78789,182629,236644,181042,141966,134949,150511,162845,157156,173191,192140,224185,277370,230482,167531,153292,150956,89658
70,67077,16724,8001,5882,31147,68294,112603,233458,354029,297675,265475,263819,305375,328625,329510,356439,385663,424181,479084,377508,306549,291389,265661,161720
71,20897,8440,5027,4678,26467,49454,75440,150933,229762,150431,127998,122263,137690,142100,141780,150657,162516,182152,218708,177019,121729,105554,93797,52688
72,43662,9452,5690,4888,34626,92799,177499,388476,563576,399295,317505,311844,348161,363240,356051,385863,420838,478595,577404,460683,337416,311587,290291,153073
73,46012,10204,5251,4476,32864,89014,129889,221683,373957,295442,289660,325425,358845,395787,416427,441847,451049,456278,482230,348449,268874,223650,180253,112548
74,1550,13,0,0,1218,3452,10575,18636,22628,17931,14986,14414,16736,16680,16201,17617,18518,20245,19383,14109,10689,10446,9335,4737
75,16230,3970,2219,2246,15964,30227,69305,143512,193945,147845,130655,131318,145405,152150,151341,163805,173504,187080,208575,173662,120078,107026,93565,48859
76,5271,750,0,0,2397,8297,20264,52833,72288,43463,31216,27590,33092,34304,31601,37535,44392,68821,65339,45313,30706,25645,22462,12391
