클러스터,00시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
0,9628,3806,1562,1867,5888,16136,40346,104015,100426,66436,59900,57662,60035,62042,67029,82200,92360,88025,91228,72656,53680,48695,44718,21277
1,6309,4259,2348,2529,3960,13689,29752,65714,97733,75634,67545,70509,75046,77257,83040,85789,90563,94141,104201,81670,64739,55539,50097,23909
2,163777,47390,27928,22783,118558,297917,546493,1233245,1646049,1172313,925050,901726,974973,1023959,1020784,1188406,1318627,1455443,1668941,1305481,998577,927951,849891,452983
3,24775,2915,1248,1094,18873,45971,88422,207222,242660,183373,144349,140248,158103,166756,158541,193950,221883,212880,220152,190477,144888,133293,121434,66868
4,12682,3581,1336,718,10185,18803,41569,103565,136536,82725,60854,56120,62259,64610,62341,77465,86729,100998,124834,88024,67703,61543,59254,29553
5,67066,14327,9800,7950,58315,119333,231739,528804,708935,495979,397105,396777,421550,437124,438313,508275,564277,592056,672335,525413,398481,366520,333790,170438
6,24602,9062,5211,5029,16313,45703,99843,250459,402831,274718,179207,164789,176364,190536,189544,219382,248660,294981,339497,225292,166447,164951,144304,70589
7,9012,3540,1890,1654,4918,21551,42524,106479,146380,99345,78637,84079,84490,89358,87784,95007,107417,136875,158052,105382,87984,79378,70206,35356
8,12449,371,0,0,4734,24811,82062,207616,269141,172998,129558,117910,131049,141769,143206,168324,196607,194767,244201,189432,144085,135083,126709,59368
9,72573,19778,11960,9556,61616,127675,254054,582603,741816,533578,435763,411936,444168,464371,453677,534234,593960,622552,695197,564327,434519,405061,368640,205899
10,5469,1627,1302,1056,5542,14586,40133,92227,103678,68739,55510,51646,61403,61710,59620,73600,80554,83564,100188,91696,62914,59277,49426,27778
11,4644,502,0,0,2825,8905,23069,68771,83653,53662,44285,50161,46054,53120,53361,57357,65968,65585,66673,53196,40325,37840,34350,16195
12,13149,2172,926,870,20571,43646,64988,132582,189055,129250,101742,96763,108847,111023,108273,126429,138974,163323,185232,149946,107967,97715,81093,46095
13,9168,1946,978,798,5222,24879,47684,120091,102547,78490,66277,63470,71410,71560,71016,86703,104770,93387,101975,86359,65982,68073,60896,28884
14,0,0,0,0,0,19,4880,12772,19624,17768,14753,17836,20123,22807,23325,24611,27004,27348,21722,12897,9114,6084,3618,963
15,17763,2230,714,760,18040,42326,71958,156573,204107,134557,115688,113505,122310,128225,123663,145478,160460,165863,188279,153226,115417,106157,98975,53286
16,30110,4668,3269,2435,15599,36909,79890,180618,236327,186599,181538,166496,164695,190896,181902,206409,232352,231954,244693,203612,152746,145802,136696,79626
17,55122,19263,13651,8861,17835,81849,183374,439225,626698,386786,268776,261895,288095,301882,294523,332013,384968,482865,617031,451625,350958,327159,322840,188757
18,31329,15327,6423,5300,25920,37025,72211,184344,237606,165841,140655,138825,150864,155627,160318,194247,208750,220821,245704,200348,150286,132786,113168,63107
19,27631,3567,1408,1155,15288,44020,98728,252707,291108,216037,169778,164825,196559,219799,214711,269565,305974,346990,336439,264542,194888,219382,244290,88489
20,76277,23903,14761,12141,59983,148609,311109,698500,898021,662058,549252,531961,571389,597321,581384,674675,748867,788495,885358,707743,541861,504277,455845,236905
21,228754,89047,49402,43205,204694,362460,638884,1236283,1638774,1224793,1034034,1077414,1129457,1159379,1172660,1351389,1487601,1574466,1849005,1490618,1159403,1028497,919476,549065
22,16774,4561,3244,2677,19442,32083,63187,143318,186430,119992,97330,92056,106614,104237,101900,118133,135758,145027,168743,148333,101277,89341,75241,39191
23,113194,47558,37826,26937,33930,93228,180817,379880,608524,562616,379329,347785,393124,417934,415539,430036,468773,565234,701338,529116,400610,403106,387162,225160
24,27044,3046,910,1180,19397,62339,148113,335106,436800,289640,213556,203012,222623,230734,225341,264327,304978,355248,393926,301408,219548,201545,186816,97653
25,17452,2691,2653,2220,10890,51698,91388,190832,267862,166348,125734,120363,128886,136758,132018,143283,168236,199202,242633,184343,132019,123447,107700,63730
26,7904,2104,1579,1168,7146,20489,33320,71246,109649,86307,68422,68943,79377,89823,96720,106192,118032,131256,149710,115239,81697,67104,55326,26240
27,11498,4418,2286,1965,27306,33869,53373,115703,140211,102245,90659,89134,98072,101290,99416,111772,113093,123387,141737,103850,83027,79794,70638,27161
28,32909,3707,1393,1354,18001,46698,102654,235912,290849,217243,175341,171291,189419,198843,198311,233282,269149,277373,300789,249708,191103,192875,159836,88444
29,16773,1130,0,609,39313,103728,181059,509402,844367,518294,248538,199609,216534,222930,227717,260241,319311,489313,584448,406404,292845,244514,191172,108862
30,32776,9884,6599,5031,14248,64710,120664,290186,412851,314118,255299,255226,264801,276380,267941,294697,340149,365772,422357,304356,246000,245219,213793,113872
31,15269,2552,1436,932,13566,41498,85095,196307,268098,195997,157523,160372,169421,173196,172777,192040,211526,223259,239043,187295,146809,133064,117782,64902
32,22887,4343,2837,2669,15448,40848,126068,291332,346288,236355,172170,168192,181349,193004,188568,231186,276896,272224,325917,270038,196388,181705,166299,79708
33,28,0,0,0,0,192,660,2182,2410,1107,720,660,576,589,603,604,872,861,964,968,738,591,542,379
34,23450,4523,4636,4677,9631,50967,94609,193020,257475,193897,153471,140262,154663,160497,152480,175058,193533,200652,221013,200779,157075,145338,143235,93694
35,14822,1830,1153,558,3704,21130,45830,113713,158157,109878,81059,79452,89777,99616,94660,109927,129132,141032,165310,125270,99985,98002,95298,45872
