클러스터,00시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
0,9111,3568,1476,1501,5524,14257,32531,68204,79898,59029,56516,56270,62325,64743,70426,77454,81500,81240,83627,64660,48949,45013,40725,20295
1,5502,3491,1977,2132,3541,12125,23629,44620,75981,59016,53890,56415,60114,66997,69244,69812,74458,78965,84347,64960,52089,46380,39663,20583
2,150040,42339,25312,20477,100859,255923,436061,863387,1344309,1023451,835910,837464,936648,1001945,996024,1084191,1155480,1311675,1486320,1157363,874754,820068,746843,412785
3,24201,2412,1106,988,15459,40663,67277,127279,169953,134907,121701,124201,140371,146548,145677,153098,171998,178306,190524,165088,126584,112726,103800,62265
4,11489,3042,1097,724,8922,16708,32934,69989,106244,71014,54516,52023,57129,59790,59474,65151,71211,86200,107488,75003,56985,51566,49257,26581
5,60348,12146,8732,6861,48748,103912,186552,371959,573434,435112,371603,379722,410838,433263,438662,466964,498272,536388,604093,465294,357924,327071,292780,156113
6,20461,7351,4556,4169,13505,38573,81279,181288,327268,237140,167114,162905,174843,193728,192727,202418,218630,265560,291202,197078,144109,135230,123800,63332
7,8841,2888,1599,1470,4245,19050,32749,80769,119117,84892,69097,73688,78328,82205,80299,82672,89467,112598,129780,88507,69546,66288,55371,30648
8,11364,262,9,0,4004,22350,68161,137344,208904,152656,116355,109933,125763,133803,136466,144103,157146,175479,214734,166423,125296,116927,109997,53308
9,63943,16772,10308,8272,53162,107737,199251,388557,576068,427767,367345,361751,401962,423754,423840,461237,499805,537639,597012,484915,360361,341391,307449,177740
10,4797,1356,1223,907,4774,13003,31334,66672,84652,64127,54966,50859,61745,62504,60495,65946,68982,75074,94852,81979,55886,52085,45469,25812
11,4225,464,0,0,2411,9012,20146,49543,64984,44917,35554,35474,41078,49629,43201,46797,48915,53666,58135,46129,34193,31343,29128,14808
12,12258,1650,812,780,17025,35645,52328,101220,152207,111850,95453,96224,103033,106228,107668,116452,126227,143814,166420,136109,96227,87012,72801,40446
13,9084,1754,1044,776,4763,19463,34054,68420,90405,70228,63358,61664,69269,71664,70665,73853,79661,87336,95419,75328,56970,60093,52802,26799
