클러스터,00시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
0,11233,4525,1889,1967,6116,16308,37111,93976,103425,75835,68017,65477,69514,72494,81122,90233,100688,96514,93855,73450,57012,53893,47944,23479
1,7892,4831,2741,2890,4110,12975,27218,54990,91552,68899,63776,65837,69652,74044,78347,82051,89065,93806,97212,75765,61013,56704,49897,25345
2,182478,56487,30847,24982,115281,282000,492095,1074089,1550170,1135833,943159,940754,1020722,1082501,1107730,1250813,1362208,1487138,1636379,1274372,988169,938657,849687,481931
3,29056,4246,1602,1246,17600,43746,79266,178412,224581,164205,147210,146711,163055,175788,171991,193828,216394,210724,213739,187558,143238,131220,119249,73335
4,13260,3895,1474,974,10466,17864,37360,86829,123234,80004,62319,59391,63644,66714,66192,78990,88476,99942,116855,79598,62940,59496,55231,30245
5,71821,17340,10212,7841,54829,116577,208250,467531,668392,492454,417364,422300,449814,469117,483766,536941,586310,612355,664936,509580,394329,370423,333492,182350
6,25096,9403,5533,5623,15896,44737,91717,225279,383935,271841,197927,184665,192642,214052,214415,240110,267737,305788,330253,221908,163657,163280,143797,74397
7,11111,3814,1966,1883,4807,21978,37763,95304,138296,95764,80595,85841,90933,93888,95126,102126,116163,139180,153266,102764,87755,82463,71679,38076
8,14625,679,14,0,4260,24789,80089,176076,260208,172696,133202,127439,140062,148849,156446,177631,198485,203945,235922,183592,139148,132390,125785,63127
9,79114,22416,13736,10589,58424,119269,231357,510363,689368,496328,426531,419929,454487,474280,479315,544171,598144,629618,672448,533872,417328,396947,365102,214092
10,6061,1734,1367,998,5310,13837,35739,84458,103909,70755,59415,58393,66862,66193,68967,77204,83837,86097,103531,88050,62729,59607,50697,30015
11,5469,540,0,0,2600,10069,24269,65730,80423,54730,46811,48303,51170,57535,54208,59422,63107,64860,69294,53876,41084,38107,34652,18050
12,14481,2444,944,994,19457,41363,56441,117741,177702,123480,103570,101952,111823,112801,114714,130161,142834,162053,181781,145392,103790,95346,81557,46337
13,11742,2454,1086,958,5432,20638,40166,104824,109402,81678,76088,73706,78876,80424,79984,94546,103054,102232,104164,83956,69300,66388,60898,31586
14,0,0,0,0,0,37,7447,14212,20396,20588,16251,20813,20397,21557,21589,24298,28147,25113,19899,11337,9819,6696,4366,1360
15,19167,3132,851,770,17348,40133,63422,135065,188791,131608,113624,111286,120784,131195,129576,148923,159611,161918,180265,144234,110184,101922,93951,55015
16,31942,6045,3111,2757,15558,33798,72743,160100,218501,169377,161146,160133,168684,188661,187657,211241,225715,226750,233825,193288,146443,139739,133179,80788
17,67086,21913,13282,8481,18496,78085,167455,408019,609744,367958,272077,275304,300832,318792,326616,366938,421133,514037,624830,461383,360524,352854,342804,206642
18,34206,17241,7510,5292,26489,35884,62936,164841,240018,169529,156181,152420,168711,178256,184090,207376,224554,239742,254408,205687,154763,140052,118167,68117
19,29747,4947,1470,1231,15159,41396,89069,204904,280815,214186,178810,180615,209836,233916,246987,278986,306985,349514,341463,258414,190422,213142,233159,92395
20,81957,27204,16581,12989,57258,141219,280990,603166,835483,625958,543520,544984,588089,620007,627820,701134,765045,803901,860164,679152,525005,497290,454235,249238
21,243352,103875,51533,45596,194924,353269,576596,1089619,1557740,1203968,1073386,1120033,1191877,1241148,1291078,1442561,1591760,1669787,1839285,1475944,1154332,1052576,932311,596204
22,18764,5060,3804,2774,18880,30663,57850,128109,172331,115742,102163,99191,110246,109546,112546,125543,140326,154107,167848,145249,102740,90869,75620,41183
23,141662,56444,42241,31813,37444,97415,169483,338575,563111,529859,375638,363686,417364,440930,455184,484606,519988,601749,701841,534773,405475,418187,405250,262067
24,27733,3861,993,1214,18862,52684,125349,273101,369903,254559,200608,193002,208649,217424,221141,250581,282244,318165,345581,265003,197772,185492,171539,96465
25,20112,3639,2730,2546,10550,51586,85426,169278,256917,165302,130716,124320,134804,143042,144741,155977,181050,207944,239722,179989,130965,122386,110306,68240
26,8935,2502,1701,1292,6982,19504,31816,63558,103118,83871,64220,61935,70392,78850,87103,95934,104456,116319,132542,97374,72406,62545,52992,26608
27,13493,4860,2830,1983,22323,28257,52579,103570,141183,109080,96758,96113,104018,110114,114222,119669,122475,133296,150154,102849,88796,82898,73482,29384
28,37107,5647,1841,1636,17566,42930,94247,205046,272960,202797,181784,182035,199203,209661,219239,248431,271596,281113,295056,247626,198515,193381,179436,99124
29,17149,1870,3,492,37424,100092,168968,468985,814981,522276,250320,213110,221026,235764,241703,277520,336323,486238,548376,396204,285835,248730,197594,112075
30,36161,12657,6947,6138,14810,70438,113763,258194,387517,287372,236613,248661,264228,271231,275805,291857,323159,350138,401727,286876,236484,233528,209739,116016
31,17462,3062,1664,960,12642,38013,78153,174202,256435,191064,164358,162239,173174,179933,180849,197713,214310,225373,235010,181277,144240,133382,119248,69643
32,23844,6245,2792,2887,14091,41525,117815,265284,325902,210541,170650,163781,182549,192166,197872,230775,263807,266237,319239,257750,187961,177352,163409,82333
33,20,0,0,0,0,115,554,1734,2312,1060,840,668,666,645,670,675,819,858,1070,993,651,646,588,411
34,25187,5479,4521,4950,9483,49771,84037,170247,233255,182652,151588,146006,160416,168304,162699,181970,197564,203590,218836,190360,152688,141427,136200,94615
35,19373,3166,1316,739,3439,19734,44542,98937,155078,111789,87597,86700,94870,104038,104105,119981,140078,152649,171352,127255,102173,102023,97321,54683
36,7466,1767,511,9,1882,6734,25199,66790,87342,52942,37997,37460,38018,40741,44255,53208,58563,62127,73036,59346,43445,39066,36919,22546
37,90416,28368,19045,14930,72051,142213,264584,586063,806332,581378,484975,477343,520323,547301,543297,600558,662657,696070,769434,601918,464788,448434,417337,240291
38,17310,3706,1170,829,12394,29944,83790,189885,265417,180624,142211,136747,142784,148104,147223,163657,181867,211321,233037,172980,135711,132157,116833,65984
