클러스터,00시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
0,11377,4888,1833,1733,6170,15751,38958,101549,99776,67189,60271,56755,58620,63085,68512,81485,98047,90820,91676,77145,55293,50461,46325,22224
1,5685,4104,2054,2070,2828,11148,22828,52584,77090,57802,52421,52941,56255,58262,62546,68537,73659,77106,88107,67690,53668,48726,40835,21096
2,165976,44945,26373,21035,108416,273672,475984,1117155,1498140,1074496,867544,837940,914096,979132,978538,1135533,1293164,1412660,1606319,1284050,969774,909370,842450,455287
3,28568,3229,915,659,13055,40371,80479,203414,237687,171126,134599,132443,144904,158659,151861,191366,220069,213321,220002,196090,146378,133043,123681,73740
4,9125,3035,1354,752,7600,12208,25087,64108,88542,55602,40071,37094,39504,41291,42011,50380,60264,70605,87596,58048,45720,41704,40739,20198
5,64543,13129,8059,6635,50675,112118,205719,491715,657051,459341,379261,376419,405272,419906,425833,491944,551072,580569,652861,513296,390249,353689,325046,166879
6,23664,8671,4588,4458,15100,41842,83382,236753,366239,244511,174760,156525,168653,180764,184373,213777,245912,281223,321016,225459,162787,158287,145664,71217
7,9029,2697,1647,1814,4319,20372,37333,98248,136862,93206,75530,77783,81308,83301,84934,91299,103946,131767,152056,104751,79556,75426,68025,33366
8,13143,377,0,0,4627,22627,76182,196145,251787,160805,123752,113576,123731,133483,141891,163860,191304,195271,228133,185942,137482,129570,125278,59720
9,73154,18724,11181,8078,54412,117397,224722,533240,693946,500715,411790,386651,420972,441540,437903,512155,581012,613325,677854,553918,415742,392313,365667,202958
10,5386,1370,1406,1025,5526,12896,35690,85975,98512,66034,54404,50223,58015,59350,60143,71016,81148,83363,100189,91256,63232,58938,50366,28406
11,4309,373,0,0,2556,9236,22644,68256,79651,49295,45226,49609,44956,50529,50602,55939,66775,67567,68445,56305,41592,37288,32825,16773
12,12768,1944,866,882,18578,41469,56364,119124,168393,115352,95378,92276,100135,104587,104365,119101,134098,154619,178197,149173,105551,94567,78771,43114
13,10444,1902,868,790,5674,20280,42440,120794,97820,70038,62432,61856,66884,69142,70968,85710,105932,90550,101478,85356,64858,67828,58562,28754
14,0,0,0,0,0,36,6005,14393,21969,18631,14348,16866,17928,19868,20888,22766,27166,27717,24329,13970,10146,7316,4487,1116
15,17738,2152,680,575,16472,36851,61015,139212,189905,125718,106248,101770,111160,117901,115414,133758,153072,161056,183075,149730,110296,100729,95061,53652
16,29451,4017,2325,1995,14706,33185,71621,165828,212882,169253,169662,150478,152239,170888,170483,195542,225450,230195,238129,198464,152246,145969,138542,80648
17,54569,16031,10959,6868,15248,75248,160514,401498,584040,366609,263248,254674,277831,290699,296896,326059,372219,473466,589151,438409,339377,328017,322045,186265
18,33859,16106,6288,5212,26135,35539,69570,173994,227936,156049,135959,135391,150924,157301,163252,196888,218745,222396,250894,206045,155439,138283,120940,67342
19,29271,3917,1200,993,13599,41003,88534,243561,279068,209895,164886,161971,194399,224350,209980,257311,312062,365374,349557,269325,192127,220447,271312,95640
20,73267,21766,12910,9576,57189,135078,272670,628182,827814,615291,519043,495889,534940,565938,558719,639631,728912,767082,848616,688251,517459,482582,440464,231481
21,216765,75232,35146,29960,118896,257483,455145,947117,1301588,983788,856237,871182,942802,976378,1011257,1159021,1334040,1423439,1647179,1374235,1045237,923337,835209,544073
22,16131,3747,2998,2287,16684,27699,49329,111146,147182,97505,82999,80229,92803,91066,91104,102795,118931,131003,147323,136322,91443,82066,69077,36276
23,120925,48607,32965,26714,33769,86402,154297,340310,529977,492428,348188,327833,362012,394089,401427,419997,462585,556571,669776,493970,376414,382109,368367,234689
24,25882,3416,857,918,17444,51616,119908,294425,372888,263185,192136,179978,196301,207056,201708,234145,274562,316163,349544,277362,201581,182918,174780,91207
25,17398,2111,2577,2000,10543,52583,81287,170076,246060,155621,119404,111221,123549,128931,128691,141639,164365,195188,234689,185271,131651,118174,106490,61888
26,8252,2014,1510,1197,6433,18355,29467,65758,96559,76480,57223,55714,63643,72976,80050,90566,101373,109198,130041,96528,71639,61471,49963,24873
27,12354,4659,2341,2155,21901,28820,51377,99845,133790,96463,87729,86312,90745,101474,99827,110242,110883,120678,142480,102901,83230,78852,69013,26354
28,36254,4089,1343,1408,16430,43364,97986,232148,288133,212878,171976,168178,186641,196642,197508,239447,276701,281878,301805,253944,191605,186651,171044,96317
29,15077,1026,0,286,29444,88177,157386,439680,733079,460259,222880,178877,188403,199506,200591,230929,284779,424660,498807,373164,271454,233887,178802,105784
30,28910,7819,5068,3566,12186,59792,102019,260532,371398,275199,234317,228846,236689,249302,248990,269220,311995,337797,378490,277995,224950,211491,191198,98899
31,14466,2284,1374,806,11066,32491,71970,170195,229177,166866,138779,139346,148342,151196,152170,170845,189010,198337,209701,168785,129548,117038,105364,59821
32,22901,4022,2576,2381,14395,41683,120362,293198,332323,227488,169410,161337,175404,185642,185347,223694,269769,271915,321648,273702,194952,179822,171438,79403
33,12,0,0,0,0,97,619,1736,1922,895,702,611,737,591,604,680,753,781,967,1076,685,548,542,424
34,21339,4248,3722,4254,8841,47657,85701,179327,215586,170794,139514,129678,142528,151264,142482,163611,191346,195175,216125,189807,149418,137081,133858,87849
35,16616,1813,1003,558,3308,19322,44030,102289,142903,101708,75790,74403,86296,95381,94846,108086,125467,138372,162791,121932,97641,99542,98313,47911
36,6882,1653,403,0,1443,6028,23984,64967,77683,43952,31577,29089,33915,35004,35901,49881,60152,57086,68773,56959,38860,36310,34810,20606
37,80836,23465,15559,11529,70251,138968,258776,593697,787686,575581,464363,430543,471907,497121,481041,551993,640100,673700,755479,605334,459458,438300,404282,223496
38,14870,3347,1173,745,9361,24267,73176,175139,224940,153446,118675,112543,118347,121507,121306,139732,152306,177528,203361,156483,120989,111765,100425,56398
39,80524,17965,9156,7290,52600,171236,333898,815586,1023947,689611,537549,515096,557046,582540,567455,650105,749431,861685,1021279,799710,602359,583757,557821,305379
40,39933,8389,3508,1732,32352,54393,110911,232180,294003,237822,195333,186233,203049,204148,205023,235752,275802,281946,323252,251772,180912,164070,158885,92566
41,45523,16932,11141,12696,21686,73926,133254,282856,398405,378098,304110,290959,321840,342485,352003,397301,439426,503305,529060,408177,314933,297526,261038,144568
42,15877,1642,237,0,4848,23459,52362,146568,126787,92038,77963,77466,92291,94475,92468,114829,153546,151528,154691,130059,98485,99081,112732,46469
43,41179,5618,4551,3080,44141,97987,187433,444987,516871,372385,315832,323009,356662,366621,365502,433123,492692,507109,560556,475082,344488,307241,276221,152682
44,18368,3638,1564,1228,8798,24394,57043,134912,168014,125754,105811,104271,118627,125079,127463,143247,161342,169276,190407,161100,117138,102857,95730,54127
45,4167,1255,0,0,2848,5514,14690,36218,32402,21166,17251,16695,17853,18551,17776,22228,28369,26359,30165,30475,19923,18291,16236,8403
46,16431,3193,1252,2209,14092,29574,63485,167135,171146,115769,92860,90906,97354,99861,98991,120779,152843,137895,145442,129946,97494,91512,85163,43322
47,7938,529,0,0,5054,14154,29655,63959,81259,53214,46383,45363,47415,49279,48243,56761,62714,64118,68456,70823,49062,42884,38307,24082
48,25850,8044,5603,3545,33553,72637,105322,239791,380271,273171,231272,234400,241610,268108,271105,287419,307440,335003,343288,238402,200211,201921,186362,97626
49,28711,7985,4800,4040,34979,75849,112068,288543,494712,282419,192332,205069,202308,216141,230545,257696,277924,365700,437620,241664,188483,175035,152907,78515
50,16196,2537,1394,919,15269,34123,62020,128241,133489,89660,71887,67830,75418,77221,73302,84985,101302,104399,118759,111524,81743,69377,62644,36739
51,13292,1187,577,757,8058,31955,69716,154802,190716,122553,95948,94636,106451,108382,107576,124190,150857,161559,180568,151371,103377,90954,86224,42640
52,24961,5578,1594,1126,7867,38689,96499,236068,304948,193870,123570,112673,124868,129159,126224,158252,184877,212585,251371,181166,122621,110262,99088,57709
53,28866,8313,5218,2471,9994,43629,81458,198091,325519,238931,181025,187834,203131,222805,232117,269977,323587,368162,412372,289468,232979,223280,180422,95292
54,19449,8249,3305,3529,18740,24445,45481,104095,149520,112007,93837,94882,98227,103149,102583,119914,131094,139627,156382,120701,90582,77181,63677,37655
55,22168,4248,18,34,27549,51591,92258,220704,239657,161148,140655,136893,151930,156606,163284,189898,213531,216526,233579,208745,155076,136858,123162,71104
56,97570,38261,23242,17819,59292,128297,245833,592869,839683,628171,497623,488221,540301,581155,590410,672680,784228,865865,999235,763828,582516,543129,500072,261237
57,16940,3709,2208,2104,5494,33166,60918,137379,167864,110339,83174,78852,83256,95294,100147,117067,145348,143706,166142,122848,95320,95515,90469,51791
58,24640,3150,1467,998,13304,51908,111198,281727,321142,222665,175933,167787,181358,194780,194132,231137,270519,281426,308778,243513,179224,167985,168846,84385
59,51313,15685,6273,6135,37222,87964,193989,431649,482320,336846,280890,271298,285352,286937,283372,333256,390320,407083,463054,414839,300297,256479,241166,141397
60,9719,2304,1307,1483,7480,18104,48285,158695,124243,83184,66501,64610,70904,72119,75720,107585,111298,106489,113791,98368,71360,63429,63020,34396
61,18095,8517,6676,4900,12549,27132,53227,136422,232616,177293,135116,122728,134479,154400,146917,156418,182358,230068,269759,186624,137816,134456,124289,63547
62,36981,2770,2335,1975,22106,107233,202937,445425,601541,406354,299960,278641,289139,296540,288789,326631,376308,447481,530061,440314,329242,317535,290912,165960
63,17883,8453,7522,6972,11041,33825,59019,144323,237511,190658,113963,92456,97910,108006,103478,108490,120948,167027,209324,144344,106763,104648,94142,46411
64,13773,2631,2187,2133,9149,34714,58278,136836,244147,187788,110040,94829,100472,110449,109576,129870,149193,182740,239982,146788,103721,101343,86784,36649
65,66927,18631,12344,8073,33989,101132,169106,351307,529015,407964,306477,319248,347619,371354,388565,444043,500838,571854,661097,505232,412532,395190,353535,186017
66,21093,4505,3520,2547,15476,43217,70084,137036,186132,138298,112781,108292,119934,128817,129340,149748,171457,173400,194962,155885,118027,108121,95526,54634
67,6849,2409,1038,784,4778,11214,27434,69357,65454,41470,35124,32182,34700,36263,35604,44224,51784,52115,59993,50979,35770,32311,29208,14929
68,46465,20596,10677,8664,35904,108652,144762,330087,543886,399146,311741,346118,356695,389618,401554,433805,479353,569222,654145,412160,332998,314427,247544,123416
69,19217,2908,1724,1153,5802,35959,83528,210680,278395,184750,168887,153556,158558,171220,174141,194582,236510,261937,298920,249120,187453,175626,169270,99566
70,76988,19103,9205,6570,32449,74425,125189,307313,400214,318855,287715,305302,323587,347033,360651,414762,476534,496459,538341,426911,346708,332237,313010,191020
71,23664,9488,5117,4804,29621,54421,84249,192523,249765,158644,132514,129864,143242,144827,142859,167046,195641,204143,233610,192946,132253,119907,109908,60091
72,49422,10614,6792,5490,34873,94276,189279,445659,567983,402410,323679,313086,343244,359120,355645,409357,475792,510577,590640,481974,357678,333461,317496,170634
73,52775,11706,5545,4729,33257,103191,146180,271682,410631,347211,325843,359387,395693,427800,450089,485927,521644,522494,541060,395080,307181,255649,212144,131021
74,2143,7,0,0,1287,4113,11224,22953,28237,20811,19012,17634,18224,19430,20494,23771,27002,26573,24415,18209,13380,13142,11395,6631
75,19966,4556,2728,2259,18450,34751,81932,199460,248694,198018,159564,160338,173189,181613,191034,215721,247097,241349,254786,208791,149810,133469,117230,59746
76,5893,1762,0,0,2159,9069,23018,62149,75599,49410,36665,31731,33727,35443,34273,41734,53917,72748,69811,45720,33354,29324,25090,14674
77,16618,3118,3161,4079,36203,75450,124948,291594,420509,305624,256771,252235,249260,262331,259880,282001,314269,375239,411607,278189,228180,221419,186078,97171
78,2980,382,400,236,3678,26316,29507,87943,178574,107448,63823,62430,68764,70540,76167,75499,89765,133581,175447,92470,72217,68655,53210,24497
79,6010,1131,952,415,2638,8039,21824,54538,75162,46425,32901,30145,34483,36383,37997,44722,50782,55984,68623,54364,42010,39323,37002,18006
80,11394,838,805,771,7033,22177,47287,118451,154328,98118,76673,70538,77988,82526,81936,95737,113883,118525,131802,98052,74055,72262,64521,34076
81,32056,12783,10012,8669,21287,52326,68755,129037,178576,136443,101558,95316,103997,114255,118148,137844,151574,170533,208949,170075,134192,128285,112418,67773
82,22848,5933,4393,3480,16362,36652,75434,196710,206903,158001,132793,134387,152958,154103,158573,180234,209659,204420,208792,169202,127456,117361,118958,54760
83,113354,32324,15301,12873,73025,191769,316775,678990,834123,637566,588494,610123,670285,704678,729573,899041,1007535,1023267,1140800,975327,738081,642392,588941,337494
