클러스터,00시순하차,1시순하차,2시순하차,3시순하차,4시순하차,5시순하차,6시순하차,7시순하차,8시순하차,9시순하차,10시순하차,11시순하차,12시순하차,13시순하차,14시순하차,15시순하차,16시순하차,17시순하차,18시순하차,19시순하차,20시순하차,21시순하차,22시순하차,23시순하차
0,12456,4165,1384,1596,6050,17685,47615,101038,102375,75891,68492,64482,65842,66944,70076,74665,81183,82120,92384,85071,59898,54825,53777,28190
1,29186,5472,2570,2687,26579,73657,179802,411354,550719,376707,256278,231513,252901,266212,261410,290339,323981,396712,508131,435218,307861,283549,273486,144326
2,99873,23075,16582,15743,106167,267301,456336,992903,1267346,854877,571685,508465,561747,573381,553806,629412,708622,850437,1111792,975132,703890,674387,646663,388004
3,95438,33026,15743,12810,72511,167008,321170,661475,726601,497452,350505,307278,324366,329663,307102,345138,410503,506139,711393,709595,507491,482923,460534,324894
4,26793,4353,2241,2324,31414,61199,99074,218700,264026,165684,119558,115638,123952,124675,119373,134169,149769,170706,218645,181336,128013,122037,118928,69586
5,20114,5631,1671,1383,11003,30736,95590,217208,286687,166071,109844,94983,103343,101615,94612,104136,123465,166093,236655,181289,129226,119330,120721,71091
6,26780,7361,4797,4257,16368,67861,108177,176689,216954,150236,117206,108101,113147,125756,120245,147237,166979,187801,214170,178129,141239,130664,116132,89510
7,151103,50923,29400,23126,44438,162766,274630,648581,904376,707105,516958,506228,559293,616650,587053,646935,732957,881039,1047450,828302,685139,705977,720211,444974
8,42462,4479,1895,2091,20758,88198,211635,495273,752939,475626,301927,259380,266685,279545,279572,303832,345555,491738,636196,430178,299952,280337,268652,138227
9,28566,5221,4042,3239,27318,50205,97526,220958,274343,175828,128196,117312,130619,132435,127338,144521,161019,196357,257442,224067,155441,148964,138745,79514
10,31303,3964,2062,1171,24348,58081,120070,252525,288315,221054,161801,152528,177690,185075,179198,191393,216049,239979,272464,247817,181434,168119,167284,103382
11,11294,2248,1977,2088,11824,28524,87387,216741,230047,126692,95325,84367,91765,94864,89038,99882,117049,140660,204825,190317,114234,103668,90395,55631
12,73290,23806,12230,10203,60237,140147,258122,580219,877334,604361,383753,356346,379313,404945,392541,420559,485299,621119,844895,618438,461866,448896,437407,229296
13,29596,4349,3106,3908,37539,83172,141506,306973,346567,215995,163730,162824,186179,190159,184133,210143,229510,267374,333608,295053,202845,181345,173700,103118
14,76331,19237,9558,6789,54354,239238,308112,594356,965111,644332,437838,426871,454341,464454,461266,526690,589572,768301,897078,543254,436211,415105,351640,209892
15,77771,9150,6351,6064,53713,167109,324668,748643,892920,589548,401251,357791,377056,395082,367503,405420,473561,578842,769595,645919,498128,491584,482829,289574
16,40977,7353,3854,3346,35204,69754,150863,321063,395677,258950,189721,177533,188631,195514,189537,205105,229853,254292,325006,289024,212458,206559,203108,119399
17,19981,8617,5726,4877,19681,40581,65566,115682,146488,100841,75674,68711,73604,74634,72256,73600,87147,99756,124086,107096,79202,75770,72979,42235
18,31498,8716,4416,2937,25543,43198,96201,192436,277618,168801,115047,106100,116941,125265,120928,134155,149613,190503,252170,186483,140012,130738,130117,71476
19,12364,4992,2200,1942,11112,20613,51259,118369,123313,71727,55983,50974,55990,58396,56415,63128,73305,81936,103977,89059,59762,52862,48067,26980
20,44182,7336,4408,6258,41245,107844,193105,426883,484159,308045,229345,201867,211652,223680,212310,234168,268764,313549,453288,419701,283253,268478,255923,157039
21,23010,4037,1760,2386,14134,36108,104196,224660,224949,153713,113312,104039,119973,126617,112766,122882,141274,163679,206988,190300,132989,126323,138328,74893
22,27501,6488,4237,3282,12930,49644,100996,245171,349962,214618,146773,136297,150792,161683,147563,166983,183808,238223,303050,241092,182886,184248,179526,100229
23,62688,14215,5558,4469,64964,121466,245132,523867,610769,404716,281913,261422,276047,282319,274239,300654,338747,394831,505407,442259,316615,304784,297526,175919
24,6828,2792,2021,1695,14314,19710,28947,55776,80687,53352,46051,47155,45087,51199,52030,55952,52122,65955,78300,54152,45751,46343,40741,13419
25,27686,3311,1724,1610,29442,89584,148840,328057,407405,255156,166530,156060,172787,169637,171578,193552,221330,283413,362370,312031,206128,191472,177888,106058
26,28664,3081,2678,2490,17838,52126,112524,261542,312735,207937,149429,137661,160815,170058,166248,177952,203298,249469,344888,287594,206279,203905,212885,103898
27,29991,5856,3990,3779,35529,64118,156962,352604,410894,262418,173329,159017,168599,174360,168966,186226,212408,260199,354459,325409,213002,197851,197599,103617
28,20883,2841,691,565,13535,43813,106558,248560,302422,193113,124294,107605,110760,118429,112336,122797,148840,203276,255488,203480,143446,130680,129079,72333
29,43101,8845,11717,10098,48150,101642,240505,527169,522691,332355,252438,230814,258412,232340,232404,272065,323597,390316,508878,476901,332996,308865,286211,171025
30,51861,11024,7347,5505,40852,102158,224131,466802,580488,429165,300344,289095,311908,324398,315001,345441,395933,468276,605266,522498,404806,393224,391012,239029
31,26410,8294,7304,4895,17675,42447,65239,133662,216190,158019,96240,81746,88433,93995,96963,107409,119113,157396,213383,159351,115949,110688,107647,65124
32,82209,24334,15403,13828,85290,200220,334417,719579,966546,700017,508369,466142,503517,515933,511626,562101,625208,709641,837195,674758,504334,480524,455716,254118
33,12670,828,450,343,9663,21443,41466,93787,100322,60698,43529,39239,42211,44193,42467,49571,54417,62988,82620,76552,51815,49382,50409,30404
34,23691,8261,3507,2775,18108,40589,80162,143416,192737,127250,95203,86405,90893,90149,85297,99067,104333,125372,142735,130801,95880,95359,95547,56860
35,45240,12709,7105,5887,41354,101408,154825,359568,607502,419255,254431,231052,209919,211202,221696,258731,294850,391007,476770,335214,310512,339126,262965,136359
36,4740,2192,1352,1050,3631,9852,19043,41640,61084,37423,26175,25741,27767,34568,29758,35081,34057,39812,45094,37197,26214,23242,23316,11884
37,54744,16266,8974,7617,50422,112795,214804,500015,627897,418995,281251,256150,277631,282878,280114,307194,346622,428350,568508,474183,347992,340927,343259,192363
38,18,0,0,0,0,122,506,1527,1558,863,674,526,541,502,525,440,573,647,851,886,546,474,430,370
39,8941,2962,2502,2549,8698,13450,38272,70169,127297,88262,58390,51179,55418,55746,54120,57004,65732,79051,89928,64758,49803,47628,45336,20120
