클러스터,00시순하차,1시순하차,2시순하차,3시순하차,4시순하차,5시순하차,6시순하차,7시순하차,8시순하차,9시순하차,10시순하차,11시순하차,12시순하차,13시순하차,14시순하차,15시순하차,16시순하차,17시순하차,18시순하차,19시순하차,20시순하차,21시순하차,22시순하차,23시순하차
0,14613,7120,3764,1735,7502,17833,51177,114954,116670,90598,82599,75420,77044,76606,84931,104216,118395,111533,109546,91513,65529,62062,58350,30492
1,31538,5971,2899,3094,24673,72240,187340,468220,572125,387857,273788,242242,258062,273093,271162,323825,365697,425678,518100,435368,322680,300776,282823,148590
2,110768,29741,20654,18608,103785,271939,485249,1086087,1311585,896229,619128,557035,593254,607614,600411,712111,820663,943370,1154744,994983,733928,714361,675153,401170
3,104762,46564,25931,23575,109442,220324,381022,746790,826283,553570,396906,359841,359578,342513,340410,397737,482131,556551,749549,706097,533086,495111,477608,328064
4,33505,6365,2775,2866,38406,71157,117487,265241,302330,194712,143368,135488,145325,145218,142175,164252,193897,203228,243536,203271,149228,145396,141415,83108
5,24294,7845,2329,1710,10533,35121,105212,261791,316674,186706,122119,104302,116197,112743,105450,131202,155375,184554,237247,184521,132767,128110,130235,77068
6,32375,9687,6913,4702,15480,71600,115611,207025,237896,168196,118583,111490,122464,127518,122814,155362,192939,210261,228695,185904,146292,134929,128910,95145
7,187762,69928,42211,33071,45606,177524,298433,664713,917713,818957,625666,583896,642387,704902,675094,733938,858023,1008362,1134220,868786,744601,782779,806505,504348
8,44211,5799,2353,2336,20008,91205,221334,555657,745156,490307,318800,270519,282639,294693,298721,350879,411703,511415,627779,442050,313806,295149,281012,144580
9,29056,6031,4916,4133,27489,52770,102661,250855,291055,183415,138750,127202,137758,142158,136700,156547,183679,205798,255580,210378,152489,146206,139343,76575
10,40750,4995,2740,1865,25184,61761,131420,297598,360383,252887,228354,209687,206976,222169,226649,249118,298400,322474,326890,272636,213757,197189,197115,116303
11,12225,2748,2417,2326,12702,31741,95912,269744,262489,137681,100025,94534,106443,101589,99027,127655,157297,160394,206479,185233,121568,112046,95200,56733
12,89963,32526,15767,14993,63171,148713,295115,677464,895105,649913,437896,397939,423764,439199,440113,517493,590885,691079,874727,647109,493591,496784,468973,255193
13,30390,5450,3598,3940,39472,87877,150009,349544,368767,238664,189019,184997,202096,205386,188280,236730,270883,292074,350147,302848,209351,192007,186789,104362
14,115938,29047,10631,8126,64487,269349,351957,661190,997296,726534,533958,528597,566007,576406,577672,652742,719827,897468,1005034,634283,521164,514511,443590,272535
15,87598,12983,7703,7230,51848,181324,347385,803949,953645,635979,433858,385144,401975,421893,398458,464042,558493,639816,792943,664723,530631,511033,510060,304161
16,45966,9116,5741,4455,37330,76388,161272,386680,418392,293990,220044,198582,213976,216437,207641,246845,286240,292090,336744,291408,226790,222047,217139,129302
17,24869,10088,6289,5447,21957,42449,73696,141702,160669,105434,80730,76039,79852,86192,82971,95769,109057,114069,136480,111532,84297,88534,82615,46634
18,35321,10152,4957,3379,25848,46741,114469,248490,294526,187005,131448,120110,130850,137829,132676,164463,191317,219812,267375,200423,154571,150405,146699,77275
19,14405,5736,2277,2265,11727,23130,58900,133693,130213,82660,60036,55445,61270,63161,61257,78358,94660,96962,108489,92084,63244,56468,53681,29087
20,52363,9727,5905,6707,42698,103905,199341,469096,520556,322935,243253,232441,235020,248689,232457,280481,324578,352646,445374,405582,292665,280511,272311,166861
21,23801,5627,2094,2552,15659,39274,117937,268332,237752,164937,122168,113503,125726,127001,119704,157830,170992,184394,213907,195618,137340,136741,139660,75910
22,34512,10013,6439,5126,13739,51803,107904,281948,364152,263030,196778,175777,193404,202239,190550,217651,250481,284143,331260,261935,212424,215571,209816,115905
23,65485,14253,6422,5827,67469,129298,268533,600540,638764,421740,314908,283612,295224,301448,294619,345682,405760,439706,520619,439918,336940,321391,316195,184526
24,7981,4013,2539,2222,14715,20234,31660,63516,84268,59016,48055,49031,48095,53309,54142,58921,62003,68910,81091,55061,48319,48187,43647,15985
25,30372,4090,2313,1925,33343,93518,157049,335669,387515,255740,169527,155980,170206,170046,168502,197560,226719,284509,342168,301691,208250,193356,177947,108618
26,30322,4159,3325,2985,19162,57750,119176,302571,324339,223660,167961,158627,173481,181315,180842,206693,254445,290209,375452,300383,222065,217758,226792,108777
27,29511,6502,4425,3957,34358,62263,163452,368380,395099,272771,187028,170797,176454,183679,182026,213006,263258,278110,358345,305170,211406,199230,193962,102759
28,21163,2690,632,744,14688,44651,116167,263906,307097,199050,132681,119404,123029,127209,123688,145016,176847,218732,253678,209762,147905,137127,136727,76387
29,48983,9851,12709,10246,50710,100974,257718,535132,502470,346746,259453,236613,250028,240210,247997,309126,368826,417735,532348,474447,340585,321374,298070,173209
30,60924,13937,10079,7531,41358,110181,239623,526035,642188,491510,368564,334504,362398,374257,358487,422398,494020,566762,679459,564347,443745,436205,433448,266133
31,30250,11759,7999,6231,17862,44321,70481,143037,205404,153624,96713,85057,95728,101080,107306,120895,134233,168636,214676,160006,122173,117449,111896,71144
32,93861,31508,19436,20048,89912,205989,359970,789161,991428,757068,575214,530149,563554,560591,560759,641840,721885,782901,871848,702042,548017,524056,486276,272355
33,13933,1135,781,723,11664,25871,53020,126892,123772,81634,55880,50248,55007,56962,53938,69028,74966,81009,101385,85999,59292,55625,57139,34296
34,30437,10885,5463,4339,16976,38096,76629,179807,237312,149223,119985,109604,112748,105903,110943,126950,154402,169944,172523,142327,110381,116204,110574,65513
35,53293,18967,10950,8939,44799,110630,190073,429915,644819,498871,339708,307610,279809,282780,294791,362483,420264,496266,534213,353747,338773,356949,286380,147401
36,5213,2486,1564,1228,3626,11427,20127,57061,71658,45486,36376,37935,35228,45046,38651,43768,51926,47774,49151,40293,32117,28248,26914,13539
37,62977,21338,11521,10750,52977,119218,235880,576645,659513,452340,320632,292246,314220,313857,311115,362176,428443,476037,584670,484148,369399,366154,362081,211174
38,19,0,0,0,0,102,582,1685,1760,853,697,458,482,505,438,545,759,716,859,852,540,561,355,320
39,9606,3598,3451,2155,9675,13655,35602,81491,125828,88155,58908,53387,58760,58049,57919,65324,69469,82668,90419,63694,52314,49369,47454,21371
40,27667,4327,4395,5324,20496,58655,100977,219695,248725,180619,142263,126243,135885,135833,127224,150227,173827,172787,195108,181418,140819,132808,132031,89358
41,33828,7635,3857,3954,17297,46672,87665,207838,285957,198854,165586,151768,155591,170294,167080,193288,231260,261853,282100,231893,182959,186377,180106,116944
42,22650,4942,2596,2767,21993,49381,111352,251041,249861,170160,117817,110873,117634,122253,115291,137433,164633,187132,218521,195172,144262,139643,142350,81327
43,33941,6020,4514,3510,17233,51850,114174,259141,295834,212088,161961,154093,176291,185493,176813,197550,246549,258332,293309,256067,199839,202204,201292,107016
44,39339,4394,2137,1936,29000,110627,207087,445233,643557,555601,320007,240790,233485,245948,250408,285574,339658,403919,515110,410785,302958,289372,275227,144536
45,77649,14877,7919,6649,54539,200892,433855,1007170,1144933,753607,531944,477869,489470,500109,481492,543313,658599,748840,952521,788608,586142,577539,590427,346771
46,13197,2644,921,503,5711,16740,49963,124591,120986,85359,64367,56025,67015,74587,73405,88759,109433,114082,106174,92012,71689,85504,107652,38225
47,33169,4459,1462,1397,19371,74394,151591,361847,407772,259711,157688,138049,145637,146107,136653,157634,185407,231711,299937,259866,199006,201431,199589,118537
48,60274,21162,15470,14896,21412,67264,136738,338670,453826,326160,231652,215920,233493,241497,239314,260483,298912,363269,451270,345628,260205,254178,250851,167046
49,31884,5159,3149,2350,20651,67425,153792,366405,385204,262418,190073,171978,182666,181570,172572,201890,244054,274257,336598,297087,218921,215167,230962,125314
50,107805,31163,22331,16054,27117,126979,205503,436550,631691,558995,337711,287309,315606,345128,336285,361340,387486,498746,575963,442157,359387,381469,383686,240095
51,50179,9293,2757,2060,19081,80948,204468,560796,801867,587208,315586,266266,285020,294313,282040,331991,403920,532954,639839,429965,290037,253495,233499,133695
52,63454,16038,7582,7632,40722,126405,238705,478502,535067,384622,311922,281839,318847,330364,339863,419115,483478,518949,622084,574736,441720,393215,374918,231504
53,12271,1710,1218,1171,9681,26466,80481,163311,221071,143960,95205,80142,90013,93759,90612,110270,128744,138164,175934,152420,113564,108981,103622,55066
54,29602,3730,2602,2338,20823,143055,235933,623150,941542,555524,320087,281120,278599,279275,282537,323384,389168,560847,676624,448213,367768,350274,294810,154280
55,62483,14173,9720,7700,60405,113400,219836,527109,607438,396389,285500,248783,266909,273181,254025,300243,348262,376815,464289,395855,307709,309632,314581,181244
56,25505,3590,2089,2118,26926,58650,115994,268421,352683,234147,159473,137750,156196,160377,154417,181487,198925,236630,290027,241188,189074,193170,183316,97460
57,17722,3121,2197,1897,32128,63567,100844,261083,403655,236150,143566,127257,131074,140152,148503,189143,199805,249868,286340,157336,132253,129674,121524,62078
58,22704,3463,1256,3965,45893,105702,178683,480459,759670,497325,233363,195416,203867,210109,201337,242176,310216,468628,571153,406632,287860,251178,200788,114986
