클러스터,00시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
0,11677,6861,4029,1879,6659,16683,39956,101686,108556,76962,69514,64437,67999,70309,78885,96524,110661,105542,103879,77511,55600,51712,46601,22612
1,6723,4171,2385,2461,3417,13608,28780,59645,95040,73659,67716,68415,73242,78017,82683,86234,92100,96761,104073,79752,62696,55827,49121,25009
2,169663,49109,28625,22959,116500,293919,513373,1141310,1600517,1170386,931800,906016,990352,1048793,1045033,1200542,1341424,1473162,1654654,1280778,968769,906265,826749,456727
3,26916,2908,1363,970,17904,44774,82344,190262,234642,178316,142383,140099,159382,173529,164024,190871,224658,215530,222638,187634,141237,128656,115228,67948
4,12803,3452,1312,980,10724,18279,38637,91069,128417,82454,60295,56301,61164,64224,62786,76879,84674,99790,121113,81607,62907,56885,54605,28768
5,65748,14344,8895,7702,55491,120396,217434,491261,696936,503398,405973,406015,433161,450126,456252,515918,571917,603963,669954,509962,381964,353265,322469,170236
6,24683,8418,5624,4858,15375,46905,96569,239324,399666,282199,191328,173907,186029,201809,203835,232318,258240,302563,335547,223605,163507,157407,142066,72088
7,10316,3285,1764,1813,5171,22562,38968,102472,145192,101852,80545,85558,87031,91371,89246,95561,110649,134796,155510,102334,82086,76672,67026,36526
8,12975,398,0,0,4595,26100,84926,191095,264229,172466,131041,118574,133679,142475,144561,172568,200070,204857,239343,184921,138719,130963,122885,59846
9,75410,19749,12632,9720,58754,126495,243531,542452,725211,531085,436029,415278,451323,472221,462775,536651,604851,643001,693419,541731,415173,389618,359130,203576
10,5383,1644,1379,1150,5587,13808,37805,88217,105755,71233,57567,54653,63617,63177,63942,74405,82898,86807,102161,91953,62779,57691,47858,27946
11,4927,509,0,0,2587,10592,25356,70271,87240,57751,49668,51844,49379,57867,55204,59654,70220,71986,71394,55453,42902,39023,34932,17004
12,13362,2042,946,786,20341,43510,59604,122003,179341,124302,99780,97322,107334,108986,106771,124510,138317,159318,181129,143358,101878,90309,77096,43208
13,9476,1972,940,936,5472,20958,43272,114188,109494,82258,66956,68204,74240,74872,74192,90556,109086,99246,105072,84918,64644,65268,58980,28228
14,0,0,0,0,0,15,7637,16109,22547,21831,17339,22899,23370,24906,26310,27893,32548,28667,22953,12542,9759,6799,4303,1171
15,18298,2782,748,696,17600,41718,67032,141203,198741,135418,114498,111586,121508,129361,128003,144782,161061,166829,188803,145610,111310,100794,95557,53786
16,31002,5077,2957,2587,15648,36487,76295,171055,223615,184467,177704,159426,167346,182726,181938,207759,236369,239062,243084,198016,147629,140015,133127,78209
17,57048,19794,12946,8629,18287,83412,171583,424534,639294,395236,272951,266946,299798,308230,304380,339978,392484,494895,616391,446161,346888,329855,320898,188173
18,31797,16334,6457,5844,27003,36038,64043,173989,243965,168459,147319,143393,161691,168163,173788,197606,221138,233826,251536,199747,150768,132898,114490,63734
19,28471,4131,1350,1006,15022,43115,94801,229233,298702,227142,185201,178628,213275,244729,232357,280143,322553,370073,360047,272380,195013,220402,243683,90214
20,78294,23637,15295,12439,58957,146515,294959,639637,871472,658817,549225,537286,579796,609217,599413,687246,767093,808424,882463,688616,522600,487271,447530,237929
21,233977,94878,49231,46309,197016,373571,589019,1149962,1630296,1222459,1046296,1078224,1145625,1178054,1222330,1371063,1519273,1634334,1854467,1452673,1110117,999883,891037,556546
