클러스터,00시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
0,10886,5421,2173,1826,6038,17352,40244,91624,95700,71264,62061,63920,69301,71620,74731,85670,99632,95338,100432,81083,60986,53026,46264,22785
1,6555,4171,2242,2450,3911,14382,31096,59834,93902,72633,64837,64125,67339,70745,67039,73472,86001,91534,109864,86991,71380,64221,51685,25800
2,167519,46430,28238,22720,117349,292602,524282,1114283,1574644,1167988,946702,930626,1019614,1052165,1028810,1171481,1304390,1479033,1689494,1324659,1004152,936021,854383,462402
3,26773,3352,1385,970,17397,45125,85904,182079,227406,156445,140711,140447,157720,158480,156498,184457,205153,209971,226163,198177,147509,133016,121656,70623
4,9396,3266,1030,1030,8719,13179,27520,61967,93757,59507,42357,39855,44186,45409,43719,51057,58926,71885,93390,59576,46669,41636,43071,21193
5,65725,14255,8489,7366,56196,118462,219481,476157,675755,489912,417191,417092,451047,452738,446957,507079,555811,603078,685494,530199,402995,363827,328965,173697
6,24708,8156,5684,4874,15603,46072,95782,238772,402558,281006,188157,176306,195005,203215,202524,227159,255834,312310,346238,233035,169422,159498,146761,72332
7,9432,3015,1950,1671,5067,22144,40583,101354,145135,97730,79638,86059,88531,91602,87394,95003,107059,138237,162366,109046,88029,80376,71544,37067
8,12657,316,0,0,4642,24785,86530,182939,253283,176475,133192,127636,143371,148712,152607,168480,190651,204499,247650,191115,143379,132690,127568,59875
9,72570,18115,12104,9072,57477,129701,245932,516335,681099,502691,422007,410960,449948,459618,452575,504314,564676,611767,689657,562272,432815,400724,367671,203028
10,5502,1608,1493,1044,5657,14026,37789,84800,100359,75081,63234,58835,67387,66871,63661,76299,83710,87957,107057,94206,64889,58852,50046,28458
11,4765,362,0,0,2754,10336,25831,68553,76829,49437,41223,39727,46675,51989,46856,54432,58685,63539,67606,54087,39734,36707,33478,16430
12,13477,1982,746,880,20831,40760,61449,120992,178791,125901,102417,101477,110243,109286,107664,121606,136908,158921,188143,155761,109501,96982,81221,43809
13,10026,2010,1020,908,5290,22650,46432,103834,108850,78982,70810,70870,79134,80154,77774,88674,109966,100400,109680,90562,69178,66902,61108,29886
14,0,0,0,0,0,31,7342,14908,25248,21766,19792,23318,26446,28858,30137,32508,36659,35347,30982,17403,11633,7210,4268,1174
15,16527,2478,714,562,17957,39063,66433,130925,177729,125600,106526,104767,114035,117516,111296,130112,141068,155425,178362,142535,105720,95454,90355,50729
16,29829,4678,2452,2255,15168,35821,77072,160587,207523,165375,151990,151304,166646,172382,168622,194935,207257,213611,231063,196971,146458,134311,125775,76095
17,56417,19074,12257,7992,18576,83114,175583,423968,629379,382707,268733,268831,301123,310232,306452,329836,385900,500450,637588,452530,348011,336175,326994,188686
18,32429,15490,6690,5474,26847,35954,66610,160533,230761,167868,153211,149837,165282,169326,167690,196532,212523,227344,251285,206888,154475,136117,117116,65660
19,30530,4059,1416,1065,16227,42843,99071,247871,305344,241776,190369,186496,242346,264546,236509,274453,317897,397636,371297,272460,204114,241989,283733,98520
20,72471,22403,14613,11178,58871,146814,295663,611797,829885,627683,538454,529186,574254,589044,575747,645218,714334,778053,878819,707015,534923,490624,446637,234394
21,224929,86689,46803,43479,198127,372192,597871,1117896,1543355,1220773,1074517,1082091,1162942,1171897,1184878,1335238,1489495,1605678,1851115,1493053,1154886,1011210,902591,548423
22,16614,4126,3515,2567,18619,29819,55521,111261,145411,101226,89355,90299,98804,98774,97957,108464,121617,137381,156179,143452,97255,86212,71191,37564
23,129873,49764,35498,26981,35251,97577,184324,372041,587937,547976,372195,354945,411486,429438,429018,452814,505890,605590,739562,555655,422413,429250,413367,249268
24,26174,3245,878,988,19660,56286,129196,287631,376847,265852,201940,193101,211718,215108,205339,235410,269364,322125,359513,279426,206516,185837,176648,90670
25,17825,2313,2534,2309,11630,53245,88995,171350,252004,159221,126480,119773,131019,134492,130607,141757,164701,199147,240638,187612,130516,118588,103497,62277
26,8515,1994,1499,1353,7773,21060,33414,65984,107215,86850,66642,64879,75221,82694,87876,99337,106621,120969,142590,107161,77585,63856,52046,25542
27,12501,5033,2548,2456,25752,34170,56688,110399,145674,107019,99623,99747,104509,112714,111720,114893,118806,135719,155172,108224,89301,83727,69478,28633
28,34717,4010,1437,1472,18658,46723,104994,215602,279610,204936,179657,179602,201557,209900,202771,235337,265047,297515,316538,260433,196895,196277,176074,92284
29,15939,1433,0,596,42125,99128,169308,489158,850721,546903,255982,208136,220773,229799,226661,259617,330183,519122,619035,415326,284362,238755,186527,102440
30,32393,9327,5935,4719,14834,63493,112658,248683,373323,277123,219233,226579,245048,248238,242908,263123,302920,342576,396875,289721,237921,226399,199082,105584
31,15595,2342,1368,830,13152,38797,83301,179404,252547,192750,161157,157355,174870,174141,168658,188144,208360,224579,239873,188307,144227,131062,117019,63062
32,22788,4139,2609,2324,14916,43634,122288,277745,325630,214930,171185,168414,184884,186178,189104,221755,258090,267066,336638,274854,195004,178807,166631,78323
33,16,0,0,0,0,159,564,1654,1987,1439,1182,1030,978,1028,855,1150,1285,894,1141,1055,650,672,602,416
34,21373,4152,3431,4028,8980,51958,90544,179021,225340,180340,152571,147352,154435,154125,148749,168163,193329,199379,226889,196171,153552,139609,133129,90783
35,16423,1936,1167,703,3771,21762,47801,105881,155257,111703,84443,83047,96408,103764,97355,111334,128798,145107,171759,127693,102221,104046,96967,48669
36,6921,1695,448,0,1756,6864,24918,65061,82076,50151,34453,30812,35381,36069,37407,43794,53999,58025,71982,59373,40814,36630,34947,20140
37,80639,22887,16760,13053,74029,149528,275677,587514,787336,571088,467946,453629,498922,512917,497410,547278,617636,670709,767368,620742,470896,444437,409278,224517
38,16232,3292,1061,876,12594,31514,86611,194897,268920,184713,142098,136335,144693,144167,142366,156847,175471,209558,245924,182955,138772,130883,115684,61969
39,83906,20146,9955,8298,58529,191044,363471,809416,1065500,722517,558531,545788,594885,620371,590756,659836,760262,890267,1066915,824086,632213,595268,577932,321330
40,40009,7991,4131,1949,34292,62434,112741,220159,306202,232564,197649,191885,210652,208867,204951,232059,264723,281055,332366,257427,180159,164146,158609,93776
41,50907,18864,13454,14331,22536,76061,139953,286781,400487,364287,296366,286645,312929,337001,341254,384764,428781,495878,531722,404141,326384,297220,261253,149820
42,15546,1625,247,5,5213,24798,57199,135275,130082,99617,86888,87143,107235,112348,104196,120436,153939,152092,156640,130513,99565,100425,111259,44361
43,42228,6087,4205,3317,49526,109740,200402,437845,553858,408736,359657,365074,396186,392732,378989,440187,493350,527035,590629,488032,356913,316184,281513,151777
