클러스터,00시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
0,10276,4386,1662,1564,5060,14636,32647,72566,79981,60332,55347,55114,59181,62724,67045,70405,76935,77523,82950,65977,48364,43864,41054,19878
1,4783,3292,1664,1788,2556,9831,20490,36084,67949,52696,48131,48099,51498,56095,56985,59865,63238,68260,79048,59961,47833,42624,36552,18307
2,143654,39017,23591,19328,98735,247437,418860,877629,1339450,991070,792097,780292,871839,927470,916905,1002017,1077505,1225116,1417383,1123462,841553,790210,720023,399701
3,24875,3076,796,549,11915,35871,67880,141101,184738,134001,117756,121327,134484,141735,137734,149324,162260,174382,191312,168742,127580,113582,105912,64548
4,7576,2638,1015,632,7145,11231,22183,50627,81074,50435,37067,34859,38353,39480,39615,45228,49490,60922,79293,52031,39847,35789,34213,17561
5,57692,11168,7406,5847,45884,99876,177905,378257,574033,418828,352701,352323,385975,404616,403942,434547,464932,502719,577724,451066,339061,306250,278341,148199
6,20756,6626,4254,4139,13501,38527,73177,189316,334005,230959,161168,146776,164840,178004,172310,183592,198292,247962,288580,199734,142444,134678,125703,61513
7,7859,2535,1458,1470,3765,18868,31618,87408,123732,85842,68182,72182,75814,79842,80354,83647,89364,116118,136472,91970,69956,64937,57077,29016
8,11039,424,20,0,4565,21526,65384,139730,212658,151224,111792,106102,121955,126627,128662,135306,147449,167657,205425,162571,118767,112178,106562,53242
9,60522,14619,8951,7029,48528,104962,194203,401200,580143,422170,351725,346213,378753,397890,396962,432686,470082,506830,580570,473399,354769,330094,304322,170648
10,4487,1333,1325,967,5236,11333,30492,66247,82855,60638,52354,49133,58070,58338,56581,62252,67192,71840,91543,81785,55528,50891,44030,25677
11,3849,323,0,0,2103,8539,20147,48733,61554,42364,34085,32971,38793,43378,39231,42043,44929,50214,56388,43304,32672,29387,26619,14289
12,11522,1812,734,760,16652,35055,49572,102316,149112,108329,89438,88138,95796,99701,100792,108090,117764,137690,161964,133570,93808,84261,69850,38770
13,9696,1512,768,798,5260,18174,36636,71658,90036,67644,58644,62286,66316,67160,66072,69886,75932,78126,87682,74724,55704,56302,50418,25828
14,0,0,0,0,0,25,4874,10629,18515,15915,12820,15641,16670,17877,19294,21588,26213,24806,21006,11624,8508,5917,3427,904
15,14381,1949,640,516,15317,33725,53619,100722,158657,111738,93004,91377,102954,109079,106573,114335,123042,134167,153894,125539,91137,82726,77399,43065
16,24813,3621,1708,1650,13442,30579,60374,127996,173426,138264,123833,126137,139561,145177,145303,159690,171920,178960,193347,166825,123436,116526,109374,64467
17,45041,13218,9184,6445,14942,67371,143857,345593,543446,331418,233115,228680,258010,267881,261751,284458,317197,400372,517011,389988,297916,280940,272263,157205
18,30192,13759,5515,4707,23426,30937,60616,124134,196093,144325,129495,128432,145509,152319,157482,167983,178948,198525,222774,180977,134549,122032,106688,61167
