클러스터,00시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
0,12404,7371,4511,1867,7119,16682,39772,100999,107045,80674,71766,70012,73107,76873,81317,98866,112084,105127,104963,79235,56995,51384,46667,23300
1,6832,4273,2228,2515,3802,14412,29088,62408,94896,76305,70913,72606,78031,80587,82030,87815,99091,100457,109184,86454,70066,59558,50914,25523
2,172095,48940,29037,24070,120933,299320,524483,1148281,1566160,1163368,951072,939196,1020467,1071270,1063216,1215008,1352791,1471042,1645022,1287912,987781,925982,841459,461537
3,26772,3130,1306,1078,17716,45660,83818,191800,234199,178217,147890,146757,161839,173432,163740,193299,221956,217271,221466,191978,143631,131033,119666,68368
4,11425,3511,1212,1058,10205,16070,34235,81679,111662,71179,52926,50282,54763,56782,56398,65835,76346,88172,107457,72413,56947,51489,50755,25622
5,67385,14150,9136,7766,57870,121814,219125,493116,678026,498975,416674,422737,450233,459338,461656,522643,575117,603957,659192,511346,390081,358997,320140,172939
6,25106,8685,5502,5006,16206,47127,96124,236641,388248,272607,188521,172526,184385,197603,201206,225269,256950,296682,329968,223046,166361,161715,146664,74653
7,10851,3060,2151,1853,5491,22565,39582,102624,143875,100669,81534,87283,88625,92925,90063,98090,112635,138082,157828,108373,86002,84025,69985,37574
8,12754,351,0,0,4912,26187,84529,192159,254247,171298,134200,126734,138718,144884,146518,174066,196276,199263,234808,184541,139520,132928,121117,59705
9,77202,20119,12748,9859,59548,130519,252340,545982,718360,536207,453849,440295,472351,491345,481575,547583,612262,640933,702114,558109,433531,401190,368217,210406
10,5422,1600,1435,1172,6029,13990,37296,86857,101560,72578,58755,57744,68467,65138,64237,74835,84950,87218,104672,88981,63026,58686,47761,27761
11,4911,480,0,0,2749,10568,25805,69565,84556,57526,49700,52741,50651,58922,55988,60586,69244,69260,69318,56115,42240,38488,34682,16861
12,13822,2236,858,760,21770,44359,60339,122221,176050,125321,101646,100685,112357,113201,109618,126081,141953,159283,180186,144891,105202,92676,77452,43565
13,10028,1930,1022,960,5348,21320,44658,113142,106790,79266,68402,70296,74482,78868,77382,93752,112082,99638,105784,86710,65912,70210,59752,28578
14,0,0,0,0,0,20,7183,14828,22542,21942,19131,22410,24780,27170,28206,29896,34473,30763,25602,14684,11887,7906,4867,1249
15,18809,2747,783,691,18115,42460,68320,142536,195092,133672,115702,113352,120837,129402,125948,146674,159500,166943,187301,150677,112030,102438,97081,54448
16,30565,5080,2721,2414,15513,36752,78281,170523,222699,183032,179274,170113,172533,189233,186267,209245,232748,231681,240627,197918,149688,140602,133967,78630
17,58507,20256,12653,8393,18858,82108,171899,422130,612533,388334,283300,280942,311012,319184,318649,349876,401130,503191,605263,460261,359283,347197,322225,190353
18,32697,16356,7026,6005,28321,38880,65804,171198,237357,169618,149757,147774,163769,169436,170077,199803,220922,229506,246094,203632,151465,132133,111769,63515
19,29645,3689,1382,1079,15636,43719,96448,247009,291099,219962,185541,181185,216405,236030,227991,275023,317933,367133,354509,266987,200853,228893,260177,93867
20,79042,24073,15299,12324,59374,151657,300389,641131,856587,658728,565732,558809,600175,625494,614671,695027,774610,811093,887413,703285,535034,499944,450800,242273
21,238736,94116,49306,48813,207564,383732,607837,1176937,1629237,1230835,1082224,1123202,1184197,1221748,1246614,1390129,1544672,1647444,1851825,1486436,1135889,1014929,901746,558583
22,17143,4541,3660,2619,19286,32206,60882,130055,170875,111848,98137,97673,106235,106946,106805,120418,135944,146651,164799,147006,99382,86677,72375,37741
23,124789,48539,34868,28386,36312,96768,176421,358934,569596,544554,386038,367355,410666,439648,441469,455249,500056,586926,684056,536300,410459,410076,391757,239082
24,25729,3079,967,1088,19650,57150,129015,289285,378044,265113,206496,195618,211761,217675,215020,245016,282485,318905,352064,276601,202368,186323,173921,91783
25,18602,2243,2781,2312,11598,56052,89854,175815,254730,166655,126785,121308,133012,141045,134784,149482,174627,201285,235987,182200,130485,117160,104700,62366
26,8715,2104,1647,1236,7044,20544,32213,66965,101497,83836,67227,69107,79267,87242,96390,105116,115139,123377,140355,100985,75594,62500,52630,25746
27,12799,4984,2571,2474,25730,33130,56726,109799,141157,107492,98454,97809,102516,110860,111693,116669,120615,132849,146866,105667,86521,82649,67422,28812
28,34806,3951,1432,1369,19390,45728,99481,216836,279304,212973,182439,181473,198464,205666,204952,233946,266363,275134,291140,240298,183974,169299,154154,88124
29,15698,1372,0,583,41729,103492,169995,468419,793905,509607,250487,208439,219934,230907,229533,264028,325634,481086,576600,398515,283401,240375,186275,105616
30,36523,10635,6406,5044,15403,65026,118465,268246,399285,310406,262281,267444,278254,286392,281445,300468,351746,376192,422036,304556,251814,241149,218541,115137
31,15856,2546,1574,954,14254,40387,83843,186114,260456,197455,169931,170769,181162,186047,182769,201539,221238,230846,240296,183938,144609,131324,115835,65398
32,22089,4448,2695,2409,15360,44885,121392,279001,324594,229463,181666,178736,188808,202585,197669,233636,279083,279963,327380,267149,192157,173556,160414,76762
33,20,0,0,0,0,135,658,1707,1996,973,781,564,625,557,652,623,868,904,1118,1036,622,615,533,386
34,24185,4506,4030,4681,9023,53347,89667,185561,236660,187806,156991,147878,161200,169681,158618,179166,200456,205611,225752,195257,155881,146312,138208,95185
35,16568,1822,1106,614,3398,21072,46728,107323,154761,113147,85056,85486,97729,106896,104507,116743,134574,146619,169660,124900,97763,99488,93492,46316
36,6927,1600,533,0,1833,7101,25898,68266,85828,50267,35306,32891,37404,39140,38607,48589,60502,58993,72925,60432,41099,37965,35883,21436
37,85914,25289,17891,14077,75540,154701,280814,620574,823609,614148,511020,491110,533141,554723,533762,599022,677983,707961,792374,619823,476683,452220,416367,234217
38,16513,3526,1164,847,12888,32568,86221,196093,266601,183808,140612,134811,144877,145246,140871,159161,176684,203707,233567,174746,135663,128350,111671,60756
39,89976,22048,11151,9304,58045,197348,363398,840077,1098608,749094,591023,574457,628656,660573,637950,716604,827875,945819,1091030,848165,653817,634196,591462,332655
40,40420,8395,3474,2094,34461,63235,115363,236667,309920,248023,210532,209712,215818,220416,221177,248045,284109,293428,329976,256147,185107,170264,160439,90398
41,56478,22328,15253,16202,25830,84712,148664,316456,445651,413493,343457,329350,366797,387010,409003,455149,494820,562313,566186,444751,355710,329409,292824,165724
42,15505,1806,124,0,5512,25429,58427,142049,134314,101950,87738,88420,103775,108413,104320,125366,152875,152117,155449,129749,98037,100467,105210,44995
43,43711,6302,4490,3185,51811,112938,202828,453397,557312,410834,355980,367762,396275,403950,395469,461289,509840,528266,582645,470315,346940,314797,270755,152665
44,20034,4180,1990,1672,9526,28590,62704,143359,179763,139221,121136,120070,139821,145289,147451,159447,178404,186864,205171,165595,124181,109162,98396,56296
45,4196,1276,1,0,2788,6575,16668,37397,33059,23751,19160,18395,19923,20541,20450,25504,29590,28027,32134,30350,20233,18080,16259,8738
46,16578,3158,1265,2374,15943,33421,67894,163063,181997,128461,106464,109079,112950,111692,109346,131225,157314,143215,151489,128808,97815,89914,82786,43283
47,7778,525,0,0,5587,15223,30063,62451,80766,56909,49773,48984,51669,52120,51226,58116,65389,67325,72225,70465,50326,42887,38301,22722
48,29634,9546,6750,5754,36423,79826,123720,267684,418526,320382,272527,279019,298613,317405,325296,339471,364391,386128,385475,268658,235147,226272,203550,106219
49,31583,9039,5571,4648,37654,83333,125841,310852,529897,315377,229598,244481,239235,252168,258233,285227,310499,389330,455067,251735,200007,189107,158721,86382
50,15889,2565,1687,895,16422,36050,65019,132495,136064,93602,78706,75291,81650,83234,79192,92507,103685,107834,120915,111368,80470,69523,61782,34988
