클러스터,00시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
0,12143,5891,2016,1839,6174,17480,43287,103126,98851,71105,64076,62323,65438,68876,75003,85870,101429,93579,94434,75496,57661,51070,47001,22663
1,6305,4264,2063,2291,3129,12472,26840,56698,84748,67469,61156,62805,65776,69495,69889,74685,81038,83258,96271,76377,62180,54142,46844,23362
2,177449,49515,29250,23216,114729,299451,520269,1150515,1528276,1119266,918429,900928,979169,1037123,1019872,1165051,1316291,1425735,1606253,1263733,983850,928875,859210,473847
3,30368,3821,1124,917,14678,44561,88419,202385,242114,179294,146456,141494,158038,169469,162969,195957,222861,218652,222351,193461,147735,138688,127391,76185
4,9800,3741,1432,1114,8472,13266,28409,63866,90854,58217,42309,38942,42736,45378,44376,51607,60434,71384,88826,59134,47256,41880,41929,21686
5,68237,14163,8833,7172,54911,119825,224580,500586,669176,484494,401514,404156,429561,445988,445587,501097,560548,589669,651157,510167,394608,361398,326490,173745
6,25545,8626,5028,4437,15716,46631,90957,239951,371566,255437,181368,165291,178489,193983,193216,222392,250110,285996,321763,218906,163624,160679,149395,75255
7,10780,3315,1962,1639,4534,21896,39669,103522,139169,97280,80781,85779,87056,90038,88420,94007,107822,134012,155043,103128,84825,79172,70080,38055
8,14244,572,0,0,4719,25515,81583,193268,248439,164840,130494,124499,135111,144125,145831,167585,193494,197724,228881,180262,139881,129573,124980,62239
9,80323,19963,12372,9371,57824,129591,252594,548870,713349,523861,438860,419155,457565,471156,463422,528841,600703,627252,683325,555062,433562,414269,380382,216586
10,5665,1603,1530,1245,5628,13134,38061,87672,99807,72222,57574,54769,62839,63823,63551,73396,83149,83805,101444,91784,62877,60945,50465,29505
11,4633,464,0,0,2282,10146,25199,69429,79857,52324,47173,51282,48689,51926,54353,56612,68196,70223,67586,55216,43325,38967,35162,16975
12,13978,2040,890,906,20133,43246,60550,123841,176975,120208,100638,99114,109280,113008,108498,123450,137229,158056,179408,147361,106922,95374,78922,44749
13,9892,1870,938,762,4724,20362,43784,115328,98250,74444,66200,66040,72010,71626,71506,86538,108190,93552,98472,81712,64786,66874,58112,30168
14,0,0,0,0,0,29,6842,14886,22521,21310,17598,21586,24777,26076,27165,31522,35045,33405,27190,15995,11815,8121,4443,1293
