클러스터,00시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
0,10161,4366,1776,1756,5476,16620,37361,81050,88326,62515,56532,54971,59760,62408,67122,70922,79225,79510,86710,70416,50097,44804,41707,20172
1,4780,3190,1734,1662,2772,11520,24069,41695,75777,56441,49893,48522,52034,55942,56027,60784,64560,71179,84357,62599,49132,45234,38812,19051
2,148730,39206,23188,19614,111803,283123,475692,985653,1525704,1095573,840070,814193,908483,972417,961132,1052968,1144455,1328296,1579405,1226546,896601,834909,774373,425795
3,25857,3000,709,690,13960,40954,77055,159581,205285,145979,123683,123739,141030,145456,146642,156108,173868,188921,212122,185641,135676,122468,112308,68905
4,7999,2840,1128,754,8342,11848,24630,55507,90435,55585,39933,35598,39696,41992,42251,46433,51908,67303,91865,57229,42854,39738,36570,18884
5,59148,10733,7268,6025,52376,112081,197987,417833,639953,446694,361548,358156,391672,410667,411589,444889,479189,531933,622499,475133,348167,317494,290978,153600
6,20723,6449,4098,3709,14832,44477,83550,216926,385296,255877,169884,157788,171269,187522,183264,196988,216483,274129,325113,218247,151364,143588,136106,65485
7,7668,2682,1443,1607,4483,21432,35105,99158,143128,96321,71870,76962,79486,80750,82254,86276,95109,129931,153294,98073,75270,69313,60962,31153
8,11202,714,16,0,5103,24098,74957,153447,237325,162135,116534,109271,124789,132736,132594,140021,154789,180074,226933,176088,126957,118194,114934,55726
9,63862,14734,9054,7065,54688,118698,219329,447216,661938,461621,370231,354863,394412,418327,415583,453633,492371,546027,643077,514952,374551,351265,322529,184204
10,4537,1189,1359,1080,5508,12723,33811,75049,93632,65278,54736,50953,58463,61176,59171,64912,70327,76432,100032,89205,58047,52423,44391,26004
11,4247,366,0,0,2438,9308,22543,56723,72611,46413,37186,34065,40617,46661,42711,48361,48913,55382,63197,47772,34192,31235,28744,14667
12,12181,1750,728,868,20019,41177,56231,112977,172133,116658,93065,91980,99749,103944,105902,113459,125672,149190,180137,144932,99961,87867,75083,40518
13,9552,1836,726,858,5544,17284,38316,73510,96246,69288,61640,59794,66972,70286,67914,70504,77300,83646,96064,78992,59092,61702,52126,27246
14,0,0,0,0,0,28,5648,12378,20381,17535,13270,15373,15505,17090,17622,20926,23844,24745,22334,11859,9230,6045,3612,1012
15,14880,1813,678,545,17140,37824,60521,113483,179172,122796,97766,94671,108611,115569,110729,118894,127956,146376,168748,136452,96621,86340,83475,45835
16,26163,3470,1916,1535,15101,34390,68106,140834,198482,153251,128663,132470,143876,156594,153291,168715,184064,193901,214041,181812,129366,123341,118395,70253
17,44740,13562,9322,5617,16147,77378,162260,390174,612383,354070,247048,240338,261405,275437,270834,290336,328228,437194,573856,424761,313120,299721,286216,166458
18,30980,14124,5706,4815,26398,35007,69026,140203,224002,156581,136247,135348,153118,162699,166272,178325,191876,214402,244669,193952,139486,124937,111564,62344
19,27103,3395,1218,892,15106,42972,84668,195084,299794,242154,175673,169730,230153,264043,228093,244198,272377,358148,347978,254134,179128,208427,251565,90273
20,62523,17769,10983,8398,59507,138512,267555,532300,796427,589531,468035,459562,509155,542395,534136,576518,623565,688692,807085,638208,466210,429286,390625,211618
21,197520,68312,32281,27901,121959,266245,442066,847949,1281217,960802,811372,829043,931396,972285,1000012,1098625,1220109,1345098,1599005,1309827,958237,844779,758208,497600
22,14635,3710,2766,1982,17316,27830,48970,98881,139394,95021,78550,76862,87026,88782,88284,96783,106186,121515,143272,129266,83029,73438,62372,34837
23,108287,43078,29345,24434,30926,81815,152504,333098,514532,475761,316939,296218,335884,364538,367084,386191,419214,507481,630922,461568,330563,338723,332879,211061
24,23697,3331,956,868,18441,54046,120858,266636,371731,253899,181743,172264,190061,200829,194084,214308,241144,297935,345371,264723,189195,168795,160989,84555
25,15499,1629,2119,2124,10889,53784,82503,160117,259734,155859,117075,109492,119829,127267,125805,133581,154061,190713,236487,182406,123676,112496,97123,58683
26,7351,1590,1165,1095,6758,20225,30090,58802,105513,83156,57352,53251,59876,66668,72021,75322,85225,100024,125898,96232,65537,57128,45781,22233
27,10982,3564,2312,1858,21929,28796,50012,94766,138177,97593,87009,85238,92329,102097,103161,107820,105905,123973,145118,100791,79956,76700,65192,23568
28,32883,3808,1207,1229,17600,45876,98613,207798,271768,194851,163721,157803,179206,187123,188469,206293,222006,256904,291406,244102,174759,162662,150246,87449
29,12899,827,0,321,30386,90938,166303,457522,816310,504358,228015,174722,183584,195077,198286,226643,279941,444085,571770,398278,269711,224268,169480,99536
30,23686,6391,3929,3450,12517,60036,101837,223468,370884,253556,190282,196370,210886,220000,219959,228010,253494,293725,352892,242280,189852,181488,164168,83650
31,13441,1890,1232,734,11919,32827,70808,144395,218763,160080,128157,124345,139726,141872,142724,153085,163188,180807,200335,156748,118015,105194,95133,54661
32,21536,4008,2718,2230,14807,43425,116539,242225,317446,208696,151778,144701,168762,175870,172681,191249,217367,247155,315936,268194,179034,164757,156367,75941
33,24,0,0,0,0,132,552,1681,1784,995,766,636,705,692,679,576,721,859,1137,1030,658,560,496,394
34,17516,3458,3366,3701,8293,50110,83695,164022,217491,165883,130587,123430,139968,146436,139322,149630,168030,181823,208405,183355,137355,123165,120111,78597
35,14815,1662,837,565,4006,19559,45328,89228,146494,106702,77422,74717,88162,93801,91703,101720,114686,130775,161343,120525,89839,90947,87616,45421
36,6773,1629,395,0,2010,6745,24496,55563,78181,47851,31681,29691,34132,36279,35695,40269,45674,55198,72553,56838,38259,34179,33432,19831
37,70062,18379,12764,9719,71537,141941,252728,509150,763680,542622,414378,397065,445507,467497,457915,486526,537021,595679,716542,563238,410094,390838,357449,200478
38,13607,2988,1157,642,9997,24419,73619,160654,229752,155015,115454,108615,117002,120918,117980,126487,137241,173010,209447,156770,114699,105664,95329,53753
39,71410,16404,8591,6209,53819,175050,329413,742226,1044297,677231,498378,482256,535719,562225,546612,589783,659515,798803,996222,767917,556929,527796,512246,282070
40,35647,6895,2730,1327,36014,57296,106623,205020,300682,228089,183745,179379,198397,201178,205139,222673,245190,268221,314338,246585,167298,152578,146389,85015
41,39286,13787,9585,9980,22779,82937,139970,287426,410541,376979,284899,267675,290930,315244,320031,353424,392143,464075,506706,380687,285100,273213,245572,136307
42,15354,1520,339,38,5223,25313,53953,114355,125562,102474,85733,83749,106215,117456,104441,111613,125276,143814,154002,127930,94221,95527,109238,45527
43,39429,4747,3710,2936,46478,101930,182976,379982,517538,370589,306014,320366,360268,372122,363205,404793,425719,472078,556676,457760,322272,281598,253679,148153
44,16915,3256,1506,1162,8995,24209,55509,116562,166129,126856,103532,100040,118052,124684,124335,132284,142502,155939,178855,148002,106337,93515,86094,51981
45,3769,1108,0,0,2790,5331,13337,30037,31841,21078,17794,16901,17769,19272,18307,20623,23965,24918,30372,29286,18582,16811,15100,8143
46,15354,2459,1171,2391,14351,28530,57867,124352,162696,116187,91473,87261,100857,100079,96381,103888,117840,122682,136575,119553,87486,83738,79049,40628
47,6644,429,0,0,5629,15180,27622,52351,75070,53335,46346,45242,47470,49817,47250,52673,57842,60695,67647,66429,45491,39468,35368,22289
48,19308,5933,4770,3169,36700,72773,105975,210051,365186,263557,208140,191503,209047,225940,222508,230406,245871,274544,287741,192728,155552,159625,153591,79304
