클러스터,00시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
0,11108,5306,2043,1729,6175,18043,43634,103693,106889,72664,62504,64860,68817,73251,78241,84431,97174,95243,99662,82285,59019,54404,46502,22339
1,6331,4332,2222,2370,3675,15088,31968,62857,100350,76003,65805,64968,69245,74039,70673,77880,88222,94019,111986,86553,70738,63091,51694,26287
2,165399,46194,27698,22628,121095,301812,548443,1206060,1676268,1199829,945013,929270,1021061,1066771,1052547,1180108,1301318,1488261,1743180,1348536,1009229,941145,860162,465644
3,28013,3750,1268,1079,18817,47435,95495,205411,258479,169695,148199,151715,165088,169157,171837,195319,212434,219977,241199,211950,156632,140563,128344,74141
4,8905,3256,1130,954,8885,13995,29452,69154,102849,61091,43717,41718,44543,46759,46111,52989,61144,76819,101255,62649,48165,43986,44152,20884
5,65651,13927,8583,7504,57855,121172,231387,517901,724010,509155,416467,416966,451788,464253,458433,513427,554241,605245,697654,538348,403070,367331,330473,172943
6,23507,7996,5168,4817,16419,48492,98990,258930,430050,284569,193727,177105,193489,205025,205845,228383,250808,315258,359857,237119,170032,161686,148961,72968
7,10039,3018,1722,1640,5031,24238,42914,112430,156186,101981,81497,88336,89656,91843,91067,96514,110549,141098,170242,111170,87836,80432,72172,38129
8,12546,371,0,0,4852,26230,88299,198146,265717,180216,133832,127787,141359,147327,151050,170109,186895,203801,250225,194486,144558,134358,125296,60397
9,72844,18470,11197,8612,58697,134824,260435,570761,739521,515791,419464,409554,447073,463919,462266,507142,566691,617454,707135,571979,431436,402271,371310,206094
10,5984,1511,1311,970,5720,14188,40842,93965,109932,75709,61026,59483,67818,66800,67137,75533,82899,87933,111196,97664,63960,60057,51412,28795
11,4487,375,0,0,2676,11284,27235,75822,85179,53184,41261,41334,46764,55729,50523,54949,57131,63524,69729,54571,40025,36043,32958,16129
12,13325,1850,870,840,20544,42477,63864,129454,188884,127973,103129,102161,110685,110396,111174,124525,136917,158234,195224,158542,109483,97124,81658,44362
13,9844,1872,854,714,5710,22666,47262,111614,111668,81786,72008,73076,78846,81296,82718,93088,100428,96442,110688,89164,68406,68112,60232,30030
14,0,0,0,0,0,31,7236,15672,25314,22455,17753,22168,23837,25811,27901,30642,35331,34689,28354,15800,11007,7046,4154,1245
15,17377,2664,673,632,18292,40587,70132,145720,197994,130092,108251,104828,115658,122059,117287,133217,143003,157687,185920,147203,107170,100856,93255,52921
16,28946,4474,2075,2230,15940,37695,82389,178640,224696,165232,147327,147913,163334,176699,172952,193983,207064,212962,233553,198231,145946,134445,127620,76889
17,55582,17372,12130,8705,17838,84244,186993,458904,668077,395398,271104,271118,297793,308993,306219,332942,380604,503845,656679,463888,346871,335816,328553,185610
18,33432,15656,6833,5508,27498,36536,75911,179677,250991,175321,155173,152779,171446,172386,174780,198494,215736,233162,265571,219729,156909,140380,121303,68946
19,29764,3985,1396,1189,16386,44751,104485,267506,318507,241167,189178,187601,233038,259293,242613,270861,304111,386347,376873,278683,205512,237495,277581,95158
20,71327,22675,13424,10876,60661,152177,312453,666361,884877,640097,531937,527728,576953,593395,590715,650953,709226,780339,895399,715042,534126,493798,447803,234527
21,231194,86581,48947,40896,202237,383105,630687,1203356,1644995,1231515,1050925,1067691,1151328,1178467,1205363,1338635,1484655,1598921,1911271,1527692,1171356,1008271,907045,553137
22,16235,4198,3396,2654,19031,30411,58786,121438,153116,101064,89001,89019,98811,98755,98630,107903,119638,135223,158055,144479,97461,85712,70315,37420
23,122760,47111,34256,27504,35074,97591,187232,398190,633964,575795,386413,361589,415833,442024,443268,462040,506219,628230,779661,566908,423301,431816,415920,246703
24,26934,3274,874,1156,20472,57443,137824,311604,405960,276159,204667,195199,213538,218125,216481,242756,271244,328652,378992,292820,211091,193507,177257,92091
25,17955,2328,2638,2308,12071,54889,92646,185052,271692,164890,124920,119183,133453,136699,133113,144931,166614,203944,251981,195438,135345,119103,106916,62187
26,8156,1908,1483,1299,8026,21800,34221,70321,111816,89305,64954,63558,73401,80089,89424,96930,102218,120477,147167,107844,78276,65911,53221,25245
27,11678,5239,2999,2408,26844,33631,57786,115656,153516,108200,100122,96949,101968,110098,111756,116119,119872,135527,157508,109156,88893,82953,69984,28274
28,36562,4651,1462,1474,19394,48401,113952,242879,308927,217823,186397,185731,206793,216887,215579,240960,267348,311945,333627,268085,199978,211198,185106,97810
29,16369,1248,0,576,40844,103438,180458,518402,908182,560714,260199,206059,220008,224139,226619,261131,321565,528097,648454,431399,289891,251262,190810,105166
30,31349,8691,5561,4688,13722,65273,116009,271591,400439,287272,221012,230019,245856,249550,249708,263098,297061,344286,402898,286060,232872,221742,196194,104576
31,15196,2500,1506,782,14005,39529,85933,192200,269529,195643,158290,156985,171488,174154,170879,186089,203682,222194,243834,189049,141859,130776,116090,63759
32,24126,4306,2807,2467,15819,45957,131536,302102,348784,223151,174952,168207,186965,195536,195784,221825,255726,271561,345496,281862,199326,178161,167140,81190
33,19,0,0,0,0,155,712,1876,2047,1055,868,706,710,694,668,681,815,889,1148,1077,706,646,578,497
34,21339,4223,3667,4173,9182,53094,92424,189961,240430,182700,147307,143128,152866,156940,151988,166952,189079,199020,227493,197567,154991,140221,135979,89383
35,16062,1885,1245,483,3757,22876,49564,111622,160240,114358,83222,82928,96969,105291,99239,114479,127454,146027,175834,128222,101215,102058,96578,48166
36,7093,1848,365,0,1788,7155,27380,71249,92870,53142,36070,33846,38140,38791,39060,48139,53136,61271,77171,62430,42378,39001,35989,20883
37,79444,23808,15388,12124,75184,155030,293743,639968,845531,587654,469240,458499,504178,516602,509822,554767,613193,674765,788984,627872,469464,444884,413016,225644
38,16265,3451,1092,906,13323,31758,92288,208484,284149,188930,140333,135626,143787,146924,144948,158071,173423,210914,252344,185570,138437,132386,115942,62510
39,82636,20487,9872,8345,60495,192838,382076,880826,1131535,741485,554645,541107,591278,621766,601882,661401,747504,904925,1095893,838457,622015,598942,578057,319103
40,39632,8578,4291,1646,36647,64045,124356,243074,331661,243159,201164,196146,211243,213790,213484,238681,264124,286190,345951,263714,182022,166225,162056,92271
41,47016,17931,12700,13124,23423,81168,147636,304115,428972,400754,316072,303086,330052,358932,360767,400313,429313,519675,561303,420015,329001,305938,268568,148607
42,15331,1628,257,9,5215,26502,61685,148082,139608,104030,87840,92082,111472,116130,110649,122772,144391,150819,158778,133161,101074,100497,109758,46240
43,42125,6299,4029,2859,50803,111810,209227,473867,594808,417669,362830,371243,404114,403839,403516,451562,488732,532698,615390,499134,362379,323143,284169,156165
44,18810,3836,1776,1466,9116,28111,65774,148999,194797,145923,121771,120427,139740,145217,145577,155698,172404,181568,206021,170869,125214,109075,102001,56742
45,4413,1163,0,0,2985,7008,16400,38077,34760,24165,19119,19441,20270,20632,20693,24744,26518,27544,31266,31172,19710,17997,16015,9092
46,17000,2971,1294,2198,16639,33512,70543,167156,191941,128711,108672,108656,115351,113297,113345,127741,147839,141546,153504,137286,100530,93288,84200,43168
47,7396,464,0,0,5634,15010,30796,64950,83328,57915,50485,49535,51953,52874,52115,57387,62122,65797,71146,73015,50931,44641,38917,23413
48,26334,8126,5983,4528,38597,82567,126614,278760,427083,303492,240941,234408,257945,272751,268554,283027,304847,349606,361264,242619,203558,207124,195131,97470
49,29757,8708,5324,4158,38776,85690,132371,331626,573547,313182,212516,220440,222092,232451,231233,262881,285388,397013,495698,251381,197238,186807,160833,81969
50,15972,2336,1476,797,16800,37098,69520,139233,148324,94075,77116,74470,85100,83878,78833,90464,101074,105564,125762,116120,81788,70074,63595,36954
51,13390,1287,728,960,9289,34916,79298,163075,207189,132841,105006,103976,117760,117303,115446,128455,145546,165865,187622,157291,104249,91994,83627,42229
52,25583,6023,1534,1334,7560,43342,110236,259350,338745,214477,128878,125051,135846,138581,139463,156619,183235,220359,276915,191913,129088,112224,105383,59330
53,32213,8614,3913,3450,11708,44064,92117,221798,359453,253023,199323,206402,225844,243483,246058,278211,325516,379149,436162,299452,258906,247270,197632,102063
54,19848,8667,2978,4300,20493,27775,51564,111375,167160,119269,105746,102130,108899,111571,110657,122967,133684,146362,166918,126122,93469,81081,63737,37703
55,21125,4420,0,45,32075,56379,105797,215325,257711,182576,156983,156539,172034,172930,175096,195181,213333,222311,249971,215905,164687,140530,125630,73079
56,96238,39146,23550,19046,63698,148076,285901,634390,941527,695687,545606,544995,600441,638696,635836,702793,785539,917313,1094611,806683,609005,569431,521514,264895
57,19277,4256,2128,2118,4941,36905,67296,145549,195541,126310,95724,89772,95973,106496,106548,128027,144862,160253,190016,128563,99588,99638,93199,55397
58,24534,3274,1658,1102,14362,57354,127068,294079,353459,247554,193325,187605,207872,216971,216505,240118,262927,297198,336766,259446,188518,178339,173818,87101
59,49771,15382,6475,6801,40106,97938,214998,454074,530242,365088,304846,297512,319585,315823,313075,356624,391449,423532,497278,434424,303237,253473,238448,138432
60,10099,2423,1320,1487,7867,20144,56228,150625,139578,97907,81235,78352,87462,88409,87854,106671,110592,112670,124226,105350,73975,64814,63342,34389
61,19136,9029,6556,4734,12891,33421,63518,154333,248626,180444,130195,129745,153355,163947,160556,166087,188770,243257,296333,200285,146709,145555,136352,68285
62,37627,2862,2435,2193,23261,113142,221618,485303,660169,432152,312787,284615,304879,312289,305892,340903,386245,461882,568684,455616,334614,314003,297135,162521
63,18045,8979,7795,7649,12419,38731,68498,165100,278752,227320,130147,108778,115201,123573,120296,124797,136321,198829,244923,163017,114932,111242,99727,47915
64,13189,2969,2346,2969,10832,38965,69472,149448,277735,210808,120696,102127,111952,119654,121593,134851,153650,207679,269258,157999,109948,105273,90953,39289
65,67260,20000,13656,8915,36798,109498,193191,393580,596164,455246,330125,338335,377915,393383,406067,453821,508622,597438,725212,521917,433036,415600,370330,191227
