클러스터,00시순하차,1시순하차,2시순하차,3시순하차,4시순하차,5시순하차,6시순하차,7시순하차,8시순하차,9시순하차,10시순하차,11시순하차,12시순하차,13시순하차,14시순하차,15시순하차,16시순하차,17시순하차,18시순하차,19시순하차,20시순하차,21시순하차,22시순하차,23시순하차
0,12589,4203,1291,1470,5605,15582,41987,90817,92262,72239,68026,64565,64677,65620,68413,74743,79539,80653,87843,77549,56947,52248,51781,27253
1,28871,5550,2593,2494,23276,64668,155713,360708,482045,345237,246072,220857,240917,256762,252233,277459,308666,365773,454475,388295,287483,264655,250612,134081
2,97565,23851,16584,14926,93278,231387,398524,882366,1107574,764503,540456,492209,534985,550505,530992,599143,667184,784640,984652,871715,649865,631986,597151,365273
3,93203,30269,16117,13153,65368,148933,284619,581864,641134,449582,329777,298258,317530,304874,294648,323306,378191,458197,626156,618789,468902,441908,425907,297654
4,26026,4568,2383,2178,27710,54042,88049,194194,237476,155695,115414,111620,121271,121287,117901,127887,142918,162525,198688,169180,122814,117925,113594,65758
5,19854,6630,1752,1257,8986,28204,82087,189739,248626,148640,103315,88208,100975,98860,93300,100346,111837,149438,199787,157698,114617,107471,109501,66120
6,25889,7094,4761,4195,14543,58389,93121,159011,192781,137427,104511,100993,106169,118559,114760,137160,155095,174915,189304,161872,128211,120113,111241,82851
7,146067,49570,30955,24409,38060,143667,240384,562636,777908,621780,479449,484071,534738,582900,574304,623655,704077,811895,958668,766731,644652,665236,677181,420529
8,39851,5029,1998,1998,18110,79055,183437,444865,658110,433000,282745,245048,262831,268172,269138,286185,325389,441136,550423,383253,275477,262259,247974,129445
9,26091,4954,4098,3219,24644,44774,86127,197922,242371,159255,120287,110857,125849,129533,122214,138098,154245,179012,229720,198691,143490,137610,128947,72739
10,30339,3790,2132,1293,21823,51465,104689,218311,255377,195379,155516,148732,166950,175309,168913,181350,200027,223753,245788,222413,169104,158341,154629,96021
11,10925,2297,2022,2037,10651,24974,77683,190533,201184,118575,90635,80812,94388,89010,85855,95170,108943,128588,181987,168388,107812,99129,88176,53558
12,71637,23808,11747,9963,54668,124575,232122,517856,766600,548599,366351,348055,368545,393050,385167,416340,468510,570961,745080,553505,424862,426227,408227,216582
13,27387,4192,3168,3684,33050,70857,123342,272297,303542,198242,156211,157431,177906,182494,173579,200122,213074,243012,299815,263591,187285,172577,163656,92868
14,91289,21332,9209,6465,51640,218082,276426,522260,857137,593623,426334,410132,449848,458713,460343,517959,570665,718021,809709,526149,419562,395837,335868,206525
15,78557,9759,6190,6502,46152,146540,281908,655900,785184,525907,374467,341910,361152,379255,356872,386158,451578,527862,675069,582672,466804,467234,453139,273279
16,38056,7280,3754,3548,30756,62681,131866,288953,342196,233821,180091,169153,182271,183511,180336,194093,217587,235738,287621,257993,198437,192123,186456,109213
17,19651,7952,5960,4508,17304,36309,57628,104403,129390,91645,69247,66156,70508,72281,72554,75484,82704,91699,110130,96070,74733,73598,69066,39893
18,28125,8562,4222,3142,22541,38809,84853,174630,239447,150956,107800,102460,113294,115781,112330,125613,143015,173642,218843,165393,126447,124419,118595,64881
19,11775,4586,1900,1569,10025,18477,46052,106912,108261,66523,53396,50929,56445,57030,54959,62257,68435,76321,92204,79681,54395,49115,44534,24922
20,43383,7225,4644,5178,35965,89945,163722,372405,430342,271546,210648,187873,202181,209133,196251,220488,248519,284311,391977,367145,261278,249112,235888,145916
21,21165,4169,1666,1934,12440,32348,92340,201370,197121,136054,107717,106442,115897,118109,107266,116776,130254,151293,185405,168938,124048,119188,123577,71469
22,26037,7341,4457,3781,11751,43090,89242,214774,294159,188078,139625,127666,142663,146251,142375,157532,173162,217115,259077,213116,167674,170020,160104,93451
23,60771,14713,5837,4258,57431,107415,215999,465812,539687,365921,269148,253394,264216,270365,269199,285585,327530,363760,445039,398769,294154,284926,273318,163190
24,6601,3318,2430,1883,14121,19234,26541,49057,68148,49279,43682,44295,43793,47403,49705,52948,50971,60420,69547,49302,42877,43548,38802,13942
25,26690,3458,1811,1530,25674,76783,130502,289688,355112,231707,157339,150864,166665,165408,164283,184990,206672,255944,316162,277471,190393,182376,163297,99598
26,27115,3264,2595,2172,15354,45671,97390,227799,275357,189986,138169,135670,155448,161627,157743,172028,192943,229800,302952,256915,190293,184302,197955,97337
27,29156,5763,3766,3754,31763,56088,138360,310188,356939,234497,161319,153093,160238,165161,163082,176633,198379,231944,308207,285713,197181,187003,183405,95756
28,19127,2450,589,535,11838,37262,92833,218495,266540,176468,117735,104759,110969,112158,109178,119969,141101,185813,221494,180744,130889,121372,119753,67897
29,41188,8978,11172,9371,43231,88303,212482,465388,455206,309932,241100,226970,251563,230890,227194,258062,301343,357434,450877,423702,307419,291033,270432,160431
30,48032,10751,7098,5787,34942,90507,193024,414473,502765,383709,283045,271619,298009,302227,298815,328605,371533,425650,530304,465523,367697,353539,350669,215319
31,25691,8636,6802,4664,15394,36374,56996,120347,182675,137050,87201,78557,83319,87957,90935,102035,110308,144054,186772,139554,106112,102635,98838,58529
32,80385,24579,15582,14206,76481,174728,293191,629388,847410,633766,478550,451678,485660,494863,490788,535905,588654,655630,743976,615573,475854,446941,418069,234342
33,11965,784,487,353,8393,19014,36266,83161,89073,55385,40328,37246,42645,42811,42175,47952,52223,58208,73151,66980,47970,44646,46241,28414
34,21162,8094,3477,2796,15300,33383,69464,125818,164644,112207,88680,84909,86458,84015,81062,89703,95917,113716,128655,115205,88131,87533,86283,51727
35,40776,13117,8048,6720,36565,88941,134525,307930,526538,380672,245843,226110,209269,211300,217941,258196,294658,367017,421517,290009,270861,294329,234834,119568
36,4705,2033,1293,1044,2999,8958,16658,34786,50770,34369,24713,24349,26106,31313,27681,30167,32173,35720,40159,33758,25110,21996,20884,11265
37,52606,15979,8666,7608,44633,98575,190522,442999,548215,376381,266671,248533,269199,277396,269819,297149,334463,395882,497855,426734,321290,318541,317382,179963
38,21,0,0,0,0,86,362,1346,1518,788,570,477,532,520,507,425,494,579,764,856,532,446,430,310
39,7692,2580,2321,2192,8204,11728,34389,62624,112407,77689,53578,48090,52632,52599,51245,52842,60859,68216,81140,58026,44645,44295,40729,18603
40,21313,3529,3236,3835,17875,48796,85525,180022,202808,150048,121898,112549,119635,122652,113302,122460,139121,148910,170028,156268,121492,113724,111968,75861
41,26412,5639,3140,2691,14370,40399,69111,147000,207956,156981,120683,112579,127936,139909,135448,152638,166707,194993,222111,189613,151436,151313,148008,99123
42,21030,3786,2564,2314,18749,39666,94962,220692,233259,157640,116296,108069,115352,116618,111439,122322,139991,162176,202754,194767,141794,134752,136564,78219
43,32052,5026,3380,2541,14904,45075,93930,204058,251884,188158,148162,145981,168895,180611,172826,180038,196311,223156,262305,241627,186642,185061,194667,106358
44,37504,3994,1892,1203,25113,96818,170856,375632,574250,499730,279985,213045,214921,225218,224644,240417,269300,340785,460003,371990,265909,257224,247201,132270
45,68966,11490,6259,4689,48970,169317,351362,812107,981740,651223,449915,409178,431656,443278,417526,446896,504766,606871,800016,679747,499689,497396,514535,295716
46,12139,2096,818,560,4568,13079,39953,83047,97717,75494,56362,50163,62900,72535,64712,68465,77473,95539,93497,77848,59365,72893,100546,35156
47,27854,3697,1299,1056,15952,52929,121311,287507,317999,200776,131601,117173,123414,123475,117083,131251,152222,184985,244334,214959,165633,169754,161949,102209
48,49486,16073,13260,12073,18480,53086,113908,260904,390507,279365,199869,186963,213898,218016,216471,230720,260389,305727,381579,312212,241153,233656,218926,142134
49,26257,3903,2220,1817,17463,51663,122973,285252,319747,217814,163115,147301,161029,165071,155827,168555,187998,223198,275659,256021,188290,183728,196431,109784
50,96328,29065,20319,14689,23681,110087,174491,378575,563372,483628,293931,242514,275266,294823,286223,306113,339030,421759,510359,382470,303830,332737,344924,212709
51,41424,8135,2605,1780,17219,63194,169991,438198,697269,509609,271159,229889,248566,262636,244603,271227,318213,439295,538773,394749,268719,227780,201696,114664
52,59540,10907,5655,5010,37297,114378,192980,370989,457244,327874,274482,263089,287954,298920,302156,360068,392074,442739,541658,512708,406352,369458,339921,213614
53,10924,1467,999,750,8144,22606,62900,137468,191654,124910,81734,74466,79977,83754,80082,86252,97378,111181,149458,135503,99524,96965,92925,48554
54,20502,2834,1700,1704,13566,105813,176949,488079,755559,426437,232763,201452,203425,211731,206539,244636,288256,433936,568919,369173,290059,275323,230019,114513
55,51232,11228,6998,6175,50292,98028,182989,415404,499862,328978,231880,214712,234188,229843,217334,235021,267424,302373,384894,349443,263816,266586,270444,151848
56,20634,2623,1372,1132,22392,51267,91395,214562,296102,189941,131308,118785,130480,135987,128391,138956,157296,190046,244549,208070,157944,159394,151849,85830
57,14110,2289,1877,1323,29106,55905,81181,196363,350857,187888,112299,99165,105716,116824,116125,138081,146972,197900,249427,139359,110400,108205,96652,50422
58,17711,2574,1173,2490,35401,85258,156067,408980,661237,428123,207607,162408,174902,180906,180572,208183,258668,391547,487765,356428,254286,221440,168951,106180
59,1436,38,2,0,218,5405,8741,16279,23818,16489,16332,15505,16785,18587,16338,18760,20289,23263,23679,17683,14193,13260,10899,5756
60,15921,4365,2940,2745,13271,29551,57964,128778,148994,99988,78814,75616,86159,88058,84158,91527,101680,113878,126303,112795,82999,76519,83151,41753
61,26215,5914,3198,2123,7178,42849,93491,222531,303673,180125,116693,109963,115471,111402,109497,124641,141260,188876,267294,215297,166658,162551,157884,98030
62,30459,8579,7192,5393,33614,59531,111674,241247,308903,187396,162505,149650,170732,173360,162540,178472,193930,213988,249120,217103,152823,140870,118470,68654
63,45718,13869,6570,6654,35406,68636,144042,292549,319555,216998,174150,164718,181267,184024,179460,198535,222705,250582,306624,293668,216831,194310,196734,126019
64,25215,7275,2272,3072,44125,61837,86753,157784,185884,139333,110076,106045,120605,124729,121659,129875,140409,149810,166107,151356,120927,106777,102988,66495
65,42523,8092,3786,2573,13585,82742,138065,260671,345669,288361,216455,198150,211050,226830,224290,237819,261326,297472,336325,273114,219038,208495,208085,109022
66,6562,1094,16,0,3664,13118,31317,68869,83972,52068,37854,34705,39419,41855,36292,41007,45478,56232,66566,53487,36019,32714,35383,20676
67,21491,12995,6053,4205,16360,21037,62037,146850,192769,119199,84799,83828,90890,94718,94051,105461,123403,147397,189829,143717,106456,98918,87642,44740
68,50551,26728,16654,14828,41617,89843,109012,207850,372415,270151,213634,185724,182160,189775,189293,208902,234335,277304,288495,197679,159971,170972,156860,98638
69,23326,4668,696,746,27356,40278,71502,142995,178716,138446,119289,119815,129091,132895,131605,138443,145865,155260,166475,145288,108722,97071,89024,55154
70,12394,4701,3348,2494,8460,22345,44890,97068,117057,80918,58534,55897,62293,68063,63532,68699,73114,83817,101170,90640,67235,64753,65000,36489
71,25328,5118,4496,2898,24976,43599,88039,191544,202136,130942,102861,99323,116660,117669,106878,117604,129998,145098,173915,161770,112664,103181,98181,54572
72,27854,11659,8224,8642,21385,60788,70121,147024,227659,158205,120243,111487,121161,123867,116197,125757,133536,165987,198708,158657,117517,112720,110204,75715
73,6145,155,33,12,4783,14311,40519,79068,144786,118654,83676,71818,77849,79675,74153,84683,92707,126180,133883,84194,63197,56279,52801,36262
74,52631,25305,11089,7740,42954,62294,133718,277486,328835,233391,183046,173614,187787,187608,182252,198297,220967,236832,280997,269888,202672,197178,197482,122158
75,5174,1497,7,0,2060,7434,19858,33952,40680,32089,25296,20698,22688,22381,21636,24663,29836,49532,43604,29344,20276,18523,16898,10404
76,30373,3608,2048,2288,16610,42674,85684,187397,241113,175875,141049,141798,151214,157460,154390,168901,185208,206092,248497,210276,152648,143993,136521,87520
77,30833,7048,4321,3247,13920,60961,102480,198133,312469,241916,176714,166916,185605,199290,199093,219392,250475,290138,344646,265238,233703,242375,225014,120944
78,8216,1754,918,702,4257,10825,33091,69944,69849,47142,37179,35358,39641,42869,41515,42826,52423,61243,61672,52033,36255,37412,40187,19833
79,20869,5578,3318,2750,15309,32408,66472,141774,185383,140384,109305,101612,112459,119987,121611,130151,145436,164777,189136,152178,116553,108948,103331,59419
80,40548,12495,7029,5365,19758,90033,131220,318445,560732,411369,210699,176353,200252,220175,207400,229989,263793,375791,491001,323537,246262,262246,267969,109096
81,41947,3909,2575,2708,42769,101552,167632,367509,456371,295878,215114,197618,205791,214041,205912,221671,248187,296823,361869,297008,230493,226077,215683,126795
82,25562,2883,891,649,17143,49663,97050,206618,232559,166930,134841,130800,140309,146633,139600,151979,163777,177021,202905,195647,151417,134579,126573,81552
83,26895,5413,3097,2204,30992,54142,107463,230950,273359,180077,144158,130796,145865,153672,147960,160697,181738,206575,256296,246281,168385,153119,140055,81277
84,24451,5804,5395,3773,17612,45002,80966,183694,243742,157065,114236,111406,118068,118018,112947,121932,130709,148760,189574,168112,131117,128663,122810,64598
85,54061,4937,3873,3940,33829,137860,247750,558696,685200,449810,307717,272881,289141,278531,260641,315126,361668,416396,545368,518403,382233,372288,346200,220579
86,17575,4023,2171,2204,12009,30032,76806,149264,164700,112842,74917,68442,73996,75689,71175,77833,91286,105389,133911,119450,84607,82581,84477,51934
87,29844,5938,2692,2251,18234,69240,93793,180764,264530,188748,167201,176919,189282,207150,215055,226951,246077,254181,288656,235131,180870,148832,135948,87027
88,9191,2309,1527,816,5224,25037,51958,135648,175240,102653,74219,75862,82316,86480,88032,97764,110811,148166,192892,152574,114785,107964,107152,57861
89,16097,6058,3299,2383,10099,44958,73753,167584,309304,194693,125081,107771,118798,131536,120366,123967,144411,193170,230787,157439,116539,129691,142497,51304
90,29897,5839,2415,1319,33451,43435,83713,162692,199292,138868,111924,110685,118600,121951,122911,133582,148868,159101,192960,161445,118662,113236,115310,70414
91,27867,4791,2031,1368,11801,54411,118327,291965,367487,251169,185634,167013,183698,188110,185570,205693,229072,272770,332300,278180,210779,200139,202174,120371
92,10295,1517,1319,939,8930,19896,44480,100348,129160,82023,60411,57130,65586,69011,66800,74452,79050,90978,112007,99632,71823,67246,65931,39396
93,21199,4508,2780,1732,20337,45179,97587,204565,282823,216860,172243,162006,179010,183784,173215,190693,205739,229296,253914,206375,169320,169770,165463,100772
94,10565,1672,1011,899,9564,20913,41261,80485,101656,68679,48971,47848,55245,55679,52258,56786,62957,70400,84929,73013,54516,53851,54177,32034
95,74947,8494,4683,4861,36645,176381,269971,656504,852847,589674,358108,318141,320585,312597,280739,310520,368143,483126,661823,591691,449082,460523,455416,286146
96,19244,1468,856,1180,11115,44292,98104,233252,269908,164711,112573,105268,110669,110887,106113,115231,133225,160775,220441,187404,130380,122281,112816,69005
97,44445,9282,4441,3880,26152,76848,125417,286507,431445,327981,217644,206849,210945,210430,202931,220174,243122,278029,353075,296327,256605,266610,248693,133107
98,30101,5834,3244,2288,26333,55526,113369,216640,264478,179636,134413,128893,144686,141250,132033,143534,158963,187468,246952,229133,167495,158006,164239,106026
99,31713,14809,5484,8505,34634,39600,79761,179713,213514,146941,121297,120307,124835,134558,130463,142521,154577,171896,203025,171524,126734,112439,99898,59371
