클러스터,00시순하차,1시순하차,2시순하차,3시순하차,4시순하차,5시순하차,6시순하차,7시순하차,8시순하차,9시순하차,10시순하차,11시순하차,12시순하차,13시순하차,14시순하차,15시순하차,16시순하차,17시순하차,18시순하차,19시순하차,20시순하차,21시순하차,22시순하차,23시순하차
0,14651,5075,1650,1743,6840,17592,46858,107075,109677,84490,77155,71736,71798,73986,82375,95342,104131,98255,98832,85548,67407,65421,60714,32361
1,35545,6921,2962,3330,24121,70340,176348,440411,555017,371604,273983,253695,269999,281119,286113,332099,362300,421483,502498,422468,324304,309117,293619,160263
2,121255,32560,21689,19864,100674,258760,463358,1033093,1273156,874399,627710,584127,617222,631187,638222,746958,831514,944521,1131708,985820,753778,738619,705326,430081
3,120350,49107,28018,24662,107492,209649,367711,717616,791618,549459,418239,379056,382499,370935,361472,412922,486289,566360,728489,707448,554229,535157,509870,362549
4,35948,7373,3030,2968,35717,67768,110518,253298,293527,189671,145594,141034,151676,150288,148704,168011,193173,204537,240051,199917,152871,150359,143459,87810
5,24738,7283,2304,1503,10287,33091,100600,242418,298839,176546,121827,112536,117480,112919,113333,137981,153589,185945,227452,174198,136248,129980,128888,81523
6,34264,11492,7318,5029,15427,69964,110337,196116,231233,165026,122591,115835,122726,136246,127319,161664,187968,210521,223727,182418,146011,144850,140314,104983
7,209612,79174,47041,39998,47634,171588,279581,627531,884398,736537,587096,594011,656633,739075,705630,787763,877801,1007584,1098942,874998,766405,812053,822745,525194
8,48093,6997,2834,2727,19498,87434,211665,520712,714846,469694,323581,286141,289835,305788,324673,357047,408645,512907,613392,431265,316434,308228,287171,154304
9,30569,7045,5299,4324,26731,50530,99376,235939,283557,180187,141479,132464,142030,148373,144430,164229,186087,207351,252126,206082,155964,151379,144074,83181
10,42328,5562,2896,2160,24713,58550,123777,283623,337032,232550,199034,198123,207021,215796,223486,246305,276487,291483,295442,260801,205075,194244,189924,119655
11,13840,3268,2561,2268,12909,30354,92771,255347,251243,135600,104165,102412,107194,104297,104909,128528,149574,156764,202004,176745,120195,113828,99909,61852
12,97381,34576,16362,14196,62264,140257,277636,642757,866799,619040,436035,421266,431658,449156,461022,528623,586162,679834,837289,628667,490383,514625,486409,271250
13,33492,6788,3896,4374,37506,83030,144082,327684,363095,237355,189071,195285,210857,215746,211200,247735,271996,297095,346549,297584,214832,203112,193603,111839
14,114120,32120,11200,7835,63219,261417,323350,632140,955260,686177,508831,521444,552074,554218,565402,633840,688391,836141,914730,603794,504572,502517,441823,273298
15,98559,15757,8144,8034,51167,170215,332541,773093,932944,615020,453491,409157,424741,444135,433686,494269,575742,647056,792783,661582,552219,561445,542621,331507
16,47774,11153,6037,4906,36088,72598,155061,358592,404057,272262,216326,202610,213957,217584,213331,245393,272994,282941,324976,286923,232184,229749,226364,135510
17,26813,12026,7620,5243,21235,41242,70688,131415,157047,106662,82999,76725,80315,86412,82048,95918,111446,112129,132192,108411,85979,88136,83754,50211
18,37990,11122,5471,3356,26647,46116,108486,234709,282413,182513,136535,128990,135652,144369,142009,171088,196742,224453,264719,198956,153568,154805,152590,83240
19,15859,6973,2401,2280,11326,22770,55984,127291,124443,79987,63237,58704,63024,66761,69472,79476,91156,96042,105404,89132,61760,58432,54880,31751
20,55622,10790,6048,7323,41047,97918,189179,437958,485771,302215,246423,231337,235286,245035,237952,276294,315824,348083,434003,396454,297907,296177,284957,177722
21,27252,6431,2902,2568,15486,39603,112764,251740,226070,161758,128344,121428,128531,133382,131179,154486,172614,181728,215643,190365,142425,142067,143978,83912
22,36258,10878,7098,5457,13749,49331,101542,267954,354363,235758,182776,167995,186679,196060,185350,207705,234000,265219,299301,245765,204476,211698,210474,118074
23,70656,16829,7615,6140,65127,121706,253563,563363,615385,404387,318356,292977,302073,305169,314021,356692,405071,433966,510533,438880,339883,332996,323376,198215
24,8589,4180,2877,1978,14893,19562,30275,60868,80394,59269,50415,49628,53490,56192,58243,59885,60828,71178,81590,55497,50208,49334,45847,17686
25,32265,4941,2481,1930,31564,88377,148207,320664,379904,250388,171362,161361,179001,176024,182163,209170,234924,291010,340739,293744,208562,202062,186339,116087
26,34376,5457,3509,3589,18443,54192,114215,280535,319484,215900,172449,168567,177427,190281,196824,221103,249384,288720,368571,292756,229278,232005,227416,121451
27,31248,8603,4562,4339,33699,57831,153402,348711,381636,251068,186711,171389,175517,185803,190680,214227,245437,271213,344024,301957,216526,210514,204753,113029
28,22568,3411,558,939,14457,43136,110187,248123,291503,186526,132810,118504,123948,128720,128999,147512,173867,210353,243732,199666,144696,138822,135401,81037
29,50973,11859,13323,10392,49635,94892,252923,508301,488132,336637,268088,250795,256077,256273,262508,309502,366249,412536,512982,465905,353507,351860,330694,185693
30,65697,16785,10489,8564,40464,104993,226003,490207,600851,447571,345884,333329,357780,376788,371128,425047,477446,540537,637391,543470,433516,439933,439363,271824
31,33577,13612,7658,6429,18460,42411,67508,135743,204311,153874,100249,90932,100718,105600,112052,126022,137570,168564,210741,160006,122386,124246,118825,76019
32,99909,34398,21688,23404,91845,200284,338932,743932,939827,719405,562677,538486,560015,563661,578959,646871,719776,772089,836804,684116,546947,529668,497029,288743
33,15366,1460,828,730,11250,25537,50331,120855,117941,79054,58144,53708,58783,60114,58854,70465,74727,81960,99481,83469,60129,59212,59425,36697
34,30097,11548,5380,4523,16569,36579,72190,169586,221141,140131,115084,109889,111322,104783,108435,124502,145199,155233,162747,137825,112164,114244,114572,68358
35,62713,21363,12762,9620,45148,106820,176369,403955,612206,455380,302220,275468,257767,260537,275062,333485,377776,423920,456450,331984,336980,387444,307523,158521
36,5837,2741,1555,1272,3683,10656,18086,53551,67678,42238,33115,34091,32873,42273,38710,43140,44793,41893,46344,38286,29501,26757,26796,13764
37,69191,22413,12519,10441,52236,113949,227757,539444,636775,439706,323252,301930,321018,318438,329373,373125,426141,473746,569201,477850,372064,377849,371280,221833
38,14,0,0,0,0,101,468,1508,1928,862,698,546,534,521,536,549,657,696,902,809,543,522,486,309
39,9305,4328,3421,1893,9900,13324,32978,78609,119874,90409,63431,58094,60902,62156,63069,66640,77548,87574,90627,65234,54595,52986,47112,22545
40,28818,5693,4514,5326,20769,56678,96884,207996,245730,177911,148193,129960,142689,145162,137399,157910,176578,176715,194020,179176,143217,136342,132312,92880
41,35489,7789,4195,3639,17790,44795,82327,197389,268975,195500,158610,148267,155666,172116,169963,199628,223564,251016,264088,220435,183329,188137,180797,123807
42,24195,5624,2797,3045,21827,46703,106800,233553,240856,163291,122070,112595,122077,123849,124954,143019,162328,185697,211337,187615,144616,144362,145031,87054
43,37427,6513,5194,3668,16616,50301,109676,245134,288317,214937,171311,168381,181848,189978,193981,210696,243919,254727,290781,253737,207517,207817,208154,117509
44,43480,5792,2411,2052,28695,105845,199412,419419,626168,535826,322482,247344,241855,250285,259692,292739,334107,401575,499697,400026,297897,297687,283184,156887
45,83294,16232,8622,6580,54438,188696,416191,951496,1113344,736154,541064,494443,510491,522690,516567,571925,663477,753391,941159,767948,592589,607031,605493,367638
46,14053,3204,1034,598,5487,15622,49249,114673,117997,83183,66252,60589,68491,75169,83012,92016,102372,111538,106325,88859,71589,83515,102155,40006
47,36474,5880,1434,1542,18362,68426,148053,348856,399608,249458,164745,148525,150425,151892,148909,167316,195460,231867,295927,258044,207005,219266,212866,130325
48,69788,26104,19667,17029,23851,64702,129970,313496,433678,312402,226955,217248,241749,251954,248199,272204,316164,364994,437332,338897,259099,259551,256929,172605
49,34609,6419,3230,2671,20571,64622,143364,345278,377393,252338,191915,178515,186941,186652,188244,210822,241616,272776,327324,287303,222563,223780,233682,134830
50,124989,40279,27899,19096,29579,124943,198606,415678,619093,529841,334900,289249,322510,343404,345422,373589,404368,500972,571630,437149,355644,393324,401354,260631
51,52213,10383,2849,2000,17593,80200,191595,542157,770839,553360,314754,267375,286535,297032,296375,335131,401006,512964,599374,414177,285804,259639,234907,137454
52,71149,18377,8367,7254,39538,121276,228199,454749,516410,376506,313237,302935,324342,343389,358785,438037,482465,523155,606347,573567,453103,417350,393606,246005
53,14011,2149,1160,926,9325,25593,76144,154383,220372,142469,98607,90974,93509,100255,100942,117078,129364,138060,173833,150094,114954,114021,109911,59335
54,35034,4625,2861,1829,21533,135133,225554,599170,895658,528372,315641,280107,286551,296685,301123,324259,388254,536186,641056,436827,385739,375631,319536,166505
55,66615,17098,10376,8456,57324,108018,211238,491695,582042,374219,278865,257194,268700,272534,263828,299539,338464,364057,444466,387049,308218,317462,323289,188048
56,27860,4977,2037,2044,28223,55977,110335,259202,346907,222312,157006,145266,156933,163007,162678,178247,199849,236156,288791,236324,192898,200898,188867,104588
57,18998,3539,2601,2121,32074,59928,93253,241549,385460,216732,141688,121375,126140,138254,145169,181439,188287,224260,265504,150342,127313,131861,120700,64935
58,24010,4329,1398,3307,40853,101167,173755,470589,742485,490604,236120,201947,204189,212841,220696,255042,312284,460736,537443,393383,289275,257012,207376,125610
59,1600,18,0,0,172,5040,11200,19155,29276,19511,22882,18095,21843,25846,25188,27863,29377,32332,29313,20370,16873,18216,13556,6563
60,20150,6069,3831,3992,15215,34611,66819,158599,176076,121455,95567,89943,99333,101757,103366,112808,134851,138235,143875,123664,94246,90029,91551,48453
61,38458,10438,5128,3653,9652,54450,110217,258620,351419,213563,145151,135277,134795,133118,139752,163899,195643,242216,316838,257220,201964,211218,202625,129116
62,37921,11805,8784,7303,39737,70016,132202,315766,386558,230497,201505,185239,207141,212047,211897,235014,253162,269424,297927,249699,180528,171136,148223,84362
63,54596,18666,8643,8128,39393,82904,161779,351665,367151,252330,212374,195597,208712,207839,208745,245667,276372,296562,355567,329834,252361,232369,222195,145819
64,30773,10063,3440,3828,49851,70669,102292,201967,218453,158965,131047,131604,135358,141998,143778,159731,169421,176513,185723,166292,137014,124632,119051,79796
65,49521,10577,5019,3570,19024,99783,165156,305122,381878,315970,244520,238713,245117,260708,279048,307174,339037,353649,388724,320388,259771,249961,243620,137066
66,7966,1095,6,0,4287,14722,39899,86208,92735,55844,45737,39547,43843,43192,43786,52328,59220,67794,73937,56857,40119,38830,39883,24293
67,31254,16234,7588,5570,19527,26725,80081,193375,248416,155814,115147,113213,124034,125803,127075,149453,172553,196765,231082,176110,135470,128380,110943,59420
68,75719,41493,24331,22144,47838,99856,128122,247647,410788,301316,242697,222652,208238,222528,226444,245423,281934,319764,311830,225142,190686,212150,192883,126243
