클러스터,00시-01시,01시-02시,02시-03시,03시-04시,04시-05시,05시-06시,06시-07시,07시-08시,08시-09시,09시-10시,10시-11시,11시-12시,12시-13시,13시-14시,14시-15시,15시-16시,16시-17시,17시-18시,18시-19시,19시-20시,20시-21시,21시-22시,22시-23시,23시-24시,위도,경도
0,9546,307,0,0,100,14549,53377,122623,132191,86162,71258,68750,73987,76280,77425,82339,92070,107707,130441,105161,67519,59954,51174,28833,37.640620757407405,126.91827496666666
1,14688,943,0,0,297,25432,61969,139141,319256,211786,148704,142078,148066,162449,156986,167573,188876,237626,320461,191473,141145,124232,105946,53723,37.554672516857146,127.00978886571428
5,3726,36,0,0,0,7096,23573,56606,70204,41394,35564,35430,39319,41081,40163,43038,48035,53400,70486,50608,32502,28278,27255,14976,37.549852478630136,126.84327391369862
6,3295,11,0,0,39,3910,30800,82948,180601,112735,81071,76035,79332,91406,88935,94685,104849,153183,184449,97827,65432,56313,46956,16583,37.48650292229167,127.01878307708334
7,6610,53,0,0,27,10233,32610,90563,184747,101506,65666,64434,68718,72268,66869,73426,81397,112803,169926,91990,65016,62308,50536,27999,37.53856653323529,126.94656868235295
8,6209,86,0,0,38,9797,41226,88950,141971,113863,97737,91969,92535,95773,94007,102685,111465,128116,156076,113848,81083,68338,53091,26567,37.540276871509434,127.09157076037735
9,3931,13,5,0,48,8936,24845,68709,83798,48886,35183,31106,32949,32494,32234,35276,40523,49334,73203,57330,35058,31080,26071,15050,37.59379516368421,126.94136173508771
10,2771,231,0,0,17,8194,21217,52115,64793,36720,24823,22893,25351,25516,24391,27339,32420,39979,54173,40688,25064,20461,17447,10465,37.49099402638298,126.83816765531915
11,6854,243,4,0,53,12598,38022,105339,107131,56131,42015,38530,43001,44570,39915,45507,53376,64647,83845,67305,41288,36217,32972,19854,37.618257858250004,127.08888587250001
13,3147,24,0,0,1,7120,14369,35629,47866,29737,24878,24512,26677,27644,27527,27739,32936,35481,48727,35872,24256,20227,18779,8933,37.545206293142854,127.14775069142857
15,2658,73,1,0,20,3787,10510,26937,45338,26895,18084,17743,20158,23981,20996,22495,27539,33105,37958,25445,17150,15991,15229,9430,37.59496507482759,127.03444572931035
17,11676,363,5,0,116,17779,47223,124537,215336,115477,78474,77691,84705,87608,84805,92563,109594,157065,223286,139824,98560,94524,84877,50303,37.53180331842105,126.90143844035087
