클러스터,00시-01시,01시-02시,02시-03시,03시-04시,04시-05시,05시-06시,06시-07시,07시-08시,08시-09시,09시-10시,10시-11시,11시-12시,12시-13시,13시-14시,14시-15시,15시-16시,16시-17시,17시-18시,18시-19시,19시-20시,20시-21시,21시-22시,22시-23시,23시-24시,위도,경도
0,9892,320,0,0,122,18005,63471,138231,148590,95502,77576,73980,77925,78442,78841,87359,102670,116181,149253,113547,75165,65346,55271,30805,37.640620757407405,126.91827496666666
1,15315,1750,0,0,354,30092,75134,166601,345520,222725,154810,146044,151960,161379,155611,166335,198369,253046,343647,198320,147372,131815,113411,57029,37.554672516857146,127.00978886571428
5,3588,4,0,0,1,8404,27227,65587,78129,45656,38367,38941,40516,40265,39952,44854,51909,58028,77192,53072,33967,29759,29483,15014,37.549852478630136,126.84327391369862
6,3338,0,0,0,24,4643,37154,93081,195999,120403,82438,75931,78936,85790,87008,91750,108947,157981,192360,99902,66784,56749,43735,17726,37.48650292229167,127.01878307708334
7,6190,0,0,0,51,12975,40568,102089,194857,107627,68954,67490,70748,71511,65587,73955,88863,122675,180933,95697,68091,64145,57413,29971,37.53856653323529,126.94656868235295
8,5654,40,0,0,27,10854,47213,93464,144345,111805,96021,85876,85342,86260,84848,95685,105744,126123,153879,108568,79150,66776,55612,25153,37.540276871509434,127.09157076037735
9,3833,1,0,0,60,10615,29358,75407,89571,50842,35304,32165,33826,32382,31619,35200,41658,53176,79116,58154,37369,31828,27447,14969,37.59379516368421,126.94136173508771
10,2729,148,0,0,40,9439,24932,59424,70737,37601,25516,23296,25427,25286,23599,28303,34419,43255,59341,42015,26571,21490,19228,11043,37.49099402638298,126.83816765531915
11,6853,214,0,0,39,14127,44991,115263,111304,57191,42918,39188,43461,44584,39530,46524,55623,70253,88278,68648,43368,36949,35179,20715,37.618257858250004,127.08888587250001
13,3344,0,0,0,2,8365,17433,39675,51917,31808,26488,27125,28994,28934,28183,28432,35695,38261,52480,37004,25340,21885,19448,9023,37.545206293142854,127.14775069142857
15,2736,55,0,0,49,4926,12841,32010,48451,28371,17999,17291,19491,21525,19484,21668,30897,34649,39897,26062,17705,17580,16330,10196,37.59496507482759,127.03444572931035
17,12615,404,1,0,124,21404,55118,140463,232266,123710,80355,80309,86478,87964,84629,93562,117197,171773,240664,146066,104922,101110,91863,53325,37.53180331842105,126.90143844035087
19,2739,1,0,0,32,4294,24976,57870,74756,52098,39958,39621,50826,56181,48170,52751,62447,85574,78645,50967,33543,36285,57622,11784,37.49748133567567,127.0662759027027
20,3307,10,0,0,1,7178,18340,43619,66432,44937,31146,28178,29176,29830,28091,31699,35556,43150,58558,39457,28015,24407,21129,11575,37.48661260913044,126.97160574492754
21,10803,1,0,0,108,26341,56796,125101,167392,112857,84581,82405,87014,87862,88023,97669,115646,135307,180431,140484,96113,86062,76695,47021,37.63763869479167,127.02500148541667
22,4816,0,0,0,19,14140,31605,64060,91023,55668,40737,38550,39763,39400,40057,45696,52874,64844,87548,67027,41647,36496,30686,16331,37.581115417826084,127.08651137173912
23,14400,673,0,0,93,13834,64236,141555,264358,245650,144265,126893,138145,145011,150430,162161,194595,267791,361211,225775,153429,150497,130726,69051,37.50451202065217,127.02470427608695
25,9447,200,0,0,71,22252,65775,151557,256527,124414,84157,76150,80107,82525,77999,89259,111793,153491,228572,130912,82618,72536,63356,34563,37.567475747391306,127.05770306304348
26,15627,965,0,0,135,22407,85437,181500,477122,312609,186374,175540,194697,214210,225671,249336,290681,387654,558319,308540,219911,180404,131542,62108,37.54302093014493,127.04969984782609
27,6219,212,0,0,67,18956,67016,125894,153182,112692,114236,129216,132004,141264,145075,146106,147409,175603,189794,119601,86128,80765,67076,29791,37.56186748842105,126.80779377017544
29,14096,0,0,0,2457,56734,125175,397404,791642,441769,192396,160176,171347,172645,168881,192787,255907,499696,684473,337701,204349,169559,127578,66259,37.48156954803279,126.88153083606558
30,169849,9051,24,2,18790,321663,1008563,2268736,3654312,2527504,1895057,1895995,2047763,2041308,1924577,2170180,2492272,3159361,3785538,2402225,1680242,1543485,1238116,663413,37.5476151796,126.974896176
