클러스터,00시순하차,1시순하차,2시순하차,3시순하차,4시순하차,5시순하차,6시순하차,7시순하차,8시순하차,9시순하차,10시순하차,11시순하차,12시순하차,13시순하차,14시순하차,15시순하차,16시순하차,17시순하차,18시순하차,19시순하차,20시순하차,21시순하차,22시순하차,23시순하차
0,1240,314,48,48,738,1916,2402,4466,4706,3868,4110,4764,4714,5032,5614,5750,6106,6410,5976,4922,3438,4184,3446,1952
1,3137,360,0,0,488,6080,7161,10652,16150,13558,12948,13493,14491,15457,15676,16746,18390,19276,20858,19471,19005,16071,16759,7488
2,0,0,0,0,0,42,52,278,202,160,142,114,132,66,92,132,136,120,122,76,62,28,8,6
3,160,2,0,0,162,452,1317,1846,2069,1681,1178,1419,2018,1723,1878,2138,2157,2205,2135,1982,1243,1393,1823,588
4,964,324,136,94,1664,3084,3900,6922,11186,7172,5066,4220,4778,4848,4494,4816,6414,6552,7530,6020,5350,4044,5002,1754
5,3,0,0,0,0,5,72,167,460,346,205,209,155,178,176,155,344,254,300,223,99,170,90,53
6,19,0,0,0,0,423,696,862,1215,741,528,549,920,729,1508,983,2608,1099,1082,1272,891,958,914,335
7,0,0,0,0,0,32,140,399,482,359,203,229,295,312,284,360,409,398,497,594,427,424,446,179
9,59,13,0,0,32,270,799,1434,2261,1552,1394,1508,1449,1621,2026,1942,2101,2433,1687,1468,1521,2250,3271,381
10,19,7,0,0,120,309,825,2095,1490,870,567,452,503,338,294,354,304,320,513,803,498,364,437,175
11,92,0,0,0,578,434,362,2250,1736,1146,1072,658,766,472,456,392,3142,1032,1394,1778,1226,1232,1350,446
12,855,21,0,0,2943,4222,7616,22518,20606,12869,9153,9629,11057,10709,11835,13062,15436,18409,27630,28196,18613,17009,14788,6389
13,17,0,0,0,32,75,268,1205,555,287,275,282,298,275,504,597,1518,539,503,423,349,308,318,163
15,0,0,0,0,0,102,706,1574,1074,1064,526,512,294,454,246,368,436,438,1096,1328,942,858,890,188
16,20,0,0,0,462,558,372,1848,4130,2488,2108,1800,2016,1904,2248,2608,2162,1846,1920,1434,980,1058,1200,388
17,128,31,69,61,1266,2186,1785,5390,17127,7147,2726,1936,1984,2081,2538,2708,3032,6046,10323,3127,2452,2620,1863,609
18,0,0,0,0,0,0,432,1552,2064,1064,620,542,464,520,624,602,368,672,1090,762,542,418,436,150
19,22,0,0,0,14,150,394,1492,1963,1179,661,775,545,727,739,929,797,950,1344,1155,714,910,888,158
20,0,0,0,0,0,0,58,167,223,198,98,81,50,72,43,36,38,5,21,16,29,31,46,24
21,1898,529,413,439,5302,3399,6710,14373,19772,14411,12792,12297,12931,12237,13060,13282,15359,14905,17743,12452,9241,9854,8621,2479
22,32,0,0,0,0,76,176,562,806,348,188,208,220,168,136,148,102,114,120,182,30,28,2,4
23,374,21,0,0,981,1104,2552,5359,5653,3616,3577,3028,3587,3435,3606,4816,5392,3948,3910,4145,3221,2797,2535,1223
24,56,0,0,0,0,268,1290,2566,3616,2466,2006,1782,2066,2042,2136,2268,2438,2806,3160,2552,1602,1850,1586,714
25,4,0,0,0,2,4,22,12,56,34,22,22,72,24,32,50,48,80,96,84,50,54,70,12
26,0,0,0,0,0,94,230,814,998,1026,922,518,774,712,676,872,890,952,1240,934,736,684,446,164
27,0,0,0,0,0,0,272,846,640,452,278,370,304,136,88,166,362,374,784,886,668,608,572,174
28,0,0,0,0,0,44,106,366,270,228,40,80,64,184,250,202,444,490,668,820,626,618,654,202
29,19,0,0,0,0,74,456,1726,1726,914,541,524,572,590,586,603,656,685,943,922,512,528,622,322
30,986,117,153,63,3795,4034,6056,14387,15285,11615,10951,11792,13092,13221,13878,15732,18297,17998,20714,19264,13122,11999,10905,4939
31,407,115,22,1,303,806,1692,3972,3260,3006,3623,3785,4014,4283,4779,5233,5455,5801,5725,5517,3736,3615,3573,1567
32,0,0,0,0,0,124,220,264,714,722,446,404,392,406,378,376,196,444,782,542,158,50,68,30
33,0,0,0,0,0,25,472,1096,1139,553,404,362,336,408,333,289,254,217,202,191,139,63,104,9
34,63,48,48,102,139,303,331,1113,1972,1424,924,723,577,482,620,555,637,826,554,292,228,149,98,65
35,1635,40,0,0,4290,21180,47095,131750,217895,141025,63135,51440,53885,53060,55305,62550,74225,112110,134760,111235,75865,69320,52340,17620
36,116,0,0,0,232,1588,2912,5864,4866,3330,1690,1826,1468,1278,1278,1640,1748,1922,2840,3610,1836,2092,2182,836
37,1125,97,0,0,2664,4126,7038,19041,16568,11033,10002,10392,10856,11271,10715,13066,14395,15244,15503,13421,9449,9307,9337,3103
38,464,86,38,0,888,1438,3768,11232,12032,6592,4496,4152,4106,4192,3808,4144,4806,5752,8222,5894,4020,3856,3706,1456
39,123,10,0,0,70,326,579,1304,1463,1065,643,650,587,573,473,588,725,2104,1339,719,593,629,785,295
40,238,38,12,0,88,574,1956,6492,5666,2508,1832,1212,1054,1416,1246,1514,1158,1400,2102,2874,2172,2228,2274,1012
41,0,0,0,0,0,0,2,24,7,4,5,4,27,9,2,4,36,29,49,8,54,41,56,5
42,17493,2156,1386,1162,3913,40803,84602,185871,244559,207690,148988,159824,185682,204050,194040,214452,246610,284676,332087,264978,227920,260344,235676,77021
43,30,0,0,0,0,34,704,1614,1356,992,720,754,696,786,858,964,886,1018,1154,1140,1070,946,868,320
44,4,0,0,0,0,50,66,132,170,115,120,136,129,143,141,141,167,139,103,96,135,131,66,50
45,48,0,0,0,266,668,836,2162,2568,1474,1384,1222,1328,1408,1490,1830,2106,2262,1994,1764,1884,1900,1622,272
47,208,22,0,0,542,952,1452,3650,4782,3134,2506,2538,2760,2900,2700,2802,3458,3104,3374,3220,2076,2088,2182,902
48,634,19,3,0,883,3589,5640,14099,18143,8266,5790,5268,6815,7001,7210,7706,9029,9618,12241,8874,6484,6015,6020,1912
49,299,32,0,0,287,986,2211,5757,4283,3020,2439,2505,2640,2847,2407,2695,3094,3370,3410,4035,2707,2185,2189,1078
50,32,5,0,0,0,15,213,1938,656,205,194,183,172,182,316,590,480,312,312,248,184,232,180,56
51,236,0,0,0,76,1300,4848,27300,9540,5292,3700,3956,3712,4372,10668,16100,5800,5596,6528,5480,3908,3896,4460,1340
52,19,8,0,0,2,97,170,148,686,131,77,20,50,56,29,65,120,196,746,72,39,37,41,76
53,3,0,0,0,0,85,255,796,879,559,298,266,482,680,456,372,236,547,624,548,315,329,232,79
54,4,0,0,0,0,0,606,1432,3066,526,348,410,456,390,768,532,582,728,810,796,762,600,514,408
55,135,5,0,0,188,299,1170,2329,1553,1035,864,763,800,915,830,860,946,923,1034,1215,1011,918,782,503
58,40,0,0,0,18,214,468,1138,778,504,256,226,156,232,190,108,440,436,706,706,580,580,880,322
60,877,166,44,43,625,2408,5738,14219,20031,12918,8423,8511,8633,8520,9013,9705,9792,11391,14008,10878,8143,7529,7673,2751
61,0,0,0,0,0,0,105,150,275,184,215,148,187,178,169,126,190,189,224,92,79,21,48,0
62,462,10,0,0,17,383,1909,7801,11617,8159,4034,2669,2865,2956,2714,2801,3044,2898,3287,3110,2578,2953,2635,1169
63,53,0,0,0,0,381,252,895,1196,1478,1135,1188,1191,1321,1464,1721,1750,2051,2144,2254,2394,2739,2185,464
64,0,0,0,0,0,0,82,740,1692,308,184,224,272,282,250,234,274,302,410,280,126,120,198,48
65,381,154,28,58,935,3228,5151,14118,23207,12556,8862,7882,7774,7941,7209,7991,9572,12254,15068,10007,7449,7751,7231,2440
66,346,201,12,0,0,476,453,829,1826,1334,925,1117,1325,1351,1333,1698,1568,1896,2054,1977,1711,1540,1379,599
67,397,65,0,0,776,1493,2874,8272,8447,5132,3188,3193,3788,3266,3428,3789,4810,5130,5979,5339,3655,3263,3116,1498
68,972,84,53,161,839,12697,35797,73768,93904,65718,36009,28284,28114,28279,27986,36063,39688,48522,68502,62311,46793,47976,44760,19524
69,4044,458,414,604,5964,16602,32153,61711,69481,48930,38072,37735,42453,42673,45814,52317,66704,67829,81992,79254,62407,58477,51761,23077
70,136,0,0,0,486,830,1406,3022,2306,1676,1386,964,1104,1052,976,938,996,1142,922,1090,752,684,1030,424
71,26,0,0,0,40,78,272,832,546,512,434,360,416,500,462,622,860,436,634,366,346,300,268,90
72,0,0,0,0,0,13,124,883,1213,666,466,242,332,233,167,169,207,364,636,108,133,282,203,46
73,266,27,0,0,456,818,1776,5249,3965,2074,1696,1356,1926,1825,1930,2665,3594,2794,3097,2860,2064,2159,2727,795
74,81,2,0,0,38,118,605,1203,1859,1217,1250,1005,1382,1045,1280,1001,1172,845,1014,797,651,630,521,228
75,0,0,0,0,0,13,7,18,66,23,14,27,2,28,7,12,6,4,4,8,4,9,2,3
76,150,0,0,0,0,104,199,265,601,407,345,369,511,494,732,1038,1326,1264,1483,1124,959,1005,944,353
77,52,48,62,90,130,448,642,1252,4200,2180,1138,934,1022,1082,900,1064,1072,1270,2366,1232,986,1536,1310,406
78,232,0,0,0,0,382,2091,4122,8000,9698,6825,6274,7563,7573,7838,7712,8179,10415,10528,7452,6767,7146,5921,2343
79,128,0,0,0,46,194,440,1032,922,902,788,582,594,722,760,1138,1074,1054,1560,1640,756,656,700,252
80,4,0,0,0,0,264,140,672,766,336,118,94,78,118,78,152,234,102,234,300,244,244,442,208
81,76,0,0,0,0,324,1326,4036,4428,2048,1822,1754,1650,1810,1808,1994,2596,2318,2172,2080,1666,1282,1252,556
82,1639,135,48,59,459,2080,6568,16562,17812,18683,13435,13711,14474,14983,15980,17155,20352,21043,26136,24317,19914,20057,16952,6329
