클러스터,00시순하차,1시순하차,2시순하차,3시순하차,4시순하차,5시순하차,6시순하차,7시순하차,8시순하차,9시순하차,10시순하차,11시순하차,12시순하차,13시순하차,14시순하차,15시순하차,16시순하차,17시순하차,18시순하차,19시순하차,20시순하차,21시순하차,22시순하차,23시순하차
0,1892,674,48,46,822,1888,3316,5104,5028,4112,4320,3930,4638,4840,5308,6180,6480,6998,6246,4898,3876,4338,4442,2940
1,3603,430,0,0,460,6658,8027,12308,18151,14747,14218,14298,15250,16031,17558,18229,19396,20822,23187,20241,19345,17493,18743,8599
2,4,0,0,0,0,24,106,274,432,168,106,132,126,104,126,76,144,136,118,98,44,32,6,10
3,156,0,0,0,165,400,1347,1888,2297,1672,1347,1538,1862,1814,2188,2194,2573,2363,2444,2131,1638,1600,2004,724
4,1120,348,322,102,1686,3120,3974,6684,12036,7648,4900,3734,4160,4712,4344,4684,6844,5816,7228,5806,4882,4596,5296,2552
5,8,0,0,0,0,31,127,239,457,397,201,164,194,222,182,185,392,269,329,248,115,172,146,67
6,31,0,0,0,4,426,890,814,1942,958,489,487,772,976,2641,1312,2924,1027,1187,1432,900,845,1004,453
7,57,0,0,0,0,41,122,508,473,308,286,267,306,324,294,443,482,457,504,585,457,385,598,293
9,102,30,0,0,98,274,845,1511,2378,1635,1450,1486,1538,1688,2048,2050,2270,2935,2045,1453,1567,2121,3481,947
10,48,17,0,0,109,330,984,2473,1726,807,589,491,396,391,265,374,289,301,516,972,516,405,551,267
11,138,2,0,0,668,546,552,2288,2152,1120,992,752,654,544,458,504,2562,942,1252,1824,1434,1524,1594,688
12,1056,42,0,0,3157,5242,8308,29233,25012,14188,12700,11361,14491,15141,14087,14187,18262,23768,33054,36209,21661,20430,21576,10767
13,30,0,0,0,37,112,339,1393,692,321,303,254,412,353,451,962,1262,682,589,432,247,344,417,247
15,0,0,0,0,0,90,972,1900,1376,1168,460,396,272,414,280,376,468,424,1058,1544,762,886,1356,310
16,20,0,0,0,376,898,604,2304,4864,2918,2316,1790,2048,2046,1758,2252,2782,2202,1750,1500,1154,1200,1542,524
17,145,101,83,68,1472,2278,1980,5939,20197,8119,2872,2592,2282,2908,3107,3345,3345,6946,12289,3561,2743,2687,2565,764
18,0,0,0,0,0,0,430,1706,2160,1320,504,496,518,614,590,582,584,796,1174,796,456,484,648,202
19,68,0,0,0,30,105,560,1852,2050,1268,750,878,804,877,668,934,961,1107,1771,1314,818,957,1139,295
20,0,0,0,0,0,0,86,226,223,150,113,34,64,60,58,48,20,37,17,28,13,5,38,31
21,2703,891,459,497,5744,3897,7736,17758,22964,15528,13375,12524,12403,12355,12729,13488,15883,17111,20625,13356,9953,10511,11573,3337
22,16,0,0,0,0,124,260,758,708,344,224,198,228,130,34,110,142,114,38,92,130,70,12,14
23,507,21,0,0,732,1429,3012,6257,6968,4267,3673,2936,3762,2931,3615,4824,5930,4105,4817,4400,3406,3664,3364,1823
24,76,0,0,0,0,316,1338,2844,3960,2944,1874,1852,2066,2044,1982,2218,2384,2878,3428,2606,1922,1728,2050,774
25,8,10,0,0,2,2,14,28,106,32,32,16,70,42,24,36,40,76,134,90,52,48,86,32
26,0,0,0,0,0,108,324,906,1322,1040,876,558,686,728,802,802,1070,1072,1456,1088,766,858,754,214
27,0,0,0,0,0,0,324,966,942,594,360,230,278,304,196,236,250,420,736,768,560,716,886,284
28,4,0,0,0,0,18,58,698,348,102,134,96,216,90,264,304,462,448,614,752,670,680,894,346
29,14,0,0,0,0,142,604,2007,2055,840,569,505,574,512,536,583,626,677,941,1013,594,591,685,381
30,1449,165,168,117,3732,4560,7311,15534,16637,12949,11571,11219,13308,12995,13128,16783,18563,18413,22516,22001,14524,13298,13396,7082
31,549,184,36,5,281,945,1835,4701,3795,3109,3541,3486,4046,4025,4334,4967,5253,5164,6120,5675,3786,4065,4591,2476
32,14,0,0,0,0,170,200,358,954,776,438,308,320,598,478,412,266,602,1088,598,296,192,168,82
33,7,0,0,0,0,17,518,1348,1595,641,428,395,386,354,277,247,278,374,305,158,87,74,123,31
34,137,32,60,93,122,304,384,1215,2117,1483,1002,794,610,562,745,587,787,738,570,314,213,218,199,76
35,2355,70,0,0,4655,26115,56115,153975,261145,158980,66085,51440,55510,54565,56435,64285,81765,123920,162465,133480,84800,81580,73090,27575
36,70,0,0,0,336,1724,3694,6778,6278,3702,2000,1568,1732,1256,1244,1824,1822,1888,3206,4614,1910,2294,2778,1244
37,1563,207,0,0,2864,3926,8546,22494,19176,12774,9568,9623,10419,11144,10902,12968,14628,16933,15903,14418,10324,10114,11184,4870
38,628,98,4,0,884,1586,5218,13028,14000,7062,4560,4034,4378,4426,4086,4830,4740,5932,9732,6440,4326,4030,4410,2036
39,148,12,0,0,123,272,721,1522,2109,1075,813,687,579,623,553,569,917,2771,1712,878,700,672,916,493
40,350,40,6,0,122,868,2282,7920,6546,3154,2050,1596,1290,1638,1244,1656,1378,1478,2456,3340,2232,2236,2822,1744
41,0,0,0,0,0,4,4,38,10,23,6,28,19,52,14,22,50,56,27,36,47,39,4,8
42,25522,2842,2170,1365,4921,50358,96362,228396,301105,232421,164486,168812,187369,216846,206584,230447,252273,315938,364805,283675,230818,281575,322511,115759
43,32,0,0,0,0,78,934,1848,1496,928,660,776,720,734,812,984,882,1170,1272,1068,976,1098,1044,484
44,10,0,0,0,0,25,93,158,186,123,96,109,99,106,133,107,163,158,71,167,110,163,109,53
45,66,0,0,0,294,748,890,2548,2920,1792,1280,1388,1632,1520,1506,2062,2650,2640,2420,2070,1974,2252,2018,754
47,300,42,0,0,660,816,1990,4168,5886,3212,2290,2406,2472,2904,2596,3014,3930,3268,3446,3716,2296,2378,2802,1382
48,881,42,10,0,1178,4092,6579,17069,20768,9311,6411,6273,7014,7070,5996,8273,9890,10554,13758,9289,7028,7024,7498,3372
49,353,41,0,0,185,974,2152,5450,4208,3117,2248,2351,2424,2278,2177,2391,2893,3011,3315,3881,2436,2331,2098,1328
50,42,1,0,0,0,26,215,1995,866,176,220,170,170,190,755,757,284,216,244,262,183,268,188,111
51,344,0,0,0,124,1480,5400,27416,9536,5436,4096,3556,4316,3656,10544,16232,5968,5588,7204,6076,4232,3996,5100,1984
52,90,6,0,0,2,69,163,170,1111,275,71,50,34,29,65,157,143,357,1302,183,49,45,70,82
53,5,0,0,0,0,81,241,956,1036,681,380,295,541,761,562,367,274,457,569,674,436,354,384,179
54,14,0,0,0,0,0,694,1360,5008,444,366,388,752,632,884,614,744,946,1074,1112,802,698,812,512
