클러스터,00시순하차,1시순하차,2시순하차,3시순하차,4시순하차,5시순하차,6시순하차,7시순하차,8시순하차,9시순하차,10시순하차,11시순하차,12시순하차,13시순하차,14시순하차,15시순하차,16시순하차,17시순하차,18시순하차,19시순하차,20시순하차,21시순하차,22시순하차,23시순하차
0,1450,462,50,66,820,2142,2950,4632,5104,3994,4058,4262,4484,4692,4608,5468,5606,5746,5536,4706,3470,4076,3528,2200
1,2567,246,0,0,636,6519,7929,11267,16743,14528,12352,12225,13577,14507,14282,15243,15670,17360,20845,17655,16114,14144,14052,6350
2,0,0,0,0,0,72,80,322,324,128,82,68,90,70,70,110,164,130,106,120,36,24,10,4
3,108,0,0,0,167,460,1251,1456,1707,1794,1394,1383,1729,1615,1906,2352,2230,2365,2319,2137,1475,1576,2207,666
4,886,300,146,108,1930,3076,4762,7258,12062,8544,5348,5100,4970,5266,5190,4562,5260,6306,9324,6946,5418,4692,5390,2532
5,8,0,0,0,0,10,76,247,520,360,261,168,217,178,176,128,242,176,299,253,170,97,174,53
6,36,0,0,0,2,365,860,1845,1365,750,569,859,989,804,1126,1212,1274,1058,1245,1397,894,911,928,417
7,0,0,0,0,0,49,124,456,484,332,163,263,291,301,271,343,422,390,525,694,540,376,553,175
9,54,10,0,0,75,237,687,1342,2315,1428,1183,1511,1355,1522,1940,1928,1632,2909,1850,1198,1478,1961,2645,537
10,47,4,0,0,120,356,888,2295,1549,861,561,505,421,363,263,281,271,198,612,884,417,383,483,206
11,136,4,0,0,670,544,572,2140,2794,1744,1214,1024,1112,468,474,366,790,900,1352,1704,1362,1410,1486,532
12,786,39,0,0,3225,5309,7869,27314,27166,14937,10845,9957,10880,10678,11246,13659,15927,21964,34681,35904,21619,18559,18035,8429
13,30,0,0,0,41,134,229,752,544,384,339,348,575,374,421,353,431,442,484,519,244,238,287,159
15,0,0,0,0,0,82,806,1666,1136,1082,532,422,334,402,438,644,240,642,1236,1462,866,834,1008,230
16,8,0,0,0,398,876,448,1694,3640,2460,2096,1636,1760,1640,1744,1576,1714,1760,1908,1674,1118,1088,1260,350
17,176,60,79,72,1361,2244,2000,6090,20666,8123,3060,1954,2046,2313,2656,2793,3313,7209,12969,3390,2745,2461,1897,553
18,0,0,0,0,0,0,474,1852,2152,1182,568,626,596,750,684,634,684,596,1406,872,514,420,486,166
19,16,0,0,0,26,71,602,1599,2122,1176,712,793,769,726,804,796,794,1134,1607,1319,718,954,1044,229
20,0,0,0,0,0,0,101,213,285,190,110,67,70,65,82,30,25,19,10,38,26,5,39,22
21,1878,598,452,435,5709,3959,7364,16648,21717,16712,13220,12225,12053,11649,11488,12651,13524,14963,19247,12495,9230,9604,9004,2546
22,18,0,0,0,0,132,232,750,724,354,230,184,160,174,88,98,176,98,142,248,116,50,0,22
23,473,27,0,3,732,1517,3062,4718,5882,3837,3661,3109,4234,3200,3800,3895,4503,3977,4298,4333,3313,3300,2896,1278
24,70,0,0,0,0,274,1446,2674,3734,2852,2038,2000,2236,2086,2200,2230,2186,2540,3312,2638,1954,1758,1742,744
25,12,10,0,0,2,2,8,20,64,4,56,30,64,34,32,20,50,104,126,102,72,82,86,30
26,0,0,0,0,0,86,290,858,1174,988,808,626,708,712,678,726,752,912,1312,872,688,740,628,156
27,0,0,0,0,0,0,198,1014,938,508,304,226,242,320,138,228,242,288,772,890,558,724,640,222
28,0,0,0,0,0,40,60,494,348,222,10,74,72,58,168,170,374,400,698,784,602,652,652,256
29,8,0,0,0,0,107,541,1818,1995,953,641,504,605,589,555,571,675,604,1013,989,577,552,583,315
30,1110,81,117,93,4161,4301,6745,14427,16228,12968,12270,11522,13501,13264,12259,14533,16486,18385,22991,21303,13982,12393,12238,5614
31,440,127,23,8,370,928,1724,3659,3674,3775,3670,3557,4204,4048,4272,4411,4811,5000,5849,5906,3843,3802,3960,1785
32,6,0,0,0,0,208,264,366,628,590,226,266,202,282,226,260,182,394,908,538,202,204,202,42
33,4,0,0,0,0,23,530,1269,1377,690,443,495,340,329,307,293,324,362,297,193,136,77,100,30
34,78,24,73,67,175,290,440,1194,2036,1534,875,690,557,446,510,520,669,818,520,245,182,224,171,53
35,1785,105,0,0,4250,24335,52225,151145,260875,159370,67550,50340,53380,54630,55785,63070,77595,124015,160335,128380,82980,72965,57585,20575
36,106,0,0,0,298,1754,3290,6268,5558,3324,1880,1440,1400,1180,1258,1740,1378,1584,3290,4252,1662,2090,2032,870
37,1037,126,0,0,2597,4182,7872,17005,16686,11701,9473,9289,10176,9670,10298,11942,12782,14606,15724,13524,9409,9000,9475,3345
38,464,86,12,0,942,1476,4844,11608,13402,6628,4224,4228,4014,4364,3808,3920,4088,6124,9256,6414,4262,3522,3986,1612
39,113,9,0,0,88,322,805,1389,1924,1002,765,525,542,540,480,605,845,2598,1533,763,661,663,747,340
40,312,12,4,0,110,778,2320,6274,5964,2914,1926,1100,1308,1492,1046,1140,1222,1704,2644,3206,2100,2244,2704,1268
41,0,0,0,0,0,0,19,16,53,7,12,14,9,15,5,2,7,12,13,30,41,50,37,10
42,17122,2128,1946,1239,4837,47166,89754,213626,276500,212758,151319,155806,171857,188748,174083,194334,214669,270179,329245,264922,202699,228396,220766,79030
43,30,0,0,0,0,78,918,1634,1608,1044,810,888,850,1064,894,872,1116,1220,1220,1258,1070,1160,1004,430
44,6,0,0,0,0,54,74,167,135,78,92,94,117,141,138,113,130,84,89,110,132,94,87,53
45,30,0,0,0,272,678,904,2474,2546,1742,1408,1418,1426,1428,1548,1698,2242,2474,2364,1852,1838,2032,1716,388
47,210,44,0,0,678,992,1984,3772,5074,3358,2744,2482,2924,2680,2636,2818,3400,3416,3494,3646,2364,2180,2540,1092
48,799,29,8,0,964,3895,6423,13464,16266,8861,5889,5620,7255,6876,6249,7152,7966,9520,13615,9240,6594,6703,6802,2615
