클러스터,00시순하차,1시순하차,2시순하차,3시순하차,4시순하차,5시순하차,6시순하차,7시순하차,8시순하차,9시순하차,10시순하차,11시순하차,12시순하차,13시순하차,14시순하차,15시순하차,16시순하차,17시순하차,18시순하차,19시순하차,20시순하차,21시순하차,22시순하차,23시순하차
0,762,396,10,28,620,950,1696,2558,3200,2772,2800,2956,3648,3836,4132,4076,4452,4376,4586,2950,2372,3486,1768,1122
1,1463,296,0,0,391,5039,5075,8979,13457,10635,8982,10033,10716,11527,12133,12822,13256,15442,17400,14227,14409,13373,6220,3366
2,2,0,0,0,0,14,76,82,108,80,62,54,112,68,60,94,76,60,68,28,20,20,0,2
3,120,0,0,0,79,436,942,1281,1904,1604,1199,1068,1362,1747,1694,1868,2095,1828,2436,1455,1346,1777,846,357
4,536,324,238,158,872,2438,1910,4444,6802,4892,2864,2162,2110,2570,2348,2190,2380,3360,3914,2636,2642,3220,1450,666
5,5,0,0,0,0,26,50,201,369,304,232,211,197,155,218,133,190,184,287,174,122,145,123,50
6,19,0,0,0,0,349,906,1651,1555,596,420,353,644,624,570,531,781,667,1006,1115,1056,1115,517,147
7,43,0,0,0,0,46,189,244,422,330,141,160,303,256,253,418,358,465,472,543,403,456,225,79
9,27,7,0,0,70,166,617,1290,2102,1325,1434,1304,1211,1502,1755,1700,1859,2515,1885,1389,1499,2162,1070,449
10,10,12,0,0,63,199,674,1621,1516,763,370,395,345,415,309,255,291,258,704,709,517,577,302,109
11,80,0,0,0,604,404,886,1850,2272,1274,800,496,516,404,562,466,384,604,1178,1560,1616,1652,850,222
12,526,39,0,0,3402,4111,7023,23886,27010,12841,8791,8310,10036,9697,10306,12268,15676,18175,33273,35957,22707,24368,12768,4026
13,20,0,0,0,77,147,242,541,309,254,242,219,273,213,285,275,385,322,414,469,296,440,199,74
15,0,0,0,0,0,64,846,1590,1032,888,440,480,420,272,466,540,232,334,918,1238,904,958,452,84
16,48,0,0,0,572,624,244,1274,2904,1974,1678,1456,1784,1854,2052,1830,1994,1774,1772,1728,1258,1568,672,132
17,106,60,100,36,1265,1869,1573,5293,18166,7599,2375,1625,1774,1997,2172,2608,2848,6289,12054,3382,2224,2580,1038,426
18,0,0,0,0,0,0,440,1702,1748,1282,430,468,480,470,518,556,512,618,1240,1100,518,672,400,130
19,36,0,0,0,26,113,485,1278,1693,983,623,598,521,602,694,852,795,986,1352,1004,799,926,386,179
20,0,0,0,0,0,0,100,217,156,127,63,76,58,55,43,46,10,22,14,44,24,32,8,18
21,1329,478,364,406,4648,3810,6335,13236,18220,12961,10941,10397,11393,11054,12052,11776,13028,13932,17590,11945,9184,11020,5436,1668
22,24,0,0,0,0,156,250,568,502,500,146,174,200,176,146,134,120,74,48,174,74,40,18,16
23,320,12,0,0,600,1343,2330,3356,4751,3896,2757,2869,3659,3274,3301,3332,4054,3808,3965,3970,3329,3454,1961,720
24,80,0,0,0,0,356,1122,2318,3280,2556,1590,1462,1794,1910,1900,1664,2042,2626,2782,2612,1752,2056,994,384
25,12,2,0,0,0,4,2,38,66,14,40,18,8,40,30,38,52,62,116,102,54,82,46,16
26,0,0,0,0,0,70,180,436,958,1056,710,442,500,612,606,518,640,674,996,710,642,652,300,88
27,0,0,0,0,0,0,382,934,1014,652,182,188,198,152,152,248,260,394,766,928,754,776,402,220
28,0,0,0,0,0,44,134,384,310,192,94,18,72,24,194,188,462,450,656,674,576,664,320,92
29,3,0,0,0,0,91,329,1745,1758,793,518,483,506,457,474,578,533,674,931,909,682,744,475,173
30,584,186,93,48,2970,3781,5940,11976,14390,9757,9043,9729,11792,11887,11437,13605,15076,15925,19826,18168,12821,13474,8151,3459
31,344,83,50,3,272,765,1187,3015,3395,2802,2585,2711,3276,3644,4033,4353,4630,4696,5421,5087,3600,4814,2580,1150
32,16,0,0,0,6,112,178,358,690,796,366,248,294,292,212,178,44,290,556,318,100,100,80,58
33,1,0,0,0,0,4,397,1035,1403,622,366,353,364,358,432,301,355,314,256,177,96,149,43,11
34,51,28,64,91,145,285,283,839,1930,1289,851,591,503,428,425,497,626,603,531,211,228,134,58,50
35,1655,60,0,0,4135,21135,53535,134570,236525,142270,61535,47285,46650,49080,49105,55250,68860,112285,148330,116530,80460,83730,34980,13395
36,128,2,0,0,380,1334,2968,6186,5498,3738,2100,1592,1224,1328,1292,1366,1316,1396,3030,4304,2062,2682,1280,516
37,757,24,0,0,1997,3121,6240,12662,14422,10570,8083,8161,9214,9375,10479,11613,11875,12397,12885,11598,7944,10530,5285,2110
38,412,112,12,0,726,1038,4226,8972,11442,5538,3972,3492,4136,4100,3632,3552,4144,5374,8798,5564,3612,4094,2082,920
39,124,8,1,0,126,287,668,1355,2069,879,798,608,682,695,635,829,904,2518,2137,1178,881,1190,609,250
40,162,14,4,0,154,618,2304,5766,5384,3116,1722,1246,1094,1066,838,852,982,1076,2416,3514,2592,2966,1528,818
41,0,0,0,0,0,0,0,3,38,13,28,34,14,1,5,36,10,22,26,29,24,9,24,2
42,10780,560,483,700,3318,32368,68495,175273,218750,171689,115752,116585,130053,149471,149863,168119,181699,226429,281799,235963,208089,263739,98518,46291
43,24,0,0,0,0,124,830,1412,1772,1006,714,584,574,600,710,640,880,854,1262,1098,986,1170,628,266
44,4,0,0,0,0,45,22,97,141,73,71,76,112,104,105,91,70,87,86,96,135,151,31,12
45,30,0,0,0,158,854,518,1944,2444,1618,1254,1620,1654,1398,1446,1916,2040,2352,2384,1950,2946,2120,656,194
47,118,10,0,0,490,902,1402,3248,4136,2940,2220,2076,2250,2448,2468,2446,2696,2706,3054,2940,2136,2672,1392,502
48,496,11,3,0,1220,3728,5691,13291,17068,9389,6564,5941,6662,7121,7227,7383,7814,9992,13997,9144,7251,8727,3910,1631
49,54,2,0,0,103,595,679,2197,1611,802,704,811,889,962,934,996,972,944,1149,1298,841,809,594,243
50,10,0,0,0,0,23,120,212,538,131,140,156,123,156,168,166,124,101,179,180,164,257,108,33
51,208,0,0,0,20,1440,3876,9028,8024,4716,2872,3308,3476,3536,3536,3628,4000,4504,5792,4944,3884,4620,1980,852
52,40,12,0,0,4,43,78,156,962,116,43,13,27,21,27,145,164,132,1010,194,33,35,41,68
53,0,0,0,0,0,13,311,560,793,709,323,380,498,617,456,286,328,254,353,547,314,423,163,69
54,4,0,0,0,0,0,788,1744,4034,1064,640,354,542,464,456,496,618,752,1068,1024,726,852,330,194
55,177,14,0,0,244,234,1185,2110,1870,872,742,719,767,885,821,752,947,913,993,1418,1074,1201,767,270
58,20,0,0,0,50,124,456,1038,856,432,284,92,148,94,90,364,378,376,776,800,532,692,524,194
60,612,99,66,63,555,2609,6367,13769,20420,12585,8374,7356,8075,8851,8472,9706,9769,12355,17761,12927,10702,10866,5075,2044
61,0,0,0,0,0,0,144,151,165,142,108,134,163,129,111,173,123,125,205,63,26,8,7,8
62,423,29,0,0,10,422,2238,7176,11093,8701,3499,2465,2857,2891,2888,3127,2858,2601,3111,2676,2451,3122,1304,1047
63,23,0,0,0,0,189,421,456,1046,989,1202,981,794,1028,1184,1434,1433,1608,1838,2090,2334,2489,813,250
64,0,0,0,0,0,8,80,444,1254,392,210,120,144,106,88,228,256,178,358,404,164,178,62,54
65,331,84,44,38,1257,2689,4586,13472,25444,12955,7146,6388,6496,6761,6452,7055,7989,10925,14621,10510,7015,8817,3694,1842
66,267,168,0,0,0,482,350,884,1997,1125,1113,1028,1048,993,1205,1634,1487,1535,1890,2031,1646,1941,943,552
67,283,42,0,0,809,1414,2890,6479,8986,5343,3287,3036,3224,3149,3267,3379,4203,4465,5929,5467,3691,4211,2414,975
68,823,90,116,90,827,11837,35103,82315,100921,66641,34178,25802,26114,26847,26467,34427,38223,49747,73141,66850,53891,62219,30513,15057
69,3029,652,392,498,5750,16265,29490,50737,66770,44843,35270,32530,38259,39639,40715,47900,54149,62223,82282,81068,68060,66984,32534,15491
70,54,2,0,0,564,796,1182,2702,2188,1440,914,758,770,762,908,906,864,680,1056,998,766,1022,822,396
71,14,0,0,0,56,60,216,334,490,254,268,258,306,342,308,362,408,436,558,312,330,368,136,58
72,0,0,0,0,0,26,219,469,875,495,339,81,243,237,87,102,39,444,588,153,266,201,94,22
73,214,12,0,0,610,1298,1252,3010,3620,2334,1228,1330,1872,1754,1730,1912,2074,2472,2910,2720,1872,2474,1526,624
74,75,3,0,0,37,155,371,891,2052,1108,1151,975,1384,1188,1466,1163,1181,895,975,835,656,667,380,203
75,0,0,0,0,0,24,2,2,39,29,15,9,8,8,11,10,7,9,15,7,11,24,8,1
76,158,6,0,0,0,119,284,266,614,383,349,374,475,585,648,1080,1145,1212,1525,1268,838,1286,665,255
77,64,42,62,98,208,96,268,858,1644,842,414,386,322,446,468,406,448,316,424,288,120,276,154,90
78,149,0,0,0,0,376,2394,4093,6944,8296,6528,4775,5707,6792,6537,7024,7683,8195,8067,6208,6088,6854,3310,1582
79,62,0,0,0,2,102,492,862,532,578,594,358,448,654,676,886,812,958,1756,1506,910,670,398,168
80,12,0,0,0,0,370,290,374,426,310,46,8,58,68,102,146,158,162,194,476,198,264,196,84
81,26,0,0,0,0,406,1376,2850,2686,2198,1538,1668,1506,1734,1574,1698,1768,2044,2084,2370,1504,1494,920,316
82,1510,102,68,99,461,2432,5591,12641,18350,17388,13505,12931,14229,15616,15444,15571,17900,19574,23339,23100,18878,21121,9452,3622
83,76,0,0,0,152,294,828,1070,2377,1596,1381,1276,1320,1749,3021,3547,3368,3103,2442,1777,1003,1038,466,234
84,76,0,0,0,246,294,628,786,1068,442,406,196,370,362,330,388,470,490,1010,1048,890,1062,772,414
85,68,0,0,0,9,444,704,1956,2173,1359,700,594,621,769,676,732,1071,1251,2483,1969,1387,1993,690,285
87,18,6,0,0,28,270,818,1984,2030,1200,826,844,1146,1116,1156,1284,1384,1286,1474,1276,858,1052,362,60
88,50,0,0,0,0,88,1106,2852,5138,3060,2830,2848,2602,2958,2864,2708,2700,3612,2682,2286,1832,2142,1272,562
89,2,0,0,0,0,33,3,54,158,51,36,30,29,0,14,30,20,48,176,134,102,98,26,15
90,138,14,0,14,380,835,1863,3432,3838,2273,1604,1226,1738,1632,1497,1657,1994,2538,4082,3639,2288,2440,1597,552
91,92,0,0,0,274,604,736,1478,1398,1336,1264,1242,1586,1628,2066,2220,2720,2738,4322,4052,2472,2920,1594,620
92,174,0,0,0,536,808,1306,5412,11154,5586,2164,1606,1944,2362,2042,2372,2028,2306,2670,1740,1634,1924,886,462
93,5,0,0,0,267,1508,1756,5260,11130,7285,2804,1516,1565,1167,1793,1721,2548,4116,6427,2256,2256,2297,536,232
94,76,4,0,0,96,381,442,905,1754,1329,829,948,1054,1364,1260,1207,1278,1404,1457,1154,850,1491,432,158
95,24,2,0,0,164,146,174,660,860,502,532,460,522,654,566,582,634,578,846,890,448,812,322,130
96,1,0,0,0,0,98,238,317,1032,1357,476,319,324,383,441,340,501,552,794,616,471,384,136,51
97,59,1,0,0,5,39,83,320,329,219,108,166,244,249,372,564,674,943,1471,1638,1118,1316,661,200
98,108,0,0,0,76,408,850,1348,2066,1236,760,814,734,832,1196,1180,1140,1076,1720,2086,1780,1796,870,394
99,3,0,0,0,0,264,129,301,309,218,137,85,106,152,156,146,170,138,184,285,209,330,92,52
100,1,0,0,0,0,0,26,169,197,79,6,43,75,24,90,160,220,538,1072,1195,573,543,366,83
101,378,36,4,0,151,862,1387,2708,4755,4092,1175,1260,1653,2172,2649,3065,3984,5638,8002,5688,4974,7756,2064,882
103,6,0,0,0,0,106,398,644,482,407,138,115,23,73,42,82,167,415,570,1133,658,614,312,136
104,45,6,0,0,161,639,905,1471,2450,2225,621,482,658,694,492,565,654,1789,2863,1229,938,748,535,337
105,65,0,0,0,89,842,1707,4688,7495,5670,3059,2508,2556,2342,1989,1625,1219,1118,1755,1705,2792,2461,571,291
106,1052,2,0,0,3638,8654,20261,47657,52429,31540,22430,21698,25028,26973,27442,30336,33222,37904,52136,50384,35453,40381,19723,8673
107,38,0,0,0,0,18,336,418,414,444,462,486,676,616,698,1002,1126,1188,1620,1746,1082,1188,750,258
