클러스터,00시순하차,1시순하차,2시순하차,3시순하차,4시순하차,5시순하차,6시순하차,7시순하차,8시순하차,9시순하차,10시순하차,11시순하차,12시순하차,13시순하차,14시순하차,15시순하차,16시순하차,17시순하차,18시순하차,19시순하차,20시순하차,21시순하차,22시순하차,23시순하차
0,1580,532,58,74,852,2122,3418,5420,6230,4356,4192,4308,4606,4562,4966,5806,5790,6714,6704,5074,4080,4012,4092,2908
1,3134,521,0,0,520,6059,7370,11989,17846,14148,13075,13925,15317,15781,16874,17565,20117,20404,23564,20621,18634,16475,17376,7750
2,0,0,0,0,0,8,138,186,330,170,72,126,112,102,96,148,154,122,110,114,36,24,6,0
3,206,0,0,0,77,388,1217,1703,2870,1738,1248,1504,1763,1942,2058,2206,2713,2371,2565,2112,1604,1635,2115,761
4,1388,592,136,92,1980,2644,4296,7652,12808,8318,5170,4322,4384,4568,4944,4038,5434,6370,7500,6064,4910,4728,5114,2200
5,12,0,0,0,0,29,72,292,435,437,214,214,234,220,212,147,314,185,259,253,174,156,196,84
6,42,0,0,0,36,392,1054,773,1639,998,429,577,775,754,2684,1739,2101,927,1015,1389,926,955,973,368
7,57,0,0,0,0,76,151,472,483,401,207,261,291,241,278,381,410,457,658,606,425,378,626,258
9,62,20,0,0,105,380,851,1468,2424,1481,1485,1617,1530,1635,2306,2158,2351,2703,1967,1535,1529,2258,3401,906
10,70,7,0,0,48,359,1004,2455,1778,1026,540,513,361,472,227,381,342,357,650,881,590,494,566,210
11,194,0,0,0,700,530,904,3072,2052,1412,1086,786,998,464,316,606,2982,958,1334,1762,1726,1632,1940,630
12,942,48,0,0,3588,5352,7907,29108,24573,14709,10035,9732,11967,12836,12980,14415,17926,22040,33023,37533,22964,21258,21266,10545
13,22,0,0,0,56,155,328,1651,654,325,262,301,304,330,353,1154,1718,693,494,502,372,424,430,148
15,0,0,0,0,0,84,1020,2034,1322,1040,466,514,424,266,478,456,274,258,1006,1438,1036,890,1126,308
16,14,0,0,0,502,656,476,2396,4444,2284,2256,1794,1804,1810,2010,2404,2824,1918,1946,1658,1240,1232,1716,560
17,166,112,118,101,1496,2127,1741,6039,20573,9005,2859,1917,2098,2385,2533,2679,2973,6485,12873,3647,2634,2798,2507,670
18,0,0,0,0,0,0,456,1776,2404,1402,404,360,316,480,444,476,336,580,1058,982,508,608,668,332
19,66,0,0,0,76,90,438,1725,1792,1202,735,767,690,751,733,1024,873,1092,1463,1212,905,927,1077,233
20,1,0,0,0,0,0,93,241,166,188,77,70,50,58,43,28,18,25,23,23,34,28,28,50
21,2473,742,460,385,5271,4016,7211,17278,23660,14977,12643,12570,12686,12091,13206,14506,16329,16893,20374,13834,11008,10580,10854,3272
22,2,0,0,0,0,120,276,664,744,438,186,176,272,118,152,108,156,86,122,120,96,68,48,22
23,386,0,0,0,744,1462,2927,5728,7132,4410,3860,2965,3846,3768,3619,4742,6008,4336,4623,4348,3428,3358,3092,1595
24,72,0,0,0,0,416,1506,3150,3836,2912,1842,1718,1880,2166,2086,2154,2234,2900,3420,2914,2010,1840,2132,948
25,18,8,0,0,4,2,8,68,78,32,30,36,20,20,22,30,58,80,98,126,56,74,96,68
26,0,0,0,0,0,48,244,824,1196,972,838,618,702,684,780,760,1124,820,1216,908,782,794,694,208
27,0,0,0,0,0,0,534,958,1202,588,412,238,308,282,236,300,358,322,724,892,706,836,812,272
28,0,0,0,0,0,28,132,688,362,146,62,64,104,188,184,394,446,404,676,776,644,554,812,348
29,27,0,0,0,0,112,571,1822,1926,808,534,492,583,493,516,512,560,631,1058,1100,687,655,691,371
30,1031,153,201,126,3198,4069,6583,15704,15999,11978,10578,11034,13265,12899,13083,16344,17331,18735,22071,21036,14304,13178,12975,6462
31,517,138,42,7,361,850,1681,4806,3843,2829,2898,3145,3728,3809,3935,5090,5430,5701,6154,5627,3932,4031,5038,2320
32,2,0,0,0,12,194,162,458,640,800,518,146,412,376,244,210,154,578,1026,728,248,92,122,72
33,1,0,0,0,0,14,440,1401,1557,671,398,428,409,379,363,242,224,283,283,199,157,73,160,40
34,143,16,80,75,153,390,323,1052,2188,1661,983,851,768,712,746,622,762,726,582,312,203,160,191,101
35,2515,100,0,0,5405,25555,63540,149860,263345,156905,67555,51175,55345,54690,55060,64755,84515,126530,165640,138120,88120,88425,74870,25930
36,58,6,0,0,284,1278,3588,6708,5840,3182,2184,1556,1540,1468,1280,1422,1102,1282,2752,4114,1874,1908,2350,1258
37,1199,96,0,0,2439,3467,7960,21904,19256,11871,9607,8842,10566,11238,11332,12637,15191,16531,16548,13354,9895,9659,10339,4632
38,496,116,20,0,880,1232,5428,13666,14198,6718,4404,4108,4518,4516,3994,4924,5202,6220,9452,6316,4246,4008,4574,1864
39,157,15,0,0,130,336,753,1659,1783,1047,750,680,655,684,508,514,781,2037,1594,851,679,731,939,420
40,324,28,0,0,132,650,2614,8438,6208,3242,1704,1536,1558,1438,1412,1456,1232,1470,2446,3740,2546,2530,3238,1774
41,0,0,0,0,0,0,4,29,2,6,21,9,2,10,33,13,67,8,40,4,33,20,4,8
42,18935,1456,728,728,3976,35091,70749,186599,238238,179802,121954,116438,138187,153881,146629,163583,188286,242487,298277,241402,192640,234591,268079,76790
43,40,0,0,0,0,40,878,1786,1752,1196,780,618,622,638,574,966,934,998,1196,1174,1152,1046,1032,522
44,1,0,0,0,0,50,52,149,178,104,104,115,111,127,121,159,119,95,70,84,123,142,138,51
45,80,0,0,0,494,822,640,2480,3184,2070,1522,1302,1734,1794,1724,2192,2800,2836,2686,2426,2232,2036,1718,708
47,202,30,0,0,504,976,1602,4052,5506,3378,2358,2430,2752,2724,2882,2788,3796,3496,3544,3486,2380,2426,2890,1114
48,839,39,13,0,1207,3955,6540,17892,23484,9868,6267,6508,8015,6905,7154,8136,11143,11138,14659,10006,7604,7126,8279,3041
49,234,34,0,0,236,1101,2175,6356,4429,3261,2264,2353,2470,2345,2052,2167,2388,2667,2420,2679,1955,1547,1505,890
50,43,4,0,0,0,33,162,2152,766,153,137,133,160,205,355,920,270,161,256,280,200,234,176,75
51,240,0,0,0,84,1616,5104,24180,9924,5148,4116,3804,3864,3456,6676,13424,5152,5360,6636,5996,4100,4372,4816,1772
52,101,26,0,0,0,86,152,184,1152,217,60,33,53,67,44,180,230,379,1317,221,63,50,84,85
53,0,0,0,0,0,51,331,888,966,740,384,342,533,683,597,343,304,470,592,703,417,424,381,144
54,8,0,0,0,0,0,674,1728,4318,736,788,298,702,620,794,592,802,1006,1172,1372,934,854,868,542
55,245,6,0,0,230,304,1416,2731,2265,1052,883,794,937,975,900,915,1047,1039,1293,1811,1225,1287,1142,762
58,110,0,0,0,92,78,582,1418,990,588,254,272,152,200,174,140,214,446,730,818,672,566,900,476
60,1124,193,108,106,585,2870,7299,17005,24577,15797,9673,9609,9593,9972,10259,11475,12127,14525,19974,15241,10766,10446,11087,4134
61,0,0,0,0,0,0,204,232,227,138,179,129,153,122,162,184,195,145,271,122,95,19,35,7
62,900,24,0,0,3,416,2715,9847,14848,10772,4519,3178,3379,3455,3723,3581,3574,3623,3997,3836,2773,3615,4496,1798
63,61,0,0,0,0,295,401,897,1411,1350,1251,957,887,1199,1279,1561,1648,1636,2044,2142,2463,3042,2915,595
64,0,0,0,0,0,6,116,964,1742,360,174,144,204,192,184,384,352,176,554,430,232,224,232,58
65,515,172,114,110,1384,2850,5173,15948,25725,13152,8101,6751,7032,7271,6125,7138,9361,12141,14553,10360,7723,7772,8131,3095
66,570,366,30,0,0,412,336,1178,2241,1090,1346,1132,1235,1412,1362,1916,2008,1950,2535,2395,1775,1695,1887,976
67,550,103,0,0,867,1433,3278,8823,9918,5498,3638,2908,3404,3481,3411,3773,4821,5301,7053,6006,4160,3739,4136,2019
68,906,44,69,150,978,14759,40974,88091,114704,77303,40864,30517,29856,29067,29762,37337,42742,53756,79041,75391,55607,55681,61784,27370
69,5795,988,340,500,6396,19144,35717,69408,79229,50757,39753,37231,41435,43228,45022,55293,67677,72574,91578,91168,71273,68402,65893,32411
70,162,2,0,0,580,888,1562,3868,2976,1604,1252,1082,882,1230,1054,908,952,908,1056,1140,708,838,1098,750
71,62,0,0,0,76,78,198,744,638,414,304,422,406,436,424,520,720,650,572,406,328,344,256,106
72,0,0,0,0,0,9,280,911,1364,907,564,350,287,378,307,74,471,592,840,144,207,239,177,71
73,386,12,0,0,440,1396,1826,6050,5068,2648,1672,1434,1944,2068,1694,3126,3846,3256,4008,3078,1992,2498,2902,1232
74,119,5,0,0,49,168,537,1277,2089,1307,1229,1012,1336,1138,1322,1213,1257,957,1036,734,579,765,632,318
75,1,0,0,0,0,24,26,6,75,8,21,5,17,0,5,15,1,7,5,11,18,12,15,2
76,235,5,0,0,0,74,344,418,680,446,491,481,618,684,824,1326,1827,1639,1823,1524,1140,1113,1528,488
77,128,88,52,90,136,512,504,1248,3416,2038,1116,858,1188,1092,802,908,882,1140,1792,1098,924,1436,1542,730
78,277,0,0,0,0,467,2542,5306,7610,9832,7644,6274,8377,7969,8120,8700,9452,12199,12064,8652,7593,8578,9013,2845
79,94,0,0,0,6,164,550,1546,1116,876,812,862,798,660,756,1154,1482,884,1588,1372,822,612,612,282
80,20,0,0,0,0,430,282,484,492,446,20,20,100,72,136,144,256,144,152,320,188,174,528,276
81,48,0,0,0,0,296,1650,4110,3504,1804,1308,1538,2226,1526,1146,1554,2736,2112,2330,2090,1598,1172,1258,690
82,2109,183,79,96,447,2422,7257,20011,23015,21037,14707,14499,16353,16329,16571,18637,23463,24331,28740,26956,20075,21590,21658,8421
83,69,2,0,0,140,242,1353,1488,2933,1986,1536,1225,1861,2244,3166,3013,3826,4095,2986,2158,1487,1183,1084,583
