클러스터,00시-01시,01시-02시,02시-03시,03시-04시,04시-05시,05시-06시,06시-07시,07시-08시,08시-09시,09시-10시,10시-11시,11시-12시,12시-13시,13시-14시,14시-15시,15시-16시,16시-17시,17시-18시,18시-19시,19시-20시,20시-21시,21시-22시,22시-23시,23시-24시,위도,경도
12,1860,0,0,0,42,10828,16743,47795,41622,20068,8752,7490,5236,2548,1858,1696,4062,12647,33003,30969,17139,16445,16160,12126,37.5888206875,127.087305125
42,6283,1,0,0,626,14887,9581,23865,34245,81344,50470,55757,63806,64781,50970,34943,23072,24259,39781,20754,62614,111274,133883,50388,37.55686269777778,126.92373355555554
59,300,0,0,0,0,5103,8683,15939,16345,14264,7021,5960,4950,3433,1278,846,2373,2697,10288,15508,9123,7711,8952,7426,37.56605097333333,127.08438716666667
68,2635,0,1,0,329,34754,55460,162676,244156,130624,52873,35945,33616,22352,9762,11576,25403,54443,157863,158240,83570,83246,73671,64187,37.484008015,126.9298187
72,116,0,0,0,49,1360,19404,85462,201705,104584,34929,23386,14077,7176,6380,22806,31086,78609,133120,51378,56300,68504,55279,23205,37.56979148,126.98300520000001
105,4381,0,0,0,138,11555,25259,110285,106686,69695,61789,70710,55409,53916,41582,21556,30280,47401,73559,64955,113768,106522,58206,33071,37.51278817,127.10047643333333
109,1757,0,0,0,29,8851,15301,39280,35320,3453,6721,8222,8519,4286,3630,2774,2821,274,20183,24971,15060,15442,15868,10181,37.451568,127.159845
164,402,2,0,0,75,3146,1151,3826,29003,49573,21554,10382,5773,11788,3787,8358,14248,13610,15571,7873,23041,30695,37310,5566,37.555271555,126.93701925
170,1468,0,0,0,2,5976,11372,29485,23708,11205,7560,5723,5855,2939,806,1406,5487,8610,18573,17930,9439,9902,8630,6330,37.545548318,127.14289266
185,3,1,0,0,8,7365,23175,71293,52438,24186,13967,7290,7696,2289,775,2595,9334,17082,42693,42074,22642,22137,20464,17793,37.604563434,127.0258873
187,1456,0,0,0,10,2980,5165,16081,6777,255,708,1040,281,1079,27,1262,2045,598,4115,7740,3828,2659,4344,4097,37.539729,127.223427
196,18522,3,1,0,3935,29446,27980,89916,31877,24089,240,1085,3335,566,2461,2835,5873,11536,52725,52059,12326,5433,18539,40477,37.507503835,126.891694925
213,903,0,0,0,1,5267,15277,39022,30668,13990,10819,9561,7733,4285,370,1268,1521,9144,32571,28212,15231,15005,15063,11597,37.54929975333334,126.83635376666666
246,392,0,0,0,23,2426,479,15881,17021,7743,4476,3607,2126,2850,2192,3192,4192,3179,3283,6618,4571,4119,4896,3384,37.471016,127.126746
257,632,0,0,0,24,2471,879,9399,59356,23222,2788,502,2186,1166,2234,4730,7324,18376,43483,2618,1031,1295,2229,5324,37.559621325,126.96425143333333
261,1,0,0,0,1,2169,1979,6025,8024,5,729,1168,1350,462,752,565,971,403,5731,4370,2908,4017,4024,3259,37.566203056,126.97711092
279,407,0,0,0,4,2803,2074,7910,8181,3966,1773,1194,1231,408,1204,1129,2028,2884,7556,8045,3854,4066,3594,2955,37.440952,127.14759
281,388,0,0,0,2,2741,5017,20260,11118,21064,7122,5174,3153,4266,2454,301,1047,2015,7781,11249,9847,4484,3488,6500,37.524540255,126.876294
305,8268,0,0,0,376,14564,2800,31601,44004,21464,15254,13200,12447,15955,10305,14274,20782,44355,80903,42487,15698,30870,46674,20066,37.540408,127.069231
346,34,0,0,0,1,1770,1052,7521,6605,8253,4853,2672,2232,5141,1673,3204,6108,8484,6878,2130,803,1566,2566,4555,37.521805205999996,126.90501986
350,19176,0,0,0,3904,24752,26414,87551,102798,49445,8888,12000,16113,12253,7482,5386,258,19287,76829,84332,36236,29743,33271,30999,37.48068151333333,126.9526396
352,7944,2,0,0,180,4622,4918,19366,71006,14874,8924,5830,4396,4318,7088,3860,1250,8988,26942,13916,6932,6944,10332,6260,37.492686,127.11819
358,287,0,0,0,16,728,1837,4251,9971,3104,2657,1839,2768,2860,1643,1553,1366,1341,3246,1472,4570,6642,7032,2966,37.53491479,126.9869169
373,5808,0,0,0,251,9960,17207,44438,44088,14818,10119,9860,7726,4917,1715,1627,6790,7091,35910,36398,18619,15705,14957,13565,37.49214327,126.82387880000002
383,21,0,0,0,1,347,1347,3814,4141,3101,2360,1804,1654,104,116,24,1841,849,3442,3678,1860,1316,3479,3010,37.51297422,127.01160809999999
392,2296,0,0,0,109,10543,11196,28864,31070,16372,7657,5433,4698,2674,675,1807,3363,10742,24593,19263,11592,11100,11707,7751,37.49989383,126.91022913333335
404,334,0,0,0,13,4226,7174,23483,16381,13375,7908,6356,5308,3377,2484,258,959,565,3016,12721,7555,5836,8103,9648,37.563535,126.903326
418,787,0,0,0,3,4076,6739,18681,8817,5231,3241,4022,4952,322,542,1726,2261,3251,6261,11156,6261,6706,5947,5503,37.541723,127.206901
431,9191,2,0,0,1717,16086,13595,50965,70890,35116,17416,13254,14236,11673,8419,10047,14130,20295,73475,47996,17415,23024,29030,13310,37.56094127,127.03509615
442,6389,0,0,0,31,1128,20174,49000,221473,119097,33371,23593,20040,19643,11300,3257,9941,55221,158418,66062,49148,49291,33708,4879,37.544952768,127.05473466000001
455,1261,0,0,0,204,3547,42490,134977,386069,373569,134450,50938,24960,27670,7994,41605,61358,123991,220819,129878,122593,156175,158887,59705,37.497742557500004,127.026885275
456,1929,0,0,0,61,10143,14547,51975,36943,12442,15868,14207,11690,6068,3399,3280,6465,12762,33865,47956,21568,21091,21850,28030,37.53317656666666,126.90134478333334
477,1506,0,1,0,11,9870,10430,30197,50845,21255,17072,14826,8495,10461,7543,8635,17829,22415,36905,18982,13556,12276,9524,9913,37.547962,127.07465
501,549,0,0,0,6,1360,6774,47982,131372,25474,4290,256,1490,2401,3415,14425,22742,47121,85540,14389,12327,9690,6905,373,37.565609438,126.96661673999999
502,4424,0,0,0,2086,11416,22360,57691,55425,27574,16943,8962,8181,4403,870,8305,17376,27537,59680,49172,24620,22073,19705,15726,37.614854772499996,127.065259675
527,1070,0,0,0,23,828,10943,31266,140258,120287,41423,17223,11194,9393,2233,9238,13836,33563,95063,49757,30507,30464,23932,5469,37.51738938,127.04219226666667
536,4070,0,0,0,66,8858,11612,39734,55800,21266,8984,9294,7528,6698,2292,6954,9158,14906,29220,22128,12500,11716,16360,13514,37.502217703333336,127.12860665
541,1309,3,0,0,41,2497,2718,2613,90431,31190,4760,797,1736,1006,3877,6382,7894,22373,57605,1982,4240,4911,1435,7695,37.524250456666664,126.89488773333333
543,1,0,0,0,15,1437,2055,9841,8464,5519,2928,2202,1916,819,196,824,1474,2983,7352,8425,5188,4944,4592,3734,37.582906155,126.9499704
564,1484,0,0,0,10,5185,408,1536,15227,12009,7103,6386,5892,6081,3923,1758,938,3085,12580,11749,1096,10390,21134,17889,37.53446365666667,126.99361376666667
567,1385,0,0,0,13,5897,11945,40728,40084,21464,9824,6006,4578,2473,525,2620,3870,11781,30735,27152,15369,13250,12069,8573,37.48627362714286,126.83868554285714
573,2524,0,0,0,2193,9870,11925,27985,27077,9703,7710,13221,3677,6126,7887,4696,16233,11041,15065,16881,8545,7321,8016,10270,37.58035416571429,127.0456692857143
579,1518,0,0,0,332,13433,11185,32333,30931,16916,3681,1303,2631,2589,7197,7033,9284,10928,23521,24583,16958,14458,12736,10721,37.433888,127.129921
595,217,0,0,0,14,3059,4069,16500,5917,772,1572,1298,2141,1832,2563,1663,5154,9637,2827,8353,1418,1351,4844,5705,37.478824215,127.12618674999999
598,1138,0,0,0,110,44,32566,85618,300992,165224,77938,44594,31912,18498,6442,30150,54676,106102,199342,88780,71458,74432,63936,19744,37.561519354,126.99554544
599,198,1,1,0,19,1020,3424,13544,5515,5764,1476,2445,2814,3486,2572,3439,5602,3653,3370,7412,1389,768,3086,6278,37.516373956,127.13107552000001
604,117,0,0,0,8,578,2117,9028,2909,1883,170,4898,2896,866,1983,6838,16851,19178,1882,6075,3854,5550,6925,3755,37.4842759425,127.08370074999999
655,1494,0,0,0,16,8302,15153,41836,25393,14818,9044,7415,6794,3933,1835,2296,1328,7805,24920,27224,14681,14790,14539,11193,37.576974964,126.8128879
659,1490,0,0,0,64,6921,3830,14054,54833,55843,22388,22196,16783,19592,12607,8159,9142,7960,7802,4690,30702,47362,48988,12774,37.5501693675,126.91490205
679,323,2,1,0,84,4244,14815,40286,143021,132486,43606,22066,16992,17144,10816,21895,29219,64702,110878,37722,41779,51476,44779,6360,37.494008088,127.01441049999998
683,969,0,0,0,7,1230,1740,7271,69621,29860,7813,3835,710,1120,1210,2274,7238,23152,45147,4308,4215,6725,4497,1925,37.517993,126.894766
693,448,0,0,0,6,838,33078,89048,215466,89630,39496,24718,14218,3894,7278,21676,39028,107158,160760,63158,36810,31526,21474,5550,37.566716542500004,126.99873745
