클러스터,00시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
0,14057,5819,2307,758,6123,16630,42319,111328,119033,74947,60711,56812,60664,64361,63702,74964,95480,91514,93529,79668,60390,55247,49669,29291
1,6669,2506,772,1766,2734,14963,26256,62332,98099,68746,57752,57062,58761,63456,63288,67186,76883,83833,99414,83130,68150,62985,55735,30814
2,240432,55514,22870,18777,125821,362798,635833,1426962,1981222,1432965,1093942,1030213,1116596,1208431,1200364,1340479,1523461,1662736,1988878,1681295,1288078,1234852,1192651,717843
3,43051,6310,592,0,15793,43113,97350,244223,279375,218121,164368,146863,165757,174774,169843,199296,242319,234380,247852,227813,177769,164539,158650,101693
4,13266,4211,2122,960,8414,15722,31030,79058,116185,76473,51967,45766,49840,51871,52448,58004,69515,75491,103524,74790,57785,57778,57373,29621
5,76596,17414,6568,5125,52273,129157,233089,509430,683001,485627,387620,368190,398220,419102,412335,456034,517794,546865,621856,517787,395738,367172,344569,202549
6,22114,6330,3345,3699,15788,45321,87399,218102,384245,253127,177282,157175,171059,184285,187259,204673,227961,251303,323668,236469,168274,165572,160221,76517
7,12699,2481,2376,1779,4170,23853,42522,112312,160680,110021,83344,84052,85661,94456,90367,98852,107300,128542,163787,116070,87945,86522,82813,46849
8,12890,1201,278,0,4131,24504,80038,202549,263746,171939,126051,115840,124427,131627,130570,158272,189049,184054,220837,185386,138861,134078,132197,68099
9,96137,16818,6363,4851,56297,148102,287226,629370,858632,623382,490608,453447,494727,517452,506001,566157,653609,705401,793109,668391,518283,499856,484888,302119
10,6046,1633,1303,904,7050,13797,37222,85969,101883,71675,56810,52509,62304,62463,64952,72546,81524,81124,96780,98381,68852,69434,59814,37240
11,7760,813,0,0,2718,12578,31539,88076,94301,59813,49229,53452,51478,53024,54095,57329,69273,75209,76728,66301,50476,45289,43694,26406
12,18038,2312,734,542,22573,50740,62210,122374,188984,130949,102584,97753,106755,113856,109844,123025,139186,159942,193456,169201,120019,113388,98668,56104
13,14436,3604,862,1236,5680,18812,41492,115164,105976,88440,69284,65346,74982,74368,72928,81124,100658,94540,107630,90488,69900,70902,70778,38400
14,0,0,0,0,0,74,5452,18694,26129,24238,17312,18540,19293,20003,19579,20433,23962,27146,27864,17444,12930,11992,7003,1753
15,16205,1281,210,0,11466,28806,52711,119836,166494,103711,83935,78750,83709,90666,85946,99990,113132,120347,138421,122049,90915,84677,81299,51279
16,30904,979,0,0,13039,39268,88963,174726,215117,178538,170500,146526,155279,170946,164827,182777,220605,227421,227828,194358,163826,152407,151470,94878
17,70989,18820,8065,5520,15787,81475,186067,457573,679584,416391,302451,296896,302547,326640,323549,350282,397741,471106,608191,481327,378521,374086,386913,238225
18,37069,16155,4433,2487,20527,28638,61352,165629,209963,144961,116920,114231,126950,134903,135288,150862,180152,181244,205532,178686,133853,122850,117021,75541
19,39282,5939,1678,1100,16181,52959,110637,277172,351846,266966,204865,188124,216495,246401,235653,272073,330521,380366,406653,322825,235065,249480,314883,132436
20,93445,16388,4521,2955,64151,170664,325904,725548,988467,751138,600899,564897,611294,650552,637713,705922,809402,866014,980175,830900,646753,613510,584229,351965
21,346093,101533,25841,22368,146094,335027,609355,1230826,1701250,1294178,1067469,1051436,1133447,1175006,1200835,1332954,1524056,1655148,1952646,1766283,1387475,1287315,1201220,851760
22,18749,3130,1122,915,16439,33959,53830,108460,147913,101051,80367,76249,84011,88940,86015,94943,109355,120511,137154,133327,96440,87464,78416,44091
23,150098,42330,19434,17166,31785,116496,191612,433858,751344,641208,411614,380777,415465,479105,470719,500391,539567,647156,852826,690745,501158,514743,544362,330844
24,41446,6738,1841,1315,22221,66815,141783,329908,456726,336475,240372,212747,223774,241508,234791,259585,294684,340841,421990,333132,242442,227100,230871,131473
25,18846,3867,2075,2513,13253,61697,81712,169921,253490,162421,122136,115599,119878,131132,130659,140301,155728,180765,234469,199630,137645,130788,119005,76011
26,6587,323,354,289,5835,16578,28750,61243,98607,64459,46169,42829,48184,50514,53235,58585,66979,72483,86443,69443,51370,46994,42679,24754
27,17849,7638,3041,2424,28950,40899,75374,136890,179273,131259,114270,109321,117082,131688,127250,134483,142035,154782,189002,148882,124157,115543,106813,40822
28,50598,6764,1392,491,18511,51880,118726,269906,342775,257438,201676,188628,208280,220690,219944,247538,299738,305709,334594,297257,227734,226844,213638,133780
29,26023,2178,0,146,26916,98431,166012,410565,800962,457711,228572,195551,203905,210686,220289,240613,273414,398871,567843,429863,295241,291323,223977,129028
30,33359,7348,3086,2262,12532,76344,131474,306801,471174,336753,277003,255412,264668,280375,262567,285638,329033,345914,413325,297538,242698,240709,235782,131170
31,20486,2566,1236,696,19538,58246,102624,212934,290068,222336,172714,170313,181018,186116,185351,203742,227536,247684,258099,215161,163314,157510,146061,88292
32,33929,495,0,0,13178,46689,144993,357750,445056,338727,230577,210286,223637,247544,230530,271784,340601,373152,414439,372709,276309,273316,276304,134886
33,46,0,0,0,0,229,781,2510,3481,1483,1027,911,959,924,884,952,1110,1197,1543,1737,1101,1045,1078,753
34,28620,4,0,0,8086,49215,106544,230879,280125,222836,163740,150376,164280,169336,155768,171941,203910,217674,244761,239998,190971,180919,191137,136391
35,19698,1134,0,0,4118,19102,44246,104743,166107,115696,86551,83354,92046,100938,96216,106840,121952,134834,167754,133103,102712,104597,109686,58533
36,10511,1942,670,0,1766,7326,23382,60245,75430,48804,32595,30941,33132,34856,35586,41965,52405,52252,64209,56874,42184,39547,39848,24835
37,101877,17232,7316,5103,74358,175607,318850,700756,971957,720405,545468,493339,542978,567581,543183,597772,685571,759358,877031,735365,564747,548339,531966,331782
38,22999,4681,2597,1045,10170,31702,95220,222581,304852,205601,155159,138036,146143,152020,151095,167096,184106,205025,260021,212103,161977,155481,149952,88374
39,134696,22090,9866,6226,59421,226264,433777,1025011,1362599,938723,693986,641306,692037,741322,721175,788975,908481,1039306,1298601,1061531,815897,805295,837926,502102
40,53412,8789,1441,0,39145,73975,140536,287734,361966,291543,231499,213722,230449,244479,239500,263782,316047,316580,368641,306073,228626,217458,214930,131752
41,59446,8638,5640,5346,22647,107718,177079,353028,538528,464510,338446,321863,344266,371447,375848,424244,471769,534452,608718,487242,372138,365906,349626,201601
42,26033,3252,631,114,7844,28118,65668,180664,177488,127215,100784,94488,112902,119092,114590,128955,169289,175107,192401,158064,119353,116176,131840,66805
43,61464,7246,4099,2494,59001,147863,257517,576707,676575,500741,409737,398492,437456,461887,452648,518273,601886,629509,715775,627198,464230,434787,394188,235873
44,24685,2009,298,140,8525,28662,71183,168303,216443,150164,120204,111569,124940,130613,132398,142844,166452,176409,197833,178805,137752,121974,121138,78255
