클러스터,00시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
0,15962,7031,3059,1015,6689,15682,36264,94469,119359,74102,64522,59325,63848,67845,69414,80516,88210,94827,94788,77952,57396,54937,50839,30384
1,8027,3228,1086,2136,2762,12508,24347,52115,92597,65344,53827,53852,58315,62740,63976,68367,76393,84218,92921,74677,59572,56289,53207,31808
2,257404,69074,26804,19910,121409,329365,554698,1227477,1892393,1390192,1077114,1046168,1140266,1228912,1237906,1383201,1532879,1682579,1950485,1592770,1203225,1172348,1139636,719579
3,42740,8704,788,15,15185,39538,85368,207905,264118,195988,164712,153852,173786,184739,179256,204487,228917,229332,242143,209108,160834,151492,147542,100615
4,14350,5084,2170,876,8597,14467,27981,63964,111053,73473,52153,47629,50453,51991,52720,60476,68955,77544,101519,68394,52223,51835,49451,27944
5,78022,19131,7207,4949,48696,117765,202000,448673,663296,476831,383902,376254,407989,426048,427783,474390,517473,553564,609434,492489,369450,352487,327728,202603
6,24946,7672,3894,3708,15998,40332,80461,192898,366993,253107,178208,164711,175374,194672,193574,208338,230127,261313,312136,229608,160035,159143,156187,80854
7,15484,2797,2109,1908,4019,20892,33530,97776,150492,105787,83878,84069,86794,91724,91313,96707,109350,127486,155488,108375,80949,82342,81745,46561
8,13618,1676,247,0,3894,21942,69095,163654,258512,168665,131105,120241,127694,135547,137304,158828,178049,181624,215601,173777,129332,125816,127557,67809
9,100528,21286,7304,5081,52514,129243,241347,543763,819314,580323,475017,449269,493312,515587,515959,573070,646516,691510,766516,614069,470536,460305,453210,294199
10,6526,1795,1334,1017,6871,13142,33964,83644,103387,73131,61021,53695,63356,65130,67299,74628,82303,84240,97965,93139,68208,65754,59844,38842
11,7649,717,0,0,2586,10820,26072,74818,88169,56729,47526,49969,50888,52240,53959,54499,64658,67683,71203,58559,44567,40102,40125,25618
12,20227,2660,830,542,22087,48773,61301,119474,195919,142096,110033,109373,118769,126583,122867,137616,154324,174080,203689,173946,120800,115590,101135,59770
13,15558,4466,1052,1260,5520,18162,36990,93770,108598,83480,76068,72936,78674,81234,78264,86736,100004,98188,102902,81320,66116,68054,67984,41016
14,0,0,0,0,0,101,5103,14740,25456,24148,17441,17991,18326,19519,19449,20156,22756,27017,26697,15299,11685,10870,6945,1868
15,16237,1857,228,0,11203,23794,44460,101513,161592,98599,83093,80691,87518,92079,89780,104641,112037,120937,131813,109950,82096,77569,75247,47966
16,32196,2950,66,0,11909,32902,67365,142416,192869,161230,147499,138441,147667,161737,159753,179659,208224,206747,210187,178306,137598,134424,132750,89749
17,78513,27061,8739,4404,15174,72829,165473,401777,678220,393209,289894,292237,312873,326971,332182,362089,399942,475262,600536,469134,355337,364378,371638,237487
18,36722,16772,5114,2846,19920,29022,56843,144891,211282,144286,125278,121501,133886,143908,145716,159065,179560,188624,209224,168089,128223,117859,112300,74404
19,42842,8216,2094,1216,15865,50846,98762,232819,349054,261626,213660,201826,232237,261649,260420,293497,330360,375713,405085,314667,225302,235501,273036,129320
20,99673,21472,5580,3361,60385,152942,287275,633292,945910,712595,588560,570603,615664,659238,660094,726325,803128,861780,954571,777589,592893,571884,556619,349768
21,341781,115276,31398,20665,143502,302625,516311,1072169,1582273,1224404,1030647,1037735,1134141,1194124,1238803,1383441,1567468,1663527,1886080,1637667,1276917,1198859,1139251,824390
22,18837,3613,1345,1119,16778,28272,46650,94435,140780,96146,80532,76793,87097,88988,89311,97816,108759,121607,136215,124286,86580,81271,72338,44536
23,184734,60075,23317,22104,33694,114487,175608,379209,685817,628756,409997,385618,434523,489735,492580,527684,577442,674429,844902,685826,480262,500339,533244,358602
24,45045,8355,2097,1419,21887,65393,131267,300473,453994,327760,244727,224646,238105,258402,255929,279340,314055,357951,428220,323904,233940,223386,222120,134687
25,21034,5480,2619,2205,12088,55632,73433,155133,258123,164985,124136,115818,125859,134919,133560,146053,159843,187441,236122,189163,127616,123493,117997,75325
26,6226,538,382,324,6081,15025,25161,53402,92325,60604,43872,41763,45488,48257,51261,56397,64565,69610,84195,64731,46393,43607,40692,23865
27,20058,7260,3336,2670,26887,41219,64283,119653,159314,123199,107821,106030,112495,128672,129361,136133,133085,149282,177894,130666,111759,106680,95871,42065
28,51623,10422,1955,685,19495,48495,111174,246174,335288,250964,207863,197100,217710,233680,233810,264695,297659,311135,339392,285575,219221,216540,207830,137774
29,23810,3261,112,236,31980,100582,186025,398842,851388,512482,239353,211876,217710,223997,228067,260728,296422,424777,579293,424028,291238,281458,224456,131742
30,36063,10581,3119,2565,13306,66561,120496,261661,423002,313976,249133,254538,257890,273184,270596,274602,306390,327900,382831,273499,219739,220422,215879,131972
31,22632,3474,1208,866,18122,48750,86047,186212,274799,207815,169658,163480,175426,179180,179820,197680,222402,237833,244934,197459,151752,147383,141270,89583
32,35610,2723,13,0,12646,45930,126325,307464,432322,303668,226405,207022,222098,240636,238531,272938,313740,340943,406924,345888,252354,251118,247751,135033
33,57,0,0,0,0,203,637,2398,3554,1470,1074,1017,1048,945,929,1020,1173,1322,1565,1472,1175,1058,1121,728
34,29807,325,368,112,7607,47267,96184,203566,254283,205000,156821,148081,164864,168428,161953,177121,202986,219774,237946,226966,178973,165084,172157,130182
35,24102,2555,119,0,6246,24655,41854,90789,162764,115024,86064,81617,91357,102193,99760,111023,128606,141321,167732,129831,100718,103687,112110,62965
36,10434,2358,861,0,1559,6856,20405,48324,72538,46770,32832,30441,33727,35160,36486,42406,49073,54189,63749,51743,38467,35846,35945,25206
37,109619,22910,8760,5702,71037,158623,281141,618336,934545,671515,526993,502227,543798,574723,566838,624092,692757,757481,861557,692453,518341,508532,498070,321963
38,24998,5974,2955,1107,9926,27546,81493,201298,298506,205387,156539,140727,153224,158472,159932,174899,191323,217361,265383,204761,154917,152449,146878,89767
39,139835,28237,11497,6832,59798,201995,377229,887161,1293119,892108,688994,651450,719898,763082,750944,823215,926296,1049965,1258792,995592,760395,766946,792608,497647
40,57198,13177,1561,0,37981,66349,120315,245686,349558,269595,229687,219613,242333,251403,247354,279450,321433,317381,360392,286665,214220,207802,206411,135928
41,62777,13346,7774,7988,26373,101975,161417,313932,494890,432223,324767,314990,341636,365639,363933,404689,460715,512492,597350,462999,346168,339129,339466,203927
42,25197,3213,855,176,7216,26636,58632,152070,173931,130594,106301,105599,118092,129739,127323,139665,165063,174669,186960,150955,113697,110395,120820,64765
43,65113,10185,4558,2798,54798,127118,210974,491083,642124,475257,401876,400751,442697,461684,463783,528737,586361,620695,684049,577331,424893,405445,375100,236397
44,26070,3262,418,230,7290,25512,60621,148656,212174,149099,122009,115920,131110,134433,137901,151296,168690,183133,198212,169562,127818,115768,114345,78343
45,3479,1292,115,39,1005,3078,9406,23504,21453,13254,11170,10554,11165,12053,12417,14516,19271,18369,18498,18298,12399,11853,11052,7336
46,21575,2825,50,364,14242,28272,62520,156134,197796,138514,109059,104924,114746,110435,105877,123397,141105,143334,147330,129552,96990,96487,90396,54380
47,10625,1227,49,3,5059,15060,35172,71368,106449,71241,59293,56789,58711,61250,62055,68849,76330,79559,85221,82246,60917,53964,50953,35807
48,27299,6778,3075,2081,36485,76438,97674,207297,363459,272009,213051,206379,220645,236304,236928,243235,263376,279590,289433,212019,175096,185528,185141,106495
49,37555,12681,5468,3737,38492,75268,117532,257059,501478,301556,214990,222538,219264,237788,240185,268062,289639,324957,446678,240503,191454,197564,174232,103715
50,24580,3951,1606,1257,15902,38153,69298,143070,161355,110044,88154,82579,89291,91811,89663,105580,118595,123912,137375,127360,95379,84486,83108,56698
51,16162,1171,48,0,7423,27373,53145,130341,184547,122594,97716,94141,104686,109829,110095,120534,135951,151587,177404,149046,102915,94718,90166,51509
52,30088,7559,623,224,7689,41298,86386,214116,326601,204191,137167,121925,130780,133812,138871,158620,179394,206839,249273,160092,113063,102632,97412,59027
53,33120,9359,3793,3361,8776,45479,93316,201604,359567,242775,180342,192595,205496,231615,240067,264895,310338,327462,372934,260619,220057,220612,191608,114283
54,32504,14749,3752,2404,22334,28790,47962,101491,162739,120907,100809,97207,100731,105705,111401,121565,135463,153475,167490,133072,98596,92856,85825,57990
55,30452,7512,109,30,28351,58107,90230,210022,278360,197402,170165,161454,176005,181257,183397,206806,229735,240638,256274,226850,173937,159840,147589,99927
