클러스터,00시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
104,876,16429,14061,16314,16585,15921,18556,23527,21550,22912,22122,15590,13832,12992,8144
105,12693,132701,122888,132093,141330,144352,169612,199745,205071,249775,185229,131134,129751,128124,56157
106,32524,166720,163014,171615,190802,195018,215242,246988,258264,304467,237091,185426,183540,181924,112503
107,89993,368148,355194,393562,419685,421119,482279,564883,613959,723701,592429,454708,448795,427666,253287
108,30520,148196,145500,166889,177627,179763,192551,224395,231965,257812,212147,168557,159402,164392,96112
109,12830,178125,149169,172356,177994,170340,200360,220368,253221,295132,249749,200359,198275,195010,132979
110,24531,145949,135429,148465,148085,143352,174346,211071,223639,267292,218500,160058,147165,145124,80149
111,28812,159650,155537,165304,174552,175407,201547,226544,235984,252129,222922,164495,153030,148785,92488
112,21184,90433,87014,99115,104326,101469,112670,126223,132049,137818,123435,92659,82391,71330,48181
113,48255,271447,253771,277480,292182,292520,320159,368580,387326,444416,362469,269275,261164,244313,146262
114,5094,26867,26269,28560,30525,30174,33769,37656,38609,42455,34597,26637,24257,23057,12877
115,112173,514996,484762,524939,553643,539310,604691,688498,768935,921210,856481,649362,634447,619377,406513
116,23956,176070,173951,186275,196498,196541,228513,267605,256060,276689,241889,185616,170924,177267,95634
117,6768,81233,66071,69612,70001,78101,82004,96632,106447,99964,76512,58575,57084,50000,29003
118,2346,29440,27704,29708,27609,31730,31884,36812,33985,33606,24920,18841,18085,15760,7748
119,57013,293163,274909,298395,307977,302351,341970,396966,425472,488951,424787,300034,283748,275367,166096
120,12355,65093,64681,68876,73378,68668,85620,115719,109888,108002,95602,69556,65496,59117,35323
121,24642,267819,221559,219867,223237,238899,239444,278638,295965,325866,256511,205963,206232,191907,126900
122,3440,79917,69703,79961,79540,83307,97128,109594,141899,184733,155713,98588,92136,78311,42014
123,7748,58250,54188,61752,65475,63717,68083,88165,93330,100160,85904,63349,62209,77289,40637
124,48144,465402,443881,493666,501299,504163,574169,683685,726628,854463,746983,533419,504609,433813,273116
125,20751,128893,129083,138355,143487,147430,163054,184001,191981,204417,195956,146603,130102,118336,76085
126,13599,166685,123757,146385,149216,134602,151479,174679,192689,190475,136949,116330,109376,91729,58190
128,12236,66036,61254,65666,69460,65663,74209,85677,86586,94495,86145,62975,55326,51700,33630
129,87652,364449,355536,378931,415969,411109,461846,527446,551581,634580,544315,413405,373410,396401,246734
130,5470,16066,14204,15638,16322,16058,18590,25064,26205,29421,27352,18575,17318,18082,12045
131,5047,48543,45587,47389,51862,50461,57037,69491,69869,78690,65912,45943,45700,44775,23529
132,63307,426306,391273,410315,444977,444367,486099,556716,648195,857466,602244,427821,406705,373679,187661
133,13568,119401,111370,117744,122254,118837,132600,149947,159556,186904,151454,108372,102444,97347,52229
134,14323,126602,123394,136159,141660,140692,162446,188785,191223,217983,184657,138560,127798,120306,70808
135,118399,581443,545427,598212,646525,623988,702603,788457,901005,1085352,887644,669300,665530,643461,404650
136,22722,79527,73931,82343,91467,94000,104650,113651,128049,153383,131418,104461,101082,98255,63347
137,53173,289634,270785,280986,298382,298059,325857,384591,400471,423469,345691,256984,252360,247030,146094
138,18553,169665,152738,155281,174573,169729,186968,219002,239258,293777,229246,171493,163488,161322,95518
139,24748,77311,71695,75917,79100,82091,90154,107722,112092,125895,114935,79964,72866,68984,47183
140,15679,81283,77424,85614,89519,86944,98174,113150,116961,126417,114472,83754,76196,72209,44379
141,56610,250984,271098,308263,333704,342204,382999,445156,439255,460275,396438,323238,295556,288661,144168
142,23398,143143,136470,145547,149514,150518,166409,199712,197468,212996,186012,134630,121335,113434,73454
143,15614,101546,84666,87487,94133,95417,105991,125559,143097,186344,131925,91664,82281,71761,41056
144,14254,82686,75984,83859,84230,85234,94380,125578,109271,109972,105674,80398,67722,64671,43441
145,69793,238251,225604,258211,277562,272407,289131,328170,387012,488814,398250,298224,299352,298919,194556
146,32627,199381,185033,199575,205299,205344,237022,269208,275822,305015,287066,216485,194711,176848,114090
147,54104,189602,175277,192109,203052,197988,225807,284840,281345,330733,261502,206632,204607,202693,115381
148,6072,51745,51409,53244,60332,55302,64228,72904,72734,82382,67567,53490,49885,46314,21817
149,14303,148653,143779,155186,158734,177724,200881,223804,276605,357343,219720,179204,175563,148584,73218
150,18190,119678,118680,121014,128713,130686,137579,160238,163323,190954,149713,113800,108789,104911,65073
151,73295,466306,423751,453279,485085,482759,545496,631903,673054,785759,647154,487614,449327,440813,253821
152,9768,53060,50224,52899,55437,55823,63323,76164,77394,84153,73054,54642,50332,48895,30030
153,79640,262642,244800,268073,307753,298018,321273,362587,431847,555371,411906,304644,319049,339294,177015
154,35918,111540,118341,130248,141398,150730,153997,162490,171190,185704,156467,127342,116947,112647,77506
155,5901,29708,27276,27833,28859,30554,39387,46726,44588,45495,43784,32293,28599,29001,16616
156,26865,192684,174248,166883,185606,185707,195451,229759,234539,231867,192743,147843,135576,132244,82063
157,11285,59203,53813,59783,63287,61331,67256,79108,85782,97074,93620,66063,59021,55430,32774
158,194880,1132071,1133921,1232899,1299330,1315404,1449737,1627956,1687225,1821881,1537833,1132503,1045704,972819,567065
159,2979,21426,18521,20472,22474,22145,29682,38643,31384,30708,25750,18188,17472,20264,9004
160,12459,90703,86083,93111,101193,100503,112948,127357,136995,164086,139736,105761,98977,95351,51675
161,6619,39353,38367,42111,46526,44757,55546,80846,64326,64754,54814,40807,38442,40603,19478
162,28308,153848,140863,155149,157609,158026,175292,208490,215244,240469,216971,166544,155140,147350,88921
163,6773,58333,53694,61873,65039,65253,77009,97486,96910,93916,78171,57276,55087,59375,28380
164,7423,32849,31449,35013,38105,39146,44872,53931,62840,85138,56782,39584,39383,39169,22090
165,46966,305072,280215,317706,336600,327649,373693,420394,471098,552679,494158,382914,371427,363883,232252
166,40770,116246,115725,124953,145646,134738,168379,214319,213115,254932,206839,159565,171465,174501,101951
167,14641,106058,104954,125371,140724,130530,152978,178588,198648,206067,148694,112484,111837,126347,50435
169,27843,218774,205725,223416,239797,242730,269943,304103,322306,371756,307754,224161,205697,191152,109922
170,130809,945888,858962,926123,976769,959306,1083768,1282828,1391542,1661177,1342153,995202,946783,938508,529219
171,11650,53862,53200,60342,61988,63679,69749,81371,84039,95508,88860,67525,61693,60922,39255
172,7038,101914,100980,107637,121139,120971,138464,169373,164993,169347,116394,87603,85787,74327,38974
174,20663,149570,135128,136539,151192,145560,164775,194313,198795,211795,172089,130194,127692,123973,82739
175,16598,107208,102061,116348,122075,120309,138875,164955,171612,189291,158463,116825,106832,109754,64146
176,10907,47863,44447,48517,51280,50441,59474,67617,66174,68960,57440,42312,40829,41278,27355
177,6845,37577,34472,36722,38335,39133,44499,54884,54738,53875,47963,32961,28695,26852,16201
178,8704,52000,48240,53976,56175,55352,69079,83446,82696,88947,75849,53767,49869,51043,30047
179,43048,126105,119898,133429,137931,138699,158636,193704,209420,266557,204677,154476,152259,152143,84875
180,52560,269216,264974,285537,311961,314389,352389,407740,446020,535120,451790,325774,307134,323614,176753
181,7277,45250,39927,45321,50339,47186,55009,68941,66960,73665,58678,43165,38641,40399,24950
182,5639,39070,34929,42268,47844,45952,45486,52864,59745,65840,51480,39061,36886,39069,23077
183,22076,194781,184731,198978,206016,207170,231322,246171,299247,367159,296664,207265,209993,147748,84025
184,37822,229006,245122,263573,282480,301537,306300,302296,300686,322803,212689,140284,124302,107432,64352
185,80551,261335,243937,274534,277782,272899,317692,387849,381522,433425,399113,299901,283705,278930,183448
186,17209,143970,132690,140980,149589,146332,162438,202413,212142,270541,205311,144694,134351,131141,72322
187,18154,149298,135411,145079,155737,156775,174682,197379,215933,274386,207418,145069,134274,127810,69094
188,6967,52151,46264,49580,50314,50620,60334,70321,90213,113167,89101,59133,57232,46791,26181
189,1576,33031,22857,25212,25686,22093,30511,29295,38560,47121,28785,22342,19805,14425,9064
190,15801,93002,88876,97416,102642,97530,105371,124100,121916,130664,112259,86982,80626,80151,45210
191,31266,217322,202632,227060,228614,231014,277189,338675,324678,383702,328258,239126,224102,221261,129590
192,49167,251907,237390,257152,268558,277736,309428,370020,392580,435184,353966,272368,260035,241618,142001
193,59400,384760,354127,382311,396670,384659,433060,500933,547432,626967,482149,357581,341976,328821,190331
194,6438,35384,32843,34373,38355,37293,47821,57179,50993,65523,47912,36220,37125,37230,22070
195,21126,94372,96081,97605,101701,101711,111530,126100,139606,159086,141363,104796,99219,95639,60354
196,147868,762540,827767,897705,951714,945371,1040437,1124451,1282021,1440577,980924,795024,776084,685929,408066
197,9340,70365,64645,72290,76050,78331,85482,101727,104286,122623,94721,68097,66159,60581,33080
198,22391,95064,94257,106201,112538,108717,122212,147706,157220,182959,171457,119684,120078,131855,78424
199,9459,66581,61355,66654,72762,69119,83420,95187,92617,103062,89127,65089,61330,59092,31136
200,18764,109682,111041,116260,124997,128099,138022,154898,164196,164328,157630,113285,99727,89221,52037
201,14938,98162,94795,101342,105559,105713,113952,133969,145553,171566,143730,107479,98774,95048,58744
202,40332,185392,176550,186573,202617,197622,215588,238398,280063,348700,295547,207617,196651,189526,116191
203,38044,240521,220243,241445,251177,244746,272316,322831,347618,395339,332939,238718,220976,224277,126547
204,7549,25459,23507,26064,28436,27653,31988,40149,38194,40915,41310,28376,25700,24280,15489
205,47657,258658,246998,253430,297031,290794,323678,344980,417690,560646,411904,295424,286980,268577,121187
206,7210,31983,35657,34057,35091,34438,40635,49995,49704,51905,46245,35305,33717,34367,21065
207,114117,550765,548870,632029,681440,671374,738595,837671,900512,994003,784041,628341,623646,625236,357926
208,11139,94007,84657,100161,101620,99014,118432,169709,165602,189216,169512,112531,110858,90394,54678
209,4148,15672,14877,16480,17258,16765,19114,20477,23171,30140,25502,18243,17849,18092,10647
210,606,2546,2826,2506,2885,2735,4614,7873,7778,7022,3657,2511,2020,2050,1042
211,62515,276584,254223,278660,298541,305723,344494,407046,446966,552679,414498,331403,340647,323791,199786
212,20049,133126,124715,133930,148306,145177,158545,187494,194790,224820,181462,137024,134331,140762,61280
213,44544,296866,279751,297180,316387,311792,351886,413337,430571,474161,398791,296105,281916,266609,151215
214,17170,100176,93972,106502,108929,105848,120302,139130,143650,157326,151719,110641,101231,93998,59111
215,5215,27960,26369,29846,30639,28933,34939,43217,39518,41327,35651,25936,25091,21927,12503
216,1364,22517,20907,20400,23605,23814,24115,29716,28646,33874,24459,17994,18560,16127,7101
217,49721,237548,248880,263577,295279,296585,315764,368429,407737,438341,303681,241915,258417,233164,125821
218,6469,21325,18793,22886,22143,24555,28860,40119,44340,46977,36577,29393,27138,24922,13094
219,26719,120000,111533,119193,122540,119421,134279,155314,164257,181847,161284,117798,105127,96724,63869
220,54134,330212,310236,353410,362008,351678,402587,474672,498887,536341,498551,341285,312056,286482,163218
221,11121,59397,54867,60744,63794,61863,69449,84126,77624,78418,74590,55132,48411,45483,28683
222,18703,93367,86930,95384,102370,98612,115837,136869,142689,172024,143901,108290,103341,104301,59968
223,13398,118181,112816,115633,116578,116591,132631,142876,153411,155455,127865,94228,87426,76010,46606
224,24204,145701,141291,149922,158603,161273,183276,215927,214585,226715,184645,139683,127483,125173,73311
225,25019,168277,165493,185735,196192,193941,217351,256424,281040,317632,259714,195255,185037,181732,108865
226,139300,760792,680071,708808,752666,748388,821713,927500,1159822,1520987,1264486,901606,874152,808888,523649
227,21929,168718,159446,169020,178404,180392,202852,231593,230896,230825,184062,144151,138689,130014,68397
228,18381,168301,163205,177106,183752,188900,213670,250910,248858,279602,250267,183282,164714,160694,98568
229,9371,55275,56434,58518,62975,61428,69295,94360,81982,83730,76576,51593,46833,41128,24853
230,14639,58850,57141,62908,69296,70817,80582,92259,102663,124547,91342,69683,65856,58263,30678
231,47962,279415,297123,332302,372260,389593,430676,462446,511672,621743,437144,355911,321269,277897,157735
232,10985,83791,77256,86431,95558,88163,97268,123235,121744,136200,110913,80661,78161,80027,44487
233,20997,184953,170090,179962,182838,186856,201760,231268,247891,283407,239929,176322,169467,162779,99626
234,17043,112000,102361,118583,122874,117092,129883,172838,167337,187015,148685,107587,103621,99087,59733
235,2562,9196,7633,9703,9242,9094,10225,13187,17471,19228,14619,9254,8691,7899,3523
236,15189,137588,105724,105164,111246,111568,123718,127626,155523,231998,178255,116552,111654,97139,53179
237,12546,81068,78809,82374,85841,85181,96854,109472,113830,125417,117040,84957,74438,67586,44619
238,23829,164562,150122,160810,173607,166816,190480,216792,215828,244246,217704,157497,145469,140370,80410
239,29657,115567,108304,118379,122411,121777,150313,187912,166897,182987,165769,124632,116747,117178,73037
240,8,5012,3456,3810,4396,5840,5080,5372,5070,4744,3706,2790,2898,1982,964
241,20460,101609,93753,103774,106625,103671,118200,136234,142830,158432,149473,109571,98215,94933,61004
242,17947,165447,144805,164674,170004,162044,195266,230310,227417,240961,187965,140901,138460,129807,74478
243,61502,231722,230139,250932,273889,271381,300588,335987,367708,410077,365028,278500,265921,264422,171259
244,42747,194934,190493,198158,216667,209283,224407,249146,294627,349986,244219,172891,170107,160624,102990
245,3021,29889,28527,31793,34722,34254,38125,41124,42839,46124,36446,26114,24605,22897,11862
246,43651,228062,210611,235436,251255,239487,276835,334512,345114,389708,332608,243830,228187,234145,128785
247,6058,25122,24273,26421,28822,25555,33500,59025,44402,42123,36481,27381,23651,21253,12469
248,139777,548244,537915,616925,681347,679484,758332,872914,974489,1123267,926764,712746,715563,744953,491461
249,42735,169830,153855,166555,183050,188268,204675,236429,255736,311526,257059,182023,174713,174267,106970
250,11039,120716,119734,131534,138538,143359,160275,175634,185566,230750,183559,141775,116962,102882,59478
251,29131,122982,115226,121850,129270,125719,140898,159509,172587,197745,163020,120670,118107,114135,68395
252,7790,50945,46573,54159,59323,57204,63980,81766,80064,91903,76506,55681,54562,57744,31602
253,164,1070,1166,1548,1645,2260,1964,1876,1934,1854,1726,2216,2638,2162,560
254,1289,20037,20699,21168,21325,20800,25485,29214,42466,44323,26408,18836,15230,12079,5506
255,44550,159303,167508,178690,205068,202076,208055,218990,235169,255132,200045,161898,171476,163189,94828
256,3718,53452,51941,53959,58943,61288,72499,82228,89103,110302,85281,54894,50142,48632,25757
257,65583,463586,432361,459639,488083,477866,541330,633062,673948,777322,635874,469379,443555,436138,251013
258,14401,131336,122213,127755,136393,136429,154276,178104,186325,209285,173669,130572,125159,115146,60882
