클러스터,00시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
0,12165,53975,49093,54317,57039,58194,61292,67305,73072,82671,68638,50961,47482,44703,24915
1,5751,49576,49492,53755,57356,58722,59912,64850,75326,90245,73963,58185,53142,48585,26396
2,213527,1021113,978517,1097043,1181977,1179986,1276862,1374064,1561644,1927971,1631576,1194715,1144010,1105378,664186
3,37097,138184,135870,158431,161635,160615,173098,187691,205080,234684,212473,155915,144585,135866,94336
4,12111,49548,44420,48604,50915,50183,55886,60871,70127,106789,75569,54622,53405,51278,27475
5,64056,351588,341353,378277,398917,395591,424553,445239,495054,577353,481753,347584,323195,300615,177582
6,18529,171221,154113,167701,187064,184601,194154,204012,241999,318926,233112,154161,150594,148362,70131
7,12097,76921,78513,83212,91219,86951,93884,96591,117642,158454,114875,82197,78519,77988,42346
8,10567,117650,110878,120729,132705,129167,136565,148504,167230,216851,181779,126681,123743,122249,64217
9,82254,425400,416633,460903,485313,484129,517273,557247,623646,739079,614184,452902,436119,425718,262366
10,5235,53244,48813,57166,58355,60829,67311,68515,71747,90569,86792,59949,56181,51707,32920
11,6598,36010,38357,43347,45508,43379,46304,48504,55554,64156,57339,39414,35994,35223,21099
12,16728,98049,94667,107410,111018,109927,117831,129240,153381,189012,169031,112556,107383,95201,53379
13,12586,60593,57277,67348,69403,69143,72460,75780,82514,91260,75073,58364,61916,58475,32806
14,0,13308,13916,15157,14531,14374,14554,16473,21953,26056,14702,10630,9914,5773,1385
15,13765,75179,72483,80610,86998,82724,88512,95716,108216,129083,114690,81483,73273,68229,43551
16,27025,123841,125848,139269,149642,147212,162834,179990,185135,198021,172650,129869,121240,121131,74607
17,62198,264959,266869,287762,307806,301714,318202,357152,425628,590593,486199,350108,347487,354944,218746
18,33730,109895,110583,125379,132721,133864,140391,150250,170847,195736,164314,121099,114126,108057,68382
19,34135,193570,187956,244652,275730,241172,261807,290986,371252,400901,310599,217643,230373,287627,119494
20,82260,543157,523784,583392,620709,616760,658136,705557,781546,922460,779267,574726,543566,529205,313029
21,311125,961706,965919,1078778,1158007,1185647,1301003,1430060,1579543,1872017,1710704,1281412,1196458,1105948,783673
22,16245,72088,71025,81429,85522,83301,89533,98301,111056,129889,126065,85218,77830,69353,38737
23,149138,408527,381934,423935,496643,484902,520362,552158,653335,864064,726797,493853,512780,544503,337650
24,36927,222009,204656,223507,237690,231334,251240,265369,323835,419839,329199,226068,211833,215344,122366
25,15619,113092,109353,117844,126484,128497,135988,145595,172010,228630,194816,126072,117934,111665,68102
26,5847,42135,39892,43216,46106,49095,53358,55559,66057,85307,68061,47583,44769,40390,23639
27,16353,103866,103136,112961,125967,126474,130778,129500,142018,183704,142338,120866,108235,98997,41066
28,47533,183211,179595,200831,212848,215279,233641,256412,280784,322418,290248,215226,204167,194013,137212
29,23200,230260,197840,205914,207084,217942,239924,269770,405437,613080,460197,298600,301844,218764,125878
30,26404,216409,214308,234462,244948,244933,251040,266083,298829,374962,275883,209639,207753,197724,115500
31,18586,154883,145923,163567,168193,164539,178189,189665,215366,234767,197077,143906,137231,132468,80413
32,28178,190007,175065,200082,217953,209082,231995,255147,293159,371665,350526,236962,233277,226079,119285
33,51,1057,927,1037,953,882,836,1024,1288,1604,1763,1129,1055,966,695
34,25985,154148,144994,164060,172739,157698,170855,189066,210236,246335,243824,188093,173444,182310,129101
35,18164,77620,75132,86793,96357,93615,102429,111298,125487,161827,127785,94921,96244,99705,56004
36,9088,30964,29392,33296,35055,34200,37447,41734,47939,62279,54099,38705,36423,36773,23985
37,88841,481599,456777,506598,528903,521709,550094,595410,672239,826419,682907,496894,477986,467420,285151
38,20736,145701,133531,146890,149792,148177,159465,172431,196190,257316,211652,154893,147000,143185,83118
39,113987,633670,609148,680744,732734,709092,757725,820403,966066,1252088,1032449,761694,742827,775107,459109
40,48608,217302,210546,235509,246308,241401,272444,293956,306371,360152,293630,210573,202457,197629,121592
41,45839,293703,275409,296399,317953,321131,346971,386081,452816,562239,452230,319487,316625,295325,169631
42,23240,99678,93856,120291,131685,121578,130281,145477,168434,190040,155277,113232,107781,128077,62350
43,56849,388173,378175,434249,454443,447382,488023,519086,582959,683638,596827,422358,394769,366797,222015
44,22141,112750,107899,123607,135105,129322,138352,147990,165682,192741,171847,122218,112020,108902,71422
45,3343,10909,10711,11326,12344,12086,13314,15678,17410,18735,19136,13201,11149,11047,7376
46,19478,99924,95216,106920,106054,102207,106208,119064,130093,144328,132558,98139,92723,89398,52294
47,10652,56891,54729,58980,60955,60769,65525,69257,74343,86533,85325,61765,54309,49463,34069
48,21359,189198,179244,191277,209700,205361,209109,217878,242386,270296,197237,156692,159174,158239,89075
49,27342,194178,193694,191499,214530,213501,235008,238995,288725,443787,246395,182105,182684,159204,86426
50,22782,85066,79394,88263,90377,88867,97475,106502,117924,136999,133744,96892,84406,82842,53561
51,12088,79360,77174,88698,94601,93904,99482,109357,126039,156484,139495,89886,81056,77152,40457
52,22504,118774,110179,120238,124859,126103,143360,150491,188462,256345,161275,111923,98757,90513,51285
53,22336,157544,168530,180826,201944,208139,226537,255830,285789,374706,261612,202101,196046,167896,95269
54,29832,94368,91956,95167,103987,106997,111773,123655,147227,165173,133199,94294,88664,78921,54825
55,26994,158960,151659,171195,179208,178770,191513,207810,220545,252541,233872,175804,158472,142222,93594
56,96823,483721,471527,534169,581370,578236,626389,682240,770145,978639,791576,579370,564988,540599,307970
57,22001,91322,84256,94451,102407,99136,109650,122003,142784,177403,135380,105951,105447,105623,64359
58,29533,200289,191656,214889,227942,218707,235268,251136,290559,358082,287287,206575,194546,199832,114503
59,59421,237540,225632,242970,252448,249904,266302,288828,336503,389771,379890,267511,236405,227458,159848
60,12882,80183,72109,85571,87180,84419,89005,94744,106412,122255,115648,80440,72296,74283,46106
61,16925,129147,120025,139850,149827,144742,147626,162746,199292,274178,201938,130610,130753,137710,73511
62,40398,372999,334862,346882,367064,365145,395015,430777,514124,703984,591873,416626,383155,380813,247164
63,14595,100266,82277,83602,95609,93222,98388,101348,125301,190669,143757,97241,92108,85899,46746
64,11530,98846,88105,91556,98466,97508,106944,111420,144555,231821,161495,96932,93955,86757,37531
65,82715,353722,374373,410718,445025,459630,502091,541058,617997,783429,637162,483002,461918,462047,258783
66,20324,116927,112133,125451,133203,132573,139183,151370,168637,209242,179968,128702,122168,111619,65322
