클러스터,00시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
67,3096,32623,27665,29086,28224,25993,26376,31493,36475,34160,25102,17906,15848,15367,7948
68,58400,326456,367327,385846,452646,460889,490529,512469,595831,801991,521068,396165,402437,338963,176545
69,16276,163059,151866,172969,180295,175881,190806,211802,246102,311195,291851,202848,190756,193472,118698
70,84011,274736,280053,322823,344836,345437,378491,408567,452056,509682,435588,335999,332598,336830,220505
71,24744,127238,119825,133820,142925,138413,150592,161860,188050,225761,196118,136017,125771,122551,73053
72,66014,370926,355177,396504,420308,411700,447377,477421,549116,666096,571473,405662,383902,388293,229375
73,56028,310709,338648,389740,422323,447016,480687,501639,509584,565206,471443,351598,306564,280113,176676
74,2497,17636,16678,19166,19775,18877,19854,21055,24778,25708,19213,14208,13992,13565,8472
75,23096,176966,174919,195767,208216,211300,229111,242147,257387,297856,252628,179983,166767,152245,85352
76,1365,18469,14728,16398,17556,17438,18656,20539,24136,26778,21549,15840,13657,12863,7708
77,21152,276175,267975,276717,297808,291386,318564,328787,403818,497098,358754,271154,271320,245391,136057
78,3175,62825,57276,64310,66768,72569,77255,76124,119607,197475,100290,75767,78812,63196,29734
79,4062,19528,17862,20796,21160,23012,25228,26292,29711,42059,33934,24784,22588,24192,12497
80,13745,81185,74815,87462,90074,88874,93127,101365,116318,144923,112095,79349,78506,79656,44297
81,21994,83127,75120,81267,86316,91698,103907,109257,124915,164199,137796,106531,107678,103522,60925
82,27580,147924,146315,178156,184847,186649,194096,208204,222827,244387,203007,149513,137574,148714,75556
83,173437,665286,691523,785384,840092,865806,961487,1059120,1137921,1333385,1207357,931554,825264,760172,502303
84,29028,192706,188309,202999,219269,217049,234705,246420,277894,354196,279919,201747,189390,178149,103063
85,21868,133753,128683,144506,150859,149876,159511,171050,193761,221943,190391,137721,124574,126204,71241
86,63007,297416,293590,330678,361614,356858,381619,407244,456577,537702,475842,325823,305585,271599,154048
87,27463,207010,200763,224930,239805,242195,261333,281479,318511,396096,332219,240245,222499,213099,118196
88,8755,98316,89589,103305,120159,121961,132687,144708,160980,205222,148960,84971,94868,110441,40948
89,68151,397791,387060,442047,460771,456319,496526,552058,638899,783464,712053,496369,452020,442619,269371
90,56118,185991,198514,223644,241357,252916,264018,263147,269957,286033,226505,169127,160152,153721,110042
91,8,3873,3268,3677,4263,4438,5170,8284,8545,5141,4654,2999,2941,2374,1169
92,44361,263143,225769,239318,244578,246144,263544,313478,429612,613256,446844,282533,255073,236089,128336
93,10708,116134,110901,121777,128554,127552,135236,143214,166515,214712,176412,116561,108916,99181,60459
94,69116,322287,313069,342666,365209,368804,396550,426265,478423,572549,485623,358010,341035,325608,203962
96,532,4131,3636,4410,4060,3992,4619,5044,5437,6148,5672,4071,3746,3833,2395
97,24593,102786,84685,87345,97716,99448,102818,108616,117175,154516,120543,87210,86179,86068,50930
98,16185,66292,66063,74349,79436,81735,89290,95314,109151,134864,125271,88253,83282,79293,51562
99,13871,67474,62968,72342,75251,73079,78061,83284,90914,109671,93783,67241,64815,58666,34445
100,20875,98532,100156,109890,113378,114411,123021,127093,145906,189247,148483,109693,102928,99100,54587
101,12613,139158,137525,145743,159074,158224,170698,186026,221004,294063,211567,155789,154129,149600,80799
102,3598,21724,18530,17491,18594,18446,20722,23459,22918,22035,19087,13214,12304,10864,6698
103,41921,414145,390632,448110,466971,457763,502399,544335,596402,711813,640949,458287,429601,393621,224673
104,1100,18398,15443,17826,18311,18199,18276,20736,21705,27150,24525,17501,15500,13769,8985
105,12962,137742,131907,145158,152139,149432,163511,175183,206243,272251,206783,139931,137909,141616,62038
106,28878,170334,165008,181420,198210,195634,215401,223476,250921,316199,243408,183439,182582,177361,107821
107,88841,353243,351868,399802,428907,430438,470408,513907,591082,738454,602797,449104,441108,426200,258009
108,30669,154494,148690,179185,198455,197974,209709,218009,235431,280069,227934,178708,174554,178938,108682
109,11715,164235,148801,160532,165864,168232,178253,193971,229779,291546,241590,191217,183999,191237,129180
110,23083,147435,136194,152288,156657,150057,170964,183399,219970,281313,229453,167822,153073,152173,83942
111,28790,155678,149499,167507,178236,175411,190058,198967,219153,245791,221953,161932,152270,146167,92088
112,19952,91314,86891,100928,106037,104563,109953,118305,129612,141961,124224,95675,85388,76330,50603
113,47261,266166,252921,277797,298099,295846,317276,346218,383295,456560,372059,265292,257514,243870,145624
114,5232,26627,26272,28127,31604,31428,34488,35142,36902,43428,35881,27489,24888,24365,14820
115,118618,535312,511866,570388,597660,584366,648708,707477,813411,1000298,980388,720513,696754,693413,448148
116,23435,177212,176525,195918,203988,202714,225014,224226,248924,287976,246794,189780,168524,176414,92345
117,6683,59769,55637,68841,71855,74996,73651,77813,88913,92437,73893,55762,51376,46516,27021
118,2805,31552,30931,32975,31713,35265,36441,37180,34229,33193,24121,17412,17140,16134,7663
119,56619,290855,277600,310194,323754,316068,341040,367797,428037,512542,445303,307984,296560,285172,173921
120,12101,67275,68341,76164,79168,76594,82537,88740,98152,112465,99885,69631,65150,61494,35763
121,21123,180158,173553,194035,204933,201692,215627,238195,254559,277487,230343,180356,167084,170662,109723
122,3993,79636,68594,80287,81377,84298,93184,103283,150307,215039,185148,109865,105027,88134,47112
123,7883,60742,57683,69086,77949,71505,73655,83900,95029,108103,92053,67590,65114,80761,43166
124,50906,469615,462229,512683,522514,531306,588600,664959,736115,935390,822961,572699,542487,483708,303452
125,21200,129160,127808,142813,153205,154525,164546,178536,188610,214205,199008,148809,132273,119884,79531
126,10650,141343,121543,118037,124029,122332,125477,125074,149235,165680,106558,79690,73230,70217,46441
128,12959,66447,63456,69488,73531,70630,74339,80460,86749,96153,89527,63937,56727,52913,35500
129,91106,337801,337437,391862,420345,416662,448322,487877,542069,649115,577837,427432,385714,392535,258138
130,5976,17180,15339,17757,18676,17410,20527,23236,25396,30695,28339,19834,17973,19201,12444
131,5169,43630,41423,46348,50995,48822,53490,57034,64989,76878,64880,45048,43295,45206,22783
132,67236,455245,420681,439190,484248,494255,514302,544847,679699,1000374,683262,459941,443439,411848,210033
133,12834,116934,111068,119688,124968,119655,129161,137334,159214,197513,157732,111192,103626,98105,54099
134,14646,125967,125652,141757,147219,145917,159319,171093,185293,223072,190099,140003,130392,125288,73253
135,120866,590834,561222,627270,673329,651420,713526,780400,931897,1185922,988012,734441,749844,708392,457047
136,21577,76934,72831,83532,92624,95871,105568,112247,128593,162736,143018,107986,106074,104327,65037
137,50668,258802,257624,279651,300480,289867,311431,333340,370305,418054,348983,259988,250485,245836,149576
138,17699,144084,144094,156041,170852,173953,185016,193365,229778,312544,240192,169412,166843,160784,98347
139,24554,74024,69972,73932,77661,81504,82437,89134,101264,120875,115212,79475,70957,68244,48252
140,15115,72788,71025,82002,86034,83510,91801,99180,111252,125401,114581,84818,75704,70130,44851
141,45388,259995,293396,341012,373092,363019,392707,423128,444691,474077,398945,299706,274288,267762,131182
142,24271,140546,133179,150550,158706,152537,160988,172081,189605,210736,191684,139455,125200,116770,76277
143,16497,107500,93043,96959,105941,105466,114560,122603,145767,207689,145110,98535,86243,75096,41442
144,14004,86128,80954,88193,88153,85043,88486,99595,102938,110431,103757,78258,66665,61964,45066
145,70708,217719,214411,257229,279061,273746,294383,322252,388195,522775,418330,299544,301066,299341,207033
146,34288,205499,196284,215758,218370,215154,235199,257358,282984,330082,308838,229571,206839,186204,122943
147,48246,176289,169093,184575,196620,195442,210516,233960,260793,326542,242377,187598,189860,184705,104256
148,4761,49704,51067,56172,59953,55552,61038,62129,68103,82389,62297,49963,45270,42075,19902
149,13372,153789,141584,152376,157406,170059,182997,198664,260369,378132,220743,175098,167751,144396,70439
150,16218,110766,109438,120493,130267,127854,134204,141815,153180,197100,146529,109270,103668,101662,62757
151,72680,480901,448008,499551,531359,523606,561281,594059,684116,860292,707331,515685,472466,465715,269592
152,10282,52500,51120,56169,59299,58410,63082,67515,75416,85622,75430,55706,51311,49753,31050
153,87402,288279,275254,303442,356843,344125,358144,379958,465011,638541,485489,336431,348802,375364,202296
154,30841,109597,117653,128135,144846,156325,160240,161540,170438,192340,159784,120934,108978,104037,69222
155,6420,32098,28747,31343,33795,32850,38027,44922,46555,48923,47243,33698,29999,30136,18228
156,25886,138356,132253,147254,155953,153122,159348,174463,187468,194565,174655,129482,116711,113821,76246
157,10957,59278,55544,60601,63375,63217,69229,73531,84553,99503,97265,67875,62272,55808,33827
158,193894,1112935,1126516,1259563,1354322,1380665,1490141,1578768,1706954,1914740,1584724,1149426,1069244,992016,585339
159,2229,17991,15846,18474,20893,19825,21573,27825,30544,24632,18251,12928,12772,13672,6261
160,12440,91317,89011,97638,106217,107120,115322,125562,140385,177791,151827,111461,105120,102458,56510
161,6509,37161,35974,40432,43614,45356,48396,50963,54187,55554,45233,35004,33655,35418,17085
162,30501,158176,147151,165760,168528,170168,183352,201859,223037,264257,239224,178014,166819,162557,98731
163,6574,60515,55428,65577,69202,68116,72601,82962,100608,98316,76426,57122,55611,59299,28554
164,6908,34612,32930,35169,37895,36478,39520,44935,58303,83309,51068,35019,34606,36808,20393
165,40901,299298,281494,320133,348081,339330,370772,395480,449734,564015,494879,373103,361263,368967,234869
166,46174,129614,121114,136539,155219,152779,167567,173763,210258,269329,238448,172145,172303,191198,116759
167,15645,110910,109694,135877,156250,141354,147778,160403,194920,214237,157870,116282,113113,133088,52835
169,28652,217760,210877,238183,252826,252481,275953,293740,327938,397965,327782,232169,216502,200089,116536
170,127687,971677,897876,1003422,1070783,1030100,1112857,1202532,1415058,1838621,1471838,1074588,999492,1006485,582616
171,12835,58273,57506,66108,66773,68246,69704,76552,86222,105421,96670,69943,67039,68846,42502
172,6775,96420,96585,104588,117640,117706,117581,123163,140316,167360,113162,83653,82836,73577,38996
174,18970,139023,129432,141642,150280,146441,153908,169200,187637,205220,168856,125981,119636,115845,78107
175,17134,108452,104908,127914,137154,135105,142793,151214,172490,204732,172008,122228,117068,117531,70411
176,11587,48096,44212,49831,52535,52695,56522,60045,62602,69920,58480,44119,42575,43162,28386
177,7360,39101,37536,41002,42719,40707,42707,45161,53672,57864,50940,34225,30628,28779,17448
178,9862,54387,49094,58791,61938,58750,64838,70038,78416,91825,74333,54170,49235,51714,30315
179,43741,132404,128909,143368,151548,151290,165491,185552,210156,292308,227489,168466,166633,164132,89193
180,54737,290713,284737,322813,352029,351271,378255,403397,461879,580652,495447,355603,334490,342561,191774
181,7266,39464,37135,44345,46413,46170,48289,52518,60936,69166,59215,41802,38141,39504,24844
182,5350,31015,32213,39695,45638,43515,44584,48771,56743,66274,51289,38595,37238,39321,21851
183,17103,136172,127821,136860,143128,148455,158437,170375,210208,268227,223472,152887,155960,119915,71880
184,36281,231723,248157,269052,304153,324269,328397,319906,323944,345647,225041,145400,128308,115173,64692
185,84487,260980,255321,288211,292312,293713,316452,348673,377275,442519,414699,315417,298753,302185,205738
186,17940,149741,141401,148515,156602,157003,163641,180913,214713,295067,222432,154357,143651,141112,79002
187,19917,156061,144249,159972,170774,171135,184899,193417,226419,308238,232201,159233,146712,139644,75918
188,8090,53790,48208,49653,51918,52834,56428,65866,89848,120332,91764,60551,58467,50773,27448
189,1662,35212,21132,19145,20577,19136,21449,21413,34918,44657,25641,20341,16497,13803,9036
190,14728,94674,88251,99976,106232,97681,102997,103697,114681,137047,122840,86757,84379,79251,47207
191,32597,222301,206441,231942,244321,245301,259033,284003,327349,411852,346252,248817,232265,236940,135620
192,47274,226209,222310,252826,272875,272394,296428,319585,361595,425368,349118,260562,249899,238169,143246
193,54953,375791,349407,389245,414331,398182,427404,451363,528196,643233,487688,357322,329219,316447,185547
194,7472,37224,35347,37641,40862,41670,46171,47814,52595,71827,53285,39584,39131,38567,23601
195,20953,87471,87888,98224,103014,101981,110735,118102,135439,163546,143711,103627,96977,96083,61558
196,117575,740889,791635,871261,930605,938869,1024137,1066633,1247032,1508665,986650,762281,731631,641398,373649
197,9882,67800,66819,76161,83701,80711,90861,96937,101478,126977,94269,67056,65007,60693,33402
198,22539,103870,98807,117721,125637,118286,124216,135200,164258,195555,190190,135288,127242,147516,88207
199,9406,67692,63346,71133,75816,73405,78301,82411,91158,106483,90893,66991,62333,60032,32330
200,18444,100535,98940,110862,118055,116042,123823,133656,145705,157194,148597,105202,91750,83732,50485
201,11432,87960,82490,92578,98822,96672,103218,110568,127161,162804,132045,97207,89646,86966,51067
202,37997,190310,184967,198615,211908,213770,224512,243631,287787,381191,324628,223003,212758,197690,120858
203,36437,227497,214720,237592,250602,243487,265191,282017,330049,402311,340026,235688,219351,223980,129397
204,8547,27386,26414,28537,29567,30375,32405,36253,38929,44951,45270,30124,26647,25280,16233
205,49597,285736,264049,275956,327351,321884,350311,361193,443097,652768,470261,331254,319853,298415,139451
206,7025,27628,29248,34915,34491,33210,36919,39216,45017,49245,43438,31871,30149,32800,20854
207,106866,476576,502629,568644,652069,625850,671446,731514,782716,870864,691610,540759,534161,555814,310885
208,10633,91233,79616,95568,91661,90791,100542,112778,130418,179054,163938,105125,97358,87979,52912
209,3792,15149,14014,15602,16994,16029,17875,20146,23013,30199,25266,18556,17611,17656,11202
210,326,1537,1454,1669,1679,1584,1793,2231,3931,3397,1916,1207,1103,1125,610
211,59104,286015,272973,299809,322826,325046,348897,373684,443868,601306,449887,341507,349868,344685,206672
212,18615,139241,131477,141604,161358,155451,160790,173067,198415,244541,197034,141145,137190,140685,62626
213,44514,299143,287991,319260,342754,335445,360419,385357,433076,513028,425143,311664,292233,282518,161739
214,16979,89382,85469,90762,94009,92860,102647,109952,124471,144340,135324,99493,88000,84469,56386
215,5354,27974,26451,31200,30109,29486,29426,32615,35404,39619,36139,25307,23291,22003,13213
216,388,11867,11274,10856,12155,11853,12466,12852,13768,19074,12204,8237,8434,7184,2864
217,53827,229482,247256,266319,304670,302511,318462,332632,391453,464870,302081,238803,260760,234361,130884
218,6839,22039,19679,22911,23431,24141,26762,32943,46320,50392,37569,30846,28019,25241,14455
219,26005,116998,114158,123016,127918,125769,132689,144515,162535,195937,163914,119462,105721,100763,65210
220,53795,302535,288541,328343,344690,346669,377744,409942,463770,533609,498563,342496,310097,284448,169423
221,11519,57282,51436,59392,61659,59618,61563,66305,70736,75642,71956,53201,48057,44477,28899
222,20311,103174,95302,106300,113037,109046,116937,125416,145709,189975,162327,117066,114087,111099,67358
223,13353,114939,113767,120004,122190,124213,137304,144081,160807,176236,139274,98742,91874,82599,49654
224,22641,141251,141496,154928,166241,162213,173133,183465,194300,223188,183198,134426,123334,120225,71808
225,22111,160390,158493,178317,194807,190756,205970,224555,259211,330095,259063,192544,184543,180083,105382
226,150630,797287,721798,763532,813973,809272,860731,958313,1225947,1674449,1415805,980559,974430,914413,593305
227,22028,173143,164996,179195,186420,189677,209413,220286,231305,248957,185803,145054,139069,135540,71966
228,18745,169134,163939,184946,193496,192166,209671,224253,245315,294387,259025,188474,172211,166704,99045
229,9995,57988,57085,65954,63064,61641,62649,64357,73795,84577,75724,51033,46627,41252,25759
230,15079,53484,55976,62081,67525,72637,79201,87054,101115,128707,94544,69847,66705,60963,33438
231,50789,290726,303735,344138,387588,414955,453697,487813,525040,668062,461919,368076,334009,301977,170879
232,10612,79133,77940,90478,97405,94723,97217,105326,117730,140327,114637,82267,78644,81776,45973
233,20089,174656,164522,180445,189420,188884,204883,214280,237772,282876,248991,179444,164883,165275,98007
234,17046,107159,102134,122251,124331,119700,125537,137565,153375,184933,147944,107516,95828,92751,58802
235,2164,8971,7376,9260,8088,8778,9183,10357,13614,16866,12730,8507,7923,7301,3601
236,14814,146127,108164,108253,118234,115977,126641,128975,155254,258390,203810,125363,120587,101642,55424
237,14241,82750,79100,86191,89628,92327,96488,102241,111985,130487,123211,88652,78589,69444,47749
238,24017,162307,152319,167637,177085,174303,185920,193371,211849,252422,223839,161192,146096,137986,82697
239,30066,117898,114051,125502,127858,129157,136762,147979,160524,186196,173605,130951,121867,120389,80250
240,26,4652,3108,3172,4288,5978,5458,5106,4482,3642,2984,2258,2610,1632,960
241,15916,85836,80174,91248,94358,91135,98709,107367,120829,139700,132478,94929,88173,85848,54970
242,16572,139545,135701,150364,161387,151688,168269,179831,208354,222367,179175,131469,126231,122134,72268
243,59653,224588,224477,248396,274859,277921,305571,329898,367778,428057,367286,282094,279093,272527,183502
244,37189,184057,181138,198246,218254,215381,229442,239416,282482,363817,248027,169986,163279,151846,96522
245,2640,29790,30119,34448,35763,34752,38233,39810,42122,48735,36559,25932,24284,22370,12546
246,45153,235688,221364,253092,266710,254671,270645,295142,343520,406517,346802,252903,237866,238019,133392
247,5734,26559,24929,28385,29903,27867,30101,34319,38036,42874,35027,25664,23019,22910,13561
248,140678,548847,535420,640806,721539,725820,788046,853776,984661,1188002,980599,738654,757123,778952,523138
249,45124,180809,167314,180941,201335,204674,218200,232586,266944,341428,284478,190420,181748,180716,111470
250,10364,123907,119827,132286,143165,151441,163370,170800,186522,255034,197677,147798,119875,106792,60924
251,24645,95790,88782,96654,104811,103685,111448,121188,140906,159711,127366,97124,97823,96137,61732
252,7897,52432,49425,59311,64106,62498,63838,68572,78478,94183,79292,57217,53431,59311,32882
253,14,118,134,330,176,196,323,354,402,344,192,156,58,78,22
254,1438,20696,20339,22858,23912,23354,26669,31640,46474,55010,29827,19510,15770,13493,5928
255,40452,148411,166707,178754,215115,206121,215353,223265,232164,266400,198999,149760,166725,158778,89111
256,3677,53550,51710,56408,60565,60872,67014,69054,84270,111012,85376,54905,51162,46567,26521
257,65414,480551,455740,506675,540149,521426,558749,597241,684953,853697,691211,498014,467306,465393,271238
258,15035,136207,128528,137321,147596,144190,153526,165344,190307,227541,189892,134939,131248,122221,66550
