클러스터,00시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
0,13647,4878,2196,867,5527,15920,39174,112007,114310,67950,57133,51884,55045,57584,57559,70834,88161,87295,88894,79078,56625,52857,48965,28388
1,5861,2106,756,1872,2884,14091,23792,59929,96880,63137,52101,51479,53462,59658,60648,65379,73693,80343,93313,78393,62642,57782,51396,28851
2,223833,50105,21428,18006,117900,334590,589517,1396670,1953574,1390609,1055902,992867,1085077,1170055,1167582,1305557,1508386,1644630,1948075,1673367,1254858,1198197,1167536,702107
3,38205,5209,486,16,14880,40727,93630,247427,279678,212351,155395,140619,159765,170510,163773,194747,247287,235758,248534,230184,174183,159414,153174,98945
4,12625,3596,1978,890,8474,14121,29583,78821,116544,75183,51188,45515,48552,50791,50372,56923,70147,75436,103414,74329,57109,54877,56269,28392
5,66358,14916,6038,4838,47958,118108,207988,478111,642409,451206,356002,345500,374136,391743,391898,432927,491332,517130,583505,497401,367166,342533,321053,187210
6,19884,5842,3421,3693,15470,40305,79337,209310,380483,249987,171402,155659,173938,188927,189678,201527,230703,257448,320848,245744,166929,160995,160823,75606
7,11448,2298,2157,1506,3914,21864,38473,106763,154900,107038,80156,80358,80773,89346,86992,92407,102163,121139,154032,115123,83414,80738,80212,43866
8,11413,1138,232,0,4177,23619,75384,206195,260674,168507,122828,110636,120819,129184,132279,157723,184619,184026,220435,189471,139095,132873,132434,66950
9,87778,14360,5595,4339,53069,131356,265087,616876,844611,603942,466858,433281,475248,499651,491034,554219,640144,690195,769693,654700,496128,475104,465661,286468
10,5258,1331,1095,784,6806,12028,31106,79335,90270,64262,52216,48306,55764,56356,61184,68730,77390,76405,89558,90629,63524,61568,54705,34914
11,6968,783,0,0,2519,11494,27629,88900,95470,58128,48234,53654,50309,52215,52754,58125,70119,76977,78514,67787,49679,45234,43029,25109
12,17512,1992,666,496,20721,47469,59261,118865,184467,126255,99351,94962,104496,113406,107829,120236,137466,163628,183946,167274,115762,110438,96520,54543
13,12770,3038,806,1052,5002,18130,37302,111355,98162,77119,63278,58806,66297,67592,66617,76064,95662,91160,100968,82677,63625,66037,66887,36109
14,0,0,0,0,0,73,4638,15620,23988,19134,13762,13545,14130,14836,14715,15281,17509,22373,25699,15597,11210,11086,6304,1445
15,14854,1001,158,0,11757,25086,48503,114701,166550,98574,78735,74742,82404,87282,83394,95295,109332,117875,133809,119876,87258,80103,77936,47394
16,28481,840,0,0,12533,36413,82661,173312,214521,179097,169006,143440,149631,164891,163011,180288,220862,225917,230159,196256,155112,149445,148700,90638
17,65272,16983,6402,4572,15755,70994,171900,438316,669797,390762,278489,273097,288328,308657,305923,333505,384811,452148,581096,482364,353768,357101,366434,228364
18,36603,14589,3841,2488,19485,27863,60536,164809,201914,132371,110816,106355,120198,127076,130481,148067,179294,178292,201370,169982,128923,119254,113580,71677
19,36627,5425,1622,989,15118,49881,103447,279596,347682,260345,196869,182503,217047,247813,231577,267192,329402,379702,402697,321648,230543,245566,311167,127784
20,86223,13710,3992,2568,62547,155479,304209,721467,975458,737433,589413,547485,593413,630314,624630,697490,803347,851532,970633,830955,622461,593551,573263,339031
21,332296,94974,24978,23237,138777,311814,575695,1214895,1654332,1223997,1016669,999855,1085901,1142534,1170127,1313705,1519054,1668983,1943058,1765680,1365282,1270830,1192235,830725
22,17569,2808,1158,762,15482,31279,49346,106747,148348,98595,77670,72939,82679,87739,84306,92746,106650,119559,134284,131615,92659,85790,76236,42989
23,139212,40225,19279,17175,30860,111727,181068,419819,739032,644793,400602,374948,407918,476723,464354,494436,539255,637966,831427,688949,488975,503700,532147,323219
24,38320,6521,1612,1236,20664,62325,132019,329409,449138,325010,228608,203393,220349,236880,229531,253338,288725,333514,410380,331334,236502,220835,227281,129011
25,17800,3601,2050,1999,12129,56122,77875,162298,252303,162362,118478,111610,121276,130717,130594,139672,158081,179597,233761,198670,135925,127273,117576,72970
26,5912,292,350,321,5517,15391,28449,62284,100023,63415,42560,40138,43382,46727,50684,55110,63918,70433,85110,69110,50291,47007,43293,24991
27,18239,6208,2433,2306,27563,38521,68619,131360,175529,123371,106201,105178,115052,127883,123494,134101,137504,149209,186123,145277,124056,109335,103746,40985
28,47101,5958,1204,446,17198,48655,112544,271360,339455,251293,197376,182627,204513,213301,214716,247252,303698,302904,331939,296059,225249,213483,207647,130763
29,23602,1535,0,41,23736,90149,153875,398275,821913,481119,229053,201688,204960,210250,220347,239380,281876,399139,578154,442930,297917,296493,226119,127918
30,30166,6499,3273,2632,11317,72051,121149,301297,462964,324338,266079,248415,249094,267781,256253,276811,329717,340536,399340,295358,230220,230136,226359,125908
31,19765,2078,930,598,18292,55196,94619,207855,284366,212055,164185,156521,169686,175714,174334,194468,221482,239967,251045,210112,157552,151803,141943,85229
32,31022,308,0,0,13328,42536,132247,347249,435347,326914,217271,200996,211535,231918,220766,266619,333240,365207,402773,371699,268504,264555,270665,132607
33,37,0,0,0,0,144,783,2136,3474,1517,1002,861,967,988,892,815,1090,1305,1519,1811,1248,985,1019,755
34,28548,2,0,0,7699,44727,97914,227131,272672,216902,160655,145529,162623,166736,154504,170626,206745,216523,245630,248668,197373,182918,193199,136478
35,18482,1032,0,0,4263,17150,42917,104337,160187,108015,78896,74527,83461,92903,90308,98870,116076,129577,160147,130974,96915,98676,105405,57845
36,9175,1519,620,0,1470,6627,23241,58559,78238,45507,30818,28568,31657,33568,33863,40555,50793,51147,61589,55111,39741,37400,38759,24416
37,95417,14454,6668,4652,71581,160310,297679,687619,956708,704938,527839,476808,524503,549372,535352,589121,681540,751715,861239,728197,542243,524169,517440,313954
38,21762,4193,2287,1099,10583,28392,88459,216940,294951,200609,148676,134249,144708,150363,146797,162243,182085,203725,257030,214238,161507,151887,148012,85192
39,123271,20026,9128,6542,57127,207958,410079,1004514,1333123,909317,671744,613990,679507,730965,701265,772865,898072,1022272,1264321,1054602,797689,783811,824620,483858
40,50154,7196,902,0,39313,69810,131446,281880,357559,285348,229386,210485,230741,239543,238663,269197,317389,323263,369009,306590,220381,212191,212094,129715
41,50430,8057,4848,5016,22288,102085,159228,330449,526002,439618,319216,308524,330121,359334,370644,411449,463041,520499,595555,473050,357138,346868,325986,182248
42,24183,2697,555,136,7791,26463,60515,184961,172930,124510,96409,92606,110363,117574,111961,125170,172914,181144,197003,158302,117457,114672,136172,65651
43,58194,6348,3874,2238,54431,137497,235940,561461,651268,478504,390387,378358,419502,441030,433768,510782,600675,624161,697203,617836,446456,416358,384442,230747
44,22661,1658,238,172,8068,25951,66534,166122,210853,146332,114045,108364,121037,125224,125223,140668,162890,172275,192676,177407,129951,117734,115998,75312
45,3554,1158,0,97,1150,3035,8311,24653,22531,13171,10949,10282,10599,11458,11993,13959,18052,18701,19300,19786,13309,11529,11579,7599
46,20329,1903,0,515,13494,30351,66930,195535,194659,130767,100061,93411,101182,101906,100698,116347,149553,146600,149571,138939,105114,100141,99608,55607
47,10742,409,0,0,4815,16085,38612,85916,117350,71105,57482,52435,57093,59921,59641,66188,76129,77653,88315,90459,66864,58945,53490,36001
48,24249,4293,2333,2154,36094,74648,103035,228064,380492,275168,208745,201028,208692,230520,229982,243538,262440,285967,306315,229247,188208,192413,183764,103667
49,29824,8456,4181,3612,39187,75573,113634,291938,524191,290058,202977,209251,202672,227184,237297,263658,281231,323739,453405,260995,198102,194407,179302,96402
50,23580,3047,1094,921,16242,40925,75371,159613,162642,108242,85509,78072,85253,87605,85732,97696,114066,124302,138192,136058,101745,89349,85420,55566
51,13358,466,0,0,6318,23437,54026,128516,165219,112549,81062,77474,87833,91666,90985,100380,118040,131811,159691,142287,97498,88596,85466,44804
52,23400,4128,158,163,7887,37577,89233,220846,312838,206888,122181,107390,115273,119778,119272,140136,178970,194488,247079,163094,113731,101034,95575,53692
