클러스터,00시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
22,17796,79922,76659,83769,86915,83676,90836,103873,116581,135483,129354,92230,85340,74705,42492
23,159559,409270,382781,441165,489412,482263,507419,558969,660517,861258,714642,512635,523558,556021,348790
24,42046,239564,222562,239421,251814,240267,261887,297004,345825,435618,341150,244762,226573,228609,129084
25,18837,118255,111757,118971,129112,125654,137209,148320,173565,228264,194078,132166,123920,114793,72229
26,5883,44646,43556,47515,49510,51191,55725,64624,70021,88272,69478,50057,47012,40744,23891
27,18802,114443,113826,120062,131306,125789,136417,136176,150188,189439,145804,121782,116300,97320,40582
28,47669,201767,194913,212901,221677,216957,242200,276164,293537,330433,296126,229050,214877,204474,129140
29,22570,229500,198630,208564,213917,215667,236878,267143,404789,575874,432354,295405,284435,209381,121327
30,30445,230033,223440,245755,253402,246947,262105,300390,323975,388156,291172,229065,223700,214710,125711
31,20494,169193,161451,178521,181002,175450,193198,211143,232930,249979,209669,156944,149207,140009,82913
32,33163,210832,198617,220087,232110,223302,261635,304016,325707,395265,355389,257223,249199,243933,129319
33,59,1031,970,1037,1058,883,958,1015,1255,1455,1481,1075,957,1047,695
34,26415,164148,153673,170046,170463,157892,172244,200107,215279,241702,238034,188482,170129,177541,130003
35,21286,82271,78140,91189,98821,95806,103266,118600,133341,166113,131387,99380,102300,107931,59214
36,9350,30356,28766,31622,32255,31516,37787,46131,47430,61014,53523,39536,35899,36429,23952
37,98180,507192,474656,518391,539462,522143,566512,632598,707798,836256,703577,534475,505605,495085,303797
38,23313,153275,139695,152043,154353,152648,165609,183072,206577,260704,211795,157511,153749,146269,86123
39,132956,664691,634062,712201,744777,706538,774558,879204,1014936,1281427,1051110,794735,775297,803988,478843
40,52647,219776,208317,230892,235815,233431,255879,298438,299885,352176,293984,215348,202965,200845,127707
41,60181,319495,309059,342311,363601,365617,406116,462252,516921,606459,497028,382366,355084,341946,197193
42,23933,99686,96236,118702,126370,116169,129930,163133,172514,187885,155410,114537,113291,128065,64283
43,60840,407570,396908,444653,459841,447841,499541,564613,599372,683587,606773,444832,409467,378970,228419
44,23452,120786,116808,132456,137973,135763,143828,162619,176131,201574,181686,135352,122433,118955,76063
45,3381,11088,11119,11813,12309,12646,14604,18392,18324,18587,19223,13599,11597,10984,7109
46,21056,107156,103084,109294,108826,104377,115891,136943,137664,147832,139612,103835,99260,97163,55475
47,10961,58984,55990,61022,61828,59231,65168,72163,76369,83914,86734,64567,57459,51578,35944
48,23950,207019,193675,213231,226082,217964,227388,246413,266218,288619,220344,187330,183690,179389,100041
49,31570,201928,206457,208415,225320,221690,246618,269733,316084,465103,255305,198069,196880,172549,98642
50,23433,86175,81011,90783,89780,85812,97493,112943,119023,135893,131355,101036,87260,85322,54218
51,15413,93814,89970,102118,106135,101787,110844,127039,142145,173620,154259,105571,95679,91122,49496
52,27394,121740,110684,120147,119047,123281,139951,166097,197507,248785,164852,116217,103208,97402,57063
53,27389,173237,183353,195007,210309,217414,243159,285689,313295,378824,273498,227654,222213,195810,109509
54,31299,101615,95471,97603,103588,102784,107132,122704,141418,165828,140733,100866,95187,83510,56247
55,29337,167626,157958,177897,181549,176040,197067,221303,228999,257424,239215,188027,169559,152402,98715
56,110966,517240,509741,567254,605713,603943,664311,751566,830336,1030891,833556,634656,617111,581647,333006
57,23613,92344,84634,93705,100182,99231,108333,130948,143774,174257,132039,105247,104429,102145,67014
58,32464,205940,194841,214665,224966,213295,239389,273017,300306,350703,286253,213693,200425,205181,116739
59,61560,246076,232819,249007,254864,250532,271148,314274,336633,395774,367995,266544,240881,234169,158921
60,14038,81299,76590,88898,89583,90449,115302,114616,115481,127402,114887,83849,75378,76052,46156
61,21100,133866,129405,145774,155083,149325,154612,176878,216211,295131,209983,147390,145416,148309,84534
62,48785,403653,372661,381529,401251,391671,428747,470035,563164,717026,600593,434034,407691,402689,248485
63,16675,104363,87615,91282,101302,97044,101510,107316,139502,194602,141717,97724,96337,91616,51136
64,14547,105831,93642,96697,107048,101615,116154,138769,162077,236849,160680,104071,100816,96860,41664
65,91923,357135,371311,414112,430909,446152,491248,545967,621579,773144,616514,495351,467292,467536,263337
66,23324,123117,115602,128339,131796,129991,144886,160826,178381,210946,183584,139971,128135,118550,70182
67,3417,29414,26993,27922,25593,23220,24948,32385,34783,33429,25532,18058,15584,15210,8076
68,64728,338358,387576,400949,456409,459033,486076,522138,600389,810894,532037,435420,429996,356761,189025
69,18504,166235,157013,178977,183783,174609,194350,223369,254408,315666,285074,206749,198383,200669,126436
70,105269,293061,298472,341902,361190,358913,400984,452975,485506,548551,469756,381182,373224,376177,250860
71,26760,130006,121356,134907,143727,136044,151209,180245,190320,225486,199504,142251,132343,122133,76767
72,72318,395756,380136,420088,434667,423486,465429,520816,581932,694372,581682,430404,405589,409180,239515
73,63769,339080,354346,381021,408486,417464,451947,487635,518791,583493,483546,366340,313126,287067,181564
74,2616,18571,17281,19564,19749,18915,21164,23821,25657,26135,19493,16103,15233,15010,8668
75,26114,195273,189700,204684,214788,213482,238099,266621,277045,307369,264804,194287,179164,161692,91984
76,1725,20798,16198,18387,18431,17997,19991,21900,30430,32429,25161,18077,15645,14505,8492
77,23220,298122,292037,295967,312502,300550,326005,360610,429840,519797,369756,296150,291348,253622,144897
78,4479,66118,61424,67213,71391,77454,79767,86513,126192,200720,100812,80274,82836,64346,31244
79,4740,23461,21344,23672,25957,26645,30168,34532,36981,51384,39585,29814,28197,27771,16553
80,13798,84337,76735,85991,89598,86002,97816,108245,117271,141926,111186,81920,78211,82120,44458
81,24522,86829,78411,84830,91612,92456,107234,113703,127688,167010,140850,112814,115729,110312,66932
82,32588,158055,155023,181618,185327,185725,201244,238798,235038,249642,205747,161333,148922,157500,80921
83,179575,688356,704848,785199,828034,840127,953173,1081749,1144601,1321696,1197219,958067,844487,780063,509308
84,32762,197265,184558,201237,213019,208387,231327,251033,281287,348528,279942,207947,193952,185766,110243
85,19627,134537,130021,142286,146233,144370,154114,173381,188306,206827,171480,129673,118083,115055,63690
86,66355,304762,304590,342669,368130,357159,381091,439501,466422,535236,483154,346264,321194,279037,156072
87,30937,223407,216281,237059,245969,244061,272577,307185,332070,408072,348178,262405,234256,229972,127739
88,9586,110749,104713,121800,146720,150140,158856,181530,186823,227314,156094,99168,103871,108624,42115
89,76877,418693,415525,456653,473341,456741,503298,586411,654393,780961,717619,509404,478758,462940,285518
90,63573,187832,196471,219285,228320,237848,251196,257091,272901,296150,234398,184026,175111,164578,117450
91,18,9070,8407,9547,9376,8922,9591,12734,12642,12573,15954,10902,9522,8844,5602
92,46673,256840,227021,242757,246769,242491,266272,323653,435788,605390,425547,279536,254386,236646,136032
93,11274,118696,114032,122395,129082,123918,137322,150763,171655,207797,175214,120795,111340,99909,62029
94,75243,346670,330665,359584,378327,369374,407146,453564,501220,593650,500845,379718,358238,341784,213374
96,568,4133,3765,4175,3983,4121,5041,5703,5920,6689,6443,4459,3929,4051,2156
97,25757,103150,90260,95156,103862,100084,105162,111369,126080,156799,122838,93335,89422,93104,53064
98,17137,71050,71892,80448,83130,83555,91858,106357,116531,137881,126270,92444,85211,87377,53457
99,14564,74523,69261,75957,79179,75734,86070,97258,99044,112356,96812,71781,67523,63144,37427
100,22901,102954,100132,112655,116985,114574,126702,143968,156188,191678,147899,114544,106819,103988,56773
101,16770,145275,142725,154504,167223,163896,181468,209470,234767,303020,219940,169978,164755,160298,93131
102,3416,26621,23379,22325,21341,23199,27873,33538,33821,29489,23750,16485,14171,11235,6962
103,48675,440485,419681,471937,480722,466427,522409,589372,623644,733944,660933,482918,445576,409177,241538
104,1303,18145,15940,17993,18335,17524,19307,22915,22652,25548,23474,16813,15165,13985,8933
105,13817,144531,134622,147707,158391,153447,172189,200349,212587,268746,203076,140402,134706,142352,62444
106,35771,172090,172248,181660,197987,199068,217855,242750,264182,329016,253474,198636,196851,191276,120556
107,100686,382927,379390,425286,452253,448265,499998,564972,636989,780613,636863,493419,488991,463846,279177
108,33923,164829,164254,186828,205618,203348,214809,236489,252080,284791,232311,187125,178392,187455,107257
109,13809,173410,153104,171004,178469,172292,190525,221427,245003,297843,248096,199026,195557,192841,132343
110,24663,150470,139994,154759,155612,144860,184196,207460,230422,283069,231804,171698,156859,156884,85187
111,31055,167798,164858,179815,183892,180729,200394,217591,233119,255101,230129,173555,161127,156286,97794
112,23282,96506,94153,106705,111986,108630,117429,128408,135864,147682,132989,102909,91324,78125,50435
113,51543,280968,268885,298117,311047,308364,329531,374509,406265,474246,388324,289392,275407,261292,159966
114,6405,29890,28814,30713,33158,31944,34964,38217,42064,46773,37309,29561,27273,25834,14802
115,128500,552536,527656,576995,602135,588813,640755,718728,822317,990721,927795,724886,694912,688959,459998
116,26480,188143,184556,199682,207845,204047,233423,263385,264370,298163,255997,200208,183464,186680,102741
117,7403,59583,57107,66281,68816,69089,72872,80679,86040,90853,76130,57938,53857,46889,28198
118,2713,30383,29348,31571,29014,32500,33947,35861,34559,34881,26186,19283,18716,16133,8095
119,61177,307664,289484,318895,328041,316671,350080,395154,440908,521157,448141,324763,304851,295857,179666
120,13185,69509,71874,77388,80573,74447,86964,105581,108818,115971,102868,76448,70056,65757,39080
121,25544,184424,174665,197852,202194,194905,213018,239147,268127,291910,243440,188767,178784,181452,122156
122,4202,86926,75531,85325,84334,87006,99950,112021,150756,200252,172122,106134,98527,84657,47576
123,8910,62469,61012,71770,76355,71246,74764,90512,99452,109991,93501,69407,67928,85838,44637
124,53673,489112,478863,522840,534346,529314,594655,689744,751696,915313,797515,575409,536235,478611,294882
125,22706,139104,135236,147404,150071,149067,167046,184168,195623,217028,204918,155561,138165,126073,81643
126,11877,151317,124191,126521,131704,124335,134575,145654,158665,170594,111969,93175,82033,74624,47853
128,13834,70582,66109,72617,73958,69236,76234,84755,87477,99468,90420,68014,59955,56627,37173
129,95014,353176,344007,390570,416083,411694,461880,506970,556403,648327,565638,434762,393744,409525,267533
130,6076,16730,15478,17602,17597,17412,19651,24182,26946,30281,27645,19672,18365,19727,12724
131,5483,44376,41435,44918,49736,47309,51783,60435,63672,75654,61311,45767,42838,44359,23733
132,71387,458447,416466,439942,475007,475577,504522,575066,682882,949695,651969,461668,434974,412141,211365
133,15287,126330,120062,129123,130738,125458,138300,151759,167782,204336,166059,119323,113096,105280,58587
134,15892,135674,134828,148375,154203,151017,167498,188126,198846,233735,197011,151111,137692,132265,77941
135,135616,599122,583698,645812,680988,658604,731562,814579,946044,1181742,958113,733615,730636,704578,447832
136,25218,80495,76357,87575,95001,99389,108968,117880,135557,169371,142825,114461,110001,108555,71222
137,56244,275492,260500,289900,302302,292353,323100,363117,387521,426976,347758,267329,255789,252824,152267
138,20189,157149,155223,169202,184953,179151,192416,214641,247174,321270,247854,181708,175907,173555,106210
139,26874,78852,74661,79755,80979,81712,87897,100497,110930,132311,121618,87122,78789,73804,52227
140,16419,81156,80962,90979,92409,89138,99265,112176,118597,132076,120374,90287,82354,76409,47575
141,62393,274176,300273,344729,367852,366160,402536,456650,472283,512896,445611,357211,329014,319656,165354
142,26081,149452,141893,157029,158300,155457,166010,189555,196968,222417,198940,148302,131473,123978,79161
143,17392,108325,92213,98785,103780,102401,110189,127670,150675,207730,145044,100893,90600,79634,44407
144,15741,88531,82690,90551,87469,86961,92471,118220,108135,113988,110372,84415,72533,69935,48151
145,78064,233653,232458,270282,295668,291617,305994,344262,415435,536242,433971,328502,336213,330271,222933
146,37387,210825,200474,217805,216925,212661,242711,270933,280214,324054,312672,236057,209313,192527,123734
147,59518,197768,183410,200552,211102,204808,228884,271424,286765,353364,277240,224083,220959,221783,128273
148,6928,54062,53430,57615,61915,56875,65601,71917,75887,87847,73217,59637,54149,50194,25577
149,17521,154377,152666,162632,170291,184823,205769,230992,300946,407760,237830,198373,196185,169384,84443
150,19725,116461,113611,122508,129051,126597,138540,147377,158741,198175,152475,116849,111356,107570,68557
151,82030,492668,460372,504740,535292,518155,573813,644888,715205,862363,710737,535814,490627,487794,280804
152,10896,54784,52829,58057,59368,57834,65060,73731,78219,89470,77455,59237,53876,52431,32584
153,93507,292196,275435,308921,351014,336522,353671,399643,483831,640177,473618,346345,354442,389714,208596
154,37906,113994,125896,141030,151493,161206,170390,171712,185702,207347,169912,140019,128014,120539,81464
155,6551,32036,28736,30932,31876,32112,39605,45930,46155,48793,45254,34402,30076,30862,19071
156,28275,147435,138374,150240,153091,151132,166927,184197,191803,200808,182375,139524,124295,120976,80398
157,12625,63045,59659,64524,65695,63635,69628,79942,89249,103639,100455,72868,65162,60242,35971
158,214867,1170081,1173625,1287308,1339893,1333983,1465715,1623294,1741916,1954389,1654684,1256889,1149622,1067251,630433
159,2999,22108,20163,23783,25035,24087,31383,37206,32938,34568,28398,20351,18793,21954,9820
160,13590,95639,92726,101560,109424,106811,117282,130592,143009,178366,151504,114742,106873,104346,57614
161,7652,45325,43245,49594,51909,51884,58213,75555,66897,69896,57819,44481,42182,42752,21949
162,32871,166280,154146,168261,171252,170544,185962,212737,229820,258192,234333,182598,170794,164516,98268
163,7915,65891,60186,69582,71571,70311,81464,97987,105126,105332,83561,64579,60807,66537,31939
164,8157,34830,32864,35896,37713,36983,42205,50190,62708,87683,63724,44016,42063,45031,25825
165,50466,320112,300243,341018,361521,339629,382390,432241,479501,574826,502919,387610,375945,383185,246128
166,48993,131166,124801,142572,156999,148703,176408,211622,231283,287965,233607,184689,196521,212210,124494
167,16589,118935,118395,149364,165810,147471,161429,190561,221864,230233,165253,124711,125772,143575,57421
169,30326,236540,224748,246416,260477,259113,284240,313275,342252,403672,333774,245048,225403,206345,121998
170,144364,988454,927148,1016973,1061079,1009750,1124778,1275429,1455758,1795950,1434419,1072364,1022011,1029141,583651
171,13495,61501,59592,67282,69752,71595,75876,83874,89615,106735,95542,73136,67994,68403,42943
172,6988,98685,101098,111953,122732,120703,131337,147769,150329,169598,119780,89551,85261,76561,41443
174,21460,140321,131440,139924,150152,148917,163321,175277,192680,209144,171829,132148,126219,121631,84053
175,18292,113678,110608,127387,133092,128713,143258,161026,176339,199462,169506,126911,117712,117340,70656
176,11922,52975,46977,51927,53358,52735,59361,66327,68644,72782,62160,46681,44617,45334,29671
177,7689,39925,37011,39922,42002,40635,44581,52305,54830,55576,50834,35042,30991,29042,17513
178,9762,55451,51262,58146,60220,59348,69275,79571,83426,95533,79814,57819,53501,56369,33394
179,50122,132464,127469,141978,145221,144489,163928,191943,212786,289614,221679,170645,169862,167423,91526
180,59007,298609,294380,323313,346463,349255,378835,421319,478502,583132,486671,365531,341576,359885,196111
181,7796,40515,39283,46173,48405,46989,52934,63043,63059,71044,58687,44525,39152,40459,26093
182,6702,34880,35305,43017,48314,47150,48112,52856,61487,70485,55860,43028,40942,41823,24515
183,25333,194591,183097,199563,203405,201464,225249,245099,304151,391199,314269,224303,226207,159812,93664
184,39891,237902,253430,263329,282815,297485,303565,302648,315177,348819,233630,157459,137307,117274,67624
185,87389,279900,267923,297115,292910,295262,329161,391831,406638,457582,428778,329623,311264,307097,204940
186,20030,153285,142052,155964,160285,155916,167012,197269,220745,291068,223091,161231,146980,144508,79575
187,20253,162504,147784,160462,169105,167975,183557,204677,228778,294316,225548,159069,144705,139774,76874
188,8104,53537,47209,49316,49754,49227,55645,67424,88012,119024,90300,61820,62766,49525,27585
189,1597,36795,24737,21458,22386,20347,24177,26354,38659,44008,25701,18772,15508,12075,8539
190,17990,96316,95386,103425,109234,102157,107782,121324,127012,138794,122807,90190,85553,83786,49401
191,34577,232573,224827,249691,248468,249019,278204,333447,339845,417274,353846,256040,244134,240550,144101
192,53986,239066,234033,259957,275605,273505,305486,346294,379014,447052,370512,288207,277192,257167,155146
193,65629,409642,384846,424795,438914,420099,461327,512855,586373,693950,529859,401620,369386,357527,208854
194,7684,37661,36382,37133,42488,40954,49117,55610,54899,73594,52706,40389,40094,41334,24263
195,23773,96922,95073,103957,108855,105915,115193,126705,141352,167313,147996,110525,104663,102060,67598
196,158057,802914,866249,941981,974242,967328,1047011,1126581,1305526,1558040,1054886,848866,813254,714271,440150
197,10085,69826,67620,76937,80230,80045,87146,99596,106889,129956,100239,75343,71444,69469,37765
198,22941,105867,102758,119454,123661,117449,132987,150908,166935,196143,181801,134769,127699,144902,85341
199,10518,70626,66015,72920,76553,73090,83583,92563,95424,109488,94956,70715,66888,63808,34307
200,19677,111709,111973,121118,125091,122489,133760,148983,164486,165278,161696,119209,104633,94315,55417
201,14634,101683,95348,104911,107832,104299,114629,128743,147733,180561,148055,114432,105326,99733,61732
202,45295,196852,186176,200299,213158,206962,227100,246600,293655,381999,322635,232814,217793,210569,128615
203,42753,253952,240710,263316,273303,258923,284995,325880,360953,426741,362528,259430,240145,244129,139803
204,8301,27020,26406,27783,29990,28659,32199,38394,38882,42921,44350,29805,27933,26291,17314
205,57711,289778,274986,293391,338990,330470,362188,389473,473045,657274,467098,343002,324546,318573,140954
206,8090,29838,29526,33401,34803,32485,38759,43552,45150,50498,44356,34516,33268,36015,22841
207,122339,554187,583442,672000,742472,732056,771426,867741,939019,1055145,830907,672166,652214,662737,390596
208,11824,100295,93341,108944,100725,95182,114408,155436,153985,194179,172518,116546,114712,93309,58504
209,4960,15563,15031,15875,17056,15959,18479,20922,24844,31611,26701,19870,19023,19907,11697
210,606,2518,2148,2722,2690,2443,3156,5672,7792,7330,4027,2408,2127,2407,1343
211,68303,300605,278681,305185,328338,326340,361814,406429,468961,614814,453816,359648,365822,354889,220778
212,23086,146756,138248,153579,169704,160370,171337,195913,212018,254251,200372,153639,150075,157173,69326
213,49359,313218,299893,328946,343816,327802,366280,411647,447064,510391,429825,325341,303581,290842,167538
214,19669,104393,101655,110965,114585,109392,122264,138194,146166,166345,160245,119888,107338,102728,65257
215,5682,30484,28496,32954,31936,31058,35153,40594,39748,42420,38380,27824,25091,23851,13995
216,1747,25775,22715,22892,26392,25715,25876,30624,31755,40069,27417,20052,20495,19021,9045
217,56444,244608,257286,277209,315528,306857,325316,359399,411084,479358,323051,265267,273248,248029,138979
218,7396,22894,20630,22651,23485,23987,28604,37140,45543,47307,39457,31569,28528,26222,14534
219,28684,123004,115811,125651,128907,124089,135791,154257,167738,192599,171867,128006,112745,104948,68083
220,59595,337264,323345,360000,369907,366355,400476,457750,502420,565248,529827,370840,334045,306166,177361
221,12790,62772,58173,68205,67591,63197,69296,80375,79383,84336,79901,62297,53340,48945,30727
222,22095,102917,96505,106253,113408,105793,121478,137549,151360,188443,159653,119084,115351,118960,68897
223,15101,120918,117493,120149,121251,121405,136238,147612,161508,173601,140614,103603,95059,82796,50462
224,24835,151603,150106,165463,169339,167092,182655,203107,207840,228722,190431,146535,132954,127047,77563
225,26601,178043,178681,195811,207304,202861,224540,249376,289191,347033,267109,209654,196484,193467,116939
226,160621,799560,717675,760963,809755,790339,856876,963699,1227790,1662125,1366971,975158,953927,904834,586877
227,24438,173187,162916,176887,186817,181557,202943,229006,234780,249145,192221,155361,149455,137651,76471
228,20136,182622,176978,193771,199822,196553,218743,246661,258015,302082,268227,200755,180570,177219,108800
229,10027,58285,59994,61940,68194,61004,70122,86704,82831,89850,82480,55319,49798,44830,25953
230,15737,62326,62299,71054,75036,76265,84328,98110,109676,137552,100330,75673,70774,65331,34186
231,53194,290309,314614,358638,403293,417681,451248,493361,544465,682810,477089,402931,384761,317712,177461
232,12001,85332,83144,97367,101057,96246,101296,119563,126867,147284,117818,88293,84825,83769,49033
233,22755,182297,170278,188951,194054,189692,205951,225072,247634,289100,251379,185900,173943,170852,104203
234,17540,107343,102024,116132,117214,110669,122252,146694,150496,181149,148390,109385,99588,96857,59915
235,2888,9275,7686,9390,8621,9387,10026,11061,14507,19289,14333,9515,8102,7888,3718
236,16824,148730,112641,115373,123325,120529,132666,136754,169801,265690,204623,133459,121867,107123,59886
237,14144,88179,83347,90645,90347,88999,98397,109487,116172,130253,123173,91628,80432,71058,48243
238,25956,171721,159383,174784,180759,176125,195476,211339,223638,253562,228169,168389,155244,146760,87775
239,32724,125620,120141,132607,129529,130262,147590,177182,170461,193561,179081,137492,128630,125790,81304
240,28,5628,3902,3740,4338,5446,5248,5160,5596,5014,4224,3258,3040,2168,1272
241,22201,107186,99176,112654,118578,109525,122258,138344,149908,169691,162329,116754,109057,104503,68218
242,19414,151194,144997,158770,169130,162926,180247,209000,221554,234911,192097,144271,136141,130907,78682
243,69014,235124,239515,260142,289345,286425,308940,344542,383137,427054,383093,306585,292427,285280,187908
244,45744,193800,188260,204499,219739,210286,222733,245394,296334,368305,256984,188068,192559,171264,112126
245,3208,32895,32683,36607,38268,38285,40871,44190,46354,49599,38575,28943,27810,25283,13736
246,49681,243125,228482,257610,273885,256932,283150,329619,362326,418096,352774,263702,246910,251966,142269
247,6029,29897,28195,29542,30494,26346,32454,50534,41924,43111,37204,29047,24594,23413,13222
248,162479,575475,590136,702393,766875,755830,830461,918291,1035543,1229831,1003730,783807,797857,821339,554799
249,50307,185109,171594,189302,203984,207018,223370,249969,278351,351118,290844,206647,194990,194412,121564
250,12449,128040,129631,139881,146921,152480,164320,177263,194502,253796,200780,156249,126347,111477,64416
251,33137,131849,122791,132026,135126,134858,147256,163461,181902,210214,172693,131728,127118,124616,75919
252,9193,56262,53266,62721,65579,63424,69757,79147,85157,100942,81136,60533,57201,63429,35662
253,244,1172,1305,1504,2147,2440,1955,2019,2668,3636,2703,1833,2280,3444,1734
254,1381,20252,21489,21266,21215,21628,25457,29661,47444,48696,27757,19534,16224,12992,6059
255,47611,169452,181563,194236,224812,211908,219455,230975,253757,289962,224275,180385,188450,178543,105290
256,4112,57327,54486,57969,62119,63247,68369,79106,89925,115766,90499,58604,54500,51040,28641
257,72426,492257,468329,508437,534334,509999,563173,634924,707764,845864,685127,513186,479696,480063,277689
258,16254,142621,134060,144575,152944,148754,161776,181172,198069,235222,190340,138855,136423,128580,70098
