클러스터,00시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
40,43414,190331,183973,207104,215689,215896,233136,254363,258239,297568,250528,182554,173453,172243,106504
41,40380,253813,241670,271601,293988,303616,333346,363273,402515,477542,388563,285495,279544,256048,145836
42,21618,88474,84648,107020,115551,110095,115844,125803,145859,161187,132209,98499,94625,111309,56268
43,51528,346745,342662,387137,410106,406448,440301,465940,506176,578139,517317,371972,352333,322527,198296
44,20018,99033,96182,107935,118398,116623,122321,131233,142718,163826,147060,107137,98801,94385,62930
45,3226,9697,9633,9833,10965,10642,11756,13547,14815,15362,16036,10959,9710,9448,6551
46,17596,88511,89036,95936,98005,94692,98220,107428,114794,124922,113863,87852,82874,79100,47945
47,9168,50690,48212,53255,56237,53974,58238,60787,64046,73850,75615,55390,49536,44838,30701
48,18564,169554,158576,173598,192168,190276,190332,200396,217317,235644,178871,141983,141185,138147,78549
49,24848,169486,168274,171520,191853,191945,208762,215775,247152,364305,210481,158762,157172,138270,77298
50,20696,74968,70925,79535,82240,78860,85535,94677,100918,115962,114235,85443,72852,73537,47423
51,10955,70189,67502,79323,83428,83683,87354,95962,107035,131419,117462,79820,71778,67006,36851
52,19137,103244,96237,103789,108680,109623,118561,128232,157811,203841,135063,94719,84307,77560,44961
53,21500,146110,155380,168552,189188,192355,213829,238805,259969,311048,225713,182339,182425,152142,87557
54,26961,82959,80297,85455,92339,93129,98924,108202,123972,141086,116686,85790,77382,71324,51375
55,24737,142546,135633,152969,161571,160214,171766,181083,193423,217150,202239,156316,139489,126650,84662
56,85960,420933,411151,469058,511308,522046,555959,601649,669762,815690,682774,506489,487511,467021,272827
57,19374,78782,73826,82377,92657,93574,97457,107065,121286,146506,114218,88525,89869,87957,55974
58,26284,175965,169724,188909,200161,194760,207001,219971,248619,294513,242936,177518,166985,171216,98799
59,54179,210769,201513,215084,225824,222689,239042,255711,288875,332565,323238,235527,207673,200322,142148
60,11951,70028,70327,76365,77512,75930,79145,84982,92732,104603,98133,70667,63466,65379,41194
61,15073,110606,105328,122429,130663,128612,131710,143170,171467,229849,167830,116127,113147,113941,63535
62,37260,320277,297188,310356,326356,321805,350735,370676,444718,560928,493853,356260,331252,321406,210178
63,11686,82424,69384,71183,81096,79234,83728,85732,105065,150197,111634,79527,76461,69786,38542
64,9939,85064,77507,79146,85206,85546,92393,96981,125088,182147,129281,80648,77162,72339,32450
65,72738,309177,332949,370491,406151,421128,458435,490786,550623,661097,549644,428870,408255,397952,229374
66,18771,103046,100131,114094,122121,119647,126783,134885,150091,178983,155715,113301,107074,96996,59799
67,3137,28480,25468,26752,25375,23615,23548,27195,30941,29630,21647,15822,13917,13236,7203
68,48344,274853,315446,337019,390627,398923,422510,444661,508757,641194,431473,335517,333481,281408,147372
69,14606,142249,132512,150190,161158,155756,166680,183319,206829,256056,240336,171319,164729,164874,104206
70,85544,252837,254178,296401,321534,327902,354509,378245,418079,463572,400290,312898,311802,315009,209934
71,23918,111289,106195,122209,130199,125117,134597,144266,163519,191254,171188,119921,114042,108388,65271
72,60186,326757,315625,351338,373132,368733,393836,421666,472200,561937,482222,352408,335623,336876,203295
73,52439,267602,295497,334587,368012,388240,419129,431809,440543,485809,407659,308520,268748,246346,161265
74,2034,15805,14997,17258,17430,17348,17941,18577,21550,21528,17043,12712,12020,11996,7109
75,20800,155086,155285,172515,184441,184531,199091,211091,223956,252207,218048,157959,145372,132920,77307
76,1229,17020,13241,14666,15409,15626,16595,18111,20215,22085,17733,13593,11679,10963,6456
77,19987,242474,240924,252612,267618,264693,283117,289677,341356,414865,306305,240512,233951,211457,119587
78,2970,53339,49312,56701,57446,62942,65307,64995,96421,151054,81778,62654,63771,50538,24829
79,3784,17286,16137,18177,19404,20545,22142,24306,26419,34589,28426,22101,20171,20770,11719
80,12741,69132,66669,73421,79999,78115,82362,92103,100181,119861,95454,70200,67118,71025,39939
81,19489,73254,66396,73015,78673,80854,91582,97827,107189,135652,116349,91953,92141,90106,52788
82,25434,135414,134089,160394,163857,165448,174752,183611,195513,208790,174640,130625,123284,131853,69434
83,156059,583107,606213,704675,754939,785267,859415,927638,1001156,1151972,1049306,828617,731048,675930,452196
84,26273,166788,165200,179867,195164,192058,205395,215452,237799,295563,237137,173429,161509,152788,91163
85,20664,117743,113864,128706,134136,135576,142976,152334,166126,187339,165998,122239,109228,108700,65803
86,58452,267441,267843,305630,331234,327502,347127,370427,402681,467383,421634,289737,273340,232662,140818
87,25105,182883,178215,202697,215529,215266,234871,248505,274078,334070,284926,209414,190781,184412,103920
88,7907,84315,81715,96165,115277,113827,118779,138807,144231,175896,134553,77157,90572,100356,34989
89,61498,353456,353485,393964,419029,407068,438483,481510,540659,650170,609752,433003,400272,390560,248022
90,50343,158379,171839,199757,214949,228620,235825,235199,237606,248006,195155,147143,137165,133830,97895
91,4,3087,2898,3297,3602,3429,4290,6241,6533,4416,4214,2642,2660,2222,1184
92,39493,220695,196423,211988,219382,215197,232992,270668,357327,493524,359725,241436,219259,200749,113748
93,9505,101805,99636,110544,116608,113791,124862,130980,144336,177295,150759,103681,97406,88219,54385
94,61425,291226,279733,312148,335933,335459,359872,381990,421764,486238,420980,316847,301389,285021,180732
96,436,3472,3290,3815,3801,3521,3947,4377,4791,5196,4772,3523,3232,3362,1991
97,19516,82416,72264,72985,83323,81087,87577,89620,97229,126873,97848,72449,71395,68630,42786
98,14308,60332,58295,66113,71432,73093,78048,86028,94860,113371,106172,76823,72362,68982,45642
99,12416,61746,57770,68261,67104,65931,69387,73033,79642,93189,81435,58690,56988,50948,30991
100,18711,88001,87733,98003,103458,103468,109661,114046,126179,159230,127422,97035,90276,86665,49730
101,11811,121123,117837,131578,143053,137493,152984,163753,189512,238915,179754,134837,133430,129564,71728
102,3052,20118,16413,16296,17412,17441,19588,21702,21213,19940,16775,11775,10874,9599,6152
103,37951,362540,345230,395312,413441,409363,449397,478074,517214,597190,542337,400934,376159,340125,201998
104,1012,15656,13496,16337,16369,16336,16065,18024,18995,22340,19896,14927,13409,12207,8336
105,10773,118745,112282,126214,138350,133040,143228,153345,171689,215902,171034,118195,116350,117661,53643
106,26189,146713,143741,154412,173864,175020,186265,196268,218321,262488,206779,160441,155030,152823,98856
107,78525,310614,311962,355978,384399,392148,422424,459082,517715,619469,522707,395448,385744,372791,228576
108,28956,137666,135677,162593,179291,182127,187959,197676,213297,245108,203450,162255,153772,160440,100992
109,9797,141663,123240,139532,146640,145811,154635,168092,190591,238549,203551,160425,154738,156535,108784
110,21207,128512,120376,138978,140406,133164,148672,160879,192833,230293,193185,144013,132158,129842,73482
111,25653,139581,132922,148657,160480,159011,166095,174199,192908,212102,190005,143228,134974,130304,82021
112,18627,82186,77441,91114,95412,94335,99553,105008,111737,121755,108373,85009,76219,67792,46803
113,41200,231017,223360,247770,269957,267534,282806,301565,332288,384657,315756,234544,222046,210389,127326
114,4994,23479,23123,24827,27590,27624,30490,30822,32977,35815,30485,23068,22109,20810,13033
115,106645,479895,463495,509979,539379,535354,581233,635115,716461,842284,830444,630339,607097,600446,400923
116,20691,154203,155627,171913,183316,181205,192942,198953,216217,244366,211788,162650,147798,152282,81253
117,5822,53231,49138,60293,64281,65739,65858,69526,79616,80709,65182,49232,45376,41566,23845
118,2380,27250,25484,26828,25342,29970,29865,31410,28929,27705,20493,15657,15061,13319,6821
119,51129,257283,245854,279095,291405,283993,302432,328023,370474,435357,383840,272713,260131,245466,155105
120,11176,58726,60989,67814,71698,67522,73502,78730,84734,95743,84882,60945,56495,53992,33669
121,18162,154302,146999,169085,188727,176864,187112,201749,212422,232405,192534,152800,144415,144290,94734
122,3579,69124,59449,71738,71763,75180,83133,91048,125034,171929,148642,92972,88776,73758,41179
123,7160,53933,52178,63237,68514,64515,66001,73964,82022,91218,78087,59077,56042,68650,37193
124,46172,414908,417163,463360,478693,481620,536815,584610,641695,785779,697726,503380,473129,428890,267996
125,19465,116472,114365,131279,135933,138286,148738,158226,164609,187702,174744,132141,118556,106834,72414
126,8260,125914,101910,109875,114155,113862,112222,111669,123168,138964,88619,65894,58916,56388,37060
128,11955,59985,56690,63247,66821,62907,66722,71396,76654,84957,79176,58189,51463,48218,32591
129,79707,306432,299203,351813,379077,379546,404645,432474,477262,552726,492868,371974,337176,336871,227916
130,5151,14408,13531,15131,16332,15329,17213,20072,22259,24940,23151,16446,15424,16063,10460
131,4562,39094,37923,41024,45721,44856,47193,49940,54870,63798,53568,39156,37764,37521,20515
132,57625,385724,359315,381863,415599,425403,443860,470075,561635,789394,555859,379384,368401,343938,174242
133,11579,103348,99950,106144,111696,108470,114100,120330,135767,165209,134291,96388,91414,85180,47964
134,13379,110974,111190,125531,130709,131357,141195,150710,161636,190262,162812,122688,113776,110078,65835
135,111586,516747,497473,559768,596956,596699,629962,697624,795486,978382,822371,627191,627802,612365,393263
136,19595,65829,63223,74319,82712,83558,92206,98759,111538,137048,120945,94618,92906,90035,57834
137,44846,230139,227279,249703,267228,259902,272179,290570,319406,349348,296366,226168,214771,207817,128015
138,15959,126583,125432,138272,153508,152467,160144,168874,197861,257673,200525,148486,141327,138601,86076
139,21927,64809,61378,67552,71217,71288,75286,81675,89315,105999,97823,68677,63824,59227,43844
140,13790,66210,64874,74808,77322,76102,82684,87648,95712,106697,99596,73788,68068,62325,40392
141,45441,232997,261855,307139,337351,334353,360019,381069,395211,418359,350473,268528,246780,234753,119733
142,22167,126036,119324,134849,142790,139333,143057,152344,163488,182526,167402,123227,109825,104173,67908
143,14990,90275,77975,84772,90132,89195,96088,102674,120878,165752,118825,81294,74143,64248,36715
144,13753,75171,71042,78445,80394,77681,79118,87785,90310,95462,89716,69581,58846,54920,41079
145,60742,190948,193516,226022,251687,249515,264079,289370,341926,432413,355176,265034,263674,259109,181501
146,31611,184517,175004,193493,195640,194894,212376,227073,245901,280377,266430,199765,179840,160672,110194
147,44741,155248,152247,163606,177218,175155,186339,210694,228378,276609,211753,167232,167275,161418,93907
148,4782,44697,46318,49278,55399,49414,55925,57514,60206,69574,55883,44670,41189,36518,18174
149,11713,129641,122787,137690,139261,151594,164928,178027,222815,302514,184651,151764,142459,121158,61487
150,15066,96822,94829,103128,112201,112165,115423,119487,129720,161116,125019,95234,91135,87555,55780
151,62932,419017,394326,438877,470937,465689,495280,523220,588081,708392,596515,444125,405360,396440,231529
152,9325,46492,44754,49885,53151,52325,55461,59813,64695,72471,65484,49195,45648,43273,27716
153,73271,245284,235135,260692,300951,296354,307645,329468,391523,511678,394707,281552,291790,309271,168505
154,28059,93630,100354,112509,127725,137331,141339,141314,148598,163236,137655,106018,94456,89885,60292
155,5196,27391,25720,27891,29438,28165,31644,38013,37826,41176,38768,28132,25088,24796,15835
156,23112,125417,115971,131551,142076,136497,141152,150834,162742,169074,148954,115187,105115,99666,67511
157,10373,52875,49148,57273,58231,55928,61587,65956,73567,85181,83579,59928,55233,49633,30975
158,175172,976538,995583,1118787,1203334,1232440,1316506,1398351,1487759,1644842,1384068,1020397,941464,871546,524120
159,1688,16033,13393,16242,17579,16382,17203,20971,23098,19786,15956,11219,10272,11524,5523
160,10844,81110,78955,88318,95575,96542,104065,112465,122958,149690,129816,96722,92147,88454,49704
161,5782,33278,33044,38887,39116,40184,42959,43977,46291,47672,39635,30792,29488,30761,15951
162,28114,139295,131354,148924,150735,153678,164824,178682,194746,221005,208645,156803,146067,142047,88853
163,5622,51763,48990,57835,60905,61612,63797,72165,85672,82824,66512,49682,47468,51152,25369
164,6112,29926,28635,32314,34649,34975,37247,42270,51368,66875,44031,31300,30524,32014,19133
165,35753,265241,247971,283453,312377,305956,328825,348934,386260,466254,414370,319538,306828,313089,202340
166,38445,111885,105582,123429,134925,136745,147151,153762,178532,224606,196020,145463,148044,158294,101309
167,13019,96278,93935,116280,132938,123598,128586,133940,162223,174433,130517,97088,95665,105508,44244
169,26025,190367,186331,210795,227069,229275,245967,257513,283665,332787,281312,203900,185884,171510,101117
170,112898,849263,795544,884807,943551,914515,977015,1054602,1211412,1491576,1238430,917522,855822,860455,500560
171,11907,51021,52525,58110,61332,61021,64155,68895,74953,89866,84800,62885,60084,62011,40033
172,5893,85787,85939,92832,104991,102064,104512,110110,121915,141842,98434,73098,71077,63577,34816
174,16504,116588,110768,119039,130327,129409,132556,143033,157556,171199,143556,106932,103305,100152,67660
175,15838,96538,92424,108904,119658,117024,122253,131617,148702,169593,146069,106532,101118,99594,63349
176,10192,42238,40735,44624,47737,47669,50118,52987,55569,60615,51514,39269,37161,37755,25289
177,6592,34733,32082,35165,37959,37690,38730,39159,45406,48324,43033,29702,26840,24807,15533
178,8386,48692,44975,52754,55239,54204,56662,63587,68549,77487,64860,48052,43400,44953,26717
179,37834,117352,114303,129056,136427,138940,149309,167389,185603,240871,194243,146703,144148,140854,77054
180,50218,256333,252636,285566,312871,318668,338330,354527,400041,486937,419734,308574,288629,299465,168372
181,6788,35271,35068,39059,40246,40787,42525,45577,50272,56741,49191,35986,33329,34562,22611
182,5089,27208,28234,33612,39219,38464,38698,41879,48335,55617,43299,33676,31469,33048,19242
183,14979,121618,113798,127657,131249,134565,145024,153514,182859,220223,192807,136099,135230,106057,63835
184,31608,193207,209944,234707,259586,282531,283520,281008,276895,292799,193487,127200,109423,99532,57662
185,77726,236000,234945,263136,271071,273348,293534,317055,340972,391638,366146,284237,271538,268872,184096
186,16499,130721,125837,130712,141609,140425,145434,159302,182515,237961,185842,134305,123551,119333,69900
187,17455,134483,125858,140753,149575,150867,158628,166539,192412,250871,194573,135697,124525,118596,66103
188,6904,47441,43380,45116,47913,48638,52491,57910,75816,98585,76590,53810,50871,43812,24917
189,1206,30917,19551,17596,18641,18616,18936,19805,29976,35879,20963,15408,12720,10734,7024
190,14229,82257,81012,87612,94409,91268,91205,93254,101200,117078,103527,74385,72410,70210,41751
191,29158,197083,188879,209887,217596,221985,239575,255411,279903,342701,292254,215381,203854,203611,119351
192,42118,198442,194328,221765,240864,246320,263166,285026,317678,362720,304920,228768,220947,209321,126723
193,49320,330979,312114,343772,366535,357673,377126,395986,451450,533843,412710,308852,282730,276400,161512
194,6553,31505,29943,31500,36378,35065,38077,41086,43855,59198,44477,33439,33771,33628,19977
195,19130,80689,79959,86893,94134,92237,98901,104094,116515,137299,123687,90186,86375,83658,56444
196,115509,673627,731476,819063,874415,871778,939176,981296,1108150,1258739,863800,677929,648876,571648,344421
197,9156,59968,58971,66982,71618,72524,79011,82716,88634,106442,80392,59003,57636,53563,30380
198,20845,92183,90574,106821,110908,106335,111510,120099,143743,167779,160127,118025,112246,126193,79054
199,8443,59398,56917,63534,68085,64636,69275,73164,78288,91617,78881,57931,54721,51385,28268
200,16780,91082,87876,101176,107987,104819,112754,119976,130017,135725,132994,94450,82317,72655,46209
201,10402,75858,72868,80663,85555,86620,91965,96084,108315,133737,110831,83950,77297,73212,45357
202,36365,165394,162862,175627,190161,188571,199278,214730,252187,318280,282171,194718,182519,172974,107171
203,32424,199011,188700,207814,222057,218102,233853,248216,280142,331862,286663,203155,188525,195710,115687
204,7331,24615,24029,25737,27691,27236,28928,31040,33456,37457,37332,26516,23489,21922,14692
205,40806,239222,224683,241082,282403,281642,304509,314076,372547,525519,385217,276175,263638,250811,116227
206,6272,27367,27049,29938,31821,30058,33016,33960,39207,42014,37526,27965,27139,28294,19235
207,93492,412795,427362,496680,563568,562565,590301,641008,686826,744744,599974,475494,460866,471103,278820
208,10029,83197,79046,100415,90627,83120,87860,100092,109874,152690,136894,90205,86258,75490,48420
209,3663,13268,13087,14206,15205,15229,16252,17442,19914,25602,21509,15946,15330,14929,9402
210,271,1286,1159,1369,1563,1362,1686,2185,3334,2799,1639,1181,952,986,543
211,52822,246483,238916,260742,283053,288032,306521,323558,379955,486022,373577,290592,294539,289341,180707
212,16237,120731,114673,127225,140063,135555,140496,151014,170208,202795,164435,122640,117916,118519,53855
213,39423,264248,256667,284775,303406,301715,320240,341052,374871,430538,365523,272579,255269,244737,141545
214,15757,79020,76453,85021,87751,85994,92224,97491,106601,124507,117449,86796,79171,74983,51426
215,4706,24577,24381,26740,27146,26441,26436,28778,31044,33888,30500,22419,20130,18981,11575
216,375,9847,9269,9167,10820,10801,10935,11406,11468,15776,9971,7347,7265,6150,2372
217,46314,200806,210730,232533,268780,268045,277123,290086,336949,382699,262770,206929,216097,198647,112830
218,6196,20279,19053,22337,21302,21598,24703,28365,36724,39534,31575,25599,24309,21075,12946
219,23557,106780,101942,110491,115713,114764,119920,129011,141014,165383,144156,107681,95519,88128,59803
220,49916,276329,262422,297709,315530,316725,338296,364996,406203,463518,433592,299721,274802,249932,150585
221,10754,51187,46328,53605,56090,54319,54990,58767,61399,66891,63582,48220,43464,39889,26312
222,17296,91020,83707,93318,100181,97562,105021,110799,126847,158730,135475,100669,98173,96319,57206
223,12065,102217,101287,106767,109871,111856,120397,125017,136713,147326,119441,86906,80601,73082,43701
224,20491,125945,126246,137610,150986,149069,152786,162718,169025,188100,160485,118169,110371,104456,65130
225,20613,141112,142532,159568,173248,172627,183840,200641,226993,274680,222297,167534,160155,153640,90771
226,132229,695029,644616,682217,731593,724559,772600,845254,1049530,1362148,1172843,853044,841260,794012,515214
227,20265,150261,142638,156832,171934,172575,184839,196010,202963,211507,161484,126783,119472,115048,63505
228,17163,150763,146090,164006,173847,172895,184255,198186,211792,250998,222217,165581,150423,144531,87805
229,9388,53742,51484,59257,63645,56743,58214,57990,65318,72401,65456,46867,41349,35426,22722
230,14006,48770,50688,56748,62194,64659,71790,79057,87539,108133,80893,61491,59703,53804,30381
231,45551,259077,271198,315738,358370,387409,417878,445569,474525,574911,417794,332509,307598,272246,154421
232,9466,70101,68695,80579,88283,83342,84498,91894,101577,117597,99331,71552,68129,69663,39993
233,18316,153655,146276,160008,172061,167995,178167,186672,204601,238346,211236,154107,144522,142994,87242
234,15883,93459,93150,108689,108827,106245,111574,118240,127900,155073,127641,93865,82762,80515,51212
235,1935,7590,6463,8091,7077,7476,7948,9470,11382,14258,10675,7379,6300,6618,3064
236,12256,122067,92481,93630,101798,100978,108350,109293,132239,200834,163590,104070,97483,82689,46049
237,13104,74118,70147,77079,80235,81069,85261,89645,95792,110812,106960,77826,69480,61457,42988
238,21385,145510,136634,151040,159826,155526,164840,170968,183070,214386,191199,142938,129152,122451,73940
239,27736,106435,103812,117004,118823,116569,124960,132917,143514,162864,152242,116404,109352,107181,72214
240,24,4150,2644,3024,3616,5652,4960,4792,4316,3490,2600,1976,2120,1332,816
241,19411,90173,86391,97570,102205,96421,103582,113651,124320,140369,134148,99961,92857,87483,58016
242,15296,122935,116689,133884,147994,136823,145857,156730,175856,186276,152262,114009,109794,104311,62933
243,55393,198999,205700,225326,255435,254345,277246,296769,325300,371858,323463,256902,245420,235974,164908
244,34471,166793,166030,178554,197183,198467,206391,217223,244902,306710,216647,150400,143921,133401,86252
245,2373,26742,26979,29822,31891,31538,34708,34893,36870,41781,31484,22931,21115,19089,10846
246,39894,206703,196210,227256,237528,228771,240763,259842,295351,342696,295985,219105,207760,209255,119469
247,5027,24630,24010,27581,28260,25998,27266,29549,32253,35842,30145,22769,19662,19406,11989
248,127065,476510,488298,584160,660220,669223,727377,781138,881206,1025541,854492,657418,673091,686834,464340
249,39279,154452,146152,160969,176807,180848,190172,204344,229860,281661,237903,163336,155088,152143,96824
250,9719,107340,107391,118016,127424,133550,144883,151134,163294,210277,167834,129022,103491,91915,53766
251,22169,85315,81819,87362,94064,93028,97415,105718,119872,134530,109628,85595,83865,83451,54437
252,7249,45967,44872,53002,55868,54175,56971,59721,67328,78795,66730,48288,46873,51470,28708
253,12,112,184,250,192,200,312,272,350,424,214,208,98,104,98
254,1191,16842,17416,18654,19083,20039,22598,26714,37265,43424,24289,16057,13166,10988,4970
255,36043,135785,148976,164602,192848,189681,195232,205942,212856,235707,179470,138892,145379,139691,80641
256,3366,46694,47358,50691,54342,55659,59699,62360,73646,93036,72198,48419,44557,40634,23464
257,58514,420602,404265,445220,478609,463624,491848,522824,587782,704141,584277,431391,403918,399221,236060
258,13278,116952,110292,121268,128120,126936,133603,144336,160293,189061,158742,116469,110870,104201,57056
