클러스터,위도,경도
0,37.63664,126.91693000000001
1,37.50629005,127.005129
2,37.61822262333333,127.05120396666666
3,37.52207707,126.85918236666666
4,37.50353558,127.10869905000001
5,37.54134572,126.94545725
6,37.47717912333333,126.91132706666666
7,37.5526589825,127.03139225000001
8,37.57893039,126.9739818
9,37.55234446,127.15610869999998
10,37.59551269,126.91880966666665
11,37.645923385,127.05368795
12,37.5888206875,127.087305125
13,37.568626824999996,126.84933924999999
14,37.591344885000005,127.03316325
15,37.481627229999994,127.08932444999999
16,37.485863625,126.95492814999999
17,37.51404034,126.8997458
18,37.54408953,127.09053215
19,37.48635585666666,127.04112683333332
20,37.493826575,126.851554
21,37.561832688,126.80911413999999
22,37.666299050000006,127.03811505
23,37.633761385999996,127.01377228
24,37.556365455000005,126.90034545
25,37.478413415,127.13321039999998
26,37.54014212,126.99367819999999
27,37.505984745,126.93308664999998
28,37.484085815,126.99100299999998
29,37.440965,126.45722999999998
30,37.450852426666664,126.90912213333334
31,37.62738942,127.07851879999998
32,37.5109761975,127.04635724999999
33,37.59604981166667,126.9491441
34,37.57241749,127.00659109999998
35,37.48135393333333,126.88309085
36,37.577935339999996,127.0612195
37,37.604947904,127.01129457999998
38,37.585660575000006,126.88868219999999
39,37.455807910000004,127.06296615
40,37.52728589,127.12859429999999
41,37.56878711,126.9640686
42,37.556862697777774,126.92373355555554
43,37.54275526,126.84772870000002
44,37.521431496666665,126.96094029999999
45,37.539302469999996,127.05313575
46,37.512765555,126.83513405
47,37.611794785,126.91132775
48,37.506045876,127.13157523999999
49,37.570569424999995,127.17204124999999
50,37.60396134,127.10714785
51,37.664854302500004,127.06144145
52,37.470533165000006,127.03025515
53,37.53589268,126.88325280000001
54,37.46854613,126.95809048
55,37.479747325,126.82547114999998
56,37.50142743999999,127.07297050000001
57,37.57176628,126.92945045
58,37.545026745,127.1290051
59,37.56605097333333,127.08438716666666
60,37.49793263000001,126.90264239999998
61,37.55307791,126.9688468
62,37.502639421999994,127.02519678
63,37.59130195,127.01348339999998
64,37.54088362,127.01303974999998
65,37.56515849000001,127.03015760000001
66,37.67959206,127.049275075
67,37.64440704333333,127.02331223333333
68,37.484008015,126.9298187
69,37.61036033333333,127.03036353333331
70,37.63530389,127.03208690000001
71,37.635187535,127.07150709999999
72,37.56979148,126.9830052
73,37.598735993999995,127.06816696
74,37.547643093333335,126.82419156666667
75,37.50012077,126.8803765
76,37.493935875000005,127.14257224999999
77,37.48751889333334,127.01473956666665
78,37.506684871999994,126.95768538
79,37.575106774999995,126.90690954999998
80,37.472043840000005,126.89383614999998
81,37.508136125,126.8525518
82,37.523436636666666,127.02119336666665
83,37.60826205749999,126.95678704999999
84,37.6145065,126.93240175
85,37.55298832,126.86953849999999
86,37.47177162500001,126.9330968
87,37.55116402,127.17384815
88,37.588617830000004,126.9952424
89,37.53009057,126.90435809999998
90,37.467613635000006,127.0938739
91,37.494505065,126.83085965
92,37.57883294,126.81954674999999
93,37.53169132,126.9229308
94,37.492212620000004,127.05480934999999
95,37.616600635000005,127.08989455
96,37.53280897,126.96189503333332
97,37.64613756499999,126.9287085
98,37.618760075000004,127.00922295000001
99,37.517711535,126.9810821
100,37.52883186,127.14519499999999
101,37.49689570500001,126.98310532499998
102,37.558181165,127.01900905000001
103,37.65942465,127.0251961
104,37.54848063,127.06840199999999
105,37.51278817,127.10047643333334
106,37.492165095000004,126.94415420000001
107,37.5871386175,126.93366035
108,37.557143409999995,126.9517951
109,37.451568,127.15984499999999
110,37.51452626,126.9181497
111,37.48830105,126.96632709999997
112,37.547584905,127.10517990000002
113,37.47654292,127.05783873333334
114,37.565348375,127.041926025
115,37.62653957,127.0345267
116,37.57627772,127.04556634999999
117,37.61831073333333,127.07294523333333
118,37.55860379666667,126.84571160000002
119,37.658552639999996,127.07066389999999
120,37.53246499,127.0754295
121,37.54559048,126.92955599999998
122,37.51896245,126.8893961
123,37.573708425,126.88335914999998
124,37.50824104666667,127.06078430000001
125,37.462626312,126.90483783999998
126,37.49773319,126.9218266
127,37.57395681,127.02326326666667
128,37.51930690666667,126.8708731
129,37.531380909999996,127.00082880000001
130,37.56854021499999,127.05706609999999
131,37.48309,127.12387299999999
132,37.56021843,126.8243288
133,37.4768634025,126.98285795000001
134,37.52086121,126.72103129999999
135,37.62838601800001,127.05530014
136,37.482020145,126.84504859999998
137,37.58664634499999,127.0521454
138,37.529142660000005,126.83274675
139,37.60425698,127.03928449999998
140,37.457056390000005,126.88961825000003
141,37.44919617,126.9495359
142,37.560859476666664,126.98487003333331
143,37.48953306,126.90509115
144,37.613184909999994,126.9786772
145,37.601886359999995,127.08732204999998
146,37.55473468500001,127.1434527
147,37.540251334999994,126.96912365
148,37.522532500000004,127.05572905
149,37.67087594,127.08241229999997
150,37.623202407499996,126.91910254999999
151,37.530755935,126.85811594999998
152,37.51618705,127.10642049999998
153,37.598201438000004,126.91048203999999
154,37.61708942333333,127.10971036666666
155,37.525267815,126.92758675
156,37.492137995,127.08764029999999
157,37.65397023,127.0409442
158,37.58704616,127.07414105
159,37.58293397,126.91962030000002
160,37.557682565,127.08931995
161,37.66095353499999,127.01341144999999
162,37.504073405,126.94710009999999
163,37.45888911,126.92229540000001
164,37.555271555000004,126.93701925000002
165,37.474842030000005,127.10652155
166,37.65247192499999,127.0679763
167,37.58229553,126.79847326666665
168,37.53145507,127.11073570000002
169,37.49413055,126.8947676
170,37.545548318,127.14289265999999
171,37.558658490000006,126.91133535
172,37.478168016666665,127.00687396666667
173,37.522726379999995,127.03785020000001
174,37.548254684999996,126.90998739999999
175,37.45744036,127.01448075
176,37.57218679499999,126.99757484999998
177,37.587843389999996,126.94532259999998
178,37.638601695,127.10841335
179,37.497564525,127.1210747
180,37.54644057666667,127.01860553333333
181,37.434654655,127.0661152
182,37.60520223000001,126.92893349999999
183,37.457362355,127.04783004999999
184,37.648258373333334,127.07714266666666
185,37.604563434,127.0258873
186,37.500402775000005,127.03479010000001
187,37.539728999999994,127.223427
188,37.50713178333333,126.86188773333332
189,37.54050035142857,126.9558619
190,37.611747155,127.05872775
191,37.56926293,127.06979185
192,37.511835915,127.07961995
193,37.48185221999999,126.89741575000001
194,37.484686615,127.10406499999999
195,37.568595907500004,126.91524704999999
196,37.507503835,126.89169492499998
197,37.584474255,126.98205885
198,37.48362445,127.06372995
199,37.49040462666666,127.0211075
200,37.642100465,127.0019717
201,37.614897555,127.03758304999998
202,37.54740975666666,126.9780388
203,37.505366945,126.91048905000001
204,37.625061458333334,127.01838881666666
205,37.560656110000004,127.0412839
206,37.57846714,127.08612839999999
207,37.59548456,127.09941465
208,37.577159099999996,127.01547464999999
209,37.47196627666666,127.04577389999999
210,37.49762356,127.154481425
211,37.53249582666666,126.84619783333332
212,37.587367224000005,127.02320619999998
213,37.54929975333334,126.83635376666668
214,37.50006791333334,126.99648289999999
215,37.57203392,126.82046629999999
216,37.47709321000001,126.96186789999999
217,37.5137438425,126.94381014999999
218,37.64356568666667,127.04038773333332
219,37.485623894999996,127.14338074999999
220,37.54063484,126.8924133
221,37.560643855,127.00576944999999
222,37.486354212,126.93901143999997
223,37.64399833,127.01085032499999
224,37.50273061,126.8446761
225,37.53800423,127.09101204999999
226,37.57285546000001,126.8994696
227,37.49791480499999,126.95931854999999
228,37.625896813333334,127.04713626666666
229,37.58620040500001,126.9120161
230,37.545204000000005,127.0444945
231,37.56031836,127.16283990000001
232,37.537711269999996,126.8717764
233,37.532973274,127.1224727
234,37.554811085000004,127.07530485000001
235,37.43509013,126.90306159999997
236,37.552469824999996,126.8531481
237,37.65151431,127.01850355
238,37.48821683,126.9822244
239,37.49463941666667,126.93416756666666
240,37.610227575,126.91683974999998
241,37.61464582999999,126.99972134999999
242,37.600426055,126.95697335
243,37.672491120000004,127.04657763333331
244,37.578578066000006,126.93574232
245,37.68888543,127.04566255
246,37.471016,127.12674599999998
247,37.49993252,127.0967859
248,37.467463550000005,127.10179025
249,37.596037869999996,127.06115380000003
250,37.5085728,127.0373832
251,37.49095092666667,126.84032919999999
252,37.51525839,127.1193359
