클러스터,00시순하차,1시순하차,2시순하차,3시순하차,4시순하차,5시순하차,6시순하차,7시순하차,8시순하차,9시순하차,10시순하차,11시순하차,12시순하차,13시순하차,14시순하차,15시순하차,16시순하차,17시순하차,18시순하차,19시순하차,20시순하차,21시순하차,22시순하차,23시순하차
0,2620,1380,192,228,1006,2230,2982,5036,6914,4950,4818,4846,5068,6096,6640,7144,7434,7104,6472,4626,4272,4176,4184,2426
1,3694,687,144,115,515,7414,8705,14566,22354,20036,18856,20792,20767,22621,22763,24802,26820,25596,27707,26161,25115,20796,19623,10145
2,858,150,12,2,190,685,2793,6622,5346,3266,2437,2624,2381,2596,2320,3140,3023,3501,4652,4779,3426,2867,2960,2168
3,392,46,0,0,169,852,1345,2577,2581,2030,1671,1771,2283,2145,2216,2641,2701,2908,2388,2223,1762,1659,1506,936
4,1728,880,368,226,1718,3350,4002,9446,14994,9426,6696,5734,5208,6180,4906,6282,6782,8000,10956,7492,5802,6002,5648,3662
5,13,0,0,0,0,207,136,285,706,383,237,246,326,278,250,266,281,258,316,224,240,145,138,98
6,95,0,0,0,0,357,675,598,2505,887,432,677,741,678,1461,2064,1314,981,1213,1177,1178,1092,1145,465
7,0,0,0,0,0,88,230,477,499,386,198,236,281,347,321,333,528,452,699,594,511,429,447,328
9,88,34,1,0,66,230,979,1673,2384,2022,1598,1474,1826,1868,2132,2314,2221,2971,2286,1692,2027,2688,3498,966
10,122,34,0,0,163,436,1056,2607,2109,1500,684,585,519,358,367,409,359,334,557,732,403,393,494,327
11,262,2,0,0,406,278,550,2500,2812,2516,1510,814,1302,832,826,686,2046,1160,1708,1770,1634,1732,1480,710
12,3057,351,54,81,2787,5942,10739,26850,24039,16042,14402,12411,17065,17998,15921,18701,24234,26706,34918,38497,24485,20766,20094,12805
13,87,3,0,0,44,196,260,870,800,364,425,292,463,467,472,625,774,526,582,466,232,306,336,245
14,6,0,0,0,0,0,164,224,554,260,494,276,386,324,266,406,472,442,414,208,194,196,228,230
15,0,0,0,0,0,78,708,1898,1152,1148,868,616,450,294,388,628,362,492,1180,1612,1134,1194,1042,432
16,68,0,0,0,418,710,784,1840,6348,2446,2314,2084,2102,2446,2684,3302,2888,1998,1958,1584,1378,1242,1334,810
17,347,78,86,51,1531,1806,1858,6182,20998,8901,3412,2484,2613,2545,2839,3245,3550,6676,12278,3251,2758,2911,2288,868
18,0,0,0,0,0,0,504,1696,2408,1302,520,510,652,510,530,512,612,732,1114,754,502,518,588,252
19,140,10,0,0,2,217,494,1975,2204,1342,1066,967,730,915,1066,1237,1070,1378,1803,1298,756,1080,970,335
20,3,0,0,0,0,0,128,308,355,303,102,77,74,89,81,8,15,24,20,32,37,32,16,51
21,2578,1499,757,696,5977,4446,6785,16238,26012,15966,13024,13489,12952,13662,13028,14549,16802,19826,22985,13896,11362,11324,9199,4038
22,12,0,0,0,0,214,402,710,648,506,190,162,194,164,112,90,112,162,148,102,18,40,60,30
23,818,111,0,3,954,1363,2679,6879,7112,4557,4346,4212,5356,4651,4618,5583,6079,4863,5200,4942,3525,3266,3039,1825
24,156,0,0,0,0,374,1092,2904,4012,2832,2234,2162,2078,2118,2290,2338,2674,3414,3582,2782,1964,1934,1874,1294
25,18,6,4,0,2,14,34,34,28,26,20,20,38,26,28,58,60,80,150,88,76,54,94,34
26,0,0,0,0,0,34,314,790,1260,1058,992,828,834,1108,988,1036,1152,1420,1828,1284,1032,1084,828,298
27,6,0,0,0,0,0,494,544,488,548,220,196,130,192,230,148,240,422,706,572,454,514,420,252
28,4,0,0,0,0,6,98,428,526,336,40,68,58,170,226,288,390,282,600,802,696,572,636,296
29,29,0,0,0,0,100,520,1764,1941,899,757,559,633,617,628,605,738,884,982,1002,746,610,562,465
30,2707,51,267,183,3261,4921,7402,14924,17864,14559,12373,12717,14328,14884,15327,17271,18337,19275,23620,21468,13679,14021,12239,8252
31,1177,326,42,11,144,661,1867,3915,4016,3296,3593,3289,3889,4485,4755,4918,5412,5250,5877,5261,3970,4315,4625,3015
32,24,0,0,0,0,184,154,378,912,1612,770,428,304,480,546,308,340,682,1032,352,158,70,134,52
33,1130,81,0,0,2598,4767,8635,20508,13892,10588,8323,8622,8806,8679,7915,8857,8143,8444,10494,10659,8128,7776,7281,4615
34,52,34,57,41,187,470,437,670,2146,1900,1026,674,570,672,554,570,839,946,628,322,221,270,178,121
35,4635,395,10,0,4220,27985,63500,151405,262780,166595,78760,56020,59970,62050,63030,73295,99155,141655,169260,127495,94240,83110,67775,41455
