클러스터,00시순하차,1시순하차,2시순하차,3시순하차,4시순하차,5시순하차,6시순하차,7시순하차,8시순하차,9시순하차,10시순하차,11시순하차,12시순하차,13시순하차,14시순하차,15시순하차,16시순하차,17시순하차,18시순하차,19시순하차,20시순하차,21시순하차,22시순하차,23시순하차
0,1256,322,6,24,810,1844,2308,3692,4918,3878,3994,4390,4734,5492,6176,6350,6214,6224,5954,4104,3376,4672,3016,1926
1,2288,165,0,0,399,5076,7057,11222,17728,16360,13469,14411,15472,16946,17234,16991,18902,20528,22275,18434,18443,18216,12006,5431
2,152,14,0,2,242,552,2338,4430,4606,2626,1632,1800,2086,2000,2168,2266,2382,2522,3508,4124,2514,2846,2266,890
3,132,0,0,0,238,555,1184,1668,1602,1531,1534,1566,1895,2145,2294,2061,2435,2378,2394,1976,1575,1790,1651,708
4,1130,282,152,26,1826,2680,4028,7152,12876,8552,5918,5426,5742,6146,5120,5456,5674,6788,7886,6680,5066,6006,4316,2118
5,2,0,0,0,0,32,104,179,427,387,228,245,190,250,210,185,276,231,216,139,129,205,117,62
6,22,0,0,0,8,403,793,1782,1287,1069,499,424,708,658,774,701,942,830,942,1318,1097,1627,764,321
7,0,0,0,0,0,61,128,267,424,377,156,200,249,289,302,316,426,500,530,597,436,608,344,168
9,33,6,0,0,46,213,767,1411,2143,1621,1142,1402,1560,1733,1855,2059,1699,2649,1913,1557,1765,2278,2883,553
10,38,8,0,0,134,454,715,2004,1763,1061,602,533,514,494,325,439,461,280,570,722,466,628,462,165
11,106,0,0,0,512,632,760,2158,2280,1574,972,684,460,634,378,644,526,774,1612,1824,1530,1888,1472,430
12,876,6,0,0,2879,4639,8487,25100,28775,14605,10563,9286,11484,11679,13101,14814,18127,20232,32607,35912,23448,26743,18408,6635
13,46,0,0,0,18,173,184,333,583,191,376,247,263,335,357,336,406,418,391,386,361,432,325,86
14,0,0,0,0,0,0,92,142,212,306,90,140,156,180,134,136,168,306,206,132,82,164,150,66
15,0,0,0,0,0,88,546,1548,1408,1186,506,524,478,388,394,476,240,412,1074,1518,1062,1240,1050,180
16,8,0,0,0,496,534,388,1240,3210,2548,2008,1820,2096,2022,2424,1872,1670,1934,1574,1310,1272,1796,1076,278
17,93,21,56,58,1243,2032,1661,5564,18946,8150,3016,2237,2012,2373,2445,2825,2910,5851,11720,3340,2593,3879,1476,576
18,0,0,0,0,0,0,396,1680,2178,1128,648,530,608,470,492,564,694,714,1092,802,624,696,402,116
19,40,0,0,0,26,136,271,1188,2142,978,826,676,705,839,638,818,801,1002,1384,1137,650,1115,659,142
20,1,0,0,0,0,0,85,248,312,259,126,73,55,94,111,4,28,21,35,46,31,35,35,31
21,1446,484,393,317,4402,3661,6104,12597,20959,14428,12125,11994,12471,12183,12016,13188,15076,16144,19219,12164,9876,12505,7366,2132
22,122,0,0,0,0,122,296,648,708,302,208,226,214,150,130,138,196,108,164,98,38,12,36,30
23,310,21,0,9,777,978,2572,3789,5379,3745,3836,3361,4243,4178,4093,4061,4613,3981,4306,4187,3554,3879,2683,1021
24,96,0,0,0,0,272,1090,2696,3746,2678,2038,1804,2216,2196,2052,2004,2370,2798,3272,2492,1894,2416,1504,588
25,8,6,0,0,2,6,20,26,52,22,16,16,32,50,38,20,48,80,156,128,28,84,68,10
26,0,0,0,0,0,48,150,622,1114,1100,924,654,676,780,726,804,842,760,1292,1168,700,758,470,78
27,0,0,0,0,0,0,196,684,1000,568,412,166,192,302,290,272,268,436,730,836,536,980,564,166
28,2,0,0,0,0,4,96,302,358,302,24,68,54,84,160,308,408,364,502,636,508,766,566,206
29,12,0,0,0,0,83,462,1734,1860,1047,644,533,586,639,532,591,660,683,936,983,650,815,551,205
30,1007,96,138,78,3075,4405,6692,12592,15872,12559,11165,11230,13150,13849,13669,14793,16739,17021,21619,20058,13777,14355,11366,4293
31,407,123,27,0,220,744,1380,3085,2962,2815,3036,3560,3909,4150,4674,5039,5110,5118,5485,5391,3869,5179,3780,1437
32,0,0,0,0,0,194,108,308,856,1252,508,362,410,500,410,332,306,604,850,618,180,142,94,70
33,1,0,0,0,0,20,489,1060,1292,697,503,454,507,444,652,386,498,399,300,204,197,96,137,6
34,51,19,194,100,202,199,333,819,1885,1436,883,596,640,570,514,605,730,638,533,230,258,209,108,65
35,1065,35,0,0,3135,21665,49005,135680,238370,146290,65420,50190,53710,56825,55260,62930,80990,120600,154780,121280,88525,101495,47865,16325
36,82,0,0,0,194,1588,2700,5550,5128,3784,2036,1546,1700,1912,1568,1706,1524,1798,3404,4140,2080,3098,2198,536
37,1074,69,0,0,2096,3414,6460,13476,15919,10966,9999,9338,10449,10649,12188,13479,13362,13917,14905,12744,9375,13314,8100,2819
38,394,62,4,0,944,1130,3064,8714,11824,6570,4078,3316,3920,4234,4140,3340,4032,4628,7384,5758,4110,5178,3268,1178
39,59,8,0,0,128,339,726,1366,1886,1099,877,770,603,617,568,672,831,2713,1328,877,561,984,731,284
40,216,24,2,0,92,626,1626,4934,5998,2746,1708,1354,1532,1178,1290,1350,1212,1452,2676,3730,2446,3270,2546,902
41,0,0,0,0,0,0,0,5,46,8,5,9,6,37,29,1,23,4,28,2,10,18,20,1
42,14833,1988,1736,1232,3920,42595,87255,208873,275961,231770,163366,171332,202342,223839,216741,245798,272587,318437,365547,291921,289065,428953,198527,72016
43,26,0,0,0,0,44,740,1772,1630,1194,742,624,652,710,794,940,982,912,1178,1216,1082,1242,944,364
44,4,0,0,0,0,35,49,137,173,100,81,88,110,113,132,93,98,109,117,124,125,230,72,32
45,28,0,0,0,302,696,672,1896,2706,1714,1160,1234,1494,1490,1704,2032,2022,2424,2498,2102,1890,2378,1170,674
47,166,14,0,0,610,1050,1692,3520,4438,3192,2698,2798,2870,3074,2936,3000,2976,3342,3644,3344,2476,2858,2242,890
48,506,16,1,0,1093,3234,5636,11877,16511,8383,6717,5766,7202,7448,7062,8255,9129,10922,13291,8631,7263,8890,6172,2026
49,249,33,0,0,284,1000,2470,5142,5156,3474,2643,2459,2849,2882,2532,2852,3212,3512,3661,4117,2827,2842,2373,914
50,44,0,0,0,0,34,193,252,656,174,267,197,197,170,226,255,251,249,288,298,207,287,144,48
51,216,0,0,0,108,1568,4900,10680,9788,6184,4044,3572,4548,4808,4496,4460,5056,5644,7500,6200,4456,5940,4468,1184
52,70,6,0,0,4,164,146,257,1390,243,86,65,62,61,78,76,123,139,1192,129,60,110,63,73
53,3,0,0,0,0,75,287,600,953,611,407,323,496,702,482,403,426,572,648,595,436,495,268,81
54,0,0,0,0,0,0,776,1296,4608,558,250,440,728,362,554,418,588,760,1004,962,766,984,556,338
55,102,1,0,0,214,287,1095,2438,1692,1033,850,732,776,880,722,803,972,937,1123,1254,1017,1233,986,330
58,118,0,0,0,0,52,434,1054,1232,518,172,192,266,306,208,76,502,536,910,940,876,960,1090,352
59,32,20,22,42,88,116,130,366,600,416,256,92,248,178,230,362,396,394,594,686,626,764,434,116
60,688,102,36,64,629,2610,5555,13656,21761,13832,8737,8459,8686,9543,9472,10127,10174,11981,15245,11418,9003,10879,6838,2538
61,0,0,0,0,0,0,134,146,214,216,189,145,209,160,165,175,156,154,247,110,56,36,12,0
62,310,7,0,0,17,321,2049,7909,11032,8153,4118,3026,3736,3402,3384,3724,3514,2823,2873,2556,2657,4609,1822,1215
63,64,0,0,0,0,371,300,564,1127,1481,1263,1080,1146,1452,1494,1779,1672,1781,2182,2352,3116,3884,1533,525
64,0,0,0,0,0,6,136,482,1434,606,296,276,144,224,212,198,302,364,552,314,150,168,112,44
65,311,172,72,58,1001,2985,5215,14639,27948,14985,9854,8064,8991,9208,8288,8198,10471,13964,16753,12242,8501,12825,6592,2488
66,478,207,0,0,0,578,404,823,1622,1130,965,1108,1065,1415,1417,1665,1705,1704,2382,1978,1594,2355,1514,730
67,381,93,0,0,857,1374,3060,7621,9911,5332,4216,3354,3555,4115,4181,4292,4962,5400,6478,5710,4097,4392,3280,1360
68,762,136,74,53,758,13047,36689,84000,106761,74066,38633,32130,31432,31546,29849,37724,41622,53848,75965,70419,55315,70290,44048,18763
69,3483,492,342,494,5571,16265,29679,53446,69803,50212,39818,36269,40422,44317,45733,52545,58972,69264,87978,85083,70603,80569,49215,19619
70,120,2,0,0,562,798,1174,2712,1734,1458,1138,1118,1282,1162,1106,1078,918,1060,1150,1264,766,674,1096,470
71,32,0,0,0,58,128,162,402,724,454,410,326,354,432,406,434,482,416,594,380,354,390,226,104
72,0,0,0,0,0,19,134,730,749,576,416,203,146,242,237,161,45,379,317,91,228,310,100,42
73,384,19,0,0,638,710,1579,3592,4368,2452,1704,1437,2302,2050,1885,2352,2557,2695,3482,2991,2426,2766,2664,932
74,83,4,0,0,11,195,508,841,1711,1168,1263,956,1480,1209,1370,1171,1136,876,1103,838,777,846,600,173
75,1,0,0,0,0,19,30,22,2,9,19,15,2,14,5,13,5,7,9,14,4,1,1,2
76,162,0,0,0,0,61,141,343,575,321,348,324,413,404,658,861,942,1219,1508,1091,1006,1398,865,328
77,66,90,46,36,190,466,738,1738,4266,2664,1054,1280,1178,902,974,930,1334,1178,2584,1184,914,1596,1014,348
78,130,0,0,0,0,274,2080,4208,8715,10091,5934,5712,7219,7878,7595,8521,9319,9744,9963,7105,6883,8222,4803,2534
79,90,0,0,0,28,240,398,600,932,776,650,542,638,654,660,920,1008,1096,1622,1684,950,1128,762,180
80,20,0,0,0,0,94,164,642,830,412,66,6,74,60,94,90,102,38,390,634,284,458,462,188
81,24,0,0,0,0,336,1358,2792,2720,2184,1870,1590,1982,1716,1994,1892,1958,2008,2320,2284,1604,1574,1236,486
82,1321,103,43,63,558,1968,5831,13757,18664,19504,14405,14423,15771,15865,16471,17110,19359,21494,26726,25876,21792,28081,14063,5149
83,45,0,0,0,69,310,502,1307,2579,1436,1190,1474,1563,2448,3409,3754,3660,3495,2527,1776,1171,1464,1043,314
84,60,0,0,0,184,356,556,850,990,480,378,256,250,242,374,510,624,656,1024,1342,964,1444,946,320
85,75,0,0,0,9,449,1072,2134,2589,1485,994,801,888,946,819,1053,1349,1685,2550,2130,1411,2287,1779,503
87,56,0,0,0,48,440,872,1478,2152,1140,954,902,1144,1130,1360,1476,1342,1282,1414,1040,904,860,992,252
88,142,0,0,0,0,250,1300,2772,5252,3714,2916,2970,3014,2932,2978,3416,3276,3980,2846,2328,2098,2510,2080,950
89,5,0,0,0,0,62,84,473,393,123,31,33,4,28,11,33,44,86,209,203,155,159,57,31
90,157,3,0,0,183,593,1247,3059,3233,2101,1299,1400,1614,1484,1445,1605,2057,2328,2923,2789,1808,2241,2014,561
91,136,0,0,0,296,570,714,1708,2096,1752,1692,1788,2442,2120,2500,2430,3072,3248,4664,4528,2706,3232,2250,866
92,252,0,0,0,348,696,1452,5358,11848,6362,2912,2072,2714,3040,2472,2348,2642,2860,3564,1930,1346,2076,1524,458
93,9,0,0,0,241,2311,2313,6265,15416,10061,4677,2160,3113,1875,2662,2302,3524,5122,8466,2448,2456,3001,1123,245
94,71,8,0,0,92,348,468,811,1854,1629,1056,1176,1606,1915,1446,1772,1626,2130,2199,1572,1218,1894,1350,381
95,54,2,0,0,204,280,286,740,914,614,630,550,644,774,794,764,768,924,1058,896,524,722,824,198
96,2,0,0,0,0,70,168,495,730,1195,428,343,307,365,400,329,410,618,1189,549,407,484,159,62
97,121,0,0,0,5,15,177,216,313,246,264,262,345,384,433,658,935,1124,1774,1934,1252,1558,1139,419
98,70,0,0,0,70,512,710,1638,1832,1094,988,844,1006,854,1002,1134,1168,1392,1498,2032,1914,2084,1406,572
99,3,0,0,0,0,364,260,426,415,244,318,243,241,315,363,296,248,245,202,202,174,235,176,56
100,0,0,0,0,0,0,32,221,249,77,38,69,174,20,116,259,318,593,1145,1223,761,829,749,157
101,392,28,0,0,131,980,1435,3426,6770,3682,1795,2013,2341,2545,2553,2997,4551,6729,8989,7189,5977,8220,5255,1342
103,17,0,0,0,0,153,390,708,582,433,298,145,98,31,57,127,183,301,508,953,756,698,602,220
104,55,4,0,0,149,678,1192,2133,3123,2691,1398,974,1347,1349,1319,1385,1819,3153,5094,2072,1074,1290,1045,431
105,57,0,0,0,211,1451,2299,5991,10336,7954,4789,4548,4151,3380,2585,1976,1794,1634,1285,2170,4304,4932,1852,388
106,1006,0,0,0,3728,9992,22101,51374,56533,36801,26697,26293,30716,31870,31029,34887,39001,43936,55104,53959,39523,47805,33492,13177
107,32,0,0,0,0,16,328,410,672,540,366,650,626,720,958,1046,1174,1182,1552,1612,1266,1348,998,362
108,808,196,252,116,776,2928,4660,12724,17512,9448,5908,5860,5352,6240,6144,7148,7528,9224,13116,9272,7992,12448,6900,3164
110,11,0,0,0,33,106,247,376,598,353,371,248,393,271,270,338,366,577,842,597,375,843,437,116
111,788,60,0,0,1524,4154,6118,12484,14272,12950,11880,12800,14962,15960,15992,18036,18730,18356,18084,17056,15316,21166,10394,3396
112,0,0,0,0,0,0,106,268,414,332,362,398,446,458,412,492,592,568,728,666,370,446,344,112
113,24,2,0,0,26,87,401,853,923,473,413,408,449,517,384,443,430,616,1117,964,585,804,688,169
114,0,0,0,0,69,230,773,2467,3937,2518,1301,1344,1379,1423,1209,1015,1417,1626,3072,1940,1409,2077,1310,278
116,13,0,0,0,0,0,88,96,105,48,35,14,30,33,52,35,122,87,45,93,57,87,94,17
117,16,0,0,0,1,23,257,1007,713,237,150,134,208,128,111,123,116,186,149,204,162,192,205,31
