클러스터,00시순하차,1시순하차,2시순하차,3시순하차,4시순하차,5시순하차,6시순하차,7시순하차,8시순하차,9시순하차,10시순하차,11시순하차,12시순하차,13시순하차,14시순하차,15시순하차,16시순하차,17시순하차,18시순하차,19시순하차,20시순하차,21시순하차,22시순하차,23시순하차
0,3626,1148,46,18,744,2158,2668,4422,5624,4522,4274,4372,4720,5190,5482,5730,6630,6168,6016,5062,3950,3980,3590,3246
1,6968,947,9,22,409,6143,8372,12908,19215,17555,15320,15838,17200,17275,18836,19447,21575,22328,24835,22887,21747,17371,17692,10888
2,564,52,0,14,398,482,2758,5806,4626,2656,1772,1764,1984,1940,2042,2186,2446,2562,3862,3906,2672,2188,2272,1578
3,408,6,0,0,211,713,1501,2319,2286,1555,1500,1474,1913,2002,2089,2113,2463,2349,2619,2223,1722,1460,1736,960
4,2226,1006,400,114,2022,3136,4094,9224,14972,9338,5880,5296,5428,6292,5318,6054,7514,8766,9552,6806,5358,5414,5494,2916
5,9,0,0,0,0,96,173,97,432,326,221,228,254,160,150,262,331,219,256,160,140,128,126,61
6,73,0,0,0,14,305,690,1578,2762,801,385,601,548,452,1642,2457,2204,930,786,1030,970,841,1052,531
7,0,0,0,0,0,68,147,493,459,321,168,222,319,277,268,369,488,444,525,560,398,420,422,308
9,108,15,0,0,43,249,866,1761,2265,1635,1503,1620,1698,1862,1849,1995,2124,2933,2069,1514,1751,2256,3636,885
10,134,30,0,0,118,417,1034,2333,1885,1201,620,536,547,447,298,509,462,271,583,750,473,400,501,266
11,250,0,0,0,462,696,894,2446,2226,1610,1246,796,606,494,724,516,3126,1062,1652,1918,1504,1396,1024,626
12,2340,198,0,0,2852,4863,8547,26602,26818,20564,15647,13405,19304,20257,15157,18744,24938,28248,33525,35782,21632,18976,17128,12692
13,106,1,0,0,22,176,198,1333,555,281,257,241,331,406,314,777,1497,607,550,418,299,309,353,239
14,0,0,0,0,0,0,154,158,364,168,222,208,212,342,270,310,564,366,362,166,146,192,220,150
15,0,0,0,0,0,74,778,2198,1204,1106,574,466,292,420,272,546,534,556,814,1306,1022,756,982,348
16,66,0,0,0,428,692,514,2478,6318,2934,2480,2122,2320,2362,2618,3280,3856,1960,1854,1478,1096,988,1206,750
17,397,100,60,33,1381,2078,1947,5181,18822,8047,3329,2599,2574,3090,3096,3311,3229,6462,12118,3717,2442,2757,1784,1209
18,0,0,0,0,0,0,392,1592,2338,888,544,474,502,498,414,340,326,664,884,766,572,400,402,230
19,172,0,0,0,48,131,359,1623,2492,1298,765,1013,940,857,897,1144,979,1129,1650,1364,872,914,821,326
20,0,0,0,0,0,0,61,273,289,210,102,58,60,64,108,29,12,23,10,15,36,16,5,60
21,3267,1144,617,538,5269,4405,6568,15170,22461,16472,11449,12182,12772,11832,11989,13511,15633,16706,20576,13408,9520,9087,8703,4034
22,42,0,0,0,0,154,428,654,638,406,188,174,212,140,184,104,152,164,150,110,72,64,20,38
23,822,51,0,6,876,1351,3035,6544,7043,3885,3552,3537,3739,3473,3776,4958,6810,4161,4646,4827,3230,3057,2778,1901
24,194,0,0,0,0,402,1184,3062,3678,2346,1816,1854,1928,2062,2038,2068,2420,2890,3492,2590,2208,1744,1464,1006
25,12,8,0,0,0,8,12,26,64,20,16,24,38,32,54,48,66,74,152,86,54,48,58,66
26,0,0,0,0,0,42,210,750,1130,1042,976,846,864,928,896,1126,1214,1070,1564,1166,908,804,658,288
27,0,0,0,0,0,0,360,870,800,710,268,328,310,324,208,274,342,410,774,710,646,710,596,276
28,4,0,0,0,0,62,90,480,438,186,18,78,110,200,236,392,490,462,688,714,646,526,542,354
29,29,0,0,0,0,108,475,2164,1858,922,586,498,575,572,462,507,609,679,885,1000,600,580,565,488
30,2627,123,282,105,3141,4835,7544,14367,16851,12841,11688,11405,13939,12755,13101,16122,16400,17336,21921,20416,13242,12091,11073,6916
31,1229,303,37,6,151,904,1795,4607,3772,3036,3181,3067,3807,3942,4206,5120,5360,5350,5412,5820,4267,3945,4331,2763
32,0,0,0,0,0,184,58,546,1080,1398,706,580,518,522,510,488,320,648,1236,658,98,60,30,58
33,1,0,0,0,0,12,564,1130,1559,730,496,412,347,393,267,241,179,328,246,198,123,97,157,12
34,133,33,96,57,294,338,396,837,1954,1517,1028,714,778,767,710,705,804,923,585,300,211,166,198,98
35,3865,300,0,0,4625,27565,58350,142625,239560,142060,65725,50455,54765,54005,54360,63670,87325,128935,164570,124335,87040,77995,61005,36890
36,204,0,0,0,310,1668,3264,7100,5564,3986,1734,1494,1724,1788,1340,1882,1826,1916,3310,3822,2240,2188,2638,1286
37,2923,403,0,0,2137,3999,8280,22847,20768,13229,10858,10044,10829,11110,11754,13678,14744,16489,18012,15171,10062,10530,10167,5439
38,890,92,16,0,1168,1322,4178,10946,12662,6508,4114,3592,3836,3950,3502,4214,4376,5166,7318,5946,4380,4052,3626,2288
39,270,58,2,0,133,332,759,1777,1862,1090,812,678,637,594,550,594,900,2472,1336,774,613,665,771,553
40,580,72,14,0,54,540,2158,7310,6636,2590,1836,1260,1524,1744,1182,1570,1182,1654,2624,3330,2432,2312,2548,1866
41,0,0,0,0,0,0,5,44,34,29,2,31,44,49,31,24,37,28,6,9,50,50,15,16
42,85120,13041,6097,4536,4564,48461,100037,225708,321566,266658,177849,186438,209055,235795,213759,244979,279412,337722,397194,307293,255388,273224,282793,206164
43,36,0,0,0,0,52,796,1822,1852,1008,724,674,510,658,752,1022,862,1034,1174,1254,1016,990,926,594
44,42,0,0,0,0,30,35,154,178,149,85,143,150,127,167,150,144,158,166,114,124,114,94,39
45,58,0,0,0,310,684,830,1914,2804,1730,1418,1228,1364,1490,1458,1946,2186,2620,2434,1844,2000,2006,1564,778
47,506,66,0,0,574,1136,2042,4834,6152,3642,2478,2704,2658,2994,2570,3152,3336,3610,4210,3650,2474,2118,2342,1578
48,2040,99,20,0,1192,3837,6199,17291,22044,8460,6532,5970,6830,7393,6970,8876,11444,10818,14090,9923,6565,6564,6555,3686
49,538,133,0,0,349,1007,2765,6116,5228,3782,2599,2492,2720,2640,2464,2719,3103,3409,3850,4327,2750,2415,2096,1359
50,93,16,0,0,0,37,314,2600,880,293,405,239,226,292,802,870,396,321,345,308,255,252,194,152
51,524,0,0,0,36,1324,6132,33240,9844,5844,3668,4940,4636,4080,12096,17720,5996,6004,6996,6044,4032,4224,4972,2668
52,194,14,0,0,2,58,188,252,1223,287,121,80,64,88,79,70,155,308,1438,156,63,42,102,124
53,2,0,0,0,0,97,190,906,876,536,390,278,468,569,428,350,306,555,657,580,359,441,228,176
54,16,0,0,0,0,0,746,1282,3162,356,76,484,996,636,908,652,866,954,1126,1024,778,732,658,590
55,337,4,0,0,229,361,1272,2676,2157,1107,916,771,1001,923,913,901,1006,1127,1080,1347,1099,918,843,781
58,224,0,0,0,4,202,452,1518,780,546,272,198,290,376,164,224,272,480,900,830,518,638,844,642
59,142,58,74,64,96,222,178,488,580,420,124,130,302,142,134,358,556,528,638,644,662,460,560,436
60,2525,416,143,127,810,2972,6574,15151,23147,14905,9634,9086,9668,9478,9601,10114,10546,12769,16858,11964,8992,7822,8175,5003
61,0,0,0,0,0,0,145,155,279,238,227,146,178,153,149,165,221,171,269,149,75,35,7,0
62,1562,100,0,0,20,412,2333,8559,10806,8763,3870,2897,3046,3126,3190,3175,3482,2940,3545,3513,2702,2957,2985,2485
63,433,0,0,0,0,288,304,919,1390,1438,1338,1107,1095,1542,1388,1528,2147,2102,2320,2316,2264,2723,2364,1759
64,0,0,0,0,0,2,148,670,2208,384,168,196,164,158,346,392,152,280,422,290,80,158,132,78
65,1515,474,248,110,932,3165,5928,17981,29557,15963,10269,8785,9789,9557,8951,10278,11678,16762,18878,13209,9237,8854,8412,5282
66,940,570,45,0,0,603,384,812,1987,1035,1032,1198,1138,1340,1329,1678,1622,1998,2040,1946,1755,1689,1612,1051
67,757,212,0,0,936,1573,3694,9475,9071,4978,3794,3083,3360,3564,3360,3421,4753,5060,5933,5497,3607,3252,3275,1795
68,4035,122,293,197,947,13973,40011,78961,106130,70193,38271,29357,29888,28121,26886,36635,39539,54897,76311,69579,51498,48981,50360,35434
69,8366,1652,506,504,6652,17724,34538,69628,74349,52057,40036,37476,39399,41416,43901,53406,69180,70730,89842,83600,65822,57781,56825,37425
70,290,4,0,0,544,942,1448,4328,2228,1586,1336,1174,1436,1288,1084,1520,1186,1218,1272,1378,746,610,1198,924
71,52,0,0,0,48,84,258,946,692,420,352,380,442,482,428,576,562,482,572,428,274,362,286,138
72,0,0,0,0,0,13,220,864,974,674,706,522,392,380,399,202,267,270,261,123,83,127,125,92
73,733,118,0,0,582,1094,1979,6653,5357,2293,1921,1608,1734,2008,1632,3216,3934,3451,3554,2814,2146,2288,3067,1638
74,146,11,0,0,3,167,536,1732,1874,1133,1154,898,1268,997,1223,1103,1141,839,1084,865,657,524,592,326
75,0,0,0,0,0,25,34,93,42,8,14,20,2,19,0,8,5,0,18,13,1,3,0,3
76,460,11,0,0,0,74,271,396,576,429,401,397,544,595,773,1230,1619,1308,1756,1505,1080,1144,1267,753
77,112,200,106,140,238,462,692,1538,4404,2998,1392,880,786,902,858,956,1092,1656,2922,1270,1106,1302,1216,320
78,927,0,0,0,0,645,2840,5325,9655,11378,9219,8292,10948,11251,9954,9708,10789,12877,14768,10233,9804,10656,9347,7113
79,136,0,0,0,14,146,468,1292,1084,828,708,760,680,722,504,1096,1174,1156,1872,1446,1016,804,756,416
80,54,0,0,0,0,196,232,952,1188,580,50,64,64,32,176,98,92,94,568,518,286,368,668,450
81,108,0,0,0,0,322,1646,4760,4652,1966,2026,1484,1800,1534,1490,1390,2704,2356,2364,2486,1568,1134,1182,724
