클러스터,00시순하차,1시순하차,2시순하차,3시순하차,4시순하차,5시순하차,6시순하차,7시순하차,8시순하차,9시순하차,10시순하차,11시순하차,12시순하차,13시순하차,14시순하차,15시순하차,16시순하차,17시순하차,18시순하차,19시순하차,20시순하차,21시순하차,22시순하차,23시순하차
0,4086,1232,68,24,700,2366,2926,4602,5534,4840,4892,4462,5512,5880,6410,6922,7486,7056,6442,5348,4508,4228,4420,3756
1,9278,1431,230,71,515,6662,10063,15953,20839,19197,18035,18400,19263,19794,20394,22711,23911,24642,27317,26364,26414,22686,21771,13562
2,659,126,0,14,326,553,2709,6012,4918,2820,2136,1972,2155,1976,2058,2548,2692,2739,3823,3964,2956,2404,2696,1980
3,434,48,0,0,237,808,1514,2244,2050,1671,1683,1758,1881,2462,2305,2417,2986,2487,2886,2354,1814,1904,1628,1126
4,2208,826,378,104,2078,3650,4864,9410,15246,9910,5838,5164,5226,5560,4936,5506,7454,9048,10014,7088,5514,5736,6706,3268
5,21,0,0,0,0,180,181,185,562,429,272,287,331,306,265,293,357,358,209,252,191,195,185,90
6,65,0,0,0,4,351,807,1506,3039,796,485,639,791,504,842,2449,2550,1179,1093,1134,940,1165,1072,655
7,0,0,0,0,0,62,153,533,507,311,163,199,307,361,322,410,518,490,511,680,491,398,515,323
9,118,16,4,0,50,215,849,1639,2346,1896,1460,1847,1865,2140,2084,2192,2516,2985,2040,1573,1865,2491,3782,954
10,135,49,0,0,148,455,1063,2600,1836,1419,760,550,591,480,520,477,502,393,668,733,517,385,483,323
11,272,4,0,0,562,694,908,2752,2364,1752,1198,660,610,546,610,702,3250,1194,1564,1866,1544,1512,1284,824
12,1974,204,0,0,2822,5817,9589,27987,26645,21514,16552,13239,20793,20076,15101,19379,27829,29852,33070,35759,23575,20998,19287,14190
13,103,6,0,0,27,177,243,1204,814,259,366,332,351,290,446,869,1245,781,588,439,265,342,327,202
14,6,0,0,0,0,0,118,180,546,264,250,230,254,460,288,402,598,552,472,356,218,290,282,164
15,0,0,0,0,0,92,854,2188,1360,1200,604,570,336,520,476,696,638,456,898,1398,1190,962,1196,434
16,50,0,0,0,320,750,532,2894,6670,3076,2566,2400,2392,2400,2562,3814,3932,2208,2104,1424,1198,1282,1498,772
17,792,153,75,98,1493,2341,1916,5978,19892,7905,3042,2886,2464,2996,2923,3316,3297,6398,11495,3386,2774,2926,2214,1264
18,0,0,0,0,0,0,564,1682,2474,1030,654,492,584,516,490,550,568,636,896,726,526,364,418,248
19,200,30,0,0,30,154,473,1916,2592,1268,1001,873,820,1036,979,1092,1216,1426,1723,1684,908,1095,893,349
20,0,0,0,0,0,0,87,270,332,216,120,81,55,81,69,27,18,9,17,12,16,31,27,60
21,3374,1416,858,752,5555,4932,7173,15753,22945,17011,13105,12265,12589,12855,12630,13405,15965,17932,21541,14700,11020,9941,9223,4881
22,26,0,0,0,0,182,464,842,596,496,146,234,246,122,124,126,152,120,78,92,126,18,14,72
23,714,111,0,3,894,1566,3094,7324,7526,4549,4531,5035,5317,5440,5002,6011,8030,5392,4768,4927,3797,3380,3025,2094
24,210,0,0,0,0,446,1314,3154,3850,2964,2096,1980,2106,2322,2210,2230,2838,3194,3560,2766,2206,2010,1880,1128
25,12,14,2,0,0,0,16,16,60,16,14,32,26,40,22,52,44,88,134,76,58,70,74,62
26,0,0,0,0,0,18,200,566,1128,1222,1188,806,898,1076,920,934,1158,1104,1592,1308,918,980,708,270
27,0,0,0,0,0,0,422,930,858,724,294,418,276,334,212,392,306,402,810,692,592,656,642,384
28,10,0,0,0,0,44,118,448,442,240,72,76,86,238,298,368,460,436,626,690,634,576,682,362
29,27,0,0,0,0,147,529,2171,2053,990,617,537,522,541,536,513,643,784,914,953,709,651,620,488
30,2906,102,327,120,3420,5450,8074,14971,18151,13495,12202,12279,14859,13793,13941,16427,18484,18727,23655,21385,14522,13478,11665,8104
31,1197,379,36,7,141,933,1959,4756,3374,3388,3530,3529,3904,4229,4477,5367,5317,5417,5427,5599,4328,4148,4493,2971
32,20,0,0,0,0,138,210,610,1410,1640,840,618,612,596,614,544,448,684,1328,552,158,86,96,56
33,2,0,0,0,0,8,543,1124,1517,739,536,475,399,450,261,207,226,303,223,188,133,66,128,14
34,101,47,71,49,248,295,458,860,2073,1347,1041,774,866,726,675,740,853,935,675,330,244,197,140,155
35,4070,950,20,0,4635,29655,64160,148355,246345,149585,71565,56725,59510,59130,58325,69215,93860,135865,171390,127170,90190,85165,66555,41555
36,246,0,0,0,244,1760,3342,7818,5618,4216,2248,1848,1968,1750,1506,1764,2026,2018,3378,3980,2432,2468,2668,1552
37,2975,518,8,0,2402,4808,9418,23852,22389,13990,12972,10863,11052,12015,12717,14880,17213,18413,18940,15791,11284,11582,10947,6362
38,882,238,42,0,1160,1666,4548,11674,13070,6916,4534,3920,4044,4122,3706,4448,4960,5600,7888,5842,4304,4528,3950,2362
39,367,65,5,0,112,444,858,2020,1995,1257,926,761,680,652,634,676,1081,2801,1325,816,702,679,858,590
40,714,106,16,0,88,528,2278,7812,6788,3196,2152,1684,1576,1776,1130,1648,1624,2032,2662,3782,2438,2602,2550,1890
41,0,0,0,0,0,0,15,38,16,19,11,47,19,30,71,1,53,87,45,11,35,25,55,13
42,97202,18536,10759,8442,8379,61068,115402,241983,346052,294273,204134,216783,242795,272405,255619,283290,334026,382641,444185,343035,292222,315777,330540,222838
43,62,0,0,0,0,22,770,1896,1686,1144,854,814,682,700,758,1074,954,1114,1324,1392,1148,1118,932,698
44,48,0,0,0,0,31,58,200,226,170,120,130,154,177,183,241,212,251,154,189,165,116,125,41
45,102,0,0,0,366,738,898,2246,2820,1760,1470,1480,1430,1714,1780,1922,2456,2672,2710,2066,2086,2068,1412,880
47,560,76,0,0,596,1240,1936,4890,6052,3974,2682,2568,2734,3168,2752,3230,3524,3234,4024,3876,2458,2606,2594,1804
48,2093,174,70,24,1333,3628,6455,16384,22486,9339,7336,6222,7315,7663,7525,8861,11191,11559,14699,10717,7580,7223,6988,4117
49,533,97,0,0,347,1042,2860,6265,5442,3973,2927,2699,2917,2891,2774,2862,3672,3820,3873,4532,3054,2631,2413,1434
