클러스터,00시순하차,1시순하차,2시순하차,3시순하차,4시순하차,5시순하차,6시순하차,7시순하차,8시순하차,9시순하차,10시순하차,11시순하차,12시순하차,13시순하차,14시순하차,15시순하차,16시순하차,17시순하차,18시순하차,19시순하차,20시순하차,21시순하차,22시순하차,23시순하차
0,3834,1242,70,30,772,2386,3070,4604,5154,4364,4910,4370,5208,5542,5834,6680,7114,6726,6684,5238,4258,4738,4496,3584
1,6471,914,126,74,416,6693,9699,14691,19858,18287,17094,17769,18185,18861,19409,20863,22799,22383,25041,23570,24240,20578,19397,11411
2,654,142,0,2,366,624,2759,5993,4581,2632,1870,1900,2043,2290,1963,2684,2830,2961,4040,4159,2820,2188,2587,2141
3,410,72,0,0,212,869,1439,2540,2273,1752,1498,1489,2124,2124,2256,2519,2685,2203,2863,2250,1621,1851,2030,1063
4,1906,584,328,110,1740,3784,4676,9416,14552,8830,5744,4882,5172,5090,4854,5478,6324,8492,10356,6950,4990,5440,6138,3456
5,24,0,0,0,0,172,170,138,563,443,258,300,278,187,263,321,380,351,264,281,206,174,181,88
6,73,0,0,0,6,316,835,1256,2782,791,482,394,698,680,624,2387,2634,1137,1018,1056,950,914,1094,651
7,0,0,0,0,0,72,159,569,455,290,177,197,340,333,324,388,469,434,483,667,441,404,485,299
9,141,29,0,0,60,243,895,1756,2396,1852,1528,1679,1748,1970,1851,2176,2310,3096,2096,1426,1889,2306,3979,940
10,127,44,0,0,135,450,1130,2502,1847,1378,645,480,485,430,407,318,423,339,607,735,407,362,357,327
11,232,0,0,0,514,606,742,2762,2304,1472,1218,822,748,622,468,414,2526,932,1486,1772,1440,1464,1280,698
12,2457,240,0,0,3108,4807,9203,25829,20899,14826,13418,11648,15216,15623,13158,15405,19806,21953,27159,31413,18875,17391,15253,10063
13,61,17,0,0,20,169,252,1279,811,256,252,258,304,465,263,826,1504,692,617,426,298,356,336,226
14,2,0,0,0,0,0,116,200,464,300,232,202,296,394,280,394,464,468,346,232,248,264,228,96
15,0,0,0,0,0,78,726,2116,1392,1172,698,624,404,484,332,358,510,406,860,1260,990,898,1036,358
16,54,0,0,0,314,578,524,2550,6410,2796,2090,2064,2108,2178,2428,3036,3592,1952,1878,1466,1194,1508,1206,748
17,647,126,112,94,1445,2195,1774,5845,19058,8396,3081,2363,2278,2646,2566,3004,3426,6306,12015,3406,2607,2879,2257,1185
18,0,0,0,0,0,0,512,1932,2080,1080,434,546,490,528,570,502,548,722,1006,758,470,418,424,214
19,156,22,0,0,40,176,548,1813,2455,1164,973,774,862,969,980,1018,1105,1351,1730,1353,899,1043,931,357
20,2,0,0,0,0,0,83,264,343,242,145,79,75,67,64,28,13,8,14,4,29,33,28,53
21,2874,1485,661,607,5544,4909,7272,15738,22072,16038,12853,12064,13030,12261,11900,13570,15653,16182,22030,14024,9990,10767,9646,4590
22,30,0,0,0,0,118,402,786,636,474,170,192,204,156,146,108,104,188,144,94,80,2,22,22
23,737,60,0,0,975,1628,3235,6616,7297,4194,4253,3564,4381,4179,3855,4873,7933,4563,4418,4687,3519,3162,2900,1693
24,162,0,0,0,0,436,1288,3322,3776,2844,1918,1838,2022,2222,2218,2242,2608,2858,3454,2484,1868,2052,1580,1172
25,22,18,4,0,2,0,2,24,46,28,16,34,30,30,30,38,64,78,142,118,84,80,80,34
26,0,0,0,0,0,48,180,562,1086,1220,1086,706,886,1004,932,1022,1300,1134,1560,1256,918,1022,762,288
27,0,0,0,0,0,2,476,876,662,584,314,360,216,422,246,348,394,420,840,746,540,726,538,332
28,4,0,0,0,0,50,150,526,370,310,40,74,66,158,226,378,494,360,528,562,548,634,600,400
29,42,0,0,0,0,128,549,1914,1809,988,569,542,608,542,543,492,638,754,925,955,735,593,595,428
30,2739,117,225,144,3237,5569,7865,14340,17670,13257,11814,11781,14726,14056,13507,15739,17200,18514,22404,20546,13521,12667,11888,7961
31,1163,331,49,10,114,817,1942,4348,3504,3115,3368,3340,4060,4173,4321,5095,5365,5228,5653,5421,4279,3935,4295,2803
32,36,0,0,0,0,178,220,384,1526,1424,814,590,514,604,674,426,418,768,1278,678,332,78,82,48
33,0,0,0,0,0,18,502,1081,1581,713,482,510,413,415,305,326,163,198,256,179,120,72,144,7
34,92,32,55,78,243,338,422,845,2055,1420,1014,752,602,628,674,722,899,952,693,265,286,241,150,105
35,4095,845,50,0,4315,25790,60700,142645,247650,149510,71130,55360,55280,58195,58240,67745,89370,135445,171300,126245,89090,79595,65420,38455
36,288,0,0,0,246,1876,3154,7160,5008,3792,2250,1684,1768,1642,1326,1870,1902,1612,3334,4092,2346,2190,2768,1514
