클러스터,0시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,월
194,9939,4,0,0,41,13999,42628,137073,208124,105200,75244,64721,68834,74406,70317,76016,89014,108799,155345,102105,68163,64398,63759,35855,2019-06
195,24509,2672,0,0,275,36731,69198,154755,226071,151840,113261,114167,113357,120411,121551,126527,147245,165569,209588,176857,118368,112087,103161,68142,2019-06
196,32932,384,0,0,1344,56324,198913,544556,1297682,695629,478954,527742,534302,592637,605424,625324,657242,810799,1229036,672262,511984,438092,323940,169080,2019-06
197,7099,49,0,0,781,13114,28649,72011,118038,72707,56647,56676,61750,66773,64802,70600,77996,92130,124187,88762,57252,66742,66383,28802,2019-06
198,16573,1626,0,0,130,24974,74766,178597,177898,121163,93970,83911,89756,91535,87174,93255,111118,123385,151939,135132,92491,85266,81678,55215,2019-06
199,3524,0,0,0,3,7406,24818,58244,86836,54981,41266,37558,38697,42345,39139,42131,50019,56422,75646,50240,34194,35993,32558,16795,2019-06
201,15405,27,0,0,136,27236,55444,122881,247474,147128,104418,101834,108895,115239,112384,118823,136796,156139,205709,157712,110267,100965,90929,60144,2019-06
202,26724,2716,0,0,280,37166,83818,175840,309290,191516,122324,112940,121690,130056,129788,140334,162732,201720,291536,222622,152286,143688,134532,81846,2019-06
203,3278,8,0,0,5,5154,16035,39838,42891,27747,24530,23182,24559,24873,23390,25722,30768,33994,40505,36558,21174,19511,18306,10443,2019-06
205,11423,2032,0,0,186,12342,57943,158459,396418,310231,171619,168274,170392,200014,204958,214938,231892,294136,431342,268746,186924,154965,119333,42810,2019-06
207,36631,98,0,0,199,39501,100368,212262,411057,353574,302850,290913,333017,367550,343049,357092,393233,455446,512334,386728,292069,286642,277523,163805,2019-06
208,9134,926,0,0,275,16353,36116,98989,121496,69397,45496,42283,47897,47099,44552,50009,63144,73196,95469,75943,50050,48698,41318,27075,2019-06
209,3127,388,0,0,22,2383,8485,18145,32310,31847,27505,30283,26599,23411,22651,21163,20267,21028,25432,16590,12736,11818,10443,6116,2019-06
211,81609,3969,2,0,468,71693,245665,567339,934665,629358,444313,460258,491214,509740,508031,525000,600083,791177,1130437,752042,538868,554285,519910,311464,2019-06
212,24054,10,0,0,68,25946,107196,257612,526742,447990,280182,281692,282538,322054,331276,326510,336796,439132,665020,365022,261154,277176,264942,109194,2019-06
213,1926,1,0,0,8,2491,7978,20185,25922,15213,11982,11308,12926,13343,12699,12648,14767,17260,23233,18923,11850,10850,10069,7487,2019-06
216,10559,52,0,0,119,15550,85356,209093,450651,304903,176744,179425,164852,191866,188179,189018,215635,279401,429117,238577,156086,155766,121285,53688,2019-06
217,24801,110,0,0,530,30201,99350,249546,514317,506828,465905,525601,570868,618405,622793,616590,634682,700263,863502,560398,381781,371818,301963,143042,2019-06
220,19152,17,0,0,1036,35264,69416,165804,239337,143298,102130,94564,104546,108599,104255,113621,133110,157325,202520,180473,118063,108971,98712,62004,2019-06
225,59795,608,2,0,3438,56561,129726,318563,640976,420994,313825,306605,355193,376526,372692,396427,466966,541597,717427,523049,379652,379099,364311,218929,2019-06
226,23284,142,0,0,244,52837,80680,221505,447253,287532,149600,130089,135672,152305,146443,154433,177637,246541,405083,276443,184007,174544,164948,96316,2019-06
227,3455,992,0,0,159,6574,13078,34649,43782,37300,33330,28933,29423,32353,32478,33756,37312,36051,37866,26876,18525,16108,14776,8197,2019-06
228,2828,0,0,0,24,3715,10385,33188,43708,23928,17468,15881,17398,18721,17195,19075,25350,26671,36605,27076,18392,16572,15808,9462,2019-06
230,16997,190,0,0,116,21523,80173,165047,296163,174675,116015,119437,131260,141522,141067,151085,176085,237827,303270,202266,138715,126408,110972,59898,2019-06
231,1953,1,0,0,13,4036,11636,32155,64281,36218,28142,28509,32997,38832,35778,34709,40535,45580,65085,36804,25877,21953,18434,10363,2019-06
232,3121,8,0,0,22,4242,10480,30743,60325,35143,29341,24821,29131,30900,28784,27958,35151,39358,52133,32843,22940,22915,23337,13521,2019-06
233,10109,1,0,0,25,17207,37140,84141,137317,93653,68707,62826,64529,66174,66162,67949,76747,87255,117363,86160,60392,60795,57005,36389,2019-06
235,2476,1,0,0,6,6289,22119,47558,65875,44394,29681,25309,29321,27631,29809,30749,35750,45598,59942,44233,30812,26629,24906,11248,2019-06
236,9162,1,0,0,50,11438,51183,115975,364290,287477,132872,109152,107598,122458,123103,130148,135411,171018,338190,195355,117471,108046,86650,42973,2019-06
238,9702,1,0,0,79,19790,41653,107609,163267,95469,76280,68735,69886,73268,69658,71342,87395,92634,127929,103376,66169,64401,56018,37383,2019-06
239,1890,1,0,0,17,2874,6035,15767,17292,12033,9073,7760,7666,8133,7423,8568,9638,10758,13587,12928,7839,7986,7528,5037,2019-06
243,45708,655,0,0,202,74431,185319,420346,599133,419700,314477,321840,341225,366017,362129,392191,440506,526980,682357,526236,362618,315093,280546,158599,2019-06
244,10214,470,0,0,920,32294,50756,128236,272282,178298,137562,140782,142040,151060,147688,157254,162254,197728,268238,145296,97238,89854,76702,48544,2019-06
245,3403,6,0,0,211,4412,19074,44829,69693,52958,43419,41375,46322,53472,49536,52793,61259,65544,74457,47306,33276,31399,25637,13176,2019-06
246,25476,954,0,0,252,54346,112216,301016,364444,210650,147864,134970,145594,148280,143524,157486,186120,212418,301490,270150,181308,169636,152748,95372,2019-06
248,47515,2971,1,0,2139,56831,73421,137283,247531,243813,218916,244093,293671,329486,334439,357871,399794,461467,561043,459447,364523,381392,386758,242102,2019-06
249,13235,1465,0,0,131,18764,56237,121392,220199,203648,132075,122306,134192,148299,150002,156569,177329,207527,294687,217724,141871,135997,121912,62834,2019-06
251,2787,0,0,0,15,5415,12877,29873,42484,26516,22321,21334,22958,24233,23950,24324,27381,32576,41565,31857,20795,18493,14786,9197,2019-06
252,4157,37,0,0,36,6070,14864,39489,41476,26200,20204,18299,20131,20315,19095,20100,23707,28928,37392,30815,19834,18380,17870,13097,2019-06
255,53094,848,0,0,577,41139,176653,464383,1232428,882357,672665,696202,720606,795598,800093,815047,863388,1060016,1507153,930615,644164,627013,536167,295127,2019-06
257,26456,159,0,0,262,34307,106720,298522,620207,328257,201285,196947,206787,222227,216266,224840,247491,317268,561958,304296,201753,189216,167221,96859,2019-06
0,9664,350,2,0,124,14295,51601,134903,138686,84897,66382,61834,64683,66326,64790,70781,82309,96351,123274,102928,64947,59416,52990,30668,2019-07
1,23270,1639,0,0,251,32678,80852,203405,456516,274597,182347,178471,183366,194155,185515,190997,211526,273389,397194,259428,181421,167077,144502,80390,2019-07
5,6526,0,0,0,3,8344,29545,86597,92798,52769,42409,42424,46441,47480,45284,49288,58491,60882,82458,69884,42758,39213,38937,20842,2019-07
6,5469,3,0,0,32,4400,38685,98098,259325,143287,103085,96743,101184,110635,111628,116081,129894,169809,261285,139921,92034,80321,65093,27848,2019-07
7,9692,9,0,0,34,14572,41495,114472,231330,117841,73931,69316,74123,79036,73525,77166,88944,115042,205051,116636,77894,75632,66047,39235,2019-07
8,12317,86,0,0,39,14175,65106,142486,221614,175591,144960,138026,141151,146520,144355,154041,170483,191930,252592,195813,141055,129402,110158,53045,2019-07
9,5226,0,2,0,33,11047,35579,73711,97816,52598,35342,32462,33132,33824,32220,33999,42966,50334,71774,59289,37629,34032,31634,19219,2019-07
10,4069,175,0,0,21,8466,20408,54611,71299,37062,23494,22152,24466,24685,23257,25326,30616,34426,52457,46127,27583,24024,21142,13476,2019-07
11,10036,721,0,0,30,15387,48627,150273,147588,72873,51792,47083,54176,51452,50238,53574,66918,74228,107280,94096,56032,49001,50800,31355,2019-07
13,4471,0,0,0,1,7637,17737,50073,61166,34916,25057,24070,29896,29369,26403,28304,35479,39217,52156,48455,27108,25724,25828,13844,2019-07
15,4163,84,0,0,37,4727,14990,36270,64972,34447,23391,21112,25206,27543,23970,25370,33356,39990,48169,34605,22527,23370,22932,15769,2019-07
17,18102,434,1,0,99,23488,71158,171199,294725,162893,105867,102299,106953,111035,105575,110789,130718,185864,288408,195660,132908,130706,124661,73619,2019-07
19,4403,1,0,0,36,4876,26196,63886,80583,57290,41946,39660,50737,58320,49233,52841,59653,76385,77463,60392,36932,42776,58865,15813,2019-07
20,5396,2,0,0,1,7958,19480,51034,83280,50151,33326,29796,30912,32509,30065,33842,36102,42866,62351,49148,32961,32033,28561,17142,2019-07
21,18132,0,0,0,83,27429,65430,162757,218790,140108,101399,96196,103340,106603,105900,113490,126516,149051,215558,186558,123176,109588,101747,66007,2019-07
22,7400,0,0,0,32,14180,33826,69509,102053,59438,42783,40746,43644,43180,42485,47951,54534,66575,89440,79573,49824,43095,39698,22925,2019-07
23,23196,1157,0,0,27,17396,70093,175263,359399,292202,163650,146403,156118,173265,176400,183933,200570,275640,442944,307375,193002,195538,184057,100486,2019-07
25,12850,154,0,0,41,22184,63038,166760,297707,136716,89753,83732,90131,96480,90898,98155,114425,146897,245802,171047,98600,88431,76701,47768,2019-07
26,18442,1323,3,0,77,24043,84383,191781,552295,270332,140009,126774,134065,152566,152929,165438,186749,261636,495549,270427,161309,150815,125303,67407,2019-07
27,8055,224,0,0,53,20762,69760,137888,159228,116211,107763,120963,124213,135088,135268,138521,146358,175618,213331,151988,104758,95325,81394,37953,2019-07
29,22816,2,2,0,3054,68465,126642,391382,997696,512895,215553,189136,198289,213873,207008,221162,260357,452654,867493,477979,278418,254733,188493,100440,2019-07
30,212579,14520,0,0,18364,321443,919151,2247051,3814745,2585215,1888491,1925365,2046466,2149203,2005296,2220401,2419446,2850509,3891365,2698560,1855623,1685464,1457743,815135,2019-07
32,10853,2303,0,0,10,22080,49120,123059,158332,84139,62852,56060,63558,62442,60485,63783,80251,90642,130083,104836,70325,61969,61110,37360,2019-07
35,15380,11,0,0,80,11508,42248,92566,151529,88919,64374,66225,75788,81958,81277,91729,102770,128132,163611,126128,70845,81553,77217,49771,2019-07
41,17237,0,0,0,9,19541,49362,50715,95453,78022,53351,54396,62725,70199,70909,77804,102747,130090,160934,129362,91870,96560,95915,62745,2019-07
44,5081,0,0,0,27,7443,16680,40223,82273,60501,41764,39601,46392,48187,48445,49903,57695,63719,93838,69996,44601,39321,36596,21273,2019-07
46,2877,1,0,0,7,6008,14855,41035,48617,27869,21545,19723,22566,20487,20276,21676,26379,27297,32581,29892,17968,14657,14727,8737,2019-07
48,12968,25,0,0,32,7229,31688,74765,177052,141269,116235,117583,141568,164718,157448,163803,183091,207713,256939,172164,114770,137387,140170,61895,2019-07
49,2954,39,0,0,17,5239,25473,77877,201134,68910,42853,44184,43692,48016,46992,47204,56917,79403,160312,56363,39364,37712,28735,13624,2019-07
53,3297,2,0,0,9,3177,20291,47879,135219,80346,41861,41968,41433,47927,46623,52805,59383,83231,144089,76068,50554,43944,33538,16167,2019-07
56,19620,679,0,0,233,22850,82810,196499,373819,242220,163628,157197,167085,183714,178511,190658,211576,261134,408055,264875,172655,166903,143323,78178,2019-07
57,4132,4,0,0,22,6431,17061,51282,85536,41543,28668,26366,27222,31135,29912,31629,36151,45050,70002,45500,28485,25882,23981,11821,2019-07
58,5454,457,0,0,88,6369,36461,89011,191443,116142,64121,64559,63814,68690,67770,72726,83541,112171,173746,95727,59983,57681,47771,22092,2019-07
59,16757,5,0,0,99,27565,70922,170430,194946,118399,85270,76590,81837,80466,78363,84170,95959,114206,161137,149974,95914,83433,79077,51666,2019-07
60,6755,1,0,0,33,11603,28415,77730,73588,42032,32261,30530,33334,31787,30807,33091,37322,41328,55819,57396,33844,29521,27730,18673,2019-07
61,2623,2,0,0,3,4730,14520,40225,74134,40766,27462,27357,29120,27524,25711,28193,31121,39321,63041,37348,23388,22573,19859,10853,2019-07
62,22699,126,0,0,233,45099,79471,202988,327998,194117,119414,106635,110751,115248,111727,123227,137344,170155,257800,204993,137723,133202,131232,74780,2019-07
63,10076,49,0,0,44,13215,51911,158311,449417,339754,157181,120498,118417,141825,133564,151048,161057,248966,415393,219529,128962,125409,94145,44130,2019-07
64,5239,0,0,0,20,7621,35693,79441,200264,126707,55418,46705,45103,48238,48067,56308,62175,85012,152897,93828,54798,50757,40169,15559,2019-07
65,99084,1349,0,0,392,88642,377097,1016078,1736605,1289355,895322,925560,990717,1046145,1043255,1130258,1262110,1514799,2105522,1482375,1083213,1009107,895829,425906,2019-07
66,5260,0,0,0,0,11669,24840,63063,99552,54994,39652,37906,43374,44135,41040,45230,51413,60722,83016,65851,41253,37794,34233,18778,2019-07
67,3491,1158,0,0,9,9093,51047,93876,79781,37315,26077,24666,24341,24079,25123,26560,40195,57252,57392,54421,29338,25000,22730,14779,2019-07
68,19356,1075,0,0,257,21556,114207,378641,1105831,543570,315252,346079,331778,393299,380530,400372,441532,613736,1106104,528981,400395,390290,296567,138073,2019-07
69,7322,0,0,0,31,7835,19529,52449,83806,59469,35999,32783,36478,39255,35889,37434,46095,57463,75351,58394,37838,37498,35940,24013,2019-07
70,21978,354,10,0,144,19566,54921,146467,206068,156249,115152,112386,130274,138077,132854,140565,163111,189438,238393,181334,127235,122082,118878,70046,2019-07
73,13979,1,0,0,3043,33186,73198,165535,259022,225021,214416,243666,267917,284745,278018,290061,285261,281641,299670,216629,149061,112803,94691,53283,2019-07
77,27518,412,2,0,1478,125110,129148,270782,477978,334600,244910,231548,233596,244202,234390,250918,275968,358874,447056,311148,224344,240386,218328,111266,2019-07
78,5377,68,0,0,751,21420,29984,75515,117849,52855,32623,29992,32533,33761,30392,33776,42244,60312,101568,55833,38422,38787,33280,19599,2019-07
80,3383,0,0,0,1,5030,12451,41149,45248,25628,18793,17388,21534,21118,18410,21163,26937,30087,39175,33689,19301,17737,18308,9010,2019-07
81,76352,3724,0,0,1056,67107,136235,295325,555591,414498,293503,314314,374275,411864,412353,445663,501575,642375,874919,684248,498787,501489,479923,289559,2019-07
82,9224,0,0,0,15,10477,33942,101215,114205,68457,51438,50643,57731,57917,54684,59262,67636,74473,93565,88503,53819,47985,46993,28067,2019-07
83,10526,1,0,0,70,19059,52352,132528,160229,111282,80968,78642,86745,88606,87845,99633,110510,126899,168887,145813,99748,79628,73038,42594,2019-07
84,2637,90,0,0,32,5596,14143,34962,60383,31074,24268,24120,25345,25837,24317,26729,29405,35137,49021,33897,21950,19348,17509,9549,2019-07
85,12926,536,0,0,62,39617,74710,188449,221959,117493,81398,75429,78981,80627,77278,84395,101839,128589,177789,140357,88565,77621,75066,46594,2019-07
87,6510,0,0,0,110,9995,25547,71029,102477,60472,42599,38393,41716,42764,40722,44480,52012,61331,87155,65253,44234,39458,36656,21182,2019-07
89,14859,26,0,0,2536,29705,65991,146813,188519,112560,84360,80459,87516,88357,85759,92952,107515,131830,171795,155223,95274,86391,80836,51847,2019-07
90,81427,1092,4,0,5413,163391,242755,520534,1147149,848441,752676,802921,859644,927971,951007,972299,980021,1122247,1302963,945716,670341,585141,513250,341303,2019-07
92,10767,500,0,0,143,14343,42682,130914,264524,124437,60419,53467,58107,62166,58048,64284,75943,119838,237184,126924,73456,66788,58512,38799,2019-07
94,18628,2,4,0,148,30376,74346,188672,278158,185638,142346,143148,156686,173740,171662,175366,201900,220320,295450,225640,145124,126778,110002,64784,2019-07
95,13578,56,0,0,88,32433,75434,166872,240291,129418,84475,74971,80598,81094,76562,85442,102257,123615,174769,133354,83771,79434,76538,43451,2019-07
97,13694,126,0,0,158,15808,72529,196907,561152,397948,196125,167850,173421,200083,190131,203438,251691,313843,530956,277627,171527,166962,149351,61643,2019-07
98,6403,1035,0,0,16,16439,35615,97917,137250,72490,43769,41427,45444,44495,44301,48597,53641,67947,101814,80747,49293,47936,40964,24520,2019-07
99,13312,1,0,0,131,28740,57580,152473,208636,111079,71980,68873,73048,72473,71000,76534,90088,112952,172166,145801,87606,79562,76597,42544,2019-07
101,7692,46,0,0,52,8732,35272,79108,159998,82720,55816,59098,64818,70290,67134,69698,78396,109122,174852,87970,61496,61504,54212,33162,2019-07
103,11064,300,0,0,126,21268,42810,108591,169457,108456,67843,62498,66778,69849,65807,73328,80754,96281,131836,110281,73141,69147,66006,37961,2019-07
104,9395,12,1,0,152,33084,53533,123709,160643,93767,67157,64886,70374,73043,69442,75773,87411,106848,148329,124523,75454,69476,59160,34477,2019-07
105,6904,19,0,0,26,7778,25520,59540,123618,84182,50787,46256,48937,53778,52854,54826,61776,79531,125219,73577,48714,49006,46081,22645,2019-07
106,17839,779,0,0,109,23770,73261,182502,442814,221371,127833,120440,123992,136664,131286,138645,160128,205425,376940,183114,121412,117291,102595,60200,2019-07
108,45876,996,0,0,312,50910,129556,295092,399652,316852,260166,255964,284202,308742,313566,322324,362252,401234,528150,445170,305568,267652,256172,148448,2019-07
109,15769,219,0,0,83,15874,40830,118360,201125,134928,79236,69151,75727,79290,75189,82730,90294,112324,169316,138887,91947,89845,88690,56378,2019-07
110,7768,390,1,0,317,15075,52082,133432,207508,128821,104049,87474,104430,101299,85350,109852,126846,149926,207925,131817,101958,79794,78942,38670,2019-07
114,10185,599,0,0,8,16140,46390,112107,134519,68958,52447,50832,56550,56945,54220,59831,69109,78002,108764,90333,57834,51077,48211,27813,2019-07
115,43114,365,0,0,362,53277,114203,290903,448651,280096,172155,158318,170127,177511,172253,187129,212081,265679,391129,357527,235559,227281,226129,145829,2019-07
116,3051,0,0,0,2,5702,16499,43119,62997,32074,21492,20672,22313,21641,21322,22365,25918,30858,47316,34395,21805,20018,20568,10085,2019-07
119,5510,39,0,0,5,10779,21239,54195,79527,44284,29777,27234,30166,30407,29020,31470,36340,44550,63543,55373,34145,31561,29186,18472,2019-07
125,16472,2,0,0,131,32869,82476,211606,263562,175088,127954,122696,133997,136616,134025,149734,166912,191780,253992,216209,144564,119673,110466,64058,2019-07
129,8039,1,0,0,41,12849,43584,116571,137007,83445,57734,54872,59896,62516,60684,64846,72527,89023,118172,98373,62795,55898,57497,35988,2019-07
131,2254,0,0,0,0,5349,17297,38888,55940,33197,24246,23228,25524,26844,28010,29124,33704,41432,55104,40180,24525,21931,20220,11052,2019-07
132,8070,43,0,0,91,10243,59865,155235,348159,188555,104437,99806,97231,112871,108261,115571,128988,193236,326019,178770,114383,109277,86941,38569,2019-07
135,37390,4004,1,0,3860,54560,93058,238036,356540,214158,165671,162266,177609,187716,183392,194501,216338,271459,414805,295637,197893,194891,174466,108413,2019-07
136,11525,21,0,0,3,17309,42130,97844,178287,111526,73993,71700,83986,84786,79151,86645,99409,117745,152786,113102,74525,71413,68188,39779,2019-07
138,31309,850,0,0,511,33796,98825,313558,757002,371995,209174,212821,219270,235819,221393,233790,270094,394561,740214,366090,243232,237877,210363,118991,2019-07
139,10023,1396,0,0,268,15871,47501,125911,104377,72014,61579,53020,53440,54316,54435,56960,62010,69248,80979,79840,47924,40037,37513,25985,2019-07
140,7631,0,0,0,33,8609,21100,57127,77677,46490,33474,31979,36818,38429,34722,37995,44399,52173,70066,60507,38406,33938,31891,23325,2019-07
141,34040,597,1,0,389,47149,226325,440023,706310,699362,650026,743860,780554,819409,851442,913523,974508,1100339,1198044,905308,754221,600569,449918,198782,2019-07
145,46756,534,0,0,250,43490,121264,256060,519878,349900,239420,237550,266568,296324,294736,302236,353818,457586,730024,498596,327592,341010,324916,199524,2019-07
147,51961,2489,0,0,194,59800,211405,534156,975603,673522,466130,481055,499821,534934,529346,581312,647953,779612,1127157,765227,556185,522639,450974,214411,2019-07
149,10973,299,0,0,110,14074,82359,327509,535599,190636,102874,112519,108301,130970,123417,139571,167807,342892,528420,234586,166873,164428,125106,54952,2019-07
150,6462,0,0,0,38,9065,20989,58934,96194,51635,33662,29114,34791,34241,33600,34137,39510,45475,65616,50120,33001,29996,30430,19758,2019-07
151,7087,350,0,0,216,9013,48072,104416,306759,307896,168592,158732,149904,173917,172833,183576,196540,245027,370252,257707,177104,129004,106311,42885,2019-07
152,8649,1,0,0,83,13876,42597,105269,142577,88966,67199,62390,66367,67082,65638,71793,79871,93137,124612,97909,64209,57810,51352,31298,2019-07
153,43352,118,0,0,312,37208,118904,312046,700058,679585,360376,336001,372581,452800,411250,448416,480026,610897,945099,623713,404162,436653,438764,201956,2019-07
154,52914,435,0,0,2685,79800,123558,260487,695952,431565,362283,375108,408252,442173,463020,491769,513009,628461,856683,656169,470409,415512,367026,229503,2019-07
157,7573,0,0,0,4,14004,34936,81023,121856,69352,44673,40243,42898,43051,40407,44883,54276,61234,82714,74530,44557,40444,38492,23726,2019-07
158,2394,0,0,0,22,2255,7430,15967,27992,16810,13810,14372,17445,18387,19304,20632,25830,30583,40405,29089,20983,21393,20639,12367,2019-07
160,12258,211,0,0,26,16666,40097,93554,179854,103203,62347,56173,59632,64206,61507,67382,75297,95881,146949,107653,72414,70305,66967,40763,2019-07
161,3483,336,0,0,1,5130,21817,54614,53240,31855,29171,28063,30241,31012,30148,32254,36166,43657,48419,45395,25508,22272,22941,11758,2019-07
162,9000,4,0,0,4,14115,35545,89653,118251,64848,44473,43604,46721,47425,44552,49511,58560,69780,101774,89307,54135,50928,46866,29162,2019-07
163,6608,23,0,0,38,9544,37456,105487,123557,76205,66437,63280,66212,67092,63744,70128,79109,93941,101029,73599,49958,43429,42387,20767,2019-07
165,30087,5451,0,0,4582,37218,70784,187045,304536,220674,139657,132003,142195,158878,146229,156455,175876,215743,307466,253743,168905,167354,164158,100564,2019-07
166,7384,297,2,0,28,10223,33647,86625,127990,75189,51286,52549,57360,63391,68105,74327,91910,126758,149828,99146,71956,119524,74490,29135,2019-07
169,4693,1,0,0,227,6217,19711,45345,74652,48462,35539,35003,36544,38428,37817,40463,45362,54631,74090,56252,38380,35700,33038,17625,2019-07
171,7566,201,0,0,17,10932,30984,70858,73631,50783,40975,38145,39044,37318,37751,39074,44201,52423,70018,68642,42199,35199,31993,21058,2019-07
172,4165,88,0,0,101,4870,22147,62250,163952,102132,72892,78674,77405,91844,86177,87231,95915,109863,167312,78504,55759,54972,41903,19263,2019-07
173,14439,1321,0,0,306,44941,85354,198556,280224,182072,135627,137237,147084,156485,150105,163139,181268,203212,268515,202210,135079,127143,107902,66153,2019-07
174,7944,195,0,0,25,3845,11214,28714,58608,50819,39256,35198,40597,42477,40732,43262,52378,62777,66528,47028,37143,35830,34369,25664,2019-07
175,16149,53,0,0,2282,22393,56515,141965,145769,103257,82550,79634,88001,92532,90500,94996,108304,125141,163892,139873,93896,85078,76369,49199,2019-07
176,6288,2,0,0,0,12441,33613,77533,86968,47337,35148,31662,35556,37044,33509,37812,47048,55306,66238,56813,34035,29829,28317,15786,2019-07
177,21500,15,1,0,335,33343,77432,196071,244421,153408,114527,109116,118314,120236,116685,128454,149039,165168,223158,199176,128134,116134,108357,68297,2019-07
179,10235,0,0,0,7,12954,47449,148366,350421,179029,96338,84942,91658,96139,96031,106995,118648,158793,299023,164777,102870,98100,85254,37005,2019-07
180,25008,156,0,0,30,28098,97943,283913,460317,279913,187495,187000,205277,217873,215640,228231,263176,323560,514737,348041,239196,203567,196118,96728,2019-07
182,5863,0,0,0,8,5260,9982,18631,45913,35590,25998,27841,31472,37433,34618,36068,40910,52207,73132,54512,38450,39236,38566,26965,2019-07
184,7942,95,2,0,89,12139,62274,155636,391120,248167,203585,221786,230373,238797,245462,241929,246428,313046,424322,234715,133431,107426,82110,39855,2019-07
185,42828,30,2,0,650,65148,150446,379676,476372,300968,224254,213512,231686,236038,228230,251658,292466,322958,438150,392514,252826,229076,213910,135202,2019-07
186,4292,640,0,0,76,14856,27490,52729,78134,46796,31448,28502,30494,31546,29158,32215,38874,49296,66131,48405,30845,30701,27351,14946,2019-07
190,7740,0,0,0,16,12625,32144,94064,107462,60754,42412,40831,42174,43754,40569,41936,47852,56219,71676,68482,40979,40806,37871,23574,2019-07
191,11667,94,0,0,71,22171,45441,117397,216393,108572,68165,64439,68098,69497,68597,71771,82548,101413,170247,118708,74912,69533,62911,36063,2019-07
194,10432,4,0,0,39,14291,44789,149751,239418,112432,76108,65507,69449,76089,71741,75553,84575,111042,176642,111879,72111,65726,66248,35772,2019-07
195,25065,3279,0,0,310,38789,71145,167619,235525,145546,101355,96471,104738,111620,106906,115837,133566,162081,216698,185952,120080,110508,102325,66889,2019-07
196,33061,553,4,0,1398,56434,208341,614448,1498478,751240,488006,524928,522408,583209,582046,605804,642752,860702,1400612,704843,524963,451682,339775,170931,2019-07
197,7668,13,0,0,26,13149,30223,77831,130416,74313,54867,52729,60616,62303,62106,67893,78570,95434,137189,95526,58248,61487,62077,41989,2019-07
198,17509,1766,0,0,146,26196,79616,194374,192093,119593,92565,84290,89946,91824,86971,93713,108169,124901,159106,146820,98406,86707,82585,56850,2019-07
199,3743,0,0,0,3,7723,26615,63105,93180,52316,38521,35337,38957,40505,37343,40542,47886,55349,80412,54033,36958,35082,32610,16643,2019-07
201,16929,56,0,0,173,28126,57632,134090,271188,158837,108518,103180,110023,113455,109566,118191,130693,161209,225447,168041,112742,103654,91279,61182,2019-07
202,28392,2898,0,0,290,38752,87140,193334,351202,205586,122848,112406,122872,130490,127288,141106,161492,208208,320766,245960,157026,146238,137168,80872,2019-07
203,3370,51,0,0,4,5341,17348,44233,48341,29240,24674,22685,24450,26084,23193,25463,30877,34954,44609,44426,22883,20341,19640,10639,2019-07
205,11373,2049,0,0,165,13342,63177,181781,471498,372331,196722,189157,197400,224723,230059,245437,264270,343958,529457,320104,209631,179442,133860,46994,2019-07
207,38788,230,0,0,197,38055,102318,229937,441132,356533,266103,273306,328459,352757,321557,343339,381161,454902,539331,398674,285054,282104,271794,154435,2019-07
208,8722,1034,0,0,382,17394,38370,107904,127962,62767,42859,40727,45049,44205,42059,46229,55861,68441,100955,81600,51729,47436,40517,25870,2019-07
209,2627,642,0,0,29,2542,8075,17335,26774,17366,12487,12275,12515,12596,12646,14035,15879,18663,25650,16745,12742,11446,10172,5612,2019-07
211,81250,4279,1,0,359,75074,249486,612391,1060414,672379,443627,454267,477515,506513,493654,512160,592145,814544,1253234,817050,548325,567146,539903,312784,2019-07
212,27092,26,0,0,54,26728,111618,285286,607690,501030,301480,296964,298968,342548,346796,346004,357142,481960,759468,399054,275146,297876,302172,114060,2019-07
213,2252,0,0,0,7,2637,8476,22515,29077,15977,12446,11733,13214,13778,13224,12886,14953,18078,25267,21453,12012,11549,10566,7556,2019-07
216,11506,51,0,0,101,17376,90810,230863,522750,333306,178073,171119,159540,185468,178932,185695,207430,295597,487416,262133,162761,161812,129238,54653,2019-07
217,25629,164,3,0,421,30095,106419,277650,590319,583851,504361,549988,592804,648465,622638,622603,648126,724273,932376,580414,378225,380734,299030,140054,2019-07
220,20227,22,0,0,1131,36393,72552,181210,259621,143020,98256,92516,102846,104742,100534,107281,125320,155286,215341,195891,118909,108555,98598,60712,2019-07
225,61295,1943,1,0,3838,56797,134612,343325,695865,435181,297419,300289,344160,369984,356329,386769,442555,550890,782651,557411,384584,382601,365656,210329,2019-07
226,25539,271,0,0,292,54437,84855,251191,521989,320449,152516,130576,138486,154916,149609,155805,181497,261538,464018,311163,196339,185751,173024,98773,2019-07
227,2926,990,0,0,126,6746,13071,35903,47985,36796,30203,29626,29539,30580,29929,32010,33320,34525,40129,27683,18600,16574,14299,8181,2019-07
228,3094,0,0,0,16,3750,11125,34281,48108,24789,17551,16342,18286,18249,17728,19119,23497,26405,40062,29520,18698,16988,15705,9310,2019-07
230,18107,203,0,0,94,22186,85664,185173,337593,187054,114385,118093,127706,140511,136788,149670,175592,253365,336292,220920,147002,132706,115443,61170,2019-07
231,2151,0,0,0,5,3939,12303,35082,74373,37650,26871,27838,31929,36505,34731,33719,39669,47150,70728,39884,26592,23466,19587,10842,2019-07
232,3141,5,0,0,14,4213,10746,32358,65579,36317,24822,23443,29850,28916,27541,27913,32671,38241,56635,34792,22621,22097,21753,12036,2019-07
