클러스터,0시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,월
81,46085,2266,33,0,609,43845,100693,215777,401904,316303,237782,247858,280936,310699,319050,354578,399304,498527,624139,444770,345266,334140,309095,181754,2024-02
82,5669,36,0,0,60,8798,28860,71448,85912,53385,42171,41190,47717,48131,46212,50473,54712,61933,75912,63182,41481,34865,30997,18477,2024-02
83,6313,76,0,0,59,15693,38187,90826,114646,82923,65829,65962,71843,74318,76558,84914,92892,104498,132089,101136,72555,57722,46810,26491,2024-02
84,1954,22,1,0,38,3979,11511,26484,44186,26404,22622,23206,24869,24710,24503,26090,27380,31188,40536,25910,17245,15856,11959,6667,2024-02
85,10282,358,0,0,297,29203,58885,154312,180527,101148,72985,70710,77856,78582,76021,83987,99485,122070,168666,123024,76879,69964,61305,36647,2024-02
87,4172,40,0,0,72,7140,20159,48287,78301,50346,35446,34730,37143,39146,38042,40952,47069,56523,73447,51032,34253,29634,25633,14139,2024-02
89,9202,107,0,0,2106,22840,51600,112527,143591,88592,71360,68913,76623,79324,77069,85044,96847,114003,148523,114371,73363,64169,56244,34460,2024-02
90,51087,2187,0,0,3886,91150,176125,360843,742734,600122,572894,637534,697936,752737,804546,828002,841118,910762,929787,634086,452332,405323,343107,198997,2024-02
92,9046,115,6,0,248,13744,43908,127897,227926,113476,58659,53351,57310,59238,56524,64158,79917,134314,204507,111503,67548,58624,50353,29027,2024-02
94,11882,80,0,0,180,22142,52046,135558,203106,143308,115488,115714,122638,133612,135752,147062,156634,168530,212014,152346,101842,86630,70138,40204,2024-02
95,12907,89,0,0,160,29629,66253,160038,227895,126126,89003,82808,87523,89110,85848,97659,109234,137495,190091,133187,85223,77933,66413,36135,2024-02
97,9615,198,0,0,208,12379,58410,166305,405658,320786,172923,135164,141521,160067,159550,176751,207697,296339,412860,218909,137861,124394,103900,44025,2024-02
98,4407,703,0,0,38,14510,28858,78267,112244,59794,38116,37591,41429,40914,39526,45282,50719,61491,85389,65522,41103,33772,31605,16337,2024-02
99,8611,71,0,0,315,22153,46946,113498,159724,88740,60407,57436,63131,64270,63004,69436,82179,97500,151347,104831,67508,61557,51594,30095,2024-02
101,7708,114,0,0,18,5426,30276,76338,129740,70086,57520,63278,70406,77814,74754,84194,93314,129716,173614,94460,71390,69804,63048,36980,2024-02
103,8401,314,0,0,62,15132,31004,84664,129379,86725,57702,52202,55891,58064,57929,63710,68515,82061,109065,86743,58194,53304,46700,26739,2024-02
104,4679,71,0,0,125,20996,35388,79344,95180,58471,49430,51701,56654,59861,59650,64936,70949,80768,98780,74550,45669,36822,30125,17674,2024-02
105,3454,51,0,0,5,4595,17197,39975,84347,60224,38669,35988,38858,42173,41475,44365,48484,63186,83145,45652,32670,30799,26962,13163,2024-02
106,11382,693,2,0,164,16943,52274,165633,328338,169845,101032,96633,103634,113036,110212,115599,130012,197941,283764,139445,96337,87810,71109,40268,2024-02
108,34420,1802,2,0,580,47692,129210,296832,460952,339920,272420,284690,323998,341860,339286,366100,401734,462352,583354,429576,299706,255936,226152,130062,2024-02
109,9817,264,0,0,26,12534,31104,87503,144946,104621,63851,57710,63255,65209,62475,68666,76184,94899,135588,104446,72455,65556,61574,36490,2024-02
110,4671,384,0,0,133,13394,44027,108399,167979,113129,103738,80661,106535,91603,81195,104101,116264,144399,179769,108016,88048,67254,63172,30032,2024-02
114,6736,366,11,0,30,14180,36943,80849,105907,59637,47644,46855,52401,51567,49629,54424,60453,70779,93719,68425,45111,38926,35174,19531,2024-02
115,25346,653,1,0,147,37160,75596,188285,280717,187903,124809,116413,127332,131258,132653,146738,165495,200281,282525,230926,160481,152816,135405,86322,2024-02
116,2033,12,0,0,22,4102,12376,30746,46995,26690,18289,17869,19327,19239,19426,20907,23096,27828,38342,25855,17033,15748,13310,7270,2024-02
119,3255,73,0,0,67,8809,18382,38398,59930,34887,24013,22892,25707,25871,25210,28049,33075,38424,51531,39740,25548,21884,19424,10964,2024-02
125,9994,107,0,0,102,27106,62612,140222,190770,133567,105601,103883,113489,116768,118691,130972,143441,162231,200755,152694,106289,86565,70930,40627,2024-02
129,6422,77,1,0,15,10560,36025,84842,101070,63846,49166,46108,52540,53459,51918,56424,65863,78653,99999,73843,49143,44108,40832,22517,2024-02
131,1841,10,0,0,1,4410,19926,29882,42250,26115,20639,20538,22173,24550,23689,27149,33918,39334,47215,29512,17805,17448,13438,7306,2024-02
132,4817,67,0,0,48,7221,48081,123525,250741,142478,80736,73692,76288,85059,84941,91727,109997,176080,243708,128318,89602,82719,61336,25122,2024-02
135,23568,2303,17,0,3464,37969,70494,179173,261722,161872,127350,127528,138868,147237,147073,160507,180271,223578,303483,199784,138686,134113,109510,69625,2024-02
136,7750,56,0,0,14,12731,32280,76613,143936,96002,71889,67511,76766,81026,78790,84308,95661,112241,140483,91529,62804,57018,50359,30137,2024-02
138,21844,375,30,0,496,25873,82697,261695,591027,314450,191189,195456,205141,212517,209560,225714,264398,396327,583535,296948,212288,203011,169662,92672,2024-02
139,5991,98,11,0,340,13918,37342,89971,79580,56601,51406,49393,54026,53523,53837,56067,57357,58658,68247,58209,36489,28874,24478,15053,2024-02
140,4453,31,0,0,9,6264,16009,38515,56917,36162,28621,28414,31590,32934,32162,35547,39594,45601,58104,45081,28750,26466,24204,14463,2024-02
141,21453,351,0,0,498,36569,196120,343844,532977,565394,558609,607683,640118,674796,711375,764377,813562,891083,895554,659331,566308,421871,305857,122295,2024-02
145,35490,850,0,0,246,30824,77084,180884,378606,300032,203128,211776,239266,269882,267456,287920,330064,427458,597134,408406,288288,289632,259078,151268,2024-02
147,38636,1668,16,0,622,51950,181875,436527,799782,588553,431351,431958,456577,479670,491425,547704,609102,748166,963196,632658,502376,443942,344577,157763,2024-02
149,6870,184,0,0,51,12593,69538,320815,461463,208061,116725,132498,133550,157941,159821,180505,219202,407588,451698,215356,171090,125739,79366,30972,2024-02
150,4558,34,2,0,46,7890,18333,44105,73044,43738,28510,27015,29945,31968,29650,31622,37066,43537,57246,39723,27191,25765,23910,14902,2024-02
151,5042,221,0,0,229,7912,41279,83669,223791,264367,161318,144140,141130,152295,161133,173969,191909,245665,307633,207345,146999,109557,79075,31579,2024-02
152,5312,27,4,0,108,11928,32799,82167,107092,73104,58060,54541,60348,59584,59536,65496,72381,81857,102827,80792,52141,44593,38048,22103,2024-02
153,23571,260,1,0,173,23773,89529,226693,488941,495257,268064,223116,242580,280214,277717,304874,342531,464107,622184,400119,270508,273208,228028,114600,2024-02
154,31050,900,0,0,1797,37716,89217,194901,449190,304368,278295,287439,302085,325152,358887,386385,413061,505593,592860,403422,288564,266544,218838,121884,2024-02
157,5100,39,0,0,6,10631,26918,63391,100567,60205,39383,36770,39211,39309,38847,42883,49596,59751,79919,59318,37063,33199,27774,16148,2024-02
158,1281,12,0,0,23,1376,5729,10052,21910,13566,11217,11021,13680,15108,14570,17198,19159,24306,30546,19744,14422,14422,12335,6619,2024-02
160,8404,133,0,0,52,13279,45971,74295,141091,87710,54628,48936,54738,57420,56769,66005,78016,94562,129657,88859,61599,57083,52472,29266,2024-02
161,3036,164,0,0,5,5228,17860,39747,43252,30231,28012,27715,29159,32141,31022,33628,36871,41408,46975,35214,20673,20365,18679,7947,2024-02
162,5866,55,0,0,22,11924,27577,69856,94171,55410,39913,39569,42815,43318,41960,47315,53749,64256,89631,67628,44354,37395,33136,20394,2024-02
163,4800,66,0,0,145,7808,34374,85784,102553,67167,57903,52742,56668,58398,59588,64182,70864,90819,92311,59416,41919,35266,34018,15258,2024-02
165,19338,3009,0,0,4563,26942,49059,134487,206324,160238,107860,97552,107555,116205,111148,121761,136456,168213,235090,176498,122485,116946,109554,64322,2024-02
166,3495,103,0,0,23,6438,22759,50004,73742,51668,35131,32504,36975,41057,43225,43498,49205,59642,79423,51187,37751,37944,27322,14379,2024-02
168,7790,56,0,0,43,10666,31921,71192,82540,59426,52727,50711,54995,56912,54316,62854,66871,72039,87964,67098,44575,39706,33392,18549,2024-02
169,2629,41,1,0,125,4504,14697,31789,51009,36550,28348,27944,29492,31299,31619,34737,38424,47613,57092,41193,28689,25475,21647,10770,2024-02
171,4371,27,0,0,95,9124,22855,46926,56763,39567,32090,31689,33956,32581,33283,36228,39781,43367,53344,47234,30688,24943,20555,13212,2024-02
172,2365,80,0,0,37,3199,16791,44408,131096,83341,67500,73869,77725,87435,87361,89392,95279,108264,131566,63660,46268,43397,30467,13259,2024-02
173,10361,870,9,0,381,35691,73548,164534,228698,147077,117335,126147,137216,143495,140873,155174,167788,181989,227332,159422,109567,95523,80439,47671,2024-02
174,4049,144,0,0,17,2895,8395,21379,43961,41192,31696,28580,33442,36261,35720,35815,37792,50428,48327,31030,23777,25081,23557,14760,2024-02
175,8810,160,0,0,1686,16688,44366,93203,110577,80450,69148,70551,78500,82031,83045,89213,97818,106153,131304,98489,65657,56521,49034,27449,2024-02
176,5763,32,0,0,82,12972,31807,84113,93044,51653,38322,35756,39253,40996,37742,42487,52068,59341,82736,63176,36564,31669,30515,16231,2024-02
177,12439,98,0,0,234,24633,56584,131553,170935,111911,87904,88871,97383,98650,97003,108831,117090,133693,171748,136985,89998,80102,69692,42069,2024-02
179,5779,37,0,0,19,13514,43887,133688,278984,147939,80207,71394,75563,83208,85880,94013,107188,173894,240899,120268,83342,68102,52229,25578,2024-02
180,14379,173,0,0,14,24432,71027,218583,327242,212111,148755,147784,159938,173649,172170,181134,214230,275351,377878,234289,171920,147236,128777,59337,2024-02
182,5301,87,0,0,33,5581,9007,14766,31383,29163,22732,23565,27398,29316,30481,32110,38201,46536,59224,43669,33484,32537,31980,22698,2024-02
184,7662,130,0,0,83,10134,55892,150200,340737,204796,173506,195539,203211,211799,219336,222601,235422,318858,358616,170256,113047,99077,67732,33574,2024-02
185,23472,182,0,0,414,46522,103198,237990,313004,211352,165948,167816,184774,186156,184044,204648,221514,249270,320812,258256,171300,153308,132928,79592,2024-02
186,3037,305,0,0,220,13023,19158,43387,60398,37126,25741,24671,26565,26196,25061,29044,34347,40901,52251,36046,23276,21137,17734,9556,2024-02
190,4137,19,0,0,10,10199,25959,65139,76256,44782,33618,34313,35636,34882,31981,33663,37568,45314,58212,52295,32405,28518,25219,14612,2024-02
191,10342,74,0,0,49,17065,42178,115506,215498,125350,87727,82617,88787,91614,93702,97972,105038,134606,191964,113906,78334,66629,56008,30982,2024-02
194,7885,70,0,0,114,13425,40108,112355,183599,92240,61815,55769,62740,62367,61070,67310,75145,104714,146126,80672,56170,47500,47830,23775,2024-02
195,16768,2324,2,0,270,33085,55648,122786,186762,118066,91363,90817,100720,104215,104724,112411,128268,148247,192486,145938,96135,86640,76855,46990,2024-02
196,20145,491,0,0,961,44226,171118,479078,1164142,619697,386197,405392,412628,448423,453609,498568,552535,755264,1079969,518322,401709,331729,236743,110436,2024-02
197,4446,39,0,0,27,8758,22711,56863,98906,59256,44037,44262,50423,53955,52515,56946,59621,67941,93518,60106,40566,36529,30928,17341,2024-02
198,9664,950,0,0,112,20546,57502,130664,125060,84454,68858,65924,74229,72144,71154,74649,84393,95187,121025,99161,66076,59090,53697,32831,2024-02
199,2751,19,0,0,15,6540,21202,46935,68486,44706,36617,32647,35593,36620,35233,38327,42770,50152,66269,41969,28889,27465,26474,11959,2024-02
201,12691,196,0,0,254,19017,45116,100306,195371,124394,87355,88678,98950,102409,102986,107756,122822,158320,203156,143316,98203,87660,81389,47955,2024-02
202,21414,2050,34,0,164,31036,64310,155170,285320,177400,111906,107136,116598,125300,125430,134342,157388,206462,292476,197274,137230,126706,109754,64126,2024-02
203,2825,33,0,0,6,6095,15349,36497,41284,26410,24963,22811,23670,25580,24702,26859,30500,30891,47192,34876,21219,18005,16947,9253,2024-02
204,9226,47,0,0,6,10663,34825,98391,107313,68064,54510,52432,59033,56683,59649,63704,73024,89011,117282,100941,63105,54328,48857,29891,2024-02
205,7180,934,4,0,174,10439,50979,152236,365967,287811,149969,126443,131227,152159,156493,171525,197689,292007,386161,204180,146082,123084,85137,27688,2024-02
207,23286,367,0,0,120,25640,73189,178675,328332,272059,210315,206747,238613,258801,245961,259894,289826,351762,408250,281932,208825,197966,182711,103908,2024-02
208,5382,896,0,0,235,13702,28797,69121,84827,45926,33448,31590,36884,34750,34546,36500,42950,51955,73556,51654,33385,29661,24743,15689,2024-02
209,1215,252,2,0,19,1493,5076,9263,13550,9782,9968,9755,10264,10963,11633,11173,12089,13013,13756,7611,6211,4763,3885,2423,2024-02
211,49807,2454,36,0,605,55652,209048,475090,787209,533162,366738,375985,401417,404415,414803,440500,520915,738687,974021,605967,432688,428439,385984,217512,2024-02
212,16602,214,0,0,180,20368,80876,187224,458080,390664,225696,222812,222234,250666,260220,260748,278226,412210,533908,278028,206074,201440,164660,72798,2024-02
213,1427,3,0,0,1,2310,6896,16015,22768,12551,8931,9738,10598,10471,10119,10726,12687,14934,20753,15966,9408,9022,7590,4853,2024-02
216,6987,115,1,0,51,12991,75186,185091,377286,253021,140164,132718,123795,143187,142280,152354,173592,266111,353457,185961,129282,119430,87272,36096,2024-02
217,18684,379,2,0,405,20914,76526,198615,423287,393184,359860,422120,455179,472272,483293,495384,534827,616767,695028,388109,283990,278075,212910,103939,2024-02
220,13728,126,0,0,892,29153,57862,138507,201683,118811,85214,82639,93390,93809,92289,100955,116749,136767,189075,153964,96529,80750,73620,41658,2024-02
225,39255,1010,54,0,2797,42205,107357,257104,495046,331363,241743,247661,281878,306317,303445,328340,376147,478135,604989,405532,293106,282194,255261,140666,2024-02
226,16497,524,4,0,185,35643,63205,196205,366045,233045,115105,101551,110928,121905,116443,128282,151159,222162,331167,214615,139338,125999,110447,60855,2024-02
227,2031,545,0,0,172,5208,10310,24103,35341,28607,27108,23154,25485,25977,25391,26867,27668,27882,29426,19704,13949,12096,9772,5366,2024-02
228,2126,22,0,0,39,3211,8655,21708,36309,21919,15041,14852,16267,17117,17008,18256,21768,25783,34654,23164,15329,13539,11344,6437,2024-02
230,15363,471,8,0,99,26040,102175,198411,394109,216536,134503,134371,144884,160169,161033,178090,218149,329849,393969,221509,151184,131594,118395,56968,2024-02
231,2046,22,0,0,9,3566,9878,34098,70472,35942,25757,26440,32893,35630,34056,34217,39321,48190,72225,37135,24267,22298,18888,9830,2024-02
232,1924,24,0,0,1,2760,8745,23403,47582,31305,21119,20149,25582,26539,22484,24888,27051,36437,45618,26548,18491,17614,16406,8803,2024-02
233,6319,41,0,0,2,12809,29629,65091,104973,73953,51407,47982,52444,54212,51858,57650,64427,74167,97788,66140,45648,41613,36346,22402,2024-02
235,1454,31,1,0,22,5698,16791,33093,47542,26981,20276,16724,19369,17649,17863,20657,25539,36201,46514,30067,19471,16876,14984,6191,2024-02
236,6534,40,0,0,25,8011,51787,115385,331413,287584,136829,96651,97613,111350,112723,121025,138445,203248,327185,178641,103029,90942,66294,29969,2024-02
238,7643,73,0,0,35,17357,34407,86421,138086,77669,55770,51870,58103,59127,55940,61995,71864,85506,115908,84357,51585,52004,42843,25799,2024-02
239,1156,3,0,0,0,2272,4978,13675,14611,8758,7498,6555,7348,6971,6686,7597,8658,9862,14012,11538,7000,5952,5687,3553,2024-02
243,32986,629,1,0,295,59352,156303,332103,523770,335357,259611,264350,287614,309387,315106,345121,392377,464124,599091,405084,283921,234282,193375,104507,2024-02
244,8128,534,0,0,910,24576,44176,106208,214478,139296,106972,104802,116094,123702,121132,127914,137900,164904,209034,109440,74218,66650,52838,30224,2024-02
245,2141,40,0,0,65,3537,15275,32237,53436,41620,38561,37488,41364,48163,46221,50369,54801,59537,60837,33331,23618,21379,15836,8416,2024-02
246,18370,884,0,0,538,47034,93608,226278,311732,176516,121482,118632,128616,131308,126070,143096,161912,192102,283668,213338,144198,133596,109984,65082,2024-02
248,31412,2142,22,0,1232,33829,52784,110029,207711,209233,191459,235257,286047,313104,320680,347419,390635,446710,518652,407528,321005,325883,293124,161618,2024-02
249,10859,80,0,0,79,15253,44207,100616,177170,176042,108677,94132,98668,107610,110432,118788,133393,174094,231595,161196,100512,95664,79698,41376,2024-02
251,2817,27,0,0,2,4760,11864,25644,41946,26304,21921,22973,25160,25089,25728,27326,31349,33857,41366,29365,18689,16055,13622,7548,2024-02
252,2600,37,0,0,17,5259,11706,31657,34873,20716,15686,15346,17436,17156,16306,17945,20869,26220,35364,26738,15620,14824,12744,8477,2024-02
255,41814,954,2,0,439,31220,154980,450655,1127501,708550,518173,550117,568322,617578,629331,662941,744780,999707,1329890,704191,513675,493666,402358,217561,2024-02
257,21077,461,0,0,143,29127,93988,276534,627775,302919,177268,175728,193474,203629,205973,214798,249462,349979,584118,280364,188502,173833,140736,78706,2024-02
0,10254,371,0,0,123,17283,64416,147986,156962,102377,82257,76368,79797,81410,82871,92496,108291,122748,146233,116580,76463,67515,57992,32287,2024-03
1,16542,1142,4,0,268,30655,75239,183439,381807,244779,187376,173798,176358,193076,190208,204682,233495,286267,367417,225737,168214,152146,124976,63553,2024-03
5,3807,0,0,0,0,8203,27934,73614,85564,49455,40677,38739,42443,43636,42985,50675,60729,65137,78631,57759,37458,33146,31626,16505,2024-03
6,3635,15,0,0,42,4650,36278,94940,198623,124687,87171,80780,83118,93098,93621,99652,116129,162526,195548,106727,72497,63103,48839,19568,2024-03
7,7071,2,0,0,48,11960,38396,109212,206605,116171,76861,73574,77701,80259,73402,83840,93884,126574,191628,105333,74868,71902,61614,32602,2024-03
8,6610,55,0,0,30,11568,46590,101650,154861,120454,101603,94436,94193,96573,95063,108480,119248,138530,167788,119202,87780,73119,58540,29144,2024-03
9,4317,1,1,0,81,10382,30200,82008,96379,58063,40930,36642,38495,37177,36512,40547,48406,57122,83838,63225,40105,35175,31021,17354,2024-03
10,3020,174,0,0,22,9550,25089,63586,77271,41212,27055,24667,28214,27836,27453,32790,39064,46243,61090,45452,27730,23645,20242,11754,2024-03
11,7728,259,0,0,35,14459,45247,125113,132488,74129,53192,49794,50309,52530,48962,56971,69056,82799,100117,79022,48377,42408,39103,23134,2024-03
13,3517,0,0,0,6,8345,17192,43376,53701,34489,28433,28776,30189,30262,30762,30546,38144,41547,54165,40728,27456,23836,22076,10256,2024-03
15,3092,59,0,0,17,4636,12649,35051,60406,31489,27753,23622,23507,29426,27540,27644,38479,44573,52566,33173,23355,25810,21182,12722,2024-03
17,12741,456,0,0,140,21087,54800,146808,241028,133238,93109,90493,98567,100659,96570,108305,129576,181809,249422,157400,113311,110882,97824,58555,2024-03
19,3154,3,0,0,21,4540,24895,58493,71990,51321,41730,39213,46884,52552,49119,53531,64421,80536,78060,51061,33637,34687,55945,12338,2024-03
20,3486,3,0,0,17,7225,18538,46360,73661,49409,34340,32235,32506,34318,32021,35407,40211,46272,62122,44145,31001,27581,23440,12644,2024-03
21,11462,1,2,0,204,26249,57102,134798,181326,123932,91328,92817,97736,100680,100474,111513,131443,150628,194426,153671,104034,93668,83232,51813,2024-03
22,5193,0,0,0,36,13755,30630,68066,99111,61294,45071,42042,46773,45348,45160,51353,60366,70149,90598,72317,45163,39854,33485,17810,2024-03
23,14486,666,0,0,123,13412,60433,146565,272627,250264,152404,134725,146601,155479,160237,172741,202973,276555,368556,233663,160414,159082,136255,73751,2024-03
25,10411,44,0,0,111,21377,65037,158109,271674,137714,93568,86155,92173,93880,90776,101828,123001,161471,237126,140392,90942,80601,69517,38725,2024-03
26,15854,1003,0,0,99,21232,82914,186116,500858,326662,198542,189147,208704,235537,250642,278691,314814,410963,586141,331171,224475,193569,139730,65789,2024-03
27,6226,186,0,0,90,19695,69237,124060,154303,110330,111644,123995,127222,136184,144760,146304,145696,167698,182356,124965,85563,78927,70324,31865,2024-03
29,14837,4,1,0,2393,61004,125792,401937,817701,469936,209773,174898,185835,195965,195135,218525,279513,511121,699715,359220,220934,184511,140144,73617,2024-03
30,185411,9429,1,2,18096,317005,1007617,2401341,3893125,2774313,2109923,2097895,2233947,2319780,2213074,2514498,2832590,3425789,3993138,2631803,1838905,1688693,1354436,726290,2024-03
32,8345,0,0,0,73,20583,46686,109897,140229,87215,61039,58648,62779,65391,61132,70487,84609,95018,122541,95111,60172,54182,47327,27347,2024-03
35,8946,44,0,0,8,12299,45285,96274,154139,96936,80026,77843,91856,100823,104811,116897,133982,145427,159687,106881,86122,105459,86531,35070,2024-03
41,10012,166,0,0,191,13195,28812,47967,93684,75467,59054,59708,67625,80932,79818,95198,114543,135045,154375,109768,84913,78384,72976,40812,2024-03
44,3634,0,0,0,17,6572,15531,39040,70684,58896,44919,49955,57901,64388,62304,68145,72526,80372,96735,71454,48222,43331,34422,19465,2024-03
46,1983,0,0,0,56,6626,14839,39884,46805,28268,20334,21189,21719,21266,20444,24545,28842,29084,34133,28364,16605,14749,13382,7300,2024-03
48,8441,537,0,0,26,6100,29306,68253,143105,115569,102576,110728,124463,144557,144149,152112,167191,197416,215209,139335,110734,137349,112923,47587,2024-03
49,2370,13,0,0,3,4267,23381,92599,200420,68150,42559,47135,44074,47604,47186,52863,63189,100023,146253,52462,39740,36699,26933,11792,2024-03
53,2912,11,0,0,5,2916,19115,51499,112650,92253,50618,52289,54860,60027,57308,67145,80757,108453,146830,80635,59090,53802,39769,18660,2024-03
56,12414,1537,2,0,205,19022,78141,180699,316346,210655,156375,145904,159747,175469,174365,188455,217713,264071,354150,209008,149331,130240,109876,55672,2024-03
57,2874,9,0,0,27,6122,18258,47625,74818,40424,28349,25892,27359,29463,28471,30972,38082,45392,64523,39354,26184,24520,19689,10047,2024-03
58,4679,345,0,0,167,6630,34827,100852,177675,110359,70487,70300,68553,71310,73923,82560,93054,126105,159439,86586,58284,54626,44211,18123,2024-03
59,11086,16,0,0,273,26722,62661,143559,159221,104589,79547,73513,78899,76517,74328,84389,98546,115357,141863,125372,82211,70622,65007,39489,2024-03
60,4449,0,0,0,6,12242,29836,72898,74550,42888,33468,34030,37373,34156,33016,37812,42018,46174,60009,56101,32590,27422,24674,14459,2024-03
61,2200,2,0,0,3,4264,13722,37031,61254,39064,26563,24766,27448,25540,24887,27706,30470,39681,54931,34771,22393,20087,17011,8616,2024-03
62,16097,32,1,0,253,36478,68796,168922,253307,165234,109512,99347,104504,107022,105844,118153,134724,160089,212168,162590,114180,112427,98887,57140,2024-03
63,7169,9,0,0,51,11194,51959,171284,394952,321579,153720,105306,106487,124124,115827,130626,149220,272464,335716,193823,115964,105543,73828,32600,2024-03
64,3711,0,0,0,45,7115,38239,73149,155895,105706,52060,40623,44865,47093,48113,53150,65068,90750,128044,68830,41821,38873,29504,9938,2024-03
65,67733,1271,6,0,470,83487,377123,925750,1503595,1147920,865255,876131,904064,952999,975972,1093851,1262720,1518307,1835755,1251758,972203,876483,708715,329292,2024-03
66,3920,0,0,0,8,10549,23575,59137,91326,54185,45965,43568,47219,50652,51489,58267,64402,69703,87132,58667,39772,35659,30259,15211,2024-03
67,7213,1288,0,0,96,11193,38701,89924,78802,46097,35761,31894,36772,36555,33998,42144,43989,59762,79126,63793,38101,34351,28286,16913,2024-03
68,14553,882,0,0,238,19845,108118,363441,939320,513855,301060,303651,299953,337858,334578,363505,419834,629260,902114,423700,344804,293910,214812,94525,2024-03
69,5906,1,0,0,11,7152,17682,47970,97149,59360,65276,51230,43116,51489,52114,49873,68360,78517,81711,56141,42016,40498,36480,23600,2024-03
70,17273,1644,2,0,127,16928,50845,127202,196178,142901,118219,132706,133114,136435,143297,150395,174929,203474,226903,164798,125893,120823,108200,60936,2024-03
73,10094,4,1,0,2819,28282,68285,159884,240539,200644,206258,246369,266331,275610,286061,284936,291065,269022,273875,181277,132462,107496,73953,43414,2024-03
77,16122,312,4,0,1368,107198,103986,229760,381838,268884,223718,225146,217192,217726,217154,241506,270654,315958,335884,227102,168802,177110,151982,76866,2024-03
78,4453,0,0,0,720,17370,29968,76365,110194,54936,36426,33523,37352,36830,35056,39780,49296,68652,96803,53751,40869,39157,33541,18795,2024-03
80,2185,0,0,0,2,4679,11749,33711,40263,22979,18828,17590,18714,19090,19280,20887,28668,31946,35832,28100,17165,14770,14819,6839,2024-03
81,48640,2192,2,0,856,45792,104668,229206,449792,339696,277692,274504,309184,338864,345696,378912,439846,559428,679882,489102,384390,373470,352340,209274,2024-03
82,6216,1,0,0,71,10646,34110,87196,101452,64313,50011,48600,54464,54840,52350,59487,66231,74137,87031,71559,46877,40207,36100,21344,2024-03
83,5984,1,0,0,118,18690,45636,114155,134348,96352,75083,74608,78824,82111,83650,98900,109707,117609,146810,111744,82204,64387,53857,29766,2024-03
84,1975,10,0,0,45,4628,13489,32709,51453,32623,25379,25576,28016,28611,27995,29980,33359,37149,46677,30302,20765,18885,14385,7748,2024-03
85,11198,338,0,0,400,33885,70413,187219,205292,118155,84655,80538,87420,86163,83107,94237,115170,138515,189332,135755,85355,80115,69803,40764,2024-03
87,4362,0,0,0,92,8574,23888,62867,90779,56673,40946,39167,41165,43000,43357,47123,56736,64409,81155,57302,38908,33993,29782,16107,2024-03
89,10545,12,0,0,2390,26584,60537,134805,170866,106747,83869,83707,89979,89951,85762,100530,118417,135294,171421,131778,85174,76802,68698,41315,2024-03
90,61383,2237,0,0,4039,110457,214130,458174,901038,727121,708776,760963,820363,880153,920270,944622,974601,1052067,1053108,754591,554311,496482,414480,246343,2024-03
92,10511,17,0,0,341,16573,51360,151539,251500,128028,66817,60301,64865,66090,63105,72122,91586,152706,231166,125387,77219,67076,65031,32472,2024-03
94,12912,2,0,0,196,25830,62176,162590,236078,172632,135532,134256,141434,152366,153936,168186,180724,191596,238890,173906,114584,100588,79956,47688,2024-03
95,13568,6,2,0,172,32743,76514,201037,288525,180085,110590,96051,109909,108414,102195,124280,154521,177925,219717,152575,101953,91315,80097,42937,2024-03
97,10167,54,0,0,226,13565,68254,191976,446500,346338,193118,151748,157248,180635,176228,191220,227871,329384,449175,242648,154203,142121,120946,48530,2024-03
98,4736,695,0,0,25,16603,34042,91651,125776,68393,44782,42075,46213,46093,44400,48776,58673,70143,95237,72971,46313,37448,36878,18447,2024-03
99,9189,0,0,0,343,26342,53984,134806,182517,102566,70370,65417,70841,71298,68926,75755,95903,111923,167524,117307,76743,70163,59294,34520,2024-03
101,8674,42,0,0,38,6122,33416,89536,149038,84258,70874,75852,85696,91664,90628,100598,113882,149814,195934,111456,84206,81776,74136,42272,2024-03
103,9240,273,0,0,70,17496,37316,99912,145384,97726,65286,58844,64420,65317,64620,71104,80233,92868,122749,96962,66181,60673,53632,30283,2024-03
104,5029,33,0,0,135,25216,41503,92165,108139,68206,56003,57570,63466,65750,65552,71517,80433,91843,111020,83638,50409,41710,34105,19655,2024-03
105,4233,15,0,0,9,5298,20405,50493,111334,84571,58657,51735,56351,54683,58593,60275,70754,87043,103594,57961,42462,39664,35387,16113,2024-03
106,12414,704,2,0,150,19490,62204,199734,372743,195072,119445,113585,121084,131242,127198,135494,158398,225260,315199,156861,110425,102091,83057,46190,2024-03
108,37700,1496,0,0,668,54194,152580,373626,544946,404104,316094,319242,357506,366060,368180,409836,466566,535212,649022,485808,337944,290982,262576,144458,2024-03
109,10932,223,0,0,32,14081,37381,106918,169307,120978,79874,69618,73830,76826,74866,81955,92403,114031,159494,118472,84607,80275,75136,44811,2024-03
110,5071,249,0,0,140,14713,51491,132760,189549,129867,120294,92063,119768,103770,91700,121239,137415,165288,198070,120154,98993,75366,73316,32510,2024-03
114,6962,308,0,0,48,15554,43963,99819,121287,68129,53824,51327,56318,56345,55465,63043,71631,82153,103054,77845,50672,43947,40425,21694,2024-03
115,26791,66,0,0,224,43403,87279,217760,316582,215802,144613,134032,143817,148018,148075,163264,189368,229071,316080,258025,181441,173183,155149,97603,2024-03
