,클러스터,연도_분기,0시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,평균기온(℃),강수량(mm),공휴일 수,Unnamed: 0,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
0,0,20191,62247,15821,6239,2426,15523,74274,224120,587695,633469,399610,328562,302672,327003,339356,339275,372738,438235,474110,557173,475753,323507,295843,274008,161208,2.4,50.6,5,0,4238503665,101222,3314608374,923895291,671805436,593781266,659319418,636542657,753159597,619193253,304702038,121939721,165097286,504499531,1015580541,1858664833,572721753,2050436909,2037662311,49422777,274340562,444043512,2287553080,804589023,228150262,71063,30159,12919,13439,15205,14716,14784,16557,13602,4965,12011,18847,17613,32793,14993,54403,44498,4037,22922,17527,28559,17622,8238
1,0,20192,68713,18113,7098,2331,19069,90885,276353,719638,753773,479514,381873,347151,366365,378718,375130,425310,526889,549350,624310,523319,368510,335174,304191,179156,18,159.1,4,252,5341570880,132120,4108354909,1233215971,834505834,956638447,780511602,662499409,874199617,819414803,413801168,167854058,221960504,615762121,954093069,2513300539,868600589,2695001818,2399931679,40446971,413332912,707703924,2620578244,943500623,369370824,93235,38885,17152,18185,19720,18055,20123,22241,16644,5063,13292,25377,21592,46690,20106,69945,58737,4674,26340,25167,37706,22452,12345
2,0,20193,68882,17304,6974,2275,20198,90285,262051,678011,720887,454938,378116,351777,374285,387249,383320,432238,508569,547190,630306,530196,365890,330121,299861,171022,25.23333333,524.7,4,504,5725665869,162610,4367716678,1357949191,1027154910,956407043,706963686,808128012,869063027,830721801,527227390,123435688,286938876,727597866,978530671,2821341641,787821127,2902523676,2667114636,49473106,500191210,790843846,2684601744,1110270196,434258209,114694,47916,24209,23011,22419,22406,22649,25493,22423,4285,14790,33253,27694,59964,22624,88564,71589,5448,34246,31414,44367,29106,15576
3,0,20194,76877,19819,7854,2687,20605,87513,252656,694939,792881,504367,407062,373216,394247,413616,412848,467457,558405,591219,658081,538972,369477,339399,308252,186259,8.466666667,156.9,3,756,6686294003,180536,4966166873,1720127130,888906592,1043828907,831334505,1144835378,1057261491,1110301992,609825138,147152702,438676623,1039770700,1190534522,2932229448,937930008,3569373496,2833003440,52094607,654730859,1156229849,2674466154,1178325465,686529996,126619,53917,22669,26739,25154,25073,26984,29958,23959,5642,15299,40173,30122,63895,25405,98119,77773,5898,39819,33691,46911,31995,17576
4,0,20231,60529,13189,5008,3755,17261,86093,264305,670463,683911,447707,378290,359858,385211,396454,407103,443007,523724,541004,659930,522205,345082,306904,274392,150174,3.533333333,59.4,6,1008,10026339313,428411,7957344320,2068994993,1257104947,1501630420,1572877292,1919369876,1706361785,1226977591,842017402,167500632,1020673372,1757780528,2064037184,4000137738,1016209859,5085900785,4649628161,71951880,942997525,1563476258,3062413200,2245418749,1849271338,312099,116312,56515,64003,63049,62537,65995,64104,52208,13538,49715,105683,85899,131916,41660,221719,201163,10123,86268,91011,100297,82175,53011
5,0,20232,65774,16207,5627,4478,18218,98405,298809,736714,757373,498152,415120,383265,403195,416308,425350,480502,594519,600000,686987,544828,370360,331483,293546,160427,18.9,448.1,4,1260,9752337154,474719,7257581044,2494756110,1262892570,1463313659,1450148355,1344746835,1736479625,1565764814,928991296,206388139,695044642,1815910269,2065552394,3859332319,1110109391,4765182999,4696490983,82337363,1017289344,1745839217,3379605197,2220541767,1016061099,337053,137666,61363,69106,66682,69164,70738,76681,60985,14935,59921,109834,95414,145487,49128,241642,226897,13199,94580,99385,112125,94720,54531
6,0,20233,61875,15085,5617,4960,18040,102582,299385,698617,732608,481875,407876,389439,409595,423699,429840,483465,576055,604232,695153,545644,371266,331547,289612,153300,25.86666667,892.5,4,1512,9349824025,433674,7056529244,2293294781,1393364977,1356905612,1461230448,1478152451,1366875756,1507667979,785626802,220429713,744626979,1803092102,2015703400,3565148502,1000823329,4798054202,4289076000,71203990,883995979,1768520195,3061264955,2202482817,1099662264,314172,119502,61241,60210,65010,64050,63661,71956,47546,17416,58645,102649,81848,129620,43496,226321,201057,11555,85950,89333,96214,89462,54861
7,0,20234,65553,16828,5949,5180,17940,99880,289635,695996,761362,513221,421054,400639,417555,431316,450179,509346,599333,629165,695461,536174,366761,330146,296138,160214,7.9,198.8,3,1765,9185551532,421850,7139260577,2046290955,1241070497,1418707393,1374339881,1580774710,1524368096,1253692551,792598404,234259628,765203263,1633761326,2031071120,3539497251,981758944,4699273275,4210650745,85651858,867096753,1533026977,3283376106,1872816435,1267955883,309015,112835,56496,62547,61134,62579,66259,63915,48920,18963,53470,97227,87854,122810,41526,230410,186019,13233,82038,79921,99227,85717,56292
8,0,20241,61548,14866,5271,5053,17047,95602,288227,665769,705502,470569,399163,382254,407811,423911,441874,482244,549468,592888,684683,552100,370814,330876,291802,153933,3.433333333,123.5,6,2018,9253788888,404189,7147807493,2105981395,1263084941,1582113456,1297363020,1547042183,1458203893,1291633880,814347515,231287560,712051879,1660979185,2104886780,3555320202,989263282,4973807879,4018146968,67688046,798093731,1709056666,3303275552,2102808551,1011032297,291523,112666,54569,58592,57961,60493,59908,61654,51012,18524,50267,93879,83840,115929,41750,220800,175949,10587,72840,85498,86533,82889,58401
9,0,20242,68405,17336,5975,5527,18993,106227,329723,743943,770489,518313,436208,412039,429464,442733,460824,525697,624501,636712,716656,567252,398534,353976,311785,164289,19.8,274.2,5,2271,10164382926,427166,7869922492,2294460434,1490259281,1763505894,1411747079,1761382514,1443027724,1380718159,913742275,254902616,865962856,1779262649,2270746374,3908624209,1084884222,5495718615,4344169023,76922579,869537939,1547546057,3384260809,2471958561,1489661694,307128,120038,55962,61112,62559,63000,64495,65705,54333,19584,56821,99954,81096,123167,46544,228719,192124,10936,72325,92895,90057,91926,62700
10,0,20243,63344,18808,8485,5479,18964,105220,313841,721330,760128,507571,420970,416588,442807,459281,468118,526066,614865,645151,746519,586426,401299,354838,303142,159192,27.13333333,774,4,2524,8650199035,352382,6662452448,1987746587,1523757506,1372021382,1219206969,1259842886,1287623705,1164214438,823532149,198265636,663716712,1625797977,1775146072,3336198640,1051073998,4601185006,3747532298,66714275,681751587,1340526125,3216351541,2008732729,1034641049,250296,102086,50562,48408,51234,49345,50747,54084,48002,17070,39487,78812,64206,107009,45798,196803,149744,9961,59511,71660,73833,76670,54913
11,0,20244,67290,20210,10429,5713,20594,105920,303714,736239,799329,552833,465567,441916,463881,481855,504966,579916,671596,696205,763764,582900,402022,363515,316255,168182,9.066666667,139.7,3,2777,7567755241,307537,5764303846,1803451395,1268522989,1284044389,1011531336,1038012821,1162192311,1139381715,664069680,194887790,618154018,1182841075,1465434017,3045016490,1061421851,3860515511,3399500759,64334204,571212781,1133294315,2869137593,1673684948,948352434,220697,86840,42117,45778,45340,44467,42995,50155,36685,14673,37724,64724,52360,96259,41797,174301,127921,10090,50003,59221,62317,69669,50922
12,1,20191,81595,10340,2287,4866,8608,120848,270133,640728,1492891,946838,687569,672949,684881,746815,732317,756594,833650,1011215,1350776,958278,699159,634821,553478,313043,2.4,50.6,5,1,21706460570,793781,15733570614,5972889956,2633728547,2980563561,3180390466,3348996691,3589891349,3638650509,2334239447,2449209569,1158810484,3598574488,2816562942,6556813511,5126489576,10149929226,8232097933,58087007,3866302759,5772948655,4127016336,2865990578,1691681810,586318,207463,103511,110967,118077,124265,129498,119609,87854,68585,82795,176728,121471,216071,128131,417189,328231,4933,220923,215717,149295,97323,57216
13,1,20192,91995,12620,2240,5402,9167,142281,321279,805120,1649263,1045946,786798,742868,751044,810218,785790,811444,931726,1114847,1449330,1034584,767801,725808,628282,349434,18,159.1,4,253,24742280950,984485,18123129754,6619151196,3429841952,3607306390,3401986274,3652273426,4031721712,3908723330,2710427866,2814992167,1425557742,4162070652,3063433061,7436477196,5839750132,11610991851,9371755204,83366328,4235262471,6350068250,4926269054,3206784256,2180996686,728803,255682,138225,143052,146554,143706,157266,146662,109020,89615,110153,211219,148250,262993,162255,518355,408892,8494,287688,259142,183053,122580,66303
14,1,20193,84806,12467,2342,5536,9214,134975,309029,743129,1557691,990172,707698,684968,704146,751720,726936,759075,853804,1058515,1421226,994754,729863,665248,584579,324972,25.23333333,524.7,4,505,24972865750,1025888,18309351457,6663514293,3527391498,3483951029,3907394007,3575124326,3815490597,3980053127,2683461166,2892925775,1435843971,4062574718,3062092899,7582783405,5936644982,11890596292,9408927687,94562820,4651511308,6249878160,4914134714,3238476553,2150882129,762059,263829,159217,150594,150448,146037,155763,148712,115117,94251,115614,214655,150126,274965,176277,545141,424152,11077,303561,265808,190783,127348,70716
15,1,20194,93689,14702,2741,6004,9403,131996,302535,739195,1608162,1060978,787393,758747,773477,845847,822240,858295,982251,1173615,1486012,1015794,758124,698340,599817,340226,8.466666667,156.9,3,757,27405503056,1044477,20118478458,7287024598,3730580634,4196693213,3913979319,3962678899,4314546393,4413397056,2873627542,3244220592,1495863887,4619716877,3289549311,8082046050,6674106339,12629218137,9771757888,103160228,4961799449,6748263236,5138983000,3304698696,2144071418,773738,270739,147001,163727,149293,149233,164484,154427,116312,97638,115462,228592,152109,273954,176722,556953,414494,11281,298113,269145,195607,126951,70353
16,1,20231,58698,11652,4534,4204,6876,114375,271624,618769,1305811,845497,596546,582509,602817,634771,653511,686660,787498,934926,1290913,787419,558977,534732,450471,225155,3.533333333,59.4,6,1009,39957671541,990632,30270022915,9687648626,5780872272,5683891204,5789890765,6199623522,6815745152,5933925583,3753723043,3570525701,2622333192,7579875724,5902050120,11626240252,8656646552,17993254771,15162638131,87823438,5466121400,10051512226,6928488827,5616928323,5005018671,747680,242952,136978,141680,147980,152565,168477,143864,99088,72408,100548,246203,170538,251682,149253,490603,420208,6290,183768,276272,178752,150218,115538
17,1,20232,66694,13469,5276,5258,7797,126840,310978,715797,1387685,927024,682058,655394,667798,709779,708676,756191,885557,1019678,1339709,841749,623883,590480,502861,255873,18.9,448.1,4,1261,42274481966,1097670,31974434339,10300047627,5194973654,6617339977,5980403745,7165366701,7016350262,6260357842,4039689785,3725836709,3423404298,8154258613,5553000751,12635241356,8782740239,17440071099,15432859621,60614315,5765537759,10013794453,6953235771,5632248684,4447499740,812849,284821,156031,155349,162135,162239,177095,167349,117472,83188,121577,257855,182018,281489,171543,537488,470477,5585,206206,304065,200205,165702,126196
18,1,20233,63384,12434,5442,5258,8728,126450,307566,683235,1325498,869638,628215,606732,629067,656660,648973,702222,825056,994631,1293497,817897,611540,552845,477416,240148,25.86666667,892.5,4,1513,41200991494,1079355,29945621730,11255369764,6066657609,5928052004,5993249592,5674572766,6283089759,6974069235,4281300529,3992195631,2838490624,7027699653,5977174162,12417552626,8947878798,18466505782,15721868445,99103219,5905719930,10124188960,7018367579,6653969584,4387024949,780965,298390,155308,148145,155264,154932,167316,183273,115117,87621,123730,243563,172302,281186,170953,539044,459991,7657,206768,296234,197351,167827,123184
19,1,20234,68971,16087,5805,5636,9102,125114,294319,665086,1333390,910098,697724,672155,681923,730806,735467,787838,912733,1082566,1337019,825901,648592,594726,489750,251206,7.9,198.8,3,1766,42363006786,1046358,31156749385,11206257401,5172257943,5818732255,6834157220,6179726013,7151875954,6704393315,4501864086,3958984234,3296990637,6758992546,5702840207,12965747577,9679451585,18887929797,15901516481,110797283,6230992071,10168261857,7970593521,5663676996,4644836115,769732,276626,138237,148120,158403,154944,170028,159692,116934,80276,120278,248478,176793,261062,159471,523019,441666,8544,202622,281364,190453,159970,121710
20,1,20241,61958,13667,5457,5520,9068,117389,275658,609703,1286340,857020,644714,614807,642622,696403,689169,739295,824960,1000336,1303418,816697,613704,551613,458646,233412,3.433333333,123.5,6,2019,41346712657,954223,31121959293,10224753364,4795851111,6157284134,6941248829,6785213109,6442362110,6266677145,3958076219,3914300549,2797646522,7149968940,6220395798,12691444503,8572956345,17870919670,16001163217,95293711,4732596319,10731692623,7158860104,6125621866,5028018261,707559,246664,128036,136382,143863,149190,150088,147837,98827,71784,104842,233980,161574,240155,141888,478738,398251,4523,159974,262686,177048,152526,120228
21,1,20242,69330,16111,6512,6678,10217,131927,317408,721170,1388819,938666,737169,700382,717105,769223,769537,814045,925733,1076943,1380664,885304,690389,609924,520492,264371,19.8,274.2,5,2272,42209303100,1003386,31747100851,10462202249,5784356273,5593030371,5923664023,6230443244,8215606940,6229723685,4232478564,3862942430,2526707728,7185726651,6274803800,13281175702,9077946789,18786555261,15744872450,74499786,4966175355,10301366962,7284271365,6767568668,5137545556,746605,256781,138393,145617,145024,152399,165172,153464,103317,76243,109588,242241,163394,254182,157738,502490,423378,5080,170079,280293,182354,161396,126676
22,1,20243,67016,16892,6713,7087,12074,132048,314749,695934,1357166,905966,679518,649519,674365,726176,704879,759945,883069,1056328,1369708,863724,671274,597063,495837,248798,27.13333333,774,4,2525,40675491908,969520,30376373991,10299117917,6245557239,5445049960,5445265981,6358090428,6882410383,6447693462,3851424455,3765365976,2906350973,7908778059,5970710793,11551882977,8572403130,17276278073,15164989634,89252271,5146596429,9603664985,7243179346,5828470360,4530104309,723431,246089,145176,132065,139602,142642,163946,144880,101209,74105,113774,232522,157484,244432,147203,479484,413648,6034,167906,263483,174434,152173,129092
23,1,20244,73679,16883,7380,7866,12284,129394,308776,695226,1399702,962946,762512,733410,751173,815243,821196,873231,993919,1171801,1407765,887201,688717,621819,519065,262137,9.066666667,139.7,3,2778,45671535461,991226,34478985519,11192549942,6718583879,7125677477,6049646675,7283842140,7301235348,6982667702,4209882240,3859517521,2721949585,7978842037,7252123967,13883647261,9975455090,18740522374,16484627445,81946939,5802932424,10354044972,7430392261,6503541634,5052291581,737717,253509,140198,151917,137603,145965,162034,155538,97971,77126,106699,244566,163588,245581,153666,481528,423707,6083,182600,271658,173955,153114,117821
24,2,20191,629982,140079,59254,47495,327525,926751,1592400,3514768,5424781,3925728,2973338,2838721,3161196,3411775,3403530,3715768,4094431,4559725,5495709,4700429,3493108,3338771,3231916,1955606,2.4,50.6,5,2,16317695636,891580,11881496685,4436198951,2252059230,2285778576,2376580046,2505855393,2461223440,2934802489,1501396462,669362254,1563008512,3303609039,3543749425,5383609937,1854356469,8409072579,7530549776,93270927,1820467438,2612679076,4465083947,4144122763,2803998207,653675,237905,127791,122752,124701,138677,139754,146000,91905,61501,120143,162897,183350,248986,114703,484985,399915,14456,187095,185004,198862,174333,125162
25,2,20192,690708,159663,66292,54553,369773,1059536,1850018,4166388,5787492,4165456,3176769,2983834,3249641,3496125,3478640,3885396,4442379,4821224,5760295,4876901,3721898,3568601,3450409,2083621,18,159.1,4,254,17098238843,990210,12724640669,4373598174,2493041987,2623017633,2611417172,2365078354,2632085523,2872861988,1500736186,688711387,1729755221,3555785773,3628015521,5474171028,2021799913,8199469883,8543332408,123720835,1908626429,2744136606,4754278156,4177106478,3034933785,729992,260218,149385,144569,146251,136860,152927,159047,101171,64598,142007,182901,194964,275358,130382,536927,447699,17856,207599,207524,223104,191053,137490
26,2,20193,673443,157122,65881,55036,373697,1026654,1778384,3923760,5716458,4122774,3160735,3008251,3324739,3534531,3492697,3875025,4341921,4804010,5765130,4876739,3660558,3483968,3366546,2020621,25.23333333,524.7,4,506,17038729246,1034546,12814537459,4224191787,2893053809,2694602142,2424361837,2277237726,2525281945,2649489697,1574702090,814215638,1667110566,3564877807,3524603345,5237267768,2230654122,8325961508,8300908311,118405888,2053997975,2750844678,4758664329,4052793640,2892163310,768200,266346,172947,146975,148098,140431,159749,154858,111488,75690,142486,186039,197798,285867,146666,566235,461142,18619,231678,210264,224740,202883,139185
27,2,20194,711333,172701,71558,56392,375358,1022374,1736000,3916351,5809735,4236689,3222429,3061932,3348973,3613966,3606098,4045162,4571764,4999211,5865686,4852780,3629261,3496145,3383035,2067405,8.466666667,156.9,3,758,18508972868,1006706,13757392548,4751580320,2732794826,3123410052,2342906241,2591844913,2966436516,3050543157,1701037163,755046914,1732001130,4068146363,3881960128,5947755663,2124062670,8805565553,9164273954,126494853,2153433296,3132075877,4918382141,4427809119,3211644228,750682,256024,155071,158843,135993,144615,156160,155661,100363,61328,142962,195867,207631,276823,122095,529606,467530,16671,200306,209531,227608,200814,142216
28,2,20231,414557,107929,61539,48604,321005,812350,1415442,3146641,4620717,3266695,2539421,2445443,2714479,2884594,2888779,3207826,3575998,4006258,4691097,3718666,2717183,2543305,2384080,1292250,3.533333333,59.4,6,1010,22656232317,1023263,16929657129,5726575188,3128949583,3405948657,3246934670,3408209452,3739614767,3629658135,2096917053,784832316,2246661553,4728720292,4598860060,7591976108,2705181988,11652758409,10341911694,98313210,1798200615,3187465389,4939380208,6155606377,5815704295,776535,246728,156810,151018,149329,153874,165504,146427,100301,52576,144502,213830,215075,288046,109234,560139,452473,14144,134969,177468,209467,244545,232013
29,2,20232,472370,126579,71559,55443,339954,891024,1550700,3507942,4703820,3358656,2676689,2571465,2796871,2961250,2939256,3353820,3875028,4173158,4778450,3790896,2868300,2691630,2513700,1374910,18.9,448.1,4,1262,23563021516,1158933,17419730220,6143291296,3495773628,3429519881,3107211620,3473499240,3913725851,3985849284,2157442012,879976634,2497788080,5584265460,4945047783,7042809723,2613133836,11998084793,10821940689,95276529,1790561334,3085922434,4976746747,6297481314,6574037112,868450,290483,185475,167179,166132,173508,176156,177911,112572,56689,174900,247227,240079,322874,117164,621267,527809,16443,151886,190045,240188,274353,276152
30,2,20233,463790,122318,69673,56980,339142,872228,1531519,3359260,4660129,3362200,2666934,2583313,2817872,2937329,2903925,3266805,3705411,4141722,4748089,3739661,2799803,2610348,2431862,1317159,25.86666667,892.5,4,1514,23320495250,1122375,16790834043,6529661207,3548288616,3317644088,3146209640,3142766773,3635924926,4287619322,2242041885,863979703,2534516367,5573123016,4341912079,7471180686,2535783399,11969503759,10779089322,110651768,1966899979,3220966857,4784568746,6578515707,6086990007,823815,298560,177666,152644,162913,159358,171234,189716,108844,53991,175035,237694,220614,319908,115133,605827,506329,16456,148885,185926,231110,269741,260027
31,2,20234,487411,135940,76534,60612,335492,846363,1446659,3239730,4552592,3294487,2635672,2552323,2778872,2946085,2952203,3350339,3798825,4139322,4667579,3612077,2720848,2572220,2377266,1333112,7.9,198.8,3,1767,24627807914,1121225,17871762939,6756044975,3475557076,3765411754,3234370695,3417974126,3978449288,4317943282,2438101693,905270866,2663240346,5808500837,5005971295,7651500156,2593324414,12739827949,10968708679,106371347,2009824072,3409241470,5223948550,6503142526,6456008685,833503,287722,160110,165392,166384,159205,182412,173772,113950,49856,171092,246902,234422,307443,111510,606146,500029,13554,149554,188730,236298,258491,259533
32,2,20241,458360,123168,73152,59977,318954,804232,1370536,2980437,4363294,3161139,2499711,2432425,2694418,2879019,2856575,3190518,3515124,3966072,4603107,3634058,2707928,2534489,2336846,1280783,3.433333333,123.5,6,2020,22671390523,1018998,16937976694,5733413829,3304426544,3446403607,3248408765,3485620730,3453117048,3616738939,2116674890,830084611,2454401638,4990212207,4654155907,7397862857,2344673303,11565775200,10352662962,87855412,1570858382,3318774816,4488301481,5929504819,6523143248,769113,249885,152680,152363,150940,157176,155954,155671,94214,43088,150598,220987,219611,285736,98978,536824,471196,7110,110445,176483,204000,242526,267467
33,2,20242,516793,144395,84760,67528,341095,875485,1532560,3394620,4530541,3318597,2704914,2637839,2875353,3032386,2990628,3444369,3888155,4200451,4752895,3742447,2898544,2736853,2513023,1389500,19.8,274.2,5,2273,24014719155,1099167,17794836339,6219882816,3494112069,3768610160,3334147338,3456636751,3741330021,3965070073,2254812743,932176971,2489952967,5685634446,4400887628,7809570814,2696496329,12015591191,11218416886,75515055,1585072734,3254705696,4826933108,6676587942,6815193543,826321,272846,169870,165547,154436,159595,176873,169716,103130,49495,164465,235617,229693,304657,115240,582745,504473,9499,109529,184682,217982,274129,291386
34,2,20243,497744,139062,82791,67116,346162,863089,1557807,3391495,4704810,3452104,2792213,2743977,3008882,3135513,3084158,3510332,3904577,4367646,4986483,3910430,2955421,2761968,2522191,1373148,27.13333333,774,4,2526,22858501799,1086231,16747124847,6111376952,3562849230,3123577148,2975370463,3289961951,3795366055,3902458065,2208918887,924976040,2692116732,4993027619,4386156065,7334904968,2527320375,11749729032,10357149810,63635519,1510391909,3145356949,4836270403,6098041487,6453182581,811068,275163,180005,150399,150707,156087,173870,169719,105444,53202,175802,222813,217426,301600,115388,600139,475657,8706,111787,181050,221749,266820,285696
35,2,20244,524236,154536,88509,72011,352714,875239,1529951,3363680,4716847,3469587,2826031,2785966,3031541,3202564,3215979,3666363,4056423,4431342,4936055,3843062,2944719,2770904,2517895,1400195,9.066666667,139.7,3,2779,23029380936,1086594,17143338339,5886042597,3340348561,3829246425,3057761972,3337881911,3578099470,3783850592,2102192005,771558066,2560875750,5522971710,4520481619,7154427744,2499066047,11775559586,10292599286,80424947,1598277674,3037185019,4770338060,6100812061,6481121114,813840,272754,174350,168981,147090,154801,168618,171665,101089,49328,166091,234126,234765,292112,110172,590637,482830,10884,113973,181773,226700,266208,273922
36,3,20191,108395,14554,1490,36,41474,114538,246498,565676,724310,531551,421040,400379,458210,478587,470836,520269,598806,617122,682008,629118,468135,429816,410107,277151,2.4,50.6,5,3,2489857680,137704,1777904193,711953487,298659795,370035494,344379197,352978507,411851200,423376341,288577146,60504473,77676181,398461222,275694707,1115461210,562059887,1389249197,802688686,36277493,579418459,411681857,553891489,403891943,206776643,98615,39089,17647,19983,19779,20701,20505,19963,19126,2541,8649,34631,23916,49523,18444,82545,51555,5661,55579,21724,24769,20026,6335
37,3,20192,122103,17799,1556,20,48295,127207,285172,718156,816839,614005,468956,425862,482190,507819,492308,580796,715774,680739,719260,665624,512211,473468,457672,295007,18,159.1,4,255,2937559192,193906,2093611627,843947565,360714137,426321207,454479066,397490160,454607057,475654497,368293068,97851072,117694593,489601875,288242361,1290786950,653382341,1628860583,971477479,69609993,736600801,478685291,602562669,504165277,208714034,137839,56067,26110,29822,28278,27373,26256,29230,26837,4145,14836,50127,31619,68701,24478,111098,78077,10971,81082,29274,32703,28098,7046
38,3,20193,116171,18041,1374,31,46777,123364,267755,647374,768711,542157,449127,428044,480293,494787,486844,565842,653545,639224,701892,653459,492935,448712,429073,284239,25.23333333,524.7,4,507,2583629347,164407,1885152061,698477286,359537296,339911313,413296762,372045791,400360899,401493784,296983502,70712676,100927076,434444105,279725156,1116582180,581238154,1459679730,847006607,45180793,624275931,466906821,543392784,449581533,177348471,118153,46254,25174,23895,23694,23010,22380,23612,22642,3213,13441,41900,25986,57667,22200,96412,64206,6705,63709,29820,30374,23550,6464
39,3,20194,121369,21311,1622,37,47681,124058,264570,664858,810016,618466,488483,447037,506400,539170,519714,602867,709386,688145,735351,647486,493840,457015,441067,290247,8.466666667,156.9,3,759,3160185976,188702,2318180084,842005892,391450461,503166464,454416565,468346590,500800004,519703971,322301921,93139953,132920519,552257582,321124574,1392707938,668035410,1713168411,1032462386,70800138,759040125,559117839,627569424,554262993,174840275,135959,52743,25159,30608,27628,26859,25705,27426,25317,3953,15121,49495,31581,65902,22650,108360,75259,9913,75471,29973,33765,27733,6767
40,3,20231,72085,9807,2043,1309,38797,109385,219095,501284,634691,444497,361697,358678,406570,425062,417996,477894,544768,557887,607203,531961,386386,350851,328558,194146,3.533333333,59.4,6,1011,4090697245,210818,3014885538,1075811707,459852891,608169461,598399039,630312109,718152038,674514467,401297240,108179883,102190825,760082067,469935523,1937467963,712840984,2165409549,1363109186,47474780,785060735,677781558,777489985,784946752,455764924,154139,56679,28034,31592,31368,30793,32352,30219,26460,5634,12397,55994,34697,75600,26496,117670,85483,7273,65539,37021,38776,37768,16773
41,3,20232,82484,11709,2191,1461,40401,118149,245698,583730,687245,488605,391949,386910,429079,453387,439195,533319,628013,593686,621376,546420,404740,374708,354326,206887,18.9,448.1,4,1263,4803573424,269014,3360463278,1443110146,589475427,625937452,690558775,693412812,761078812,888614441,554495705,124966487,177302538,920821756,505116113,2228394894,846971636,2573146408,1650507419,91642331,1013763734,730377820,928222280,954227175,505420492,188716,80298,36512,37980,37213,37973,39038,42593,37705,5154,21010,70606,42838,97379,32027,145631,114290,12098,88972,42435,47659,49584,19169
42,3,20233,81150,12209,2002,1289,41008,119393,242819,549571,661150,453815,383582,385492,421447,436170,434278,514771,582326,577349,620394,547741,404710,359500,342564,203225,25.86666667,892.5,4,1515,4154552445,226689,2893988836,1260563609,472510528,582813009,616394349,587819092,634451858,806336037,454227572,107065851,164904260,905281646,433259182,1833899627,710141879,2147499330,1430437244,61892101,786168795,650057099,816128288,814995280,448695022,155976,70713,30509,32672,30694,31441,30660,39238,31475,4707,20126,61777,36052,77389,26638,123146,94715,7901,68995,37861,42352,41928,18823
43,3,20234,85484,12513,2404,1752,41179,121628,229214,557294,688209,492387,405499,397915,441186,474077,460902,538987,617081,606061,628665,541950,404483,368856,347198,212013,7.9,198.8,3,1768,4340463045,229137,3142662200,1197800845,519443894,628156699,600386783,633366662,761308162,695059044,502741801,110266695,162823388,856766221,512304405,1901224963,797077373,2188643391,1391514643,89321024,869915618,575980778,787366925,816503676,441070010,163228,65909,29554,34432,32920,32522,33800,34496,31413,4133,18847,63241,39876,78189,24851,126588,93598,11732,76705,34114,38509,42577,16548
44,3,20241,79300,9305,2420,1898,38930,117196,225414,504096,627710,451106,376038,377509,420418,445850,436237,496798,556197,576624,623436,550473,409634,369093,341901,207193,3.433333333,123.5,6,2021,4431115780,236088,3111709413,1319406367,489029832,631142198,636191877,665338277,690007229,782766418,536639949,113426387,154039019,900167047,501565884,2013958849,747958594,2376807127,1474051657,42358165,764720530,720034767,737852632,978647546,607245146,168082,68006,29147,33496,34298,36126,35015,36137,31869,3112,16199,63006,42751,83992,27028,130852,97031,5842,64302,41093,40756,50672,25211
45,3,20242,88567,11213,3323,2675,45724,132337,260730,603407,719822,525650,435842,422342,468734,497868,478639,585330,664655,644141,662224,578309,437528,409316,373761,221576,19.8,274.2,5,2274,4965316026,285861,3539148096,1426167930,606769391,705252089,723658291,679134048,824334277,845939784,580228146,132221827,204198604,941432483,543789313,2207167847,936505952,2595719970,1767328878,70237134,907973551,806200991,888923935,1118964383,570748853,204127,81734,36251,42297,41892,40169,43518,43280,38454,4956,22102,71310,48889,103188,35416,152200,124656,9960,79131,47770,49275,63516,27209
46,3,20243,81247,10233,4034,2926,51849,134140,261381,571222,707409,493188,429127,431530,477998,494858,486944,572032,636719,636755,680586,595617,444872,402204,367968,212386,27.13333333,774,4,2527,4495090637,247137,3178984333,1316106304,572578248,568734720,642951688,639038666,755681011,744288843,571817461,126524412,180412069,885577137,498531883,1957203683,846841453,2383619050,1524125373,50944109,705936474,655188459,868527182,1013094755,614053439,172609,74528,35060,31044,35431,33737,37337,39110,35418,4580,20683,58292,39411,90247,33924,131502,107934,7095,61071,43264,44801,52889,30321
