클러스터,00시-01시,01시-02시,02시-03시,03시-04시,04시-05시,05시-06시,06시-07시,07시-08시,08시-09시,09시-10시,10시-11시,11시-12시,12시-13시,13시-14시,14시-15시,15시-16시,16시-17시,17시-18시,18시-19시,19시-20시,20시-21시,21시-22시,22시-23시,23시-24시,위도,경도
0,10338,322,0,0,199,18065,62013,146615,156921,102158,81913,77928,81863,85085,85779,96269,112195,124402,152687,118658,78571,69504,59245,33764,37.640620757407405,126.91827496666666
1,17314,981,0,0,269,28113,75110,180438,373408,241453,188541,172992,177216,192635,190803,200013,232713,286063,366206,216592,169616,151934,119164,61263,37.554672516857146,127.00978886571428
5,3669,0,0,0,3,8335,27661,72908,84579,49517,41022,39861,44069,44965,44531,52430,61323,66808,79997,57505,38072,33641,32477,15949,37.549852478630136,126.84327391369862
6,3466,2,0,0,33,4285,39546,94129,203608,130492,92433,84155,88520,101263,103938,110408,126559,171517,205276,110954,74320,63951,45513,19939,37.48650292229167,127.01878307708334
7,6828,0,0,0,51,11915,42930,108443,201429,113994,75265,74381,77338,79863,74686,84575,99475,129766,187600,104374,75280,71525,58114,30450,37.53856653323529,126.94656868235295
8,5113,37,0,0,22,10535,41944,87813,143013,108983,94047,85193,86597,88101,88341,99563,107904,124506,149488,104589,76565,62386,47650,23829,37.540276871509434,127.09157076037735
9,4369,0,0,0,58,10348,28293,79972,94719,57001,39630,36428,38341,37936,37441,41783,50550,59247,83955,63438,42427,37495,31015,16489,37.59379516368421,126.94136173508771
10,2953,294,0,0,32,9301,26892,63876,77538,40554,28023,26358,28892,28397,27760,33946,41591,47672,61309,45057,28074,23970,19824,11642,37.49099402638298,126.83816765531915
11,7021,219,0,0,31,14722,45083,116138,126239,71296,52103,50588,50168,51983,49382,57551,68775,83700,96394,75292,48429,41632,38388,21371,37.618257858250004,127.08888587250001
13,3515,0,0,0,1,8167,16579,42796,54358,35136,28983,29659,31275,32151,31320,32221,39018,40848,54844,38944,26571,23418,20787,9776,37.545206293142854,127.14775069142857
15,3179,40,0,0,15,5007,12242,34623,57766,31199,30312,24294,24071,29358,28329,27760,38731,45426,52203,33360,24167,27346,20866,12796,37.59496507482759,127.03444572931035
17,13541,470,0,0,113,21679,58317,149143,244811,132191,92606,91673,99363,102302,98298,109943,131571,185201,252792,158426,115856,111206,95982,56467,37.53180331842105,126.90143844035087
19,3211,0,0,0,17,4444,25630,60053,75066,51917,39912,38101,47770,53353,48281,56248,64004,86059,80959,52322,34487,36474,55657,12796,37.49748133567567,127.0662759027027
20,3283,8,0,0,50,7310,17812,45249,71689,47319,33644,30909,31632,32380,31752,35206,39609,46473,61587,43210,30603,27728,22460,12478,37.48661260913044,126.97160574492754
21,11619,19,0,0,99,25554,57518,135285,179069,123544,93405,92957,98764,101973,101646,113177,134620,150949,196382,153058,108988,97502,84784,52952,37.63763869479167,127.02500148541667
22,5035,0,0,0,24,13519,31587,66416,97900,62531,46393,42823,46843,45228,45754,53389,60442,70838,91096,70919,44813,39774,33227,17509,37.581115417826084,127.08651137173912
23,14266,684,0,0,134,13693,63780,144639,273904,258508,157436,138934,150064,158889,163998,177315,209170,287376,374382,237736,165652,160412,135383,71980,37.50451202065217,127.02470427608695
25,10397,218,0,0,38,20659,67749,160589,271435,136745,95659,86888,91759,94449,90710,101811,126898,167412,240816,144078,92974,82565,69853,38683,37.567475747391306,127.05770306304348
26,15582,872,2,0,91,20369,84776,189529,497056,340478,220857,216290,237238,269390,288636,322698,358918,454950,620386,358560,253813,215208,147501,65815,37.54302093014493,127.04969984782609
27,6161,212,0,0,59,19580,66297,127952,160500,111167,109476,122078,125697,133511,140075,138914,144043,167883,191227,120791,87611,75139,72855,29808,37.56186748842105,126.80779377017544
29,15508,3,0,0,2017,56345,127566,408229,822127,471125,207735,181550,190472,198752,196206,221480,283317,531132,708231,361470,222492,187176,138415,71770,37.48156954803279,126.88153083606558
30,190765,8626,0,0,17301,313890,980610,2476409,4068803,2888969,2205712,2197500,2331626,2420203,2364932,2687503,2987912,3686898,4299077,2819513,2004937,1843791,1421175,755887,37.5476151796,126.974896176
32,7932,0,0,0,117,19426,44188,105813,136551,83877,58750,57270,60366,63235,59655,68875,83165,92589,119152,90553,58968,52422,44880,25600,37.59112262423077,126.90973762884616
35,6758,48,0,0,26,12580,46005,99399,157409,97438,80287,78788,89285,94941,95240,109608,128744,142789,156874,114659,109009,91971,67578,31334,37.51344702022727,127.12093440227272
41,11045,182,0,0,199,15857,35611,49534,93368,75775,59997,58198,66547,81625,78323,95179,122620,139661,158645,110705,86179,83648,77487,40320,37.53271991566667,127.00123545833334
44,3830,0,0,0,3,6670,15564,38024,72009,59700,47810,54485,61560,69378,65872,72591,77737,85506,98558,72950,50760,44635,35166,19624,37.556954193174604,126.9028902968254
46,1934,0,0,0,16,6683,14907,40177,47478,27536,20720,21105,22288,20851,20598,25740,29662,30103,34236,27364,16841,15264,12905,7169,37.61344567472727,126.91255202363637
48,8235,481,0,0,25,5863,30892,69969,142564,115626,105441,115376,130194,152254,151391,156851,173066,205836,215880,146543,117700,136827,115938,47239,37.580735432790696,127.0001542372093
49,1898,48,0,0,23,3955,25091,94055,199235,69238,43102,45626,45441,49946,50900,56319,67720,104834,149812,55028,42173,38245,26074,10877,37.5652887225,126.96507205833333
53,2841,41,0,0,6,2685,18101,53955,115819,90938,52622,55793,59728,63821,63192,73446,87032,117363,153623,85509,64471,58978,42474,18868,37.5247511034375,126.964399584375
56,13127,1418,0,0,129,19204,83607,183074,310769,211076,155840,150002,163167,178298,176696,195405,222712,277350,354398,210450,151478,128753,104560,54008,37.490573859240506,126.98780050886077
57,2472,0,0,0,24,6542,17579,48038,74248,41213,30806,27008,28764,31793,29593,33809,38829,48655,64367,39023,27350,23951,19234,10090,37.53036048576923,127.1178868923077
58,4445,393,0,0,128,6700,38553,103044,176932,112366,72219,69526,68439,72813,75604,86478,93627,126866,160690,86490,59914,55466,43204,18095,37.48782478666667,127.05417353
59,11297,194,0,0,210,25582,62906,142827,158189,103770,79633,75951,81262,79012,76378,86310,99708,114499,144281,124107,83907,72860,63511,38420,37.65498922236364,127.03409130545454
60,4306,0,0,0,9,12540,30154,75250,75580,45532,34449,36103,39136,35974,35218,40140,45005,48532,64185,56820,33946,28699,25342,14876,37.66397454109091,127.06224284363635
61,2141,0,0,0,6,4418,14238,38136,63190,38853,27658,26586,28159,26654,26255,29336,32885,42445,57508,33811,23299,20806,16549,8889,37.550828514375,126.9312353375
62,15906,235,1,0,323,36206,68603,168032,249892,162100,107264,98286,104096,106752,104369,118037,133512,158213,208910,162052,113684,110549,96089,55872,37.48636727808511,126.9095826787234
63,6650,72,0,0,55,9583,54405,172124,391197,329389,151583,102993,104459,119599,114589,126642,148429,273435,331208,195919,116486,106322,71961,32044,37.4963395492,127.03822166399999
64,3384,0,0,0,5,6056,38374,70245,147422,104559,49821,41052,43944,45727,47170,52847,64273,90864,123404,68832,41490,37518,28554,10388,37.52171048466666,127.05118649333333
65,69715,1264,0,0,426,86433,394023,944877,1508570,1135444,866429,874799,922250,974290,988646,1123561,1294584,1562711,1871241,1279129,979576,898803,718428,328647,37.513895768163266,127.10329941632652
66,3354,0,0,0,12,10611,24177,58366,90372,54767,44709,43575,47212,49337,50966,59197,63313,68754,86112,57334,39726,34363,27332,14405,37.55576289518518,127.09071542777777
67,6789,1183,0,0,57,11405,37626,87829,75288,45684,36503,31523,37286,36303,34529,43232,45176,59907,77456,61338,38385,33460,27700,15758,37.5576549290625,127.16898055625
68,14634,849,0,0,235,20351,118612,369237,935478,518160,304926,318542,328413,383416,398880,426193,490079,702150,945275,470491,402679,326931,222823,92605,37.568107142830186,126.97896648301887
69,5826,1,0,0,38,6889,16775,45896,94698,57713,63126,49089,42702,50996,51463,49390,66412,77507,78264,55402,41188,39480,35422,23216,37.49485013775,126.95618514499999
70,17096,1502,2,0,81,17203,52044,126480,197056,145706,116876,135202,134511,142339,148304,154436,179020,211810,229444,168060,130447,123369,108549,60123,37.591749831451615,127.01025897258064
73,9464,9,0,0,2654,27517,68851,156800,237788,197259,206508,246607,258079,272162,289343,286512,288180,273310,277601,183983,128988,105400,73972,39775,37.58094735652174,127.04217352391304
77,17112,386,0,0,1364,106422,108026,230744,382760,269802,225462,228634,217456,219766,220782,243388,271098,315000,336468,221252,169632,177822,152586,75984,37.4935628526,126.89221596200001
78,4255,0,0,0,857,16317,29802,79338,112824,56001,37512,34358,38746,37972,35974,41859,49879,70260,99506,55501,41648,40671,32538,18429,37.52500320193548,126.91601253225807
80,2032,0,0,0,2,4519,12352,33361,40710,23697,18810,17684,18694,20383,19463,22291,29629,31906,36908,28490,17230,15401,14219,7023,37.5036343647619,127.13612002857141
81,49338,2426,0,0,784,44682,99934,227170,445148,335928,281114,280602,310108,340680,353592,386924,446694,560784,678274,481510,388980,374968,348126,204936,37.53818672980769,127.06490750576924
82,5774,0,0,0,56,10953,33394,88613,101125,66167,50093,49591,54389,56796,53254,60590,68009,74616,90212,70690,47482,40800,35683,20819,37.635783545555554,127.06852723174603
83,5659,0,0,0,76,17823,43984,110803,131308,93294,74889,73691,77181,80968,83170,97511,110413,115728,144308,110155,79355,63915,51854,29074,37.614186668461535,127.03004041384615
84,2253,10,0,0,63,3999,13048,32469,51168,33033,27635,25408,28269,28491,27941,30965,33592,37366,45834,29163,20415,18868,14504,7622,37.569379049333335,127.04205000222221
85,11126,352,2,0,276,31921,68795,183398,204391,117059,85497,79737,85850,87129,83186,94141,114254,140168,188054,136395,85600,78631,68809,38344,37.519432886326534,126.85707796530612
87,4317,2,0,0,84,7851,22181,64095,90156,55328,40642,38183,40886,42181,42424,47678,55882,64512,81269,57440,39768,34416,29414,15483,37.548262028,127.0209717981818
89,10572,11,0,0,2611,26054,60399,133417,168479,104783,82400,82495,88782,89837,86555,99346,116995,133663,169760,129585,85719,76783,67949,40211,37.61243216935484,127.06163358548388
90,61449,2263,16,0,3669,103860,210563,462164,896222,726054,705494,758796,808258,869649,921194,942730,971680,1061738,1070866,771471,576494,516724,418106,245500,37.571771729375,127.014431603125
92,10866,37,0,0,400,15843,51532,150507,242900,125232,67458,61090,64525,67849,63595,73405,95982,154083,221627,124035,75379,67948,56624,31787,37.57561284787879,126.90239574545453
94,12416,6,0,0,52,26120,67560,161624,237616,170386,136138,136168,146272,156586,156428,175614,187024,201042,243652,175278,120054,101422,81726,43882,37.6101137506,126.93237207
95,12517,0,0,0,293,34905,77742,199446,279558,176536,113049,98435,109696,110276,103113,127086,153618,180539,216974,149033,100041,92314,76721,42925,37.45709766666667,127.14960633333334
97,9824,172,0,0,194,13404,69179,201502,445775,344824,193558,156318,164201,188316,181107,201164,240202,345392,450186,242278,158145,142872,116337,47229,37.50808201333333,127.04514200000001
98,6113,141,0,0,102,19119,41954,112898,141161,81103,56510,55267,57638,58405,57172,65545,76155,92666,120255,88083,57346,48396,44325,22056,37.55259323375,127.13106059375
99,9054,0,0,0,586,24239,52082,130724,180106,103036,69234,66851,70906,70594,69872,77504,94396,113544,168766,115546,76598,70820,58194,33431,37.53863473365384,126.83330238653845
101,9692,60,0,0,50,6128,32940,84590,151662,86308,70520,79456,89476,97062,94502,105360,123314,158264,211234,117332,89174,87726,77174,44598,37.53719435459459,126.96984367297296
103,8883,648,0,0,112,16363,35154,98988,152314,98663,65896,62980,66020,66834,67994,74028,80314,95925,127978,98458,67740,62533,54755,30299,37.48843534647059,126.94401438382353
104,5271,13,0,0,204,25294,44425,99179,112720,72676,58286,62346,68543,69259,67922,75967,86689,97614,119293,86706,52873,44217,35647,20138,37.48047769,126.8430667
105,4149,23,0,0,1,5852,22324,51116,114333,93339,58881,52418,56750,55992,60124,64774,74802,90680,105595,59833,43739,41443,35434,16864,37.48026585479167,126.99691678333333
106,12228,617,0,0,147,19552,65324,201690,374302,190715,120336,116796,122283,134592,131532,141834,164952,237300,319659,161870,113850,105104,81654,43595,37.556443259090905,126.95956173636364
108,31458,1682,4,0,506,47278,113788,255200,368194,295624,240634,251506,277966,295598,297560,327502,364378,407874,489046,369234,264932,229928,199704,111380,37.65542039413043,127.06441248260869
