클러스터,00시순하차,1시순하차,2시순하차,3시순하차,4시순하차,5시순하차,6시순하차,7시순하차,8시순하차,9시순하차,10시순하차,11시순하차,12시순하차,13시순하차,14시순하차,15시순하차,16시순하차,17시순하차,18시순하차,19시순하차,20시순하차,21시순하차,22시순하차,23시순하차
0,3076,1164,28,62,672,1236,1844,3302,3800,3290,2880,3240,3564,3888,3964,4452,4466,4828,4770,3610,2914,3222,3334,2752
1,6235,1038,0,0,612,6507,7515,12203,17955,14225,13280,14486,14863,16001,16838,17328,19165,19745,22803,21057,21458,18038,16399,11775
2,6,0,0,0,0,42,80,64,152,62,74,100,128,62,40,74,144,194,178,82,64,18,24,10
3,324,6,0,0,195,540,1258,1960,2543,1736,1325,1473,1786,2041,2046,2383,2583,2206,2629,2127,1664,1803,1965,1105
4,1736,664,376,270,1982,3808,4490,8234,11642,7798,4604,3922,3908,4114,4156,4376,5056,6328,7964,5360,4250,4882,5316,2600
5,19,0,0,0,0,4,85,196,427,286,252,238,309,221,220,158,372,259,285,239,146,140,123,121
6,131,0,0,0,6,432,758,1303,649,807,589,753,955,840,1122,1035,2314,978,1235,1336,1107,838,943,500
7,98,0,0,0,0,21,252,546,637,348,175,249,296,306,326,326,399,385,572,623,410,390,504,275
9,119,69,0,0,121,268,744,1412,2216,1500,1521,1452,1559,1827,2086,2322,2431,2973,2223,1583,1769,2136,3060,1043
10,0,0,0,0,0,0,77,236,445,154,159,186,163,168,156,156,203,255,478,485,269,173,156,61
11,294,0,0,0,810,426,804,2708,1298,1538,1132,1448,834,580,658,660,2398,944,1290,1722,1540,1454,1636,680
12,2106,96,0,0,3389,4528,10312,31087,29404,14808,10985,9737,12618,13105,12963,14271,17662,21774,31714,37484,23342,20466,19703,12250
13,67,0,0,0,78,159,325,1147,611,285,245,304,225,278,261,766,1680,488,677,481,359,273,311,156
15,0,0,0,0,0,98,880,2286,1300,1012,672,590,642,626,540,894,816,622,828,1428,870,868,972,256
16,84,0,0,0,548,1006,366,2206,4010,2538,2186,1912,1874,2014,2164,2056,1772,1774,1720,1896,1014,1386,1164,792
17,227,100,91,60,1347,2265,2135,6113,21173,8166,2696,2236,2051,2269,2537,3089,2946,6133,14021,4191,2712,2629,2203,1159
19,110,0,0,0,42,228,352,1589,2073,1405,875,802,858,851,764,859,1062,1323,1432,1501,942,869,849,289
20,0,0,0,0,0,0,100,331,200,196,90,91,81,53,53,21,7,9,31,27,21,37,25,39
21,3940,1625,810,725,6238,5742,9282,17176,22848,17786,13279,12510,12141,12661,12978,15340,16439,18225,22090,15918,12915,11646,10724,5145
22,10,0,0,0,0,80,246,420,482,406,216,164,180,170,180,154,176,180,110,164,128,70,12,58
23,862,66,0,0,852,1735,2788,5869,7124,4750,3747,3767,3610,4581,3604,5299,5114,4870,4339,4553,3786,3693,3117,2073
24,146,0,0,0,0,438,1358,3202,4362,2646,1958,1948,2116,2218,2200,2060,2240,2686,3344,3260,2252,1962,1908,1160
25,16,10,0,0,0,48,20,86,36,24,22,24,54,28,40,22,48,94,110,92,44,52,70,34
26,0,0,0,0,0,54,130,636,1310,968,750,502,636,716,706,592,584,852,1310,1140,644,668,624,160
27,0,0,0,0,0,0,420,972,1600,540,418,272,272,296,304,376,202,390,630,808,722,772,936,464
28,2,0,0,0,0,14,266,772,394,210,120,100,188,176,196,268,482,616,766,876,740,788,828,406
29,20,0,0,0,0,93,502,1821,2094,1022,671,515,663,598,549,520,714,759,964,1203,868,698,774,469
30,2359,237,246,120,3147,5340,7453,14898,16632,11646,10732,10640,12756,12558,12511,15203,17564,18178,22258,21549,14919,13423,12518,8338
31,1146,308,105,12,318,944,1889,4392,4184,3059,3359,3277,3834,3915,4181,5060,5430,5544,6485,5913,4686,4428,4142,2787
32,8,0,0,0,6,90,122,428,550,588,302,178,270,364,382,202,228,722,1020,640,178,152,312,84
33,4,0,0,0,0,3,466,1263,1728,655,450,416,425,372,308,324,210,330,310,237,165,120,156,56
34,245,51,78,113,242,337,419,964,2182,1701,965,745,676,628,680,659,833,968,888,405,275,163,186,112
35,5005,320,0,0,4815,23960,59880,142665,247545,147670,62980,49655,51825,52435,52180,60985,74900,114195,155370,127790,87095,84055,62550,36245
