클러스터,00시순하차,1시순하차,2시순하차,3시순하차,4시순하차,5시순하차,6시순하차,7시순하차,8시순하차,9시순하차,10시순하차,11시순하차,12시순하차,13시순하차,14시순하차,15시순하차,16시순하차,17시순하차,18시순하차,19시순하차,20시순하차,21시순하차,22시순하차,23시순하차
0,2410,742,64,22,878,1280,2098,3202,4106,3140,3334,3326,3876,4064,4496,4928,5000,5578,4964,3436,2944,3550,3230,2418
1,5161,797,0,0,528,6390,7562,11274,17192,15391,13228,14250,14997,15953,17582,18484,19443,20246,22937,21752,20800,17074,13841,8730
2,0,0,0,0,0,16,104,112,104,62,56,64,90,64,50,54,88,134,112,42,10,12,0,2
3,398,2,0,0,127,479,1062,1547,2119,1758,1341,1652,2009,2099,2171,3008,2699,2699,2997,2369,1810,1822,2063,859
4,1692,750,356,186,1774,3584,3730,7610,11732,7118,4782,3996,4328,4272,4230,4514,5202,6262,7642,5942,4730,4836,4830,2856
5,13,0,0,0,0,45,98,264,423,352,224,179,195,207,193,193,331,176,316,255,125,149,153,65
6,77,0,0,0,0,384,996,1077,1375,725,623,614,969,705,1308,2062,1656,1184,1244,1183,1067,1156,829,402
7,70,0,0,0,0,43,160,508,578,325,156,283,254,288,271,388,455,455,667,635,531,391,397,231
9,67,25,0,0,52,356,636,1139,1826,1213,1525,1511,1584,1784,1935,2055,2055,2724,1786,1465,1327,1894,2719,861
10,93,33,0,0,85,280,802,1947,1610,675,438,455,330,367,350,359,329,351,737,831,546,483,478,269
11,280,2,0,0,794,452,714,2448,1834,1372,888,754,490,556,544,372,2270,840,1288,1924,1520,1402,1422,572
12,1428,141,0,0,3332,4401,9056,29265,22210,12555,11186,10020,13427,14173,13348,16097,19500,24964,32646,36244,22062,20035,16984,10406
13,54,0,0,0,119,147,252,773,610,307,243,285,361,492,401,562,930,423,510,410,285,297,298,149
15,0,0,0,0,0,52,898,1974,1124,944,556,590,488,362,214,252,306,480,834,1466,848,794,1024,218
16,74,0,0,0,550,930,448,1950,4844,3204,1992,1818,2292,2026,2018,2856,2554,2066,2078,1532,1230,1214,858,650
17,149,85,117,74,1359,2034,1801,5582,19998,8514,2689,1937,2068,2257,2488,2698,3437,5798,12518,3498,2539,2327,1684,804
18,0,0,0,0,0,0,520,1700,2406,1118,564,478,396,508,634,502,640,730,1394,1162,628,572,594,284
19,94,0,0,0,82,153,472,1356,2170,1302,877,806,764,841,841,899,748,1043,1355,1295,820,982,834,286
20,0,0,0,0,0,0,107,247,177,187,103,57,42,38,56,44,29,15,9,18,69,22,29,25
21,3153,941,719,691,5531,5104,7979,15943,23218,14944,12868,12136,12723,13079,12766,15163,15654,17469,21133,14998,10315,10723,8833,3899
22,2,0,0,0,0,122,312,612,570,478,184,160,212,174,124,140,158,150,108,136,132,56,30,0
23,1445,135,0,0,636,1563,2824,5424,7565,4466,3967,3628,4749,4407,4493,6053,6882,6012,6449,6310,5513,5522,4283,2887
24,156,0,0,0,0,462,1194,2946,4236,2840,1938,1962,2104,2104,2228,2218,2086,2808,3364,2974,1944,1782,1504,1088
25,16,10,0,0,4,42,0,60,32,28,30,16,20,30,38,58,64,70,118,102,56,70,44,64
26,0,0,0,0,0,84,154,642,1274,1046,654,572,554,704,680,588,738,820,1350,820,660,784,546,166
27,0,0,0,0,0,0,542,1174,1262,656,322,306,330,298,262,288,252,406,676,944,626,722,666,348
28,0,0,0,0,0,46,194,490,372,160,48,94,168,172,272,236,488,566,678,800,680,740,652,360
29,20,0,0,0,0,126,534,1867,2015,1019,614,523,548,557,583,522,616,797,1092,1108,756,700,659,399
30,1959,195,264,192,3633,4207,5629,14416,15890,11392,10138,10533,13245,13175,12815,15325,16117,17263,22432,20771,13656,12613,10506,7162
31,671,132,70,17,306,947,1534,4367,3512,2871,2907,3170,3792,4040,4030,4587,4955,4924,5440,5215,3568,3549,3153,1929
32,6,0,0,0,2,182,290,184,934,660,400,216,238,318,262,170,102,536,780,440,60,152,124,74
33,1,0,0,0,0,3,433,1309,1573,675,413,436,357,351,364,302,279,345,288,258,192,156,156,61
34,247,37,104,101,175,360,384,899,2041,1518,919,867,641,552,611,644,749,699,621,268,214,216,99,102
35,3735,255,0,0,4490,25565,55275,142730,257790,157430,68425,51020,55795,56565,56150,63010,79730,116590,162155,135660,88735,83390,57195,31325
36,374,10,0,0,360,1502,3326,8176,5922,3880,1884,1308,1548,1702,1392,1314,1508,1400,3388,4426,2170,1914,1904,1204
37,2417,206,0,0,2187,3892,7544,19537,18902,11777,9360,8740,10508,10123,11605,12772,14317,14917,16132,13877,10985,10390,8646,4586
38,790,106,12,0,902,1362,4832,12156,13412,6562,4542,3886,4406,4260,4366,4646,4958,6786,9852,6646,3994,3688,3098,1840
39,250,54,1,0,105,250,731,1567,1873,1027,762,683,692,612,517,557,949,2425,1752,776,628,686,609,488
40,510,72,20,0,170,584,2836,7744,6190,3726,2016,1340,1284,1426,1258,1414,1492,1568,2678,3916,2406,2068,2302,1506
41,0,0,0,0,0,0,12,16,15,15,7,2,6,9,13,12,4,9,26,10,53,19,15,18
42,43183,4312,2289,2051,3059,43253,83090,199318,263564,209909,135163,134064,150528,178136,163989,190603,211246,273889,336658,267225,211162,241122,223076,143318
43,64,0,0,0,0,90,1154,1842,1622,1306,970,638,764,768,796,738,994,1012,1362,1448,980,1314,948,574
