클러스터,00시순하차,1시순하차,2시순하차,3시순하차,4시순하차,5시순하차,6시순하차,7시순하차,8시순하차,9시순하차,10시순하차,11시순하차,12시순하차,13시순하차,14시순하차,15시순하차,16시순하차,17시순하차,18시순하차,19시순하차,20시순하차,21시순하차,22시순하차,23시순하차
0,2592,970,48,34,744,1206,1710,3146,3586,2876,3040,3118,3646,3736,4324,4248,4478,4716,4644,3766,2940,2964,3006,2578
1,6960,1008,0,0,473,5823,7313,11489,15313,13174,12843,14739,15503,17115,18375,18693,19104,20201,22001,21305,22192,19387,17306,11577
2,2,0,0,0,0,14,46,82,146,70,68,44,112,62,76,86,94,186,110,118,62,44,8,6
3,418,10,0,0,209,575,1052,1743,1774,1562,1393,1577,2046,2224,2053,2310,2177,2332,2405,2236,1874,1741,2048,939
4,1628,604,300,298,1736,3798,3928,7392,10556,6870,4594,3876,3576,4262,4086,4366,5358,5438,7332,5208,4636,4672,4862,2930
5,21,0,0,0,0,2,74,187,431,332,277,193,222,220,184,173,245,218,273,232,181,106,243,85
6,107,0,0,0,28,388,679,1365,1374,892,510,355,644,635,743,743,1260,804,1216,1243,932,1000,865,366
7,76,0,0,0,0,22,233,424,578,349,268,226,206,306,285,396,434,436,554,578,417,418,469,291
9,125,44,0,0,92,150,770,1368,1857,1339,1421,1441,1579,1712,1788,2368,1974,2675,1863,1633,1590,2086,3386,1113
10,0,0,0,0,0,0,55,222,360,174,167,178,176,175,202,197,182,265,404,492,287,229,148,72
11,312,0,0,0,702,358,640,2066,1308,1616,724,896,746,618,762,538,1364,784,1400,1588,1392,1188,1368,818
12,2154,78,0,0,3267,4237,8396,25822,29238,16007,11149,10409,11483,11975,13065,14564,15977,19485,28801,34006,22846,20999,18655,12649
13,86,0,0,0,72,136,279,588,554,215,183,238,245,358,346,452,630,422,455,453,365,272,326,176
15,0,0,0,0,0,90,672,1786,984,938,552,620,524,530,566,768,486,462,788,1190,820,692,838,196
16,62,0,0,0,558,784,390,1640,3188,2232,2062,1686,1780,2036,1770,1822,1928,2022,1570,1542,872,1226,1184,800
17,254,90,108,76,1139,1960,1942,5148,19127,6911,2764,2458,2181,2702,2845,3328,3137,5697,11678,3688,2370,2548,2158,1174
19,132,0,0,0,14,235,283,1254,1740,1237,719,837,854,827,778,803,1029,1145,1324,1343,823,985,761,300
20,0,0,0,0,0,0,69,290,143,162,61,62,87,42,29,63,1,12,20,18,36,33,20,33
21,4068,1471,788,871,6089,5123,8545,14446,20773,16725,14069,13190,12966,13506,13086,15463,16524,18501,21601,15301,12394,11907,10605,5195
22,8,0,0,0,0,98,198,494,512,438,244,136,168,180,216,108,204,174,128,154,138,50,34,28
