클러스터,00시순하차,1시순하차,2시순하차,3시순하차,4시순하차,5시순하차,6시순하차,7시순하차,8시순하차,9시순하차,10시순하차,11시순하차,12시순하차,13시순하차,14시순하차,15시순하차,16시순하차,17시순하차,18시순하차,19시순하차,20시순하차,21시순하차,22시순하차,23시순하차
0,1876,712,30,56,880,1398,1722,3002,3670,3206,2854,2880,3438,3768,3806,4460,4170,4822,4740,3492,2832,2846,2874,2176
1,3762,630,0,0,494,5384,6936,9762,14158,11841,11016,11631,12808,13890,14678,15685,15025,16537,19133,17795,17814,14228,11091,7636
2,2,0,0,0,0,16,92,124,50,40,70,52,70,66,104,60,196,242,82,48,8,2,4,4
3,218,2,0,0,238,439,983,1319,1730,1654,1452,1526,1568,1509,1837,2257,2139,2102,2452,1970,1471,1406,1386,676
4,1364,582,280,142,2004,3310,3626,6964,9534,6760,4428,3274,3858,3634,3396,3506,4720,5592,6588,4984,3916,4270,3644,2242
5,7,0,0,0,0,10,37,224,453,282,224,142,160,189,210,220,236,252,238,181,119,106,91,56
6,54,0,0,0,2,434,789,1039,1345,660,532,484,699,576,923,1171,1092,656,997,1381,916,897,771,240
7,61,0,0,0,0,22,208,499,660,340,167,242,287,291,270,368,373,494,579,626,430,418,328,189
9,59,22,0,0,87,250,593,1395,2045,1249,1466,1270,1412,1708,1833,2029,1927,2926,1881,1195,1224,1620,2245,704
10,92,14,0,0,7,143,703,1415,1275,528,282,337,314,191,257,330,425,500,820,855,564,477,408,182
11,214,0,0,0,874,500,616,2194,1698,1336,724,678,636,542,524,524,2240,840,1314,1796,1434,1182,988,450
12,885,48,0,0,3208,4472,9125,27186,24594,14263,9339,9089,10571,11071,11925,13014,16134,18388,30262,33588,20359,18776,14085,7849
13,28,0,0,0,125,143,245,756,545,292,165,205,285,312,412,409,817,347,444,375,323,245,196,141
15,0,0,0,0,0,24,688,1428,280,668,314,310,204,382,346,364,296,404,588,1220,762,624,720,158
16,8,0,0,0,636,928,264,1710,3226,2446,1826,1688,2042,1830,2146,2024,1952,1608,1670,1710,1140,996,912,490
17,227,64,69,57,1128,1898,1782,5214,18266,7521,2161,1527,1788,1876,2067,2414,3098,5667,12076,3561,2434,2113,1533,848
18,0,0,0,0,0,0,360,1586,2312,1356,424,508,474,498,544,596,628,654,1394,1040,566,428,494,148
19,66,0,0,0,64,185,434,1070,1782,1124,671,710,553,710,629,758,819,1235,1171,1121,789,908,590,205
20,0,0,0,0,0,0,135,235,142,162,107,57,57,42,24,57,12,7,18,24,39,6,17,27
21,2459,852,522,577,5324,5220,8352,15716,21238,14476,11882,11541,12495,12027,12685,14187,14716,15931,20186,13927,10368,10169,7625,3479
22,6,0,0,0,0,90,262,428,484,388,164,178,192,188,140,116,116,78,100,186,80,50,2,4
23,520,12,0,0,819,1524,2519,4576,5946,4243,3131,2987,3457,3740,3503,4087,4550,4628,3938,3983,3445,3146,2333,1308
